step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees
10000,0,681,8.94,0.04,0.03,0.02,8.85,0.00,1.01,0.000,0.069,426279.8,25155.6,1,99,2.85,1.01,1.01,3.8750,6.31,110425.0,0.0000,37.0416,5462,39.0787,2
10000,1,665,8.87,0.01,0.01,0.04,8.82,0.00,1.00,0.000,0.068,420169.1,25491.2,2,83,2.93,1.00,1.00,3.9090,3.58,25419.7,0.1835,36.4890,5461,39.0716,0
10000,2,648,8.62,0.03,0.02,0.03,8.54,0.00,1.01,0.000,0.064,394630.0,23728.5,3,103,2.86,1.00,1.01,3.6697,1.87,143.6,3.8486,34.1049,5461,39.0716,0
20000,0,750,7.61,0.01,0.00,0.01,7.59,0.00,1.01,0.000,0.065,379849.2,3457.2,1,96,2.59,1.00,1.00,0.3872,4.80,110919.7,0.0000,37.1477,5462,36.6130,2
20000,1,751,7.57,0.01,0.02,0.00,7.55,0.00,1.00,0.000,0.065,378533.2,3465.6,1,76,2.57,1.00,1.00,0.3874,1.30,24947.0,0.1600,37.0709,5461,36.6063,0
20000,2,717,7.44,0.01,0.01,0.01,7.41,0.00,1.01,0.000,0.061,364704.9,3140.7,1,91,2.52,1.00,1.00,0.3525,2.74,143.5,2.0590,35.7258,5461,36.6063,0
30000,0,740,7.31,0.03,0.00,0.00,7.28,0.00,1.02,0.000,0.062,382639.6,3590.1,1,96,2.53,1.08,1.08,0.4027,9.91,111112.1,0.0000,37.3945,5462,36.9218,4
30000,1,746,7.15,0.00,0.00,0.00,7.15,0.00,1.00,0.000,0.061,381890.5,3503.3,1,91,2.53,1.00,1.00,0.3927,4.39,24774.2,0.1565,37.3922,5461,36.9151,1
30000,2,723,6.96,0.01,0.01,0.01,6.94,0.00,1.00,0.000,0.058,368443.8,3149.1,1,92,2.46,1.00,1.00,0.3529,2.40,130.2,1.9856,36.0878,5461,36.9151,0
40000,0,743,7.10,0.00,0.00,0.00,7.10,0.00,1.00,0.000,0.061,382642.1,3552.8,1,97,2.50,1.00,1.00,0.3983,3.90,110949.1,0.0000,37.4371,5462,36.9386,2
40000,1,769,7.05,0.02,0.00,0.00,7.03,0.00,1.01,0.000,0.062,382084.8,3512.8,1,100,2.51,1.03,1.03,0.3942,7.02,24896.6,0.1542,37.3791,5461,36.9319,3
40000,2,749,6.98,0.03,0.00,0.00,6.95,0.00,1.01,0.000,0.060,368909.6,3279.6,1,90,2.46,1.00,1.01,0.3699,3.29,154.0,1.9923,36.1161,5461,36.9319,1
50000,0,780,7.06,0.01,0.00,0.00,7.04,0.00,1.01,0.000,0.063,381913.3,3455.5,2,84,2.51,1.01,1.01,0.3886,2.20,110954.5,0.0000,37.4150,5462,36.8707,0
50000,1,741,7.22,0.00,0.01,0.02,7.19,0.00,1.00,0.000,0.062,380254.2,3597.7,2,97,2.52,1.00,1.00,0.4044,4.51,24933.0,0.1441,37.2752,5461,36.8640,2
50000,2,733,7.22,0.03,0.00,0.01,7.17,0.00,1.01,0.000,0.061,367846.9,3188.0,2,104,2.50,1.00,1.01,0.3603,5.89,147.7,1.9181,36.0342,5461,36.8640,3
60000,0,762,7.18,0.00,0.00,0.01,7.17,0.00,1.00,0.000,0.063,382022.9,3509.7,3,108,2.48,1.00,1.00,0.3965,3.36,110928.7,0.0000,37.4660,5462,36.9289,0
60000,1,763,7.09,0.00,0.00,0.00,7.08,0.00,1.00,0.000,0.062,380881.4,3472.4,3,94,2.47,1.00,1.00,0.3935,7.52,25004.0,0.1417,37.3320,5461,36.9221,3
60000,2,727,7.05,0.00,0.00,0.02,7.03,0.00,1.00,0.000,0.058,368081.2,3205.5,3,91,2.49,1.00,1.00,0.3620,2.99,138.3,1.8412,36.1047,5461,36.9221,0
70000,0,759,7.02,0.01,0.00,0.01,7.00,0.00,1.00,0.000,0.061,382020.4,3416.0,3,107,2.49,1.00,1.00,0.3863,3.98,110983.3,0.0000,37.4558,5462,36.9432,1
70000,1,747,7.07,0.00,0.00,0.01,7.07,0.00,1.00,0.000,0.061,380820.4,3447.6,3,111,2.48,1.00,1.00,0.3908,6.04,24908.5,0.1399,37.3573,5461,36.9364,2
70000,2,746,7.20,0.00,0.00,0.01,7.19,0.00,1.00,0.000,0.061,368841.4,3206.7,2,91,2.45,1.00,1.00,0.3637,5.27,138.5,1.8314,36.1406,5461,36.9364,1
80000,0,741,7.36,0.00,0.00,0.00,7.35,0.00,1.00,0.000,0.062,382164.4,3377.8,3,103,2.55,1.01,1.00,0.3826,2.37,110927.1,0.0000,37.4681,5462,36.9132,1
80000,1,739,7.43,0.00,0.00,0.01,7.42,0.00,1.00,0.000,0.063,380822.0,3446.9,3,95,2.51,1.00,1.00,0.3905,6.73,24983.1,0.1301,37.2938,5461,36.9065,0
80000,2,739,7.45,0.00,0.00,0.02,7.43,0.00,1.00,0.000,0.063,368559.4,3239.5,2,111,2.54,1.00,1.00,0.3675,1.01,138.3,1.7503,36.0972,5461,36.9065,0
90000,0,716,7.87,0.00,0.00,0.00,7.87,0.00,1.00,0.000,0.064,381278.8,3296.4,2,82,2.60,1.00,1.00,0.3728,6.56,110997.6,0.0000,37.3008,5462,36.7795,4
90000,1,729,7.75,0.00,0.00,0.01,7.74,0.00,1.00,0.000,0.065,379886.4,3394.7,2,107,2.59,1.00,1.00,0.3844,2.08,24950.1,0.1379,37.1749,5461,36.7727,1
90000,2,706,7.61,0.00,0.00,0.00,7.61,0.00,1.00,0.000,0.061,367583.6,3099.6,1,100,2.55,1.00,1.00,0.3518,4.63,128.4,1.7754,35.9760,5461,36.7727,1
100000,0,714,7.96,0.01,0.00,0.00,7.95,0.00,1.00,0.000,0.065,379905.9,3350.6,1,86,2.64,1.00,1.00,0.3797,3.30,111004.7,0.0000,37.1415,5462,36.6370,1
100000,1,719,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.066,378792.4,3236.4,1,107,2.67,1.00,1.00,0.3669,7.06,24992.3,0.1340,37.0298,5461,36.6303,4
100000,2,701,7.90,0.00,0.00,0.00,7.90,0.00,1.00,0.000,0.063,366616.9,3168.7,1,102,2.63,1.00,1.00,0.3589,5.74,134.2,1.8065,35.8506,5461,36.6303,2
110000,0,715,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.066,379595.3,3259.8,1,89,2.63,1.00,1.00,0.3690,6.09,111000.8,0.0000,37.1062,5462,36.5946,2
110000,1,724,7.99,0.00,0.00,0.00,7.98,0.00,1.00,0.000,0.066,378346.1,3349.7,1,79,2.60,1.00,1.00,0.3792,5.43,24986.0,0.1329,36.9853,5461,36.5879,1
110000,2,695,8.05,0.00,0.00,0.00,8.05,0.00,1.00,0.000,0.064,366256.2,3157.0,1,79,2.65,1.00,1.00,0.3576,4.10,134.9,1.7960,35.8089,5461,36.5879,1
120000,0,712,7.96,0.00,0.00,0.00,7.96,0.00,1.00,0.000,0.065,379503.8,3343.1,1,84,2.60,1.00,1.00,0.3787,3.47,110972.3,0.0000,37.0977,5462,36.5944,0
120000,1,733,8.05,0.00,0.00,0.00,8.05,0.00,1.00,0.000,0.067,378544.4,3261.2,1,84,2.62,1.00,1.00,0.3693,5.79,24953.6,0.1330,36.9939,5461,36.5877,3
120000,2,685,7.93,0.00,0.00,0.00,7.93,0.00,1.00,0.000,0.062,366312.4,3165.8,1,82,2.62,1.00,1.00,0.3593,5.37,127.4,1.7978,35.8153,5461,36.5877,1
130000,0,717,7.99,0.00,0.01,0.02,7.96,0.00,1.00,0.000,0.065,379950.0,3280.8,1,94,2.61,1.00,1.00,0.3713,3.62,111004.6,0.0000,37.1223,5462,36.6097,0
130000,1,723,7.99,0.01,0.00,0.00,7.98,0.00,1.01,0.000,0.066,378761.9,3224.1,1,95,2.61,1.00,1.00,0.3636,1.20,25007.1,0.1332,36.9879,5461,36.6030,1
130000,2,698,7.87,0.00,0.00,0.00,7.87,0.00,1.00,0.000,0.063,366636.6,3170.6,1,93,2.64,1.00,1.00,0.3595,5.97,128.9,1.7957,35.8241,5461,36.6030,2
140000,0,730,7.93,0.00,0.00,0.00,7.93,0.00,1.00,0.000,0.066,380374.5,3287.9,1,87,2.62,1.00,1.00,0.3722,4.21,110979.9,0.0000,37.1398,5462,36.6211,1
140000,1,708,7.94,0.00,0.00,0.00,7.94,0.00,1.00,0.000,0.065,379073.3,3353.8,1,93,2.62,1.00,1.00,0.3803,6.07,24988.3,0.1339,37.0080,5461,36.6144,0
140000,2,705,7.91,0.00,0.00,0.02,7.89,0.00,1.00,0.000,0.064,366994.2,3075.0,1,83,2.62,1.00,1.00,0.3470,2.48,123.8,1.8051,35.8346,5461,36.6144,0
150000,0,716,8.00,0.00,0.01,0.00,7.99,0.00,1.00,0.000,0.066,380486.5,3208.6,1,104,2.61,1.00,1.00,0.3628,5.03,110982.0,0.0000,37.1445,5462,36.6296,2
150000,1,729,7.99,0.00,0.00,0.00,7.99,0.00,1.00,0.000,0.066,379213.2,3324.5,1,77,2.63,1.00,1.00,0.3756,1.12,24997.1,0.1323,37.0192,5461,36.6229,0
150000,2,710,7.86,0.00,0.01,0.00,7.85,0.00,1.00,0.000,0.064,366921.3,3102.8,1,93,2.60,1.00,1.00,0.3511,6.15,147.1,1.7837,35.8343,5461,36.6229,2
160000,0,724,8.03,0.00,0.00,0.00,8.02,0.00,1.00,0.000,0.067,380405.1,3286.4,1,92,2.63,1.00,1.00,0.3715,3.38,110983.0,0.0000,37.1367,5462,36.6222,2
160000,1,729,7.95,0.00,0.00,0.00,7.95,0.00,1.00,0.000,0.066,379186.0,3259.9,1,97,2.60,1.00,1.00,0.3682,1.75,24970.2,0.1313,37.0153,5461,36.6155,0
160000,2,695,8.01,0.01,0.00,0.00,8.00,0.00,1.01,0.000,0.063,366949.6,3233.6,1,90,2.61,1.01,1.01,0.3653,6.45,137.1,1.7913,35.8320,5461,36.6155,2
170000,0,719,7.95,0.00,0.01,0.00,7.93,0.00,1.00,0.000,0.065,380404.1,3276.2,1,98,2.64,1.00,1.00,0.3704,5.04,111015.0,0.0000,37.1333,5462,36.6214,3
170000,1,731,7.97,0.00,0.00,0.00,7.96,0.00,1.00,0.000,0.067,379116.2,3248.9,1,84,2.60,1.00,1.00,0.3658,0.60,24992.9,0.1332,37.0063,5461,36.6147,0
170000,2,708,7.93,0.00,0.00,0.00,7.93,0.00,1.00,0.000,0.064,366899.1,3121.0,1,89,2.61,1.00,1.00,0.3526,2.56,145.6,1.7956,35.8297,5461,36.6147,1
180000,0,718,7.99,0.00,0.00,0.00,7.98,0.00,1.00,0.000,0.066,380340.2,3246.9,1,87,2.60,1.00,1.00,0.3664,2.75,111021.4,0.0000,37.1243,5462,36.6136,1
180000,1,727,8.03,0.00,0.00,0.00,8.03,0.00,1.00,0.000,0.066,379133.8,3314.0,1,112,2.66,1.00,1.00,0.3744,3.07,24966.8,0.1323,37.0139,5461,36.6069,2
180000,2,695,7.98,0.00,0.00,0.00,7.97,0.00,1.00,0.000,0.064,366944.7,3136.8,1,99,2.60,1.00,1.00,0.3543,2.11,133.5,1.7863,35.8177,5461,36.6069,0
190000,0,724,8.04,0.00,0.01,0.00,8.03,0.00,1.00,0.000,0.067,380383.5,3231.9,1,88,2.60,1.00,1.00,0.3646,2.27,110990.7,0.0000,37.1219,5462,36.6120,1
190000,1,720,7.99,0.00,0.00,0.00,7.99,0.00,1.00,0.000,0.066,379064.2,3202.5,1,97,2.63,1.00,1.00,0.3611,2.87,24975.6,0.1344,37.0044,5461,36.6053,1
190000,2,691,7.95,0.00,0.00,0.00,7.95,0.00,1.00,0.000,0.063,366836.2,3109.8,1,90,2.62,1.00,1.00,0.3520,6.64,128.5,1.8027,35.8218,5461,36.6053,1
200000,0,743,8.03,0.00,0.00,0.00,8.03,0.00,1.00,0.000,0.068,380262.2,3199.0,1,93,2.65,1.00,1.00,0.3609,2.65,110998.0,0.0000,37.1207,5462,36.6153,1
200000,1,739,8.05,0.00,0.00,0.00,8.04,0.00,1.00,0.000,0.068,379154.8,3313.4,1,93,2.67,1.00,1.00,0.3736,1.26,24964.9,0.1336,37.0096,5461,36.6086,0
200000,2,678,7.92,0.00,0.00,0.00,7.92,0.00,1.00,0.000,0.061,366774.3,3190.7,1,87,2.67,1.00,1.00,0.3601,2.35,125.2,1.7915,35.8275,5461,36.6086,0
210000,0,708,8.00,0.00,0.00,0.02,7.98,0.00,1.00,0.000,0.065,380122.7,3205.5,1,91,2.66,1.00,1.00,0.3617,4.57,111010.7,0.0000,37.1223,5462,36.6144,1
210000,1,722,7.98,0.00,0.01,0.01,7.96,0.00,1.00,0.000,0.066,379110.5,3254.7,1,84,2.65,1.00,1.00,0.3679,1.91,25025.8,0.1324,37.0035,5461,36.6077,0
210000,2,698,7.96,0.00,0.00,0.00,7.95,0.00,1.00,0.000,0.063,366766.2,3173.0,1,101,2.60,1.00,1.00,0.3589,5.38,131.6,1.7911,35.8206,5461,36.6077,1
220000,0,739,7.96,0.01,0.01,0.01,7.93,0.00,1.01,0.000,0.067,380251.0,3282.7,1,99,2.62,1.01,1.01,0.3694,3.33,111001.8,0.0000,37.1180,5462,36.6071,1
220000,1,709,7.90,0.00,0.00,0.01,7.89,0.00,1.00,0.000,0.065,378998.0,3268.5,1,91,2.58,1.00,1.00,0.3701,5.81,24977.0,0.1346,37.0029,5461,36.6004,3
220000,2,680,8.07,0.00,0.00,0.00,8.06,0.00,1.00,0.000,0.062,366810.9,3074.3,1,89,2.67,1.00,1.00,0.3467,3.94,114.6,1.7939,35.8181,5461,36.6004,0
230000,0,720,7.91,0.00,0.01,0.01,7.90,0.00,1.00,0.000,0.065,380246.2,3238.7,1,92,2.60,1.00,1.00,0.3651,4.09,111024.6,0.0000,37.1172,5462,36.6074,1
