step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees
10000,0,333,7.39,0.02,0.02,0.01,7.34,0.00,1.00,0.000,0.028,245807.5,22887.8,2,103,3.06,1.00,1.01,3.6836,7.12,92.9,24.1019,20.1953,5462,13.8177,4
10000,1,583,7.97,0.01,0.01,0.09,7.87,0.00,1.00,0.000,0.053,358370.7,24587.0,2,29,3.04,1.00,1.00,3.7909,7.51,321.7,9.0481,30.6184,5461,27.4367,4
10000,2,646,8.94,0.02,0.08,0.04,8.80,0.00,1.01,0.000,0.067,403926.7,25512.3,2,72,3.08,1.00,1.01,3.8567,14.49,1013.8,3.0733,34.9861,5461,40.6573,11
20000,0,325,7.03,0.00,0.00,0.00,7.03,0.00,1.00,0.000,0.026,157726.5,1731.5,1,121,3.09,1.00,1.00,0.2288,5.25,110.8,29.8567,15.6466,5462,13.8191,2
20000,1,604,7.69,0.00,0.00,0.02,7.67,0.00,1.00,0.000,0.053,309234.4,3774.0,1,28,3.05,1.00,1.00,0.4411,6.24,366.4,8.0883,30.3852,5461,27.4395,3
20000,2,678,8.47,0.00,0.00,0.03,8.44,0.00,1.00,0.000,0.066,369681.7,5381.7,1,67,3.09,1.00,1.00,0.6129,4.49,1066.3,0.3827,36.0719,5461,40.6614,5
30000,0,327,7.35,0.05,0.02,0.03,7.26,0.00,1.02,0.000,0.027,158832.9,1804.6,1,146,3.06,1.02,1.02,0.2403,4.41,126.5,29.7299,15.7668,5462,13.8191,0
30000,1,610,7.33,0.00,0.00,0.04,7.28,0.00,1.00,0.000,0.051,309881.0,3851.0,1,18,3.03,1.00,1.00,0.4467,5.91,387.4,8.0147,30.4279,5461,27.4395,2
30000,2,668,8.92,0.00,0.00,0.00,8.92,0.00,1.00,0.000,0.068,367124.5,4912.3,1,77,3.15,1.00,1.00,0.5583,6.28,1094.8,0.3541,35.9072,5461,40.6614,4
40000,0,328,7.31,0.00,0.00,0.00,7.30,0.00,1.00,0.000,0.027,159228.0,1740.1,1,133,3.00,1.00,1.00,0.2325,5.38,126.2,29.6789,15.8084,5462,13.8191,0
40000,1,594,7.79,0.02,0.00,0.05,7.72,0.00,1.01,0.000,0.053,310661.0,3630.9,1,20,3.09,1.00,1.01,0.4176,5.75,379.8,7.7967,30.4990,5461,27.4395,2
40000,2,645,9.14,0.00,0.01,0.04,9.09,0.00,1.00,0.000,0.067,366088.7,4289.5,1,74,3.18,1.00,1.00,0.4839,4.18,1095.8,0.2912,35.7812,5461,40.6614,2
50000,0,308,7.48,0.00,0.04,0.02,7.43,0.00,1.00,0.000,0.027,158927.9,1677.1,1,140,3.04,1.00,1.00,0.2225,3.41,118.5,29.7014,15.7898,5462,13.8191,1
