step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten
110000,1591,1.505,0.045,7.00,32979,30792,655,0,1493,0,824939.8,7586.4,0.001,0.354,0.622,0.023,209,8.43,1.82,0.00,0.00,0.00,0.18,0.01,0.31,8.41,1.79,0.00,0.00,0.001,0.022,77,0.271,0.227,0.767,0.000,0.006,2740,1867,2,0.642,0.000,0.001,16680,0.115,0.133,0.000,82.07,8740,0,7586.388,0.000,0.000,288520,1.00,14.65,0.000,0.000,0.000,7,8,10,24,13409,0.051,0.00,0.0062,0.104,657,0.051,0.000,0.081,0.000,3.28,1.75,7.89,0.00,0.000,1.00,1.00,1.00,0.051,0.00280,47.68,0.9012,12.29,2075.6,140074.9,34.095,0.1429,81.920,210.286,0.569,0.000,134596.7,81.920,5.879,11,39.1,7.74,0.344
120000,1572,1.521,0.045,7.00,32765,30709,661,0,1414,0,823944.2,7470.6,0.002,0.360,0.616,0.022,211,8.49,1.62,0.00,0.03,0.00,0.00,0.01,0.18,8.48,1.60,0.00,0.00,0.000,0.000,60,0.310,0.212,0.786,0.000,0.003,2902,2027,2,0.626,0.000,0.001,14263,0.116,0.113,0.000,82.06,8843,0,7470.637,0.000,0.000,300355,1.00,14.47,0.000,0.000,0.000,7,8,10,26,13339,0.051,0.00,0.0062,0.099,631,0.052,0.000,0.082,0.000,3.29,1.76,7.95,0.00,0.000,1.00,1.00,1.00,0.052,0.00289,47.30,0.8865,13.42,2069.4,140074.9,34.482,0.1392,81.921,205.561,0.570,0.000,134611.7,81.920,5.974,8,27.6,7.79,0.401
130000,1583,1.492,0.045,7.01,32184,30034,684,0,1455,0,824063.0,7525.7,0.001,0.358,0.620,0.021,209,8.48,1.53,0.00,0.00,0.00,0.00,0.01,0.38,8.47,1.52,0.00,0.00,0.000,0.000,62,0.310,0.227,0.771,0.000,0.002,2743,1716,2,0.586,0.000,0.001,14338,0.111,0.112,0.000,82.06,8817,0,7525.705,0.000,0.000,273910,1.00,14.45,0.000,0.000,0.000,7,8,10,17,13423,0.051,0.00,0.0061,0.092,654,0.048,0.000,0.078,0.000,3.29,1.78,7.93,0.00,0.000,1.00,1.00,1.00,0.048,0.00288,47.45,0.8929,13.53,2041.7,140074.9,34.322,0.1402,81.926,205.628,0.571,0.000,134671.8,81.920,5.794,13,33.2,7.93,0.289
140000,1614,1.473,0.044,7.00,32549,30415,680,0,1423,0,825024.6,7485.0,0.001,0.352,0.626,0.022,209,8.38,1.50,0.00,0.10,0.00,0.00,0.00,0.06,8.38,1.49,0.00,0.00,0.000,0.000,58,0.377,0.230,0.769,0.000,0.001,2653,1790,2,0.672,0.000,0.002,15328,0.122,0.104,0.000,82.05,8519,0,7485.041,0.000,0.000,266270,1.00,14.71,0.000,0.000,0.000,7,8,10,23,13528,0.052,0.00,0.0061,0.086,662,0.047,0.000,0.078,0.000,3.31,1.81,7.93,0.00,0.000,1.00,1.00,1.00,0.047,0.00276,47.86,0.8887,16.80,2128.3,140074.9,33.930,0.1398,81.910,207.206,0.579,0.000,134569.7,81.920,5.660,10,25.9,7.96,0.240
150000,1579,1.482,0.043,7.00,32765,30693,678,0,1429,0,824902.3,7476.6,0.001,0.347,0.630,0.022,210,8.53,1.71,0.00,0.00,0.01,0.19,0.00,0.08,8.52,1.67,0.00,0.00,0.000,0.010,68,0.319,0.234,0.764,0.000,0.001,2695,1749,2,0.621,0.000,0.002,16554,0.101,0.060,0.000,82.07,8474,0,7476.552,0.000,0.000,269434,1.00,14.50,0.000,0.000,0.000,7,8,10,24,13466,0.051,0.00,0.0061,0.077,666,0.048,0.000,0.080,0.000,3.32,1.79,7.93,0.00,0.000,1.00,1.00,1.00,0.048,0.00279,48.07,0.8882,14.47,2057.6,140074.9,33.699,0.1406,81.933,209.887,0.575,0.000,134701.8,81.920,5.676,5,6.2,1.59,0.242
160000,1584,1.494,0.045,7.02,32093,30065,620,0,1403,0,825082.6,7351.1,0.001,0.348,0.631,0.020,211,8.55,1.69,0.00,0.00,0.00,0.00,0.00,0.13,8.55,1.70,0.00,0.00,0.000,0.000,73,0.343,0.233,0.765,0.000,0.002,2474,1678,2,0.616,0.000,0.001,18623,0.100,0.104,0.000,82.05,8423,0,7351.101,0.000,0.001,253603,1.00,14.52,0.000,0.000,0.000,7,8,10,23,13545,0.052,0.00,0.0061,0.084,641,0.046,0.000,0.077,0.000,3.35,1.85,7.93,0.00,0.000,1.00,1.00,1.00,0.046,0.00281,47.99,0.8722,9.85,2107.5,140074.9,33.794,0.1374,81.909,208.086,0.578,0.000,134593.5,81.920,5.633,9,28.4,7.83,0.218
170000,1590,1.482,0.044,7.02,32731,30610,673,0,1442,0,825833.1,7561.4,0.001,0.347,0.631,0.021,211,8.51,1.90,0.01,0.26,0.01,0.39,0.01,0.31,8.48,1.77,0.00,0.00,0.000,0.013,70,0.321,0.235,0.764,0.000,0.001,2581,1745,2,0.645,0.000,0.002,15784,0.109,0.073,0.000,82.07,8726,0,7561.375,0.000,0.000,249624,1.00,14.59,0.000,0.000,0.000,7,8,10,35,13533,0.052,0.00,0.0061,0.078,652,0.045,0.000,0.078,0.000,3.33,1.84,7.90,0.00,0.000,1.00,1.00,1.00,0.045,0.00279,48.11,0.9026,12.13,2070.8,140074.9,33.660,0.1461,81.926,208.081,0.575,0.000,134652.5,81.920,5.709,8,14.3,4.81,0.261
180000,1611,1.469,0.044,7.07,33275,31157,663,0,1434,0,825055.8,7530.9,0.001,0.350,0.627,0.022,208,8.34,1.68,0.01,0.26,0.00,0.17,0.00,0.00,8.32,1.59,0.00,0.00,0.000,0.008,72,0.364,0.229,0.770,0.000,0.001,2689,1791,2,0.681,0.000,0.000,17004,0.110,0.096,0.000,82.06,8723,0,7530.915,0.000,0.001,281409,1.00,14.78,0.000,0.000,0.000,7,8,10,24,13437,0.051,0.00,0.0062,0.077,664,0.050,0.000,0.079,0.000,3.31,1.83,7.91,0.00,0.000,1.00,1.00,1.01,0.050,0.00273,48.22,0.8959,13.24,2125.5,140075.0,33.558,0.1425,81.914,211.963,0.578,0.000,134593.5,81.920,5.714,8,22.9,7.58,0.259
190000,1612,1.455,0.044,7.02,33987,31848,636,0,1502,0,825865.2,7581.6,0.001,0.350,0.625,0.024,210,8.31,1.53,0.00,0.10,0.00,0.12,0.01,0.26,8.29,1.52,0.00,0.00,0.000,0.018,64,0.410,0.231,0.767,0.000,0.002,2760,1850,2,0.732,0.000,0.003,18932,0.103,0.112,0.000,82.06,8585,0,7581.623,0.000,0.000,297191,1.00,14.87,0.000,0.000,0.000,7,8,10,24,13394,0.051,0.00,0.0062,0.080,660,0.053,0.000,0.082,0.000,3.32,1.79,7.94,0.00,0.000,1.00,1.00,1.00,0.053,0.00271,48.39,0.9021,14.48,2161.2,140075.0,33.392,0.1437,81.918,213.286,0.583,0.000,134578.6,81.920,5.799,10,31.4,7.43,0.302
200000,1577,1.488,0.046,7.02,34050,31928,676,0,1481,0,826532.4,7611.2,0.002,0.346,0.628,0.024,210,8.24,1.53,0.00,0.00,0.00,0.00,0.00,0.00,8.24,1.53,0.00,0.00,0.000,0.000,67,0.372,0.223,0.777,0.000,0.001,2794,1945,2,0.724,0.000,0.000,22080,0.095,0.133,0.000,82.07,8638,0,7611.229,0.000,0.000,294223,1.00,14.98,0.000,0.000,0.000,7,8,10,16,12991,0.050,0.00,0.0064,0.083,642,0.053,0.000,0.081,0.000,3.29,1.79,7.92,0.00,0.000,1.00,1.00,1.00,0.053,0.00274,48.50,0.9085,15.81,2176.9,140075.0,33.277,0.1470,81.915,218.841,0.585,0.000,134531.3,81.920,5.865,13,46.7,7.83,0.351
210000,1587,1.482,0.045,7.00,34030,31919,620,0,1481,0,826205.5,7539.4,0.002,0.350,0.624,0.024,212,8.35,1.46,0.00,0.03,0.00,0.13,0.01,0.43,8.34,1.45,0.00,0.00,0.000,0.009,63,0.402,0.222,0.773,0.000,0.004,2811,2021,2,0.722,0.000,0.001,20985,0.094,0.131,0.000,82.07,8623,0,7539.450,0.000,0.001,293782,1.00,14.81,0.000,0.000,0.000,7,8,10,17,13256,0.051,0.00,0.0062,0.087,638,0.052,0.000,0.081,0.000,3.33,1.82,7.95,0.00,0.001,1.00,1.00,1.00,0.052,0.00276,48.35,0.9003,10.31,2127.7,140075.0,33.418,0.1467,81.926,215.254,0.577,0.000,134593.0,81.920,5.952,10,39.1,7.97,0.398
220000,1599,1.465,0.045,7.01,33515,31441,655,0,1407,0,826152.6,7504.6,0.001,0.345,0.629,0.024,210,8.34,1.53,0.00,0.12,0.00,0.00,0.00,0.08,8.34,1.49,0.00,0.00,0.000,0.000,60,0.383,0.235,0.764,0.000,0.001,2643,1877,2,0.695,0.000,0.001,19005,0.105,0.133,0.000,82.06,8272,0,7504.606,0.000,0.000,281140,1.00,14.82,0.000,0.000,0.000,7,8,10,22,13343,0.051,0.00,0.0062,0.078,652,0.051,0.000,0.080,0.000,3.33,1.80,7.92,0.00,0.000,1.00,1.00,1.00,0.051,0.00271,48.43,0.8942,13.28,2125.0,140075.0,33.340,0.1433,81.921,213.211,0.581,0.000,134603.9,81.920,5.821,17,51.1,7.73,0.342
230000,1605,1.458,0.042,7.02,33444,31402,618,0,1418,0,826101.6,7441.4,0.001,0.347,0.629,0.023,210,8.35,1.67,0.00,0.00,0.01,0.24,0.02,0.57,8.32,1.59,0.00,0.00,0.001,0.022,65,0.402,0.241,0.758,0.000,0.001,2665,1868,2,0.727,0.000,0.002,15846,0.110,0.107,0.000,82.05,8285,0,7441.354,0.000,0.000,279927,1.00,14.86,0.000,0.000,0.000,7,8,10,27,13404,0.051,0.00,0.0062,0.088,649,0.050,0.000,0.079,0.000,3.33,1.84,7.93,0.00,0.000,1.00,1.00,1.00,0.050,0.00272,48.43,0.8844,19.16,2197.7,140075.0,33.358,0.1396,81.917,212.123,0.591,0.000,134576.2,81.920,5.647,11,29.0,7.86,0.256
240000,1590,1.463,0.047,6.99,33519,31349,643,0,1542,0,826855.9,7561.7,0.001,0.344,0.633,0.023,209,8.28,1.62,0.00,0.00,0.01,0.20,0.01,0.40,8.26,1.62,0.00,0.00,0.001,0.025,67,0.401,0.215,0.781,0.000,0.004,2668,1776,2,0.735,0.000,0.002,17241,0.101,0.154,0.000,82.07,8462,0,7561.714,0.000,0.000,273513,1.00,15.01,0.000,0.000,0.000,6,8,10,18,13170,0.050,0.00,0.0063,0.089,656,0.050,0.000,0.079,0.000,3.34,1.85,7.89,0.00,0.000,1.00,1.00,1.00,0.050,0.00270,48.76,0.9007,11.14,2179.3,140075.0,33.008,0.1451,81.915,216.930,0.584,0.000,134529.2,81.920,5.643,19,65.9,8.00,0.252
250000,1601,1.500,0.045,7.00,33551,31469,657,0,1414,1,828747.4,7485.5,0.001,0.345,0.631,0.023,211,8.23,1.58,0.00,0.00,0.01,0.18,0.00,0.04,8.22,1.55,0.00,0.00,0.000,0.009,67,0.433,0.223,0.775,0.000,0.002,2571,1742,2,0.748,0.000,0.001,18005,0.104,0.151,0.000,82.07,8427,0,7485.540,0.000,0.001,273110,1.00,15.11,0.000,0.000,0.000,6,8,10,20,13169,0.050,0.00,0.0063,0.085,641,0.049,0.000,0.078,0.000,3.36,1.87,7.92,0.00,0.000,1.00,1.00,1.00,0.049,0.00270,48.99,0.8900,18.36,2132.2,140075.0,32.783,0.1406,81.921,216.401,0.590,0.000,134535.6,81.920,5.638,18,59.1,7.98,0.264
260000,1590,1.467,0.047,7.02,34029,31955,605,0,1480,0,826974.4,7482.7,0.001,0.349,0.626,0.023,209,8.29,1.62,0.00,0.00,0.01,0.29,0.00,0.06,8.27,1.54,0.00,0.00,0.001,0.017,64,0.373,0.233,0.762,0.000,0.005,2753,1870,2,0.708,0.000,0.001,20424,0.100,0.134,0.000,82.06,8663,0,7482.682,0.000,0.000,295600,1.00,14.90,0.000,0.000,0.000,6,8,10,22,13177,0.050,0.00,0.0063,0.086,653,0.052,0.000,0.080,0.000,3.29,1.83,7.92,0.00,0.000,1.00,1.00,1.00,0.052,0.00272,48.86,0.8898,18.80,2137.8,140075.0,32.914,0.1414,81.923,214.989,0.582,0.000,134566.0,81.920,5.663,14,45.5,7.86,0.270
270000,1600,1.459,0.045,7.03,33440,31391,628,0,1411,0,826289.8,7445.4,0.001,0.355,0.622,0.023,211,8.33,1.48,0.00,0.15,0.00,0.00,0.00,0.00,8.32,1.46,0.00,0.00,0.000,0.000,66,0.363,0.229,0.768,0.000,0.002,2703,1854,2,0.679,0.000,0.000,19733,0.100,0.128,0.000,82.06,8772,0,7445.372,0.000,0.000,292351,1.00,14.81,0.000,0.000,0.000,7,8,10,19,13323,0.051,0.00,0.0062,0.083,652,0.051,0.000,0.079,0.000,3.29,1.80,7.91,0.00,0.000,1.00,1.00,1.00,0.051,0.00277,48.44,0.8845,13.48,2101.3,140075.0,33.338,0.1403,81.927,213.434,0.576,0.000,134638.7,81.920,5.704,10,38.2,7.97,0.293
280000,1603,1.461,0.044,7.01,33498,31415,650,0,1430,0,826834.7,7477.0,0.001,0.352,0.623,0.023,211,8.24,1.41,0.00,0.07,0.00,0.05,0.00,0.02,8.23,1.41,0.00,0.00,0.000,0.010,61,0.484,0.232,0.765,0.000,0.003,2636,1784,2,0.773,0.000,0.001,18731,0.102,0.111,0.000,82.05,8754,0,7477.047,0.000,0.000,285727,1.00,15.08,0.000,0.000,0.000,7,8,10,17,13206,0.050,0.00,0.0063,0.104,643,0.051,0.000,0.080,0.000,3.33,1.82,7.92,0.00,0.000,1.00,1.00,1.00,0.051,0.00275,48.60,0.8892,14.14,2217.4,140075.1,33.189,0.1413,81.909,216.897,0.585,0.000,134530.7,81.920,5.636,11,32.3,7.78,0.275
290000,1612,1.483,0.048,6.99,34338,32203,661,0,1465,0,828462.4,7566.9,0.001,0.349,0.624,0.025,210,8.14,1.47,0.00,0.00,0.00,0.00,0.00,0.07,8.14,1.47,0.00,0.00,0.000,0.000,61,0.529,0.237,0.762,0.000,0.001,2810,2052,2,0.827,0.000,0.001,19874,0.105,0.169,0.001,82.07,8983,0,7566.850,0.000,0.000,308826,1.00,15.35,0.000,0.000,0.000,7,8,10,20,13117,0.050,0.00,0.0063,0.084,654,0.055,0.000,0.081,0.000,3.36,1.83,7.93,0.00,0.000,1.00,1.00,1.00,0.055,0.00268,49.23,0.9041,8.48,2243.6,140075.1,32.547,0.1478,81.906,222.860,0.595,0.000,134393.5,81.920,5.712,17,74.1,7.70,0.327
300000,1618,1.431,0.049,7.02,34763,32613,657,0,1487,0,828012.8,7564.0,0.002,0.348,0.624,0.026,207,8.12,1.52,0.00,0.00,0.00,0.10,0.00,0.02,8.12,1.52,0.00,0.00,0.000,0.012,71,0.478,0.237,0.761,0.000,0.002,2878,2199,2,0.808,0.000,0.001,23021,0.103,0.211,0.001,82.07,8953,0,7563.969,0.000,0.000,324556,1.00,15.29,0.000,0.000,0.000,7,8,10,21,13140,0.050,0.00,0.0063,0.075,654,0.057,0.000,0.082,0.000,3.36,1.81,7.90,0.00,0.000,1.00,1.00,1.00,0.057,0.00263,49.24,0.9036,11.89,2206.4,140075.1,32.524,0.1467,81.930,227.975,0.594,0.000,134493.5,81.920,5.957,21,105.4,8.00,0.431
310000,1606,1.458,0.047,7.01,34901,32656,625,0,1632,0,827971.4,7693.1,0.002,0.353,0.619,0.027,210,8.14,1.50,0.00,0.00,0.00,0.15,0.01,0.32,8.12,1.48,0.00,0.00,0.000,0.007,75,0.502,0.211,0.785,0.000,0.004,3074,2345,2,0.809,0.000,0.003,21995,0.101,0.161,0.000,82.07,9302,0,7693.148,0.000,0.000,334239,1.00,15.31,0.000,0.000,0.000,7,8,10,22,13066,0.050,0.00,0.0063,0.080,660,0.058,0.000,0.083,0.000,3.35,1.85,7.92,0.00,0.000,1.00,1.00,1.00,0.058,0.00269,49.08,0.9223,22.05,2262.0,140075.1,32.688,0.1518,81.915,221.597,0.591,0.000,134446.0,81.920,5.914,21,67.4,7.97,0.442
320000,1636,1.462,0.049,7.00,34840,32685,641,0,1484,0,827801.8,7567.3,0.001,0.348,0.624,0.027,208,8.09,1.55,0.00,0.00,0.00,0.02,0.00,0.13,8.09,1.55,0.00,0.00,0.000,0.001,70,0.534,0.221,0.775,0.000,0.004,2891,2175,2,0.831,0.000,0.001,22090,0.101,0.196,0.001,82.07,8804,0,7567.349,0.000,0.001,313352,1.00,15.39,0.000,0.000,0.000,7,8,10,24,13239,0.051,0.00,0.0063,0.091,659,0.055,0.000,0.082,0.000,3.38,1.84,7.92,0.00,0.000,1.00,1.00,1.00,0.055,0.00261,49.32,0.9022,14.07,2267.0,140075.1,32.452,0.1461,81.910,224.716,0.595,0.000,134346.8,81.920,5.759,23,100.4,7.94,0.336
330000,1620,1.471,0.044,7.00,34879,32724,624,0,1547,0,828072.6,7600.7,0.002,0.349,0.623,0.027,211,8.19,1.58,0.00,0.00,0.00,0.09,0.01,0.23,8.18,1.53,0.00,0.00,0.000,0.006,69,0.515,0.210,0.788,0.000,0.002,3042,2182,2,0.815,0.000,0.002,20147,0.095,0.112,0.000,82.07,8781,0,7600.672,0.000,0.000,322872,1.00,15.22,0.000,0.000,0.000,7,8,10,21,13271,0.051,0.00,0.0062,0.076,664,0.057,0.000,0.082,0.000,3.38,1.86,7.93,0.00,0.000,1.00,1.00,1.00,0.057,0.00264,49.35,0.9083,13.40,2240.2,140075.1,32.414,0.1481,81.932,224.434,0.596,0.000,134467.2,81.920,5.897,16,39.6,8.00,0.423
