step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten
10000,2067,1.451,0.050,6.39,68622,65644,104,0,2290,1885,1193394.2,76738.6,0.052,0.509,0.402,0.038,181,8.43,1.85,0.03,0.59,0.00,0.04,0.00,0.02,8.39,1.58,0.00,0.00,0.000,0.003,79,0.721,0.259,0.736,0.000,0.005,54944,46607,1,0.976,0.024,0.000,381921,0.152,0.078,0.000,108.55,28504,0,40.710,0.000,0.000,2063658,1.01,13.74,0.000,0.000,0.000,8,8,10,48,17422,0.066,1.73,0.0069,0.063,670,0.210,0.000,0.190,0.261,2.95,1.30,7.88,0.00,0.000,1.00,1.01,1.02,0.210,0.00448,50.32,11.5751,12.10,135798.9,140074.6,3.246,3.8882,118.250,397.158,0.927,0.424,108.1,118.239,24.238,6,10.5,4.37,33.064
20000,2094,1.429,0.050,6.02,49647,46606,375,0,2639,8,1076090.0,12428.1,0.004,0.466,0.502,0.028,212,8.14,1.59,0.03,0.56,0.00,0.22,0.00,0.00,8.10,1.33,0.00,0.00,0.000,0.010,49,0.879,0.256,0.741,0.000,0.003,10400,9863,1,1.000,0.000,0.000,5272,0.244,0.126,0.000,108.12,7817,0,1553.508,0.000,0.000,794087,1.01,14.03,0.000,0.000,0.000,8,8,8,39,17038,0.065,0.01,0.0063,0.073,678,0.081,0.000,0.172,0.000,2.90,1.11,7.94,0.00,0.000,1.00,1.01,1.02,0.081,0.00348,53.74,1.3932,12.03,135814.6,140074.6,1.977,0.1502,107.969,56.210,0.932,0.417,108.4,107.969,6.979,11,36.6,7.95,0.438
30000,2087,1.436,0.048,6.05,48934,45917,432,0,2592,7,1075216.2,12153.9,0.003,0.467,0.501,0.028,214,7.95,1.78,0.05,0.84,0.01,0.32,0.00,0.00,7.89,1.38,0.00,0.00,0.000,0.013,61,0.757,0.235,0.762,0.000,0.002,10366,10285,1,1.000,0.000,0.000,5314,0.246,0.095,0.000,108.12,8831,0,1736.268,0.000,0.000,793272,1.01,14.41,0.000,0.000,0.000,7,8,8,46,16587,0.063,0.01,0.0065,0.065,676,0.080,0.000,0.169,0.000,2.89,1.11,7.93,0.00,0.000,1.00,1.01,1.03,0.080,0.00347,53.77,1.3622,12.53,135848.7,140074.7,1.940,0.1466,107.979,51.523,0.925,0.417,107.2,107.979,6.918,8,18.5,7.62,0.417
40000,2182,1.400,0.050,6.05,50038,46602,438,0,2903,3,1065379.9,12333.1,0.003,0.454,0.517,0.026,209,7.33,1.13,0.01,0.20,0.00,0.02,0.00,0.00,7.32,1.07,0.00,0.00,0.000,0.021,50,0.538,0.247,0.749,0.000,0.004,11276,10921,1,1.000,0.000,0.000,6670,0.214,0.168,0.000,107.67,10688,0,4111.033,0.000,0.001,935678,1.00,15.49,0.000,0.000,0.000,7,7,8,20,15989,0.061,0.02,0.0067,0.068,700,0.095,0.000,0.157,0.000,2.88,1.07,7.92,0.00,0.000,1.00,1.00,1.01,0.095,0.00309,54.23,1.3847,10.24,135772.1,140074.7,1.915,0.1513,107.514,54.763,0.934,0.417,107.8,107.514,7.302,16,65.3,8.00,0.685
50000,2148,1.389,0.051,6.01,49802,46259,487,0,3090,6,1056073.4,12226.7,0.003,0.434,0.543,0.020,205,7.15,1.26,0.03,0.52,0.00,0.07,0.00,0.00,7.12,1.09,0.00,0.00,0.000,0.022,49,0.799,0.233,0.763,0.000,0.004,11706,11286,1,1.000,0.000,0.000,10153,0.176,0.143,0.000,107.04,9086,0,2037.784,0.000,0.000,1035349,1.01,15.88,0.000,0.000,0.000,7,7,7,30,15360,0.059,0.02,0.0069,0.071,704,0.107,0.000,0.143,0.000,2.88,1.07,7.93,0.00,0.000,1.00,1.01,1.02,0.107,0.00284,54.88,1.3736,14.62,135841.9,140074.8,1.902,0.1502,106.897,56.076,0.931,0.417,105.5,106.897,7.529,13,43.6,8.00,0.836
60000,2180,1.383,0.054,6.00,49514,45732,517,0,3233,3,1054227.8,12249.1,0.003,0.430,0.550,0.017,208,7.19,1.79,0.05,0.85,0.00,0.10,0.00,0.07,7.13,1.22,0.00,0.00,0.001,0.022,55,0.844,0.249,0.747,0.000,0.004,11449,11192,1,1.000,0.000,0.001,10905,0.166,0.202,0.001,106.87,8398,0,4083.033,0.000,0.000,1039352,1.01,15.87,0.000,0.000,0.000,7,7,7,47,15669,0.060,0.02,0.0068,0.066,696,0.108,0.000,0.140,0.000,2.88,1.08,7.93,0.00,0.000,1.00,1.02,1.02,0.109,0.00274,55.00,1.3780,17.33,135755.9,140074.9,1.955,0.1525,106.709,54.475,0.926,0.416,107.0,106.709,7.433,30,105.8,8.00,0.739
70000,2176,1.392,0.051,6.01,49392,45596,522,0,3278,6,1054321.5,12265.6,0.003,0.430,0.551,0.016,208,7.16,1.61,0.01,0.38,0.01,0.47,0.01,0.34,7.12,1.25,0.00,0.00,0.001,0.025,45,0.888,0.238,0.758,0.000,0.003,11594,11558,1,1.000,0.000,0.000,10509,0.190,0.124,0.000,106.84,8098,0,2044.269,0.000,0.000,1039689,1.00,15.91,0.000,0.000,0.000,7,7,7,48,15577,0.059,0.02,0.0068,0.064,702,0.109,0.000,0.140,0.000,2.89,1.07,7.96,0.00,0.000,1.00,1.00,1.01,0.109,0.00275,55.02,1.3800,14.92,135793.6,140075.1,1.963,0.1534,106.692,54.431,0.926,0.417,106.5,106.692,7.433,23,49.7,8.00,0.753
80000,2184,1.392,0.048,6.00,49237,45415,542,0,3272,4,1053892.4,12213.3,0.003,0.429,0.552,0.016,208,7.09,1.40,0.01,0.23,0.01,0.30,0.00,0.00,7.07,1.09,0.00,0.00,0.000,0.007,53,0.901,0.242,0.754,0.000,0.005,11437,11433,1,1.000,0.000,0.000,10364,0.186,0.084,0.000,106.82,8142,0,3053.325,0.000,0.000,1027879,1.01,15.97,0.000,0.000,0.000,7,7,7,56,15493,0.059,0.02,0.0068,0.078,719,0.108,0.000,0.140,0.000,2.88,1.06,7.94,0.00,0.000,1.00,1.00,1.01,0.108,0.00272,55.04,1.3751,15.11,135830.7,140075.2,1.964,0.1534,106.672,54.293,0.924,0.417,106.4,106.672,7.425,15,21.0,3.68,0.743
90000,2164,1.391,0.054,6.00,49482,45682,540,0,3280,5,1054130.0,12302.8,0.003,0.430,0.551,0.016,208,7.20,2.08,0.05,1.00,0.02,0.52,0.00,0.02,7.12,1.55,0.00,0.00,0.000,0.014,49,0.899,0.238,0.758,0.000,0.004,11725,11725,1,1.000,0.000,0.000,11192,0.169,0.207,0.001,106.85,8173,0,2460.569,0.000,0.000,1044167,1.02,15.90,0.000,0.000,0.000,7,7,7,52,15570,0.059,0.02,0.0068,0.061,687,0.109,0.000,0.139,0.000,2.91,1.08,7.95,0.00,0.001,1.00,1.02,1.03,0.109,0.00276,55.01,1.3841,14.98,135755.7,140075.3,1.963,0.1535,106.690,54.271,0.928,0.417,106.6,106.690,7.472,36,117.9,8.00,0.794
100000,2199,1.365,0.049,6.00,48798,45031,556,0,3176,9,1053589.8,12035.2,0.003,0.430,0.551,0.015,205,7.11,1.45,0.02,0.35,0.02,0.38,0.00,0.00,7.08,1.26,0.00,0.00,0.002,0.043,52,0.893,0.241,0.753,0.000,0.006,11384,11379,1,1.000,0.000,0.000,9585,0.178,0.117,0.000,106.80,8036,0,1337.241,0.000,0.000,1025566,1.00,15.96,0.000,0.000,0.000,7,7,7,30,15640,0.060,0.01,0.0068,0.059,712,0.107,0.000,0.139,0.000,2.89,1.08,7.93,0.00,0.000,1.00,1.01,1.01,0.107,0.00272,55.06,1.3543,16.32,135851.6,140075.4,1.964,0.1504,106.664,53.734,0.941,0.417,107.2,106.664,7.360,21,44.2,8.00,0.699
