step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees
230000,1,623,8.06,0.00,0.01,0.00,8.05,0.00,1.00,0.000,0.058,311074.3,2729.4,2,17,3.24,1.00,1.00,0.3214,3.88,729.5,6.1209,30.5632,5461,27.2300,5
230000,2,649,9.03,0.00,0.00,0.03,9.00,0.00,1.00,0.000,0.067,353936.3,3458.6,2,32,3.44,1.00,1.00,0.3943,9.30,1252.5,0.1062,34.3623,5461,39.9627,5
240000,0,349,7.29,0.00,0.02,0.00,7.27,0.00,1.00,0.000,0.029,173772.5,1289.0,2,123,3.19,1.00,1.00,0.1733,5.35,207.2,26.8520,17.2324,5462,14.7273,3
240000,1,585,8.10,0.00,0.00,0.01,8.09,0.00,1.00,0.000,0.055,310993.9,2784.6,2,19,3.30,1.00,1.00,0.3282,3.58,728.5,6.0294,30.5846,5461,27.2300,6
240000,2,656,8.97,0.00,0.00,0.03,8.95,0.00,1.00,0.000,0.067,352560.2,3488.9,2,29,3.45,1.00,1.00,0.3992,2.20,1243.5,0.1270,34.2500,5461,39.9627,10
250000,0,355,7.23,0.00,0.00,0.00,7.23,0.00,1.00,0.000,0.029,173513.5,1324.7,2,114,3.25,1.00,1.00,0.1780,7.67,212.3,26.7845,17.1965,5462,14.7273,6
250000,1,605,8.02,0.00,0.01,0.00,8.00,0.00,1.00,0.000,0.056,311089.4,2744.8,2,22,3.36,1.00,1.00,0.3226,6.16,693.1,5.8765,30.6203,5461,27.2300,8
250000,2,641,8.97,0.00,0.00,0.00,8.97,0.00,1.00,0.000,0.066,352609.0,3417.0,2,35,3.42,1.00,1.00,0.3895,4.53,1226.7,0.1217,34.2484,5461,39.9627,4
260000,0,338,7.40,0.00,0.04,0.00,7.36,0.00,1.00,0.000,0.029,173720.5,1300.1,2,118,3.30,1.00,1.00,0.1732,6.04,191.5,26.7909,17.2291,5462,14.7273,4
260000,1,599,8.07,0.00,0.02,0.00,8.06,0.00,1.00,0.000,0.055,310905.7,2740.0,2,18,3.23,1.00,1.00,0.3227,3.20,712.1,6.0076,30.5542,5461,27.2300,3
260000,2,653,8.94,0.00,0.00,0.00,8.94,0.00,1.00,0.000,0.067,353171.3,3443.6,2,34,3.34,1.00,1.00,0.3939,9.55,1234.2,0.1155,34.2774,5461,39.9627,7
270000,0,345,7.58,0.00,0.00,0.00,7.58,0.00,1.00,0.000,0.030,173666.1,1275.7,2,124,3.20,1.00,1.00,0.1705,2.23,189.6,26.8971,17.2275,5462,14.7273,1
270000,1,603,8.02,0.00,0.00,0.00,8.02,0.00,1.00,0.000,0.056,309825.8,2710.7,2,9,3.26,1.00,1.00,0.3190,4.71,697.9,6.2920,30.4660,5461,27.2300,5
270000,2,652,9.01,0.01,0.00,0.00,9.00,0.00,1.00,0.000,0.067,354013.4,3459.8,2,32,3.37,1.00,1.00,0.3950,6.55,1213.9,0.1489,34.3704,5461,39.9627,4
280000,0,360,7.47,0.00,0.00,0.00,7.46,0.00,1.00,0.000,0.031,174406.9,1351.3,2,143,3.25,1.00,1.00,0.1807,4.02,225.9,26.9111,17.2860,5462,14.7273,2
280000,1,600,8.07,0.00,0.00,0.00,8.07,0.00,1.00,0.000,0.056,310207.3,2667.6,2,23,3.30,1.00,1.00,0.3122,3.16,730.1,6.1495,30.5088,5461,27.2300,2
280000,2,643,8.83,0.00,0.00,0.00,8.82,0.00,1.00,0.000,0.065,352691.8,3459.1,2,30,3.42,1.00,1.00,0.3963,6.95,1261.4,0.1284,34.2548,5461,39.9627,7
290000,0,355,7.44,0.00,0.00,0.00,7.44,0.00,1.00,0.000,0.030,175216.0,1275.5,2,119,3.29,1.00,1.00,0.1719,2.11,233.5,26.5127,17.3996,5462,14.7273,4
290000,1,603,7.99,0.00,0.00,0.00,7.99,0.00,1.00,0.000,0.056,309524.6,2721.7,2,16,3.31,1.00,1.00,0.3211,1.72,742.6,5.8984,30.4642,5461,27.2300,4
290000,2,654,8.65,0.00,0.00,0.00,8.65,0.00,1.00,0.000,0.064,351616.1,3570.7,2,40,3.45,1.00,1.00,0.4110,4.65,1267.4,0.1357,34.2012,5461,39.9627,9
300000,0,351,7.06,0.00,0.00,0.00,7.06,0.00,1.00,0.000,0.028,175977.2,1286.0,2,104,3.18,1.00,1.00,0.1737,2.62,196.3,26.5653,17.4510,5462,14.7273,2
300000,1,613,8.13,0.00,0.00,0.00,8.13,0.00,1.00,0.000,0.057,311389.7,2777.9,2,17,3.37,1.00,1.00,0.3266,5.76,738.3,5.7441,30.6306,5461,27.2300,13
300000,2,654,8.69,0.00,0.01,0.00,8.68,0.00,1.00,0.000,0.065,349602.4,3501.3,2,39,3.45,1.00,1.00,0.4033,3.51,1271.8,0.2144,33.9887,5461,39.9627,6
310000,0,344,7.43,0.00,0.02,0.00,7.41,0.00,1.00,0.000,0.029,174579.0,1305.4,2,108,3.30,1.00,1.00,0.1766,7.12,230.7,26.7321,17.3089,5462,14.7273,6
310000,1,602,7.93,0.00,0.00,0.02,7.90,0.00,1.00,0.000,0.054,312173.8,2831.6,2,20,3.28,1.00,1.00,0.3343,5.59,765.2,5.7543,30.6500,5461,27.2300,6
310000,2,660,8.69,0.00,0.00,0.01,8.69,0.00,1.00,0.000,0.066,351183.8,3557.5,2,44,3.44,1.00,1.00,0.4115,9.34,1266.1,0.2016,34.1073,5461,39.9627,9
320000,0,361,7.47,0.00,0.00,0.00,7.47,0.00,1.00,0.000,0.031,175267.9,1307.0,2,127,3.29,1.00,1.00,0.1759,5.08,227.7,26.5959,17.3757,5462,14.7273,7
320000,1,616,7.96,0.00,0.00,0.01,7.95,0.00,1.00,0.000,0.056,311239.8,2753.2,2,22,3.38,1.00,1.00,0.3244,3.25,769.5,5.7059,30.5880,5461,27.2300,8
320000,2,659,8.56,0.00,0.00,0.00,8.56,0.00,1.00,0.000,0.064,351006.9,3508.6,2,34,3.42,1.00,1.00,0.4019,5.74,1269.7,0.1505,34.1019,5461,39.9627,8
330000,0,350,7.32,0.00,0.00,0.03,7.29,0.00,1.00,0.000,0.029,175097.0,1317.4,2,112,3.25,1.00,1.00,0.1778,2.21,212.5,26.6845,17.3611,5462,14.7273,4
330000,1,606,8.16,0.00,0.00,0.00,8.15,0.00,1.00,0.000,0.057,312466.5,2771.7,2,11,3.35,1.00,1.00,0.3266,2.81,757.8,5.5598,30.6671,5461,27.2300,2
330000,2,664,8.68,0.00,0.00,0.00,8.68,0.00,1.00,0.000,0.066,350369.8,3512.9,2,46,3.47,1.00,1.00,0.4040,8.37,1269.9,0.1695,34.0424,5461,39.9627,10
340000,0,359,7.47,0.00,0.00,0.00,7.47,0.00,1.00,0.000,0.030,175573.0,1314.9,2,140,3.28,1.00,1.00,0.1770,2.16,231.3,26.4910,17.3965,5462,14.7273,2
340000,1,603,8.06,0.00,0.00,0.00,8.06,0.00,1.00,0.000,0.055,312203.3,2786.5,2,18,3.38,1.00,1.00,0.3280,4.73,757.9,5.4947,30.6539,5461,27.2300,3
340000,2,651,8.68,0.02,0.00,0.01,8.65,0.00,1.00,0.000,0.065,350127.4,3484.3,2,32,3.45,1.00,1.01,0.4004,4.34,1253.8,0.2025,34.0162,5461,39.9627,8
350000,0,354,7.32,0.00,0.00,0.00,7.32,0.00,1.00,0.000,0.030,175212.3,1333.8,2,111,3.31,1.00,1.00,0.1801,1.76,222.1,26.5429,17.3589,5462,14.7273,0
350000,1,595,8.01,0.00,0.00,0.03,7.97,0.00,1.00,0.000,0.054,311099.5,2751.4,2,19,3.39,1.00,1.00,0.3239,7.76,737.1,5.5599,30.5667,5461,27.2300,3
350000,2,664,8.80,0.00,0.00,0.02,8.77,0.00,1.00,0.000,0.067,351417.9,3472.9,2,42,3.39,1.00,1.00,0.3979,2.57,1261.5,0.1757,34.1425,5461,39.9627,3
360000,0,347,7.28,0.00,0.00,0.08,7.19,0.00,1.00,0.000,0.029,172950.6,1287.3,2,123,3.25,1.00,1.00,0.1724,3.13,188.7,26.8961,17.1336,5462,14.7273,3
360000,1,609,7.99,0.00,0.00,0.00,7.99,0.00,1.00,0.000,0.055,311269.9,2760.3,2,15,3.32,1.00,1.00,0.3242,4.99,709.0,5.7396,30.5800,5461,27.2300,3
360000,2,660,8.66,0.00,0.00,0.00,8.65,0.00,1.00,0.000,0.066,353854.0,3458.8,2,43,3.39,1.00,1.00,0.3940,2.48,1238.3,0.1309,34.3549,5461,39.9627,1
370000,0,349,7.48,0.00,0.00,0.00,7.48,0.00,1.00,0.000,0.029,172986.6,1312.2,2,134,3.27,1.00,1.00,0.1777,8.53,184.2,27.0289,17.1438,5462,14.7273,7
370000,1,600,8.05,0.00,0.01,0.00,8.04,0.00,1.00,0.000,0.056,311468.0,2745.2,2,13,3.30,1.00,1.00,0.3229,5.90,717.3,5.8031,30.5823,5461,27.2300,5
370000,2,650,8.65,0.00,0.00,0.00,8.64,0.00,1.00,0.000,0.064,353351.5,3505.8,2,43,3.47,1.00,1.00,0.3993,8.43,1245.7,0.1158,34.3350,5461,39.9627,15
380000,0,340,7.50,0.00,0.00,0.00,7.50,0.00,1.00,0.000,0.029,173344.1,1298.9,2,120,3.24,1.00,1.00,0.1743,6.49,187.7,26.9018,17.1714,5462,14.7273,2
380000,1,593,8.22,0.00,0.02,0.00,8.20,0.00,1.00,0.000,0.056,310996.2,2696.4,2,5,3.36,1.00,1.00,0.3159,4.63,694.7,5.7474,30.5524,5461,27.2300,2
380000,2,658,9.15,0.01,0.00,0.02,9.12,0.00,1.00,0.000,0.069,354152.2,3521.9,2,41,3.41,1.00,1.00,0.4015,3.53,1194.8,0.1303,34.3439,5461,39.9627,7
390000,0,345,7.35,0.00,0.00,0.00,7.35,0.00,1.00,0.000,0.029,173462.7,1286.5,2,111,3.23,1.00,1.00,0.1720,3.68,205.6,26.8950,17.1872,5462,14.7273,4
390000,1,601,8.00,0.01,0.00,0.00,7.99,0.00,1.00,0.000,0.055,310129.8,2683.5,2,18,3.33,1.00,1.01,0.3141,3.72,734.5,5.7390,30.4954,5461,27.2300,5
390000,2,666,8.79,0.01,0.00,0.01,8.77,0.00,1.00,0.000,0.067,353505.0,3472.5,2,38,3.33,1.00,1.00,0.3961,3.95,1248.3,0.1144,34.3645,5461,39.9627,5
400000,0,347,7.36,0.00,0.03,0.00,7.33,0.00,1.00,0.000,0.029,175053.0,1322.1,2,112,3.29,1.00,1.00,0.1779,5.03,233.1,26.5839,17.3399,5462,14.7273,3
400000,1,608,8.10,0.00,0.01,0.00,8.08,0.00,1.00,0.000,0.057,311451.4,2789.0,2,15,3.36,1.00,1.00,0.3266,3.05,766.0,5.4885,30.5904,5461,27.2300,3
400000,2,649,8.91,0.00,0.01,0.02,8.88,0.00,1.00,0.000,0.066,351240.8,3436.9,2,36,3.44,1.00,1.00,0.3924,4.17,1262.0,0.1270,34.1243,5461,39.9627,4
410000,0,350,7.27,0.00,0.00,0.00,7.27,0.00,1.00,0.000,0.029,174945.5,1319.3,2,123,3.31,1.00,1.00,0.1775,5.83,205.9,26.5633,17.3318,5462,14.7273,2
410000,1,587,8.09,0.00,0.00,0.01,8.07,0.00,1.00,0.000,0.055,310963.4,2758.4,2,14,3.31,1.00,1.00,0.3253,8.58,728.0,5.6144,30.5467,5461,27.2300,8
410000,2,666,8.92,0.00,0.02,0.01,8.90,0.00,1.00,0.000,0.068,351958.0,3501.6,2,40,3.44,1.00,1.00,0.3996,2.34,1204.9,0.1168,34.1977,5461,39.9627,4
420000,0,337,7.34,0.00,0.00,0.00,7.34,0.00,1.00,0.000,0.029,173769.9,1274.2,2,106,3.23,1.00,1.00,0.1716,3.40,203.2,26.8805,17.2096,5462,14.7273,1
420000,1,608,7.90,0.00,0.00,0.00,7.90,0.00,1.00,0.000,0.055,309975.6,2786.1,2,13,3.32,1.00,1.00,0.3277,2.33,719.4,5.8768,30.4751,5461,27.2300,2
420000,2,649,9.02,0.00,0.00,0.01,9.01,0.00,1.00,0.000,0.067,354325.0,3538.2,2,37,3.39,1.00,1.00,0.4037,6.86,1215.7,0.1192,34.3788,5461,39.9627,3
430000,0,359,7.43,0.00,0.00,0.00,7.43,0.00,1.00,0.000,0.030,174283.8,1273.0,2,135,3.30,1.00,1.00,0.1715,5.92,208.6,26.8237,17.2529,5462,14.7273,0
430000,1,594,8.19,0.00,0.00,0.00,8.19,0.00,1.00,0.000,0.056,310656.8,2719.7,2,13,3.41,1.00,1.00,0.3192,6.21,734.4,5.7717,30.5144,5461,27.2300,3
430000,2,657,8.90,0.00,0.00,0.00,8.90,0.00,1.00,0.000,0.067,353091.1,3520.2,2,42,3.41,1.00,1.00,0.4021,8.57,1228.8,0.1161,34.2899,5461,39.9627,8
440000,0,354,7.26,0.00,0.01,0.01,7.23,0.00,1.00,0.000,0.029,173996.3,1345.1,2,125,3.18,1.00,1.00,0.1799,5.06,208.4,26.8965,17.2374,5462,14.7273,7
440000,1,608,8.02,0.00,0.00,0.00,8.01,0.00,1.00,0.000,0.056,310841.0,2761.4,2,10,3.33,1.00,1.00,0.3241,4.56,751.4,5.6707,30.5333,5461,27.2300,1
440000,2,673,8.65,0.00,0.02,0.00,8.63,0.00,1.00,0.000,0.067,352687.5,3592.8,2,44,3.41,1.00,1.00,0.4116,1.90,1244.0,0.1422,34.2924,5461,39.9627,6
450000,0,354,7.36,0.00,0.01,0.00,7.34,0.00,1.00,0.000,0.030,173863.9,1335.3,2,113,3.30,1.00,1.00,0.1788,4.93,230.5,26.8195,17.2244,5462,14.7273,3
450000,1,592,7.99,0.00,0.00,0.00,7.99,0.00,1.00,0.000,0.054,309880.8,2781.6,2,20,3.35,1.00,1.00,0.3283,4.95,733.7,5.8359,30.4727,5461,27.2300,6
