step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,1,1356,14.7,0.1,0.1,0.1,14.4,0.0,1.04,10.6,188,190,15.14,0.31,354,480,522,0.0,1.00,1.04,1.06,3.92,2.92,7.88,34.4
6000,1,1359,11.7,0.0,0.0,0.0,11.6,0.0,1.01,11.8,113,366,24.68,0.32,299,489,571,0.0,1.01,1.02,1.01,3.53,2.41,7.78,35.4
7000,1,1432,10.4,0.0,0.0,0.0,10.4,0.0,1.00,12.3,93,482,30.18,0.31,306,521,605,0.0,1.00,1.00,1.01,3.40,2.17,7.75,35.7
8000,1,1444,10.2,0.0,0.1,0.0,10.1,0.0,1.01,12.5,80,537,32.73,0.32,311,522,611,0.0,1.00,1.01,1.01,3.32,2.05,7.80,35.6
9000,1,1496,9.8,0.0,0.0,0.0,9.8,0.0,1.00,12.9,84,539,32.18,0.30,301,571,624,0.0,1.00,1.00,1.00,3.32,1.92,7.75,35.8
10000,1,1457,9.7,0.0,0.0,0.0,9.7,0.0,1.00,13.0,79,584,34.49,0.30,304,546,607,0.0,1.00,1.00,1.00,3.26,1.87,7.79,35.6
11000,1,1494,9.6,0.0,0.0,0.0,9.5,0.0,1.00,13.0,69,613,35.85,0.33,306,566,622,0.0,1.00,1.00,1.00,3.26,1.82,7.81,35.7
12000,1,1515,9.5,0.0,0.0,0.0,9.4,0.0,1.00,13.0,68,646,37.54,0.33,330,571,614,0.0,1.00,1.00,1.00,3.23,1.74,7.88,35.3
13000,1,1527,9.3,0.0,0.0,0.0,9.2,0.0,1.00,13.1,67,630,36.22,0.32,316,585,626,0.0,1.00,1.00,1.00,3.21,1.68,7.88,35.7
14000,1,1382,9.3,0.0,0.0,0.0,9.3,0.0,1.00,13.0,53,643,36.87,0.32,269,512,601,0.0,1.00,1.00,1.00,3.24,1.66,7.88,36.2
15000,1,1538,9.0,0.0,0.0,0.0,9.0,0.0,1.00,13.4,72,614,34.81,0.31,318,574,646,0.0,1.00,1.00,1.00,3.21,1.61,7.89,35.7
16000,1,1362,9.2,0.0,0.0,0.0,9.2,0.0,1.00,13.0,52,631,35.97,0.32,227,510,625,0.0,1.00,1.00,1.00,3.21,1.63,7.90,36.9
17000,1,1355,9.1,0.0,0.0,0.0,9.1,0.0,1.00,13.0,48,627,35.66,0.31,226,512,617,0.0,1.00,1.00,1.00,3.19,1.59,7.92,36.9
18000,1,1377,9.2,0.0,0.0,0.0,9.2,0.0,1.00,12.9,50,623,35.42,0.31,206,524,647,0.0,1.00,1.00,1.00,3.24,1.61,7.93,37.2
19000,1,1371,9.2,0.0,0.0,0.0,9.2,0.0,1.00,12.9,49,653,37.12,0.33,213,531,627,0.0,1.00,1.00,1.00,3.21,1.63,7.92,37.1
20000,1,1419,9.2,0.0,0.0,0.0,9.1,0.0,1.00,13.0,48,633,35.88,0.31,227,549,643,0.0,1.00,1.00,1.00,3.21,1.63,7.91,36.9
20000,23,126,6.2,0.0,0.0,0.0,6.2,0.0,1.00,17.8,5,643,32.12,0.29,101,25,0,0.0,1.00,1.00,1.00,2.93,1.03,8.00,20.9
21000,1,1425,9.2,0.0,0.0,0.0,9.1,0.0,1.00,13.0,64,662,37.43,0.34,226,550,649,0.0,1.00,1.00,1.00,3.22,1.65,7.88,37.0
21000,23,125,6.9,0.0,0.2,0.0,6.7,0.0,1.00,17.4,13,562,28.69,0.27,103,22,0,0.0,1.00,1.00,1.00,3.04,1.19,7.97,20.5
22000,1,1433,9.1,0.0,0.0,0.0,9.1,0.0,1.00,12.9,55,639,36.02,0.31,218,556,659,0.0,1.00,1.00,1.00,3.20,1.65,7.94,37.1
22000,23,133,6.0,0.0,0.0,0.0,6.0,0.0,1.00,18.0,4,639,32.44,0.28,108,23,2,0.0,1.00,1.00,1.00,2.91,1.01,7.97,20.0
23000,1,1433,9.0,0.0,0.0,0.0,9.0,0.0,1.00,13.1,67,658,37.00,0.31,220,559,654,0.0,1.00,1.00,1.00,3.18,1.61,7.88,37.2
23000,23,112,6.1,0.0,0.0,0.0,6.1,0.0,1.00,17.7,5,640,32.62,0.29,96,16,0,0.0,1.00,1.00,1.00,2.94,1.02,7.96,19.5
24000,1,1466,8.9,0.0,0.0,0.0,8.9,0.0,1.00,13.2,61,626,35.11,0.30,242,572,652,0.0,1.00,1.00,1.00,3.17,1.59,7.89,36.6
24000,23,94,6.1,0.0,0.0,0.0,6.1,0.0,1.00,17.8,4,535,27.12,0.21,83,11,0,0.0,1.00,1.00,1.00,2.87,1.01,8.00,19.4
25000,1,1565,8.8,0.0,0.0,0.0,8.8,0.0,1.00,13.4,71,639,35.59,0.31,328,574,663,0.0,1.00,1.00,1.00,3.15,1.58,7.89,35.8
26000,1,1466,8.9,0.0,0.0,0.0,8.9,0.0,1.00,13.2,65,652,36.51,0.32,250,552,664,0.0,1.00,1.00,1.00,3.17,1.60,7.89,36.7
27000,1,1498,8.9,0.0,0.0,0.0,8.9,0.0,1.00,13.2,73,641,35.81,0.30,259,577,662,0.0,1.00,1.00,1.00,3.12,1.59,7.88,36.6
28000,1,1474,8.9,0.0,0.0,0.0,8.9,0.0,1.00,13.3,71,660,36.84,0.32,250,571,653,0.0,1.00,1.00,1.00,3.13,1.57,7.89,36.7
29000,1,1482,8.9,0.0,0.0,0.0,8.8,0.0,1.00,13.3,59,674,37.71,0.33,264,569,649,0.0,1.00,1.00,1.00,3.14,1.54,7.91,36.4
30000,1,1517,8.8,0.0,0.0,0.0,8.8,0.0,1.00,13.3,60,634,35.24,0.32,285,559,673,0.0,1.00,1.00,1.00,3.11,1.52,7.92,36.4
30000,25,46,6.7,0.6,0.0,0.0,6.0,0.0,1.18,17.8,3,558,28.19,0.19,46,0,0,0.0,1.00,1.21,1.29,3.09,1.15,8.00,17.1
31000,1,1523,8.8,0.0,0.0,0.0,8.8,0.0,1.00,13.4,61,641,35.59,0.31,261,589,673,0.0,1.00,1.00,1.00,3.13,1.52,7.91,36.6
31000,25,52,6.0,0.0,0.0,0.0,6.0,0.0,1.00,18.0,3,495,25.47,0.19,49,3,0,0.0,1.00,1.00,1.00,2.94,1.00,8.00,17.1
32000,1,1505,8.7,0.0,0.0,0.0,8.7,0.0,1.00,13.5,68,662,36.50,0.31,263,574,668,0.0,1.00,1.00,1.00,3.12,1.50,7.90,36.6
32000,25,52,6.1,0.0,0.0,0.0,6.0,0.0,1.00,18.0,4,516,26.47,0.22,51,1,0,0.0,1.00,1.00,1.00,2.94,1.06,8.00,17.2
33000,1,1522,8.6,0.0,0.0,0.0,8.6,0.0,1.00,13.7,70,662,36.51,0.30,294,573,655,0.0,1.00,1.00,1.00,3.11,1.51,7.87,36.1
33000,25,37,6.0,0.0,0.0,0.0,6.0,0.0,1.00,18.0,1,593,30.35,0.21,36,1,0,0.0,1.00,1.00,1.00,2.92,1.00,8.00,16.4
34000,1,811,8.0,0.0,0.0,0.0,8.0,0.0,1.00,14.6,39,712,37.97,0.28,227,399,185,0.0,1.00,1.00,1.00,3.05,1.27,7.90,31.5
34000,25,46,6.3,0.0,0.1,0.0,6.3,0.0,1.00,17.8,3,491,25.23,0.17,44,2,0,0.0,1.00,1.00,1.00,2.91,1.09,8.00,18.0
35000,1,1536,8.6,0.0,0.0,0.0,8.5,0.0,1.00,13.8,67,671,36.78,0.30,302,576,658,0.0,1.00,1.00,1.00,3.15,1.49,7.89,36.0
35000,25,39,6.1,0.0,0.0,0.0,6.1,0.0,1.00,18.1,3,456,23.43,0.22,36,3,0,0.0,1.00,1.00,1.00,2.79,1.03,8.00,17.2
36000,1,1553,8.5,0.0,0.0,0.0,8.5,0.0,1.00,13.8,52,687,37.49,0.31,294,590,669,0.0,1.00,1.00,1.00,3.12,1.48,7.94,36.1
36000,25,23,5.8,0.0,0.0,0.0,5.8,0.0,1.00,18.4,3,629,31.61,0.10,23,0,0,0.0,1.00,1.00,1.00,3.00,1.00,8.00,18.2
37000,1,1556,8.4,0.0,0.0,0.0,8.4,0.0,1.00,14.0,58,656,35.81,0.31,312,592,652,0.0,1.00,1.00,1.00,3.09,1.45,7.92,35.9
37000,25,25,6.1,0.0,0.0,0.0,6.1,0.0,1.00,17.8,3,564,29.02,0.35,25,0,0,0.0,1.00,1.00,1.00,2.88,1.04,8.00,16.2
38000,1,1575,8.4,0.0,0.0,0.0,8.4,0.0,1.00,14.0,58,663,36.02,0.30,324,583,668,0.0,1.00,1.00,1.00,3.09,1.45,7.92,35.8
38000,25,17,6.6,0.0,0.3,0.0,6.4,0.0,1.00,17.1,4,506,25.68,0.11,17,0,0,0.0,1.00,1.00,1.00,3.06,1.29,8.00,15.9
39000,1,1583,8.4,0.0,0.0,0.0,8.4,0.0,1.00,14.1,64,675,36.62,0.30,322,600,661,0.0,1.00,1.00,1.00,3.08,1.44,7.93,35.6
39000,25,7,6.0,0.0,0.0,0.0,6.0,0.0,1.00,18.0,1,826,41.81,0.36,7,0,0,0.0,1.00,1.00,1.00,2.86,1.00,8.00,17.4
