step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,1,1823,10.4,0.0,0.0,0.0,10.4,0.0,1.00,13.3,123,589,36.51,0.35,612,601,610,0.0,1.00,1.00,1.00,3.22,2.22,7.14,32.0
5000,3,5,9.4,0.0,0.0,0.0,9.4,0.0,1.00,17.6,2,1036,60.16,0.48,0,3,2,0.0,1.00,1.00,1.00,2.80,3.00,4.20,38.6
6000,1,1875,10.1,0.0,0.0,0.0,10.0,0.0,1.00,13.4,114,627,37.97,0.35,643,604,628,0.0,1.00,1.00,1.00,3.12,2.05,7.28,31.9
7000,1,1921,9.7,0.0,0.0,0.0,9.7,0.0,1.00,13.5,109,638,37.93,0.36,645,639,637,0.0,1.00,1.00,1.00,3.10,1.93,7.32,32.1
8000,1,1946,9.5,0.0,0.0,0.0,9.4,0.0,1.00,13.7,115,637,37.46,0.36,643,638,665,0.0,1.00,1.00,1.00,3.05,1.83,7.36,32.3
8000,23,9,8.3,0.0,0.0,0.0,8.3,0.0,1.00,14.9,6,836,46.65,0.38,2,3,4,0.0,1.00,1.00,1.00,2.56,1.78,6.78,32.9
9000,1,2021,9.2,0.0,0.0,0.0,9.2,0.0,1.00,13.8,116,637,37.11,0.36,662,667,692,0.0,1.00,1.00,1.00,3.00,1.71,7.45,32.2
10000,1,1974,8.9,0.0,0.0,0.0,8.8,0.0,1.00,14.1,104,641,36.78,0.35,640,651,683,0.0,1.00,1.00,1.00,2.97,1.58,7.46,32.4
11000,1,2048,8.5,0.0,0.0,0.0,8.5,0.0,1.00,14.3,96,626,35.38,0.34,672,686,690,0.0,1.00,1.00,1.00,2.93,1.48,7.47,32.2
12000,1,1668,8.3,0.0,0.0,0.0,8.3,0.0,1.00,14.7,94,594,33.17,0.32,517,546,605,0.0,1.00,1.00,1.00,2.88,1.44,7.34,32.9
13000,1,1653,8.1,0.0,0.0,0.0,8.1,0.0,1.00,14.7,84,629,34.73,0.32,503,544,606,0.0,1.00,1.00,1.00,2.89,1.36,7.43,32.8
14000,1,1604,8.0,0.0,0.0,0.0,8.0,0.0,1.00,14.8,83,614,33.65,0.32,466,511,627,0.0,1.00,1.00,1.00,2.84,1.29,7.46,33.5
15000,1,1882,7.9,0.0,0.0,0.0,7.9,0.0,1.00,14.8,89,648,35.44,0.33,554,649,679,0.0,1.00,1.00,1.00,2.84,1.26,7.52,33.1
16000,1,1831,7.9,0.0,0.0,0.0,7.9,0.0,1.00,14.7,87,605,33.03,0.33,515,641,675,0.0,1.00,1.00,1.00,2.85,1.25,7.56,33.5
17000,1,1421,7.8,0.0,0.0,0.0,7.8,0.0,1.00,14.8,76,644,34.98,0.33,394,470,557,0.0,1.00,1.00,1.00,2.86,1.25,7.57,34.0
18000,1,1397,7.8,0.0,0.0,0.0,7.8,0.0,1.00,14.8,76,616,33.54,0.30,390,457,550,0.0,1.00,1.00,1.00,2.88,1.24,7.62,33.8
19000,1,1796,7.8,0.0,0.0,0.0,7.8,0.0,1.00,14.7,88,626,34.23,0.32,530,643,623,0.0,1.00,1.00,1.00,2.88,1.25,7.68,32.8
19000,32,307,8.1,0.0,0.0,0.0,8.1,0.0,1.00,14.1,19,631,34.67,0.35,162,77,68,0.0,1.00,1.00,1.00,2.81,1.16,7.81,26.8
20000,1,872,7.9,0.0,0.0,0.0,7.9,0.0,1.00,14.4,51,636,34.79,0.33,242,293,337,0.0,1.00,1.00,1.00,2.84,1.17,7.64,33.9
20000,32,305,8.1,0.0,0.0,0.0,8.1,0.0,1.00,14.2,22,643,35.53,0.36,146,69,90,0.0,1.00,1.00,1.00,2.87,1.12,7.81,28.7
20000,33,21,8.0,0.0,0.0,0.0,8.0,0.0,1.00,13.9,2,892,49.44,0.40,9,3,9,0.0,1.00,1.00,1.00,2.95,1.05,8.00,33.0
