step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten
10000,1247,1.781,0.327,2.19,88302,85250,0,2,3299,1599,996138.7,88154.6,0.052,0.740,0.046,0.162,130,14.38,6.43,0.01,0.18,0.08,1.01,0.09,1.49,14.21,6.03,0.00,0.00,0.004,0.052,51,0.445,0.237,0.758,0.001,0.005,74996,70396,1,1.000,0.000,0.005,589235,0.141,1.224,0.030,86.21,22903,18,55.131,1.000,0.002,4208704,1.00,12.00,0.005,0.000,0.000,8,16,16,64,17932,0.068,6.36,0.0056,0.059,536,0.468,0.000,0.379,0.209,3.54,2.11,7.95,0.00,0.000,1.00,1.00,1.00,0.468,0.00718,18.95,13.4740,58.86,3211.5,140227.2,52.321,4.6199,94.820,557.158,0.789,0.000,129086.1,81.912,94.795,738,3951.8,8.04,61.277
20000,1110,1.831,1.101,2.09,89801,86972,0,0,2966,39,818268.6,30451.6,0.022,0.775,0.035,0.168,131,16.15,11.29,0.06,0.90,0.06,0.93,0.32,3.24,15.71,10.41,0.00,0.00,0.002,0.034,60,0.725,0.107,0.882,0.000,0.011,51310,51251,1,1.000,0.000,0.020,122431,0.163,2.479,0.129,82.40,10539,0,780.811,0.000,0.005,5303043,1.01,10.87,0.034,0.000,0.000,12,12,24,64,17930,0.068,6.76,0.0047,0.075,432,0.506,0.000,0.295,0.013,3.88,2.68,7.95,0.00,0.000,1.01,1.01,1.01,0.507,0.00578,19.05,3.8498,103.49,6323.7,140227.7,55.636,0.7923,80.359,434.359,0.976,0.000,113478.4,81.920,86.407,2733,16880.6,11.31,36.410
30000,1146,1.742,0.905,2.15,97851,94580,0,0,3235,51,838847.7,36289.7,0.030,0.861,0.021,0.089,118,17.08,12.25,0.08,1.07,0.07,1.02,0.25,3.00,16.69,11.79,0.00,0.09,0.002,0.022,84,0.675,0.132,0.858,0.000,0.010,63393,63339,1,1.000,0.000,0.010,160544,0.141,2.222,0.102,82.94,13024,0,711.562,0.000,0.003,6153229,1.02,10.64,0.040,0.001,0.001,12,12,27,64,19572,0.075,8.71,0.0044,0.069,472,0.554,0.000,0.478,0.018,3.91,2.76,7.95,0.01,0.002,1.01,1.01,1.02,0.554,0.00607,14.18,4.6279,101.56,5993.2,140228.3,58.013,0.9876,82.274,528.816,0.941,0.000,117024.1,81.920,104.014,2248,13395.6,9.44,48.972
40000,1263,1.722,0.569,2.42,84731,81462,0,0,3152,9,841358.2,29904.5,0.015,0.728,0.044,0.213,144,13.68,7.87,0.05,0.68,0.02,0.61,0.13,2.32,13.47,7.47,0.00,0.00,0.001,0.026,66,0.420,0.173,0.816,0.000,0.010,43785,43689,1,1.000,0.000,0.006,87383,0.155,1.721,0.059,82.88,11947,0,3322.726,0.000,0.001,4501875,1.01,12.09,0.008,0.000,0.000,8,12,20,64,17277,0.066,4.18,0.0049,0.066,545,0.465,0.000,0.317,0.010,3.80,2.51,7.95,0.00,0.000,1.00,1.01,1.01,0.465,0.00555,21.58,3.7548,65.84,4002.4,140228.8,55.203,0.7607,82.656,422.044,0.905,0.000,124385.1,81.920,81.154,1382,7863.0,9.21,31.704
50000,1323,1.539,0.536,2.91,77165,74478,0,0,2627,8,832431.5,23607.8,0.006,0.622,0.026,0.346,167,10.85,8.45,0.09,1.65,0.02,0.41,0.12,2.52,10.62,7.87,0.00,0.00,0.001,0.028,63,0.625,0.178,0.810,0.001,0.011,31883,31827,1,1.000,0.000,0.006,66342,0.192,1.669,0.055,82.48,10896,0,2950.970,0.000,0.001,3208470,1.02,13.95,0.016,0.000,0.000,8,8,14,64,14360,0.055,1.89,0.0059,0.060,536,0.363,0.000,0.298,0.005,3.62,2.37,7.97,0.00,0.001,1.01,1.02,1.03,0.363,0.00496,30.93,2.9199,56.96,3932.3,140229.0,48.540,0.5553,82.001,319.598,0.774,0.000,125195.9,81.920,55.400,1300,7308.0,8.16,17.123
60000,1501,1.510,0.173,3.34,79003,76304,0,0,2521,60,838156.4,24369.1,0.008,0.627,0.015,0.350,167,10.12,6.35,0.14,1.95,0.01,0.21,0.08,1.17,9.89,5.84,0.00,0.00,0.001,0.026,57,0.407,0.239,0.751,0.000,0.010,33078,32857,1,1.000,0.000,0.008,71095,0.172,0.761,0.012,82.60,11979,0,406.152,0.000,0.001,3162562,1.04,13.57,0.009,0.000,0.000,8,10,12,64,15189,0.058,2.00,0.0056,0.061,622,0.352,0.000,0.354,0.005,3.53,2.15,7.97,0.00,0.000,1.03,1.04,1.06,0.352,0.00446,31.63,2.9739,39.19,2458.3,140229.3,47.602,0.5356,82.636,330.252,0.714,0.000,132361.7,81.920,53.937,319,1549.9,8.00,17.948
70000,1459,1.486,0.289,3.85,78134,76153,1,0,2022,20,829977.4,23526.7,0.008,0.645,0.002,0.345,159,9.43,3.66,0.02,0.48,0.00,0.00,0.04,1.00,9.37,3.43,0.00,0.00,0.000,0.000,42,0.566,0.232,0.759,0.000,0.009,34472,34084,1,1.000,0.000,0.003,130891,0.159,1.181,0.026,82.39,12880,0,1176.337,0.000,0.001,3723760,1.01,14.34,0.002,0.000,0.000,8,8,12,64,13760,0.052,2.73,0.0061,0.058,651,0.385,0.000,0.309,0.008,3.46,2.09,7.97,0.00,0.000,1.01,1.00,1.01,0.385,0.00420,30.58,2.8951,33.10,3170.6,140229.6,48.148,0.5373,81.672,335.942,0.782,0.000,129885.1,81.920,58.759,630,3531.7,8.04,20.068
80000,1481,1.546,0.332,4.10,71204,69562,2,0,1618,24,830363.7,20248.7,0.004,0.595,0.001,0.400,172,10.11,6.26,0.17,2.35,0.01,0.26,0.05,0.85,9.88,5.56,0.00,0.00,0.000,0.012,65,0.603,0.216,0.774,0.000,0.010,26519,25759,1,1.000,0.000,0.007,134483,0.170,1.264,0.030,82.29,13106,0,843.696,0.000,0.000,3127125,1.05,14.31,0.007,0.000,0.000,8,8,15,64,14969,0.057,1.77,0.0057,0.077,627,0.333,0.000,0.240,0.005,3.56,2.17,7.99,0.00,0.000,1.04,1.05,1.06,0.333,0.00393,35.88,2.4325,44.94,3482.6,140230.1,43.896,0.4031,81.803,262.496,0.763,0.000,128720.5,81.920,43.127,735,4079.6,8.00,12.212
90000,1482,1.538,0.230,5.05,71067,69340,4,0,1722,28,831919.6,20083.4,0.003,0.633,0.003,0.361,173,9.78,5.71,0.07,0.85,0.01,0.44,0.11,1.68,9.58,5.24,0.00,0.00,0.001,0.026,65,0.522,0.181,0.807,0.000,0.012,28549,26315,1,1.000,0.000,0.009,125805,0.164,1.010,0.019,82.34,14572,0,717.265,0.000,0.000,3470409,1.02,13.85,0.005,0.000,0.000,4,10,12,64,14489,0.055,1.72,0.0059,0.071,610,0.354,0.000,0.259,0.006,3.58,1.92,7.98,0.00,0.000,1.00,1.02,1.03,0.354,0.00410,33.45,2.4364,31.12,3506.0,140232.6,46.334,0.4247,82.087,311.435,0.675,0.000,130394.4,81.920,43.735,496,2630.4,8.00,16.186
100000,1521,1.513,0.338,5.22,60073,58311,26,0,1697,4,828425.9,15167.1,0.001,0.585,0.004,0.410,178,9.83,4.70,0.04,0.51,0.01,0.23,0.10,1.87,9.68,4.34,0.00,0.00,0.001,0.023,91,0.355,0.181,0.808,0.000,0.011,19667,17456,1,1.000,0.000,0.006,89502,0.214,1.293,0.033,82.23,14705,0,3791.781,0.000,0.002,2445206,1.01,13.73,0.001,0.000,0.000,4,10,12,64,14959,0.057,0.98,0.0056,0.064,611,0.263,0.000,0.243,0.004,3.55,1.97,7.96,0.00,0.000,1.01,1.01,1.02,0.263,0.00381,37.05,1.8381,37.68,3608.0,140238.2,43.584,0.3172,81.729,301.701,0.732,0.000,128485.8,81.920,32.724,809,4353.1,8.30,11.597
