step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,6,2130,8.1,0.0,0.0,0.0,8.1,0.0,1.00,16.6,103,485,27.72,0.26,733,716,681,0.0,1.00,1.00,1.00,2.64,2.78,4.92,31.6
6000,6,1843,7.8,0.0,0.0,0.0,7.7,0.0,1.00,16.9,86,543,29.94,0.28,647,649,547,0.0,1.00,1.00,1.00,2.59,2.78,4.82,30.4
7000,6,932,7.8,0.0,0.0,0.1,7.7,0.0,1.00,16.4,37,546,29.92,0.28,341,310,281,0.0,1.00,1.00,1.00,2.64,2.58,5.25,30.2
8000,6,1410,8.7,0.0,0.0,0.0,8.6,0.0,1.00,15.3,69,567,32.32,0.27,549,523,338,0.0,1.00,1.00,1.00,2.80,2.51,5.87,28.3
9000,6,1971,8.8,0.0,0.0,0.0,8.8,0.0,1.00,15.0,86,619,35.71,0.27,670,660,641,0.0,1.00,1.00,1.00,2.84,2.28,6.24,31.8
10000,6,862,8.8,0.0,0.0,0.1,8.8,0.0,1.00,15.7,51,685,38.83,0.29,414,357,91,0.0,1.00,1.00,1.00,2.76,3.05,5.12,23.5
11000,6,879,8.8,0.0,0.0,0.0,8.8,0.0,1.00,15.7,38,657,37.21,0.30,432,351,96,0.0,1.00,1.00,1.00,2.72,3.04,5.10,23.8
11000,27,8,8.0,0.0,0.0,0.0,8.0,0.0,1.00,18.0,1,706,37.72,0.30,8,0,0,0.0,1.00,1.00,1.00,2.38,3.00,4.00,8.6
12000,6,797,8.5,0.0,0.0,0.0,8.5,0.0,1.00,16.0,41,684,38.29,0.29,412,278,107,0.0,1.00,1.00,1.00,2.76,3.03,5.00,23.9
13000,6,701,8.7,0.0,0.0,0.0,8.6,0.0,1.01,15.7,56,607,34.06,0.27,364,252,85,0.0,1.01,1.01,1.01,2.76,3.07,5.09,22.5
14000,30,795,8.1,0.0,0.0,0.0,8.1,0.0,1.00,14.0,33,494,28.17,0.25,149,228,418,0.0,1.00,1.00,1.00,2.81,1.07,7.92,39.3
14000,6,713,8.4,0.0,0.0,0.0,8.3,0.0,1.00,16.0,51,554,31.01,0.26,403,227,83,0.0,1.00,1.00,1.00,2.69,3.03,5.03,21.8
14000,32,12,11.0,0.0,0.0,0.0,11.0,0.0,1.00,12.0,1,523,33.02,0.27,6,2,4,0.0,1.00,1.00,1.00,3.42,2.00,8.00,35.3
15000,6,776,8.4,0.0,0.0,0.0,8.3,0.0,1.00,15.9,41,577,32.14,0.27,416,264,96,0.0,1.00,1.00,1.00,2.77,3.05,5.01,22.9
15000,30,697,8.1,0.0,0.0,0.0,8.0,0.0,1.01,14.1,25,548,31.13,0.28,132,187,378,0.0,1.00,1.01,1.01,2.81,1.05,7.91,39.7
15000,32,11,11.0,0.0,0.0,0.0,11.0,0.0,1.00,12.0,1,883,56.02,0.48,4,6,1,0.0,1.00,1.00,1.00,3.64,2.00,8.00,26.4
16000,6,1590,8.1,0.0,0.0,0.0,8.1,0.0,1.00,15.5,77,504,28.05,0.25,624,569,397,0.0,1.00,1.00,1.00,2.75,2.63,5.66,28.8
16000,30,537,7.9,0.0,0.0,0.0,7.9,0.0,1.01,14.2,24,533,30.17,0.26,82,142,313,0.0,1.01,1.01,1.02,2.80,1.04,7.85,41.6
16000,32,10,11.0,0.0,0.0,0.0,11.0,0.0,1.00,12.0,1,493,30.92,0.21,4,6,0,0.0,1.00,1.00,1.00,3.30,2.00,8.00,24.5
17000,6,1014,8.3,0.0,0.0,0.0,8.2,0.0,1.01,15.9,50,567,31.29,0.27,484,340,190,0.0,1.01,1.01,1.01,2.70,3.03,5.02,25.3
17000,30,387,8.1,0.0,0.0,0.0,8.1,0.0,1.00,14.1,18,534,30.17,0.28,48,99,240,0.0,1.00,1.00,1.00,2.85,1.06,7.91,42.9
17000,32,5,11.0,0.0,0.0,0.0,11.0,0.0,1.00,12.0,1,720,43.95,0.85,0,5,0,0.0,1.00,1.00,1.00,3.80,2.00,8.00,30.8
18000,6,1118,8.3,0.1,0.0,0.0,8.2,0.0,1.02,15.8,56,593,32.74,0.27,524,391,203,0.0,1.02,1.02,1.02,2.70,3.02,5.07,25.5
18000,30,350,8.3,0.0,0.0,0.0,8.2,0.0,1.01,14.0,20,587,33.21,0.30,33,74,243,0.0,1.01,1.01,1.01,2.86,1.11,7.89,45.5
18000,32,8,11.2,0.0,0.0,0.4,10.9,0.0,1.00,12.2,3,486,30.95,0.23,0,8,0,0.0,1.00,1.00,1.00,3.38,1.88,8.00,32.6
19000,6,1162,8.3,0.0,0.0,0.0,8.2,0.0,1.00,15.9,44,615,33.85,0.28,528,400,234,0.0,1.00,1.00,1.00,2.74,3.02,5.03,26.3
