step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees
10000,0,247,15.49,0.00,0.19,0.17,15.13,0.00,1.00,0.000,0.044,273243.7,26369.0,1,51,3.51,1.00,1.00,4.1591,23.85,450.7,24.7579,23.0858,5462,12.7462,326
10000,1,464,14.48,0.00,0.07,0.09,14.31,0.00,1.00,0.000,0.077,352640.1,30979.4,1,22,3.54,1.00,1.00,4.6542,19.49,1257.3,14.9021,30.6645,5461,28.3367,244
10000,2,536,13.78,0.01,0.02,0.05,13.69,0.00,1.00,0.000,0.085,371932.4,31031.0,1,45,3.54,1.00,1.00,4.6607,15.53,1503.5,12.6612,32.4602,5461,40.8287,168
20000,0,266,16.70,0.02,0.10,0.51,16.07,0.00,1.00,0.000,0.052,188160.3,6498.8,1,49,3.97,1.00,1.00,0.8690,25.53,1487.2,29.6214,19.2466,5462,12.7475,876
20000,1,412,15.68,0.00,0.06,0.22,15.39,0.00,1.00,0.000,0.073,304673.2,11544.1,1,34,3.90,1.00,1.00,1.4350,35.68,2236.5,13.7749,30.7170,5461,28.3395,871
20000,2,432,16.27,0.14,0.03,0.30,15.80,0.00,1.02,0.000,0.081,321182.8,12454.0,1,53,3.81,1.03,1.02,1.5458,42.28,2600.0,12.2397,32.4373,5461,40.8328,986
30000,0,274,16.63,0.07,0.04,0.46,16.07,0.00,1.01,0.000,0.053,214245.9,8565.4,1,48,3.92,1.00,1.01,1.1324,25.13,1155.7,27.3138,21.4083,5462,12.7475,745
30000,1,400,16.05,0.06,0.03,0.21,15.75,0.01,1.01,0.002,0.073,303172.4,13397.0,1,31,3.89,1.02,1.00,1.6957,32.19,2209.4,16.0233,30.1567,5461,28.3395,733
30000,2,472,18.21,0.10,0.11,0.15,17.84,0.00,1.02,0.000,0.098,316873.9,14397.4,1,54,3.92,1.01,1.02,1.7997,44.25,2628.1,14.6754,31.3755,5461,40.8328,770
40000,0,294,15.93,0.11,0.09,0.24,15.49,0.00,1.02,0.000,0.054,197461.1,6651.1,1,51,3.88,1.01,1.02,0.8896,26.33,813.9,29.0238,19.6002,5462,12.7475,511
40000,1,424,13.59,0.01,0.00,0.15,13.43,0.00,1.00,0.000,0.066,307177.9,11351.6,1,32,3.79,1.00,1.00,1.4110,21.34,1524.8,15.0306,30.4179,5461,28.3395,501
40000,2,545,12.53,0.05,0.00,0.06,12.42,0.00,1.01,0.000,0.078,332928.2,11946.0,1,36,3.76,1.00,1.02,1.4542,18.17,1663.7,11.1481,32.8614,5461,40.8328,370
50000,0,271,9.02,0.04,0.00,0.01,8.97,0.00,1.01,0.000,0.028,177885.3,5072.1,1,52,3.55,1.01,1.01,0.6957,16.36,446.4,30.7249,17.4777,5462,12.7475,319
50000,1,516,10.98,0.12,0.04,0.01,10.81,0.00,1.03,0.000,0.065,313801.6,8765.1,1,28,3.63,1.01,1.04,1.0587,15.52,1553.9,11.1243,30.9531,5461,28.3395,367
50000,2,536,11.66,0.09,0.01,0.28,11.28,0.00,1.02,0.000,0.071,342432.2,9803.6,1,62,3.65,1.03,1.01,1.1654,25.08,1932.0,6.6912,34.0513,5461,40.8328,614
60000,0,275,10.64,0.21,0.03,0.13,10.26,0.00,1.06,0.000,0.033,177769.9,4915.4,1,58,3.53,1.04,1.04,0.6585,15.99,226.1,30.5667,17.5844,5462,12.7475,208
60000,1,604,9.78,0.10,0.00,0.03,9.65,0.00,1.02,0.000,0.067,317219.3,9249.1,1,34,3.54,1.01,1.03,1.1086,10.36,874.9,10.7785,31.1723,5461,28.3395,63
60000,2,622,10.22,0.15,0.00,0.10,9.97,0.00,1.05,0.000,0.073,348014.5,10234.3,1,44,3.52,1.05,1.04,1.2068,12.84,1357.3,6.2573,33.8462,5461,40.8328,48
70000,0,270,9.58,0.00,0.00,0.01,9.57,0.00,1.00,0.000,0.030,176514.2,4791.4,1,58,3.54,1.00,1.00,0.6446,8.31,385.5,30.5066,17.6840,5462,12.7475,403
70000,1,538,9.16,0.01,0.00,0.00,9.15,0.00,1.00,0.000,0.056,311552.9,8892.5,1,26,3.45,1.00,1.00,1.0764,10.56,1243.1,11.1188,30.8475,5461,28.3395,205
70000,2,651,9.60,0.04,0.00,0.09,9.47,0.00,1.01,0.000,0.071,344959.7,9883.7,1,48,3.44,1.01,1.01,1.1741,14.23,1541.9,6.5230,33.8545,5461,40.8328,22
80000,0,284,9.85,0.06,0.00,0.01,9.78,0.00,1.02,0.000,0.032,163529.0,3794.7,1,76,3.59,1.02,1.02,0.5075,12.64,396.9,31.5188,16.2102,5462,12.7475,307
80000,1,570,9.96,0.22,0.02,0.07,9.65,0.00,1.06,0.000,0.066,314971.1,7950.2,1,38,3.52,1.04,1.07,0.9413,15.81,1263.7,9.5981,31.0324,5461,28.3395,232
80000,2,627,10.36,0.17,0.00,0.05,10.14,0.00,1.05,0.000,0.074,356699.5,8530.1,1,51,3.59,1.05,1.05,0.9837,16.49,1822.0,2.7793,35.0492,5461,40.8328,196
90000,0,324,7.21,0.00,0.00,0.01,7.20,0.00,1.00,0.000,0.027,169512.6,3412.3,1,59,3.24,1.00,1.00,0.4426,4.97,236.1,29.6420,16.8094,5462,12.7475,31
90000,1,548,9.73,0.04,0.00,0.06,9.62,0.00,1.01,0.000,0.061,325059.8,8087.6,1,46,3.60,1.00,1.01,0.9649,14.56,1359.4,9.6089,31.7768,5461,28.3395,164
90000,2,610,11.18,0.14,0.03,0.21,10.80,0.00,1.03,0.000,0.078,344283.9,8616.7,1,45,3.74,1.01,1.04,1.0289,11.59,1910.5,7.0829,33.7560,5461,40.8328,301
100000,0,323,7.91,0.01,0.01,0.06,7.84,0.00,1.00,0.000,0.029,161767.4,2072.2,1,67,3.30,1.00,1.00,0.2746,9.94,377.6,30.1494,16.1755,5462,12.7475,271
100000,1,587,9.84,0.04,0.01,0.02,9.77,0.00,1.01,0.000,0.066,329716.3,6046.5,1,31,3.57,1.01,1.02,0.7201,12.90,1443.7,6.9779,32.4479,5461,28.3395,237
100000,2,611,10.84,0.07,0.00,0.20,10.58,0.00,1.02,0.000,0.076,342005.1,7068.7,1,43,3.68,1.01,1.02,0.8434,14.83,1786.7,6.4568,33.6034,5461,40.8328,301
110000,0,318,7.55,0.01,0.00,0.09,7.45,0.00,1.00,0.000,0.027,165623.6,2312.0,1,83,3.24,1.00,1.00,0.3032,8.25,338.5,30.1620,16.3856,5462,12.7475,171
110000,1,603,8.79,0.13,0.00,0.04,8.62,0.00,1.04,0.000,0.061,329916.2,5835.0,1,27,3.48,1.03,1.04,0.6850,5.18,1483.1,6.6640,32.3526,5461,28.3395,134
110000,2,620,9.24,0.22,0.02,0.06,8.95,0.00,1.06,0.000,0.066,339632.6,6521.6,1,45,3.61,1.03,1.08,0.7698,10.43,2143.8,5.9604,33.4370,5461,40.8328,350
120000,0,313,8.21,0.10,0.00,0.00,8.11,0.00,1.03,0.000,0.029,170174.3,2456.8,1,58,3.25,1.02,1.03,0.3221,4.60,387.0,29.6963,16.8687,5462,12.7475,204
120000,1,610,9.29,0.31,0.00,0.07,8.91,0.00,1.09,0.000,0.064,325931.8,5914.8,1,31,3.46,1.06,1.11,0.7075,9.83,1679.0,7.3677,32.1135,5461,28.3395,241
120000,2,637,8.95,0.11,0.00,0.11,8.73,0.00,1.04,0.000,0.066,339732.6,6806.2,1,26,3.55,1.02,1.04,0.8174,13.24,1920.3,6.6590,33.2628,5461,40.8328,202
130000,0,308,8.02,0.10,0.00,0.09,7.83,0.00,1.03,0.000,0.028,166423.9,2536.5,1,96,3.20,1.03,1.03,0.3363,11.88,282.4,30.4978,16.4621,5462,12.7475,125
130000,1,568,9.38,0.15,0.00,0.13,9.10,0.00,1.05,0.000,0.061,327918.7,5816.4,1,25,3.54,1.03,1.05,0.6906,9.50,1310.0,7.1519,32.1341,5461,28.3395,124
130000,2,628,8.68,0.11,0.00,0.09,8.48,0.00,1.03,0.000,0.062,343573.0,6086.9,1,30,3.55,1.02,1.04,0.7116,13.54,1865.4,4.5314,33.6691,5461,40.8328,170
140000,0,317,7.58,0.00,0.00,0.03,7.54,0.00,1.00,0.000,0.028,162615.2,2287.7,1,80,3.24,1.00,1.00,0.2983,6.46,227.7,30.3771,16.0921,5462,12.7475,69
140000,1,593,9.48,0.17,0.00,0.06,9.25,0.00,1.04,0.000,0.064,327386.5,5765.1,1,37,3.48,1.01,1.06,0.6803,9.11,1289.0,6.8545,32.2084,5461,28.3395,135
140000,2,641,8.61,0.12,0.00,0.11,8.37,0.00,1.05,0.000,0.063,346314.2,6042.3,1,35,3.53,1.05,1.05,0.7009,8.10,1735.7,3.8065,33.9098,5461,40.8328,149
150000,0,305,7.20,0.05,0.00,0.02,7.13,0.00,1.01,0.000,0.025,159731.5,1816.4,1,85,3.24,1.00,1.02,0.2341,8.07,229.2,30.4377,15.8136,5462,12.7475,39
150000,1,613,8.65,0.04,0.00,0.09,8.52,0.00,1.01,0.000,0.061,329957.2,4917.1,1,33,3.41,1.01,1.01,0.5692,7.17,1364.1,5.5573,32.3305,5461,28.3395,107
150000,2,630,9.01,0.18,0.00,0.13,8.70,0.00,1.05,0.000,0.064,346533.7,5558.4,1,53,3.59,1.02,1.06,0.6378,5.25,1875.4,2.8208,33.9654,5461,40.8328,141
160000,0,324,6.85,0.02,0.00,0.00,6.84,0.00,1.01,0.000,0.026,160113.6,1546.6,1,86,3.18,1.00,1.01,0.1980,4.21,227.1,29.5464,15.8323,5462,12.7475,5
160000,1,644,7.99,0.08,0.00,0.03,7.87,0.00,1.03,0.000,0.059,331039.7,4889.0,1,36,3.37,1.03,1.03,0.5616,5.89,1471.8,5.0582,32.4560,5461,28.3395,93
160000,2,660,8.43,0.09,0.00,0.04,8.30,0.00,1.03,0.000,0.063,346291.2,5104.0,1,35,3.55,1.01,1.03,0.5787,4.37,1926.2,2.3700,33.8002,5461,40.8328,108
170000,0,340,6.84,0.09,0.03,0.00,6.72,0.00,1.04,0.000,0.026,161647.5,1595.2,1,86,3.16,1.03,1.03,0.2055,3.79,194.7,29.2162,16.0045,5462,12.7475,16
170000,1,627,8.12,0.06,0.00,0.06,8.00,0.00,1.02,0.000,0.058,330214.0,4844.6,1,26,3.40,1.01,1.02,0.5616,3.91,1389.4,5.4859,32.2465,5461,28.3395,70
170000,2,664,8.07,0.06,0.01,0.00,8.01,0.00,1.02,0.000,0.062,347416.5,5083.7,1,42,3.51,1.01,1.02,0.5746,5.05,1968.3,1.7374,33.8650,5461,40.8328,44
