run,step,way,share
light 9,76000,mixed / no tooth / roams / bottom,0.04176904176904177
light 9,77000,mixed / no tooth / roams / bottom,0.04192265992049151
light 9,78000,mixed / no tooth / roams / bottom,0.05966767371601209
light 9,79000,mixed / no tooth / roams / bottom,0.04804589458587307
light 9,80000,mixed / no tooth / roams / bottom,0.06647058823529411
light 9,81000,mixed / no tooth / roams / bottom,0.07599082869308876
light 9,82000,mixed / no tooth / roams / bottom,0.03579223046704496
light 9,83000,mixed / no tooth / roams / bottom,0.021924083769633507
light 9,84000,mixed / no tooth / roams / bottom,0.027492819039803038
light 9,85000,mixed / no tooth / roams / bottom,0.025442477876106196
light 9,86000,mixed / no tooth / roams / bottom,0.024187975120939877
light 9,87000,mixed / no tooth / roams / bottom,0.017772511848341232
light 9,88000,mixed / no tooth / roams / bottom,0.02019650655021834
light 9,89000,mixed / no tooth / roams / bottom,0.02656794425087108
light 9,90000,mixed / no tooth / roams / bottom,0.0422873618452667
light 9,91000,mixed / no tooth / roams / bottom,0.05899198167239404
light 9,92000,mixed / no tooth / roams / bottom,0.03330206378986867
light 9,93000,mixed / no tooth / roams / bottom,0.016450648055832504
light 9,94000,mixed / no tooth / roams / bottom,0.024859287054409006
light 9,95000,mixed / no tooth / roams / bottom,0.027205882352941177
light 9,96000,mixed / no tooth / roams / bottom,0.022043238660449344
light 9,97000,mixed / no tooth / roams / bottom,0.010023584905660377
light 9,98000,mixed / no tooth / roams / bottom,0.03250591016548463
light 9,99000,mixed / no tooth / roams / bottom,0.05644644002565747
light 9,100000,mixed / no tooth / roams / bottom,0.025692695214105794
light 9,50000,mixed / tooth / roams / land,0.08369694565648553
light 9,51000,mixed / tooth / roams / land,0.07059314954051796
light 9,52000,mixed / tooth / roams / land,0.0799480012999675
light 9,53000,mixed / tooth / roams / land,0.0792664892043774
light 9,54000,mixed / tooth / roams / land,0.09931840311587146
light 9,55000,mixed / tooth / roams / land,0.09975550122249388
light 9,56000,mixed / tooth / roams / land,0.0819000819000819
light 9,57000,mixed / tooth / roams / land,0.09700722394220847
light 9,58000,mixed / tooth / roams / land,0.09425878320479864
light 9,59000,mixed / tooth / roams / land,0.08708809683927371
light 9,60000,mixed / tooth / roams / land,0.11811023622047244
light 9,61000,mixed / tooth / roams / land,0.10070344316919659
light 9,62000,mixed / tooth / roams / land,0.07563386334336054
light 9,63000,mixed / tooth / roams / land,0.07085714285714285
light 9,64000,mixed / tooth / roams / land,0.08328304164152082
light 9,65000,mixed / tooth / roams / land,0.08656036446469248
light 9,66000,mixed / tooth / roams / land,0.11519607843137254
light 9,67000,mixed / tooth / roams / land,0.0897380850150279
light 9,68000,mixed / tooth / roams / land,0.07081807081807082
light 9,69000,mixed / tooth / roams / land,0.06887366818873668
light 9,70000,mixed / tooth / roams / land,0.06078824315297261
light 9,71000,mixed / tooth / roams / land,0.05317086679590141
light 9,72000,mixed / tooth / roams / land,0.08385481852315395
light 9,73000,mixed / tooth / roams / land,0.07763475462590506
light 9,74000,mixed / tooth / roams / land,0.07281964436917866
light 9,75000,mixed / tooth / roams / land,0.06049069373942471
light 9,76000,mixed / tooth / roams / land,0.0687960687960688
light 9,77000,mixed / tooth / roams / land,0.07914709071196241
light 9,78000,mixed / tooth / roams / land,0.061933534743202415
light 9,79000,mixed / tooth / roams / land,0.05055575475080674
light 9,80000,mixed / tooth / roams / land,0.045
light 9,81000,mixed / tooth / roams / land,0.049132001310186704
light 9,82000,mixed / tooth / roams / land,0.06765604539502401
light 9,83000,mixed / tooth / roams / land,0.07951570680628273
light 9,84000,mixed / tooth / roams / land,0.08370947886746
light 9,85000,mixed / tooth / roams / land,0.09236725663716815
light 9,86000,mixed / tooth / roams / land,0.1216309606081548
light 9,87000,mixed / tooth / roams / land,0.10722748815165876
light 9,88000,mixed / tooth / roams / land,0.0824235807860262
light 9,89000,mixed / tooth / roams / land,0.08231707317073171
light 9,90000,mixed / tooth / roams / land,0.07063911580970687
light 9,91000,mixed / tooth / roams / land,0.07560137457044673
light 9,92000,mixed / tooth / roams / land,0.0623827392120075
light 9,93000,mixed / tooth / roams / land,0.06679960119641076
light 9,94000,mixed / tooth / roams / land,0.08536585365853659
light 9,95000,mixed / tooth / roams / land,0.06139705882352941
light 9,96000,mixed / tooth / roams / land,0.08647732089868589
light 9,97000,mixed / tooth / roams / land,0.11379716981132075
light 9,98000,mixed / tooth / roams / land,0.10874704491725769
light 9,99000,mixed / tooth / roams / land,0.1340602950609365
light 9,100000,mixed / tooth / roams / land,0.10277078085642317
light 10,50000,light / no tooth / stays / bottom,0.23692501575299307
light 10,51000,light / no tooth / stays / bottom,0.32051855163164955
light 10,52000,light / no tooth / stays / bottom,0.2488
light 10,53000,light / no tooth / stays / bottom,0.08442776735459662
light 10,54000,light / no tooth / stays / bottom,0.05368035786905246
light 10,55000,light / no tooth / stays / bottom,0.04088471849865952
light 10,56000,light / no tooth / stays / bottom,0.059813084112149535
light 10,57000,light / no tooth / stays / bottom,0.11413043478260869
light 10,58000,light / no tooth / stays / bottom,0.15649676956209618
light 10,59000,light / no tooth / stays / bottom,0.08078817733990148
light 10,60000,light / no tooth / stays / bottom,0.08852459016393442
light 10,61000,light / no tooth / stays / bottom,0.16257465162574652
light 10,62000,light / no tooth / stays / bottom,0.12202208018593841
light 10,63000,light / no tooth / stays / bottom,0.2605427974947808
light 10,64000,light / no tooth / stays / bottom,0.20816733067729085
light 10,65000,light / no tooth / stays / bottom,0.23622047244094488
light 10,66000,light / no tooth / stays / bottom,0.08691544638639584
light 10,67000,light / no tooth / stays / bottom,0.044290657439446365
light 10,68000,light / no tooth / stays / bottom,0.09916291049581455
light 10,69000,light / no tooth / stays / bottom,0.08051761322789361
light 10,70000,light / no tooth / stays / bottom,0.031202046035805626
light 10,71000,light / no tooth / stays / bottom,0.025524673851389675
light 10,72000,light / no tooth / stays / bottom,0.009013520280420632
light 10,73000,light / no tooth / stays / bottom,0.015489467162329617
light 10,74000,light / no tooth / stays / bottom,0.1047970479704797
light 10,75000,light / no tooth / stays / bottom,0.06134969325153374
light 10,76000,light / no tooth / stays / bottom,0.038992201559688064
light 10,77000,light / no tooth / stays / bottom,0.022282608695652174
light 10,78000,light / no tooth / stays / bottom,0.009720534629404616
light 10,79000,light / no tooth / stays / bottom,0.016440314510364547
light 10,80000,light / no tooth / stays / bottom,0.024067388688327317
light 10,81000,light / no tooth / stays / bottom,0.03413821815154038
light 10,82000,light / no tooth / stays / bottom,0.04786885245901639
light 10,83000,light / no tooth / stays / bottom,0.027764480612733365
light 10,84000,light / no tooth / stays / bottom,0.021482277121374866
light 10,85000,light / no tooth / stays / bottom,0.01638418079096045
light 10,86000,light / no tooth / stays / bottom,0.07332490518331226
light 10,87000,light / no tooth / stays / bottom,0.14243498817966904
light 10,88000,light / no tooth / stays / bottom,0.12889518413597734
light 10,89000,light / no tooth / stays / bottom,0.08144377602961592
light 10,90000,light / no tooth / stays / bottom,0.08027282266526757
light 10,91000,light / no tooth / stays / bottom,0.0305591677503251
light 10,92000,light / no tooth / stays / bottom,0.017529215358931552
light 10,93000,light / no tooth / stays / bottom,0.02446043165467626
light 10,94000,light / no tooth / stays / bottom,0.05997983870967742
light 10,95000,light / no tooth / stays / bottom,0.11391129032258064
light 10,96000,light / no tooth / stays / bottom,0.029931972789115645
light 10,97000,light / no tooth / stays / bottom,0.013250194855806703
light 10,98000,light / no tooth / stays / bottom,0.0024154589371980675
light 10,99000,light / no tooth / stays / bottom,0.0008116883116883117
light 10,100000,light / no tooth / stays / bottom,0.02406417112299465
light 10,50000,mixed / no tooth / stays / shore,0.06364209199747953
light 10,51000,mixed / no tooth / stays / shore,0.07018328118015199
light 10,52000,mixed / no tooth / stays / shore,0.0924
light 10,53000,mixed / no tooth / stays / shore,0.2706378986866792
light 10,54000,mixed / no tooth / stays / shore,0.09800732004880032
light 10,55000,mixed / no tooth / stays / shore,0.15616621983914208
light 10,56000,mixed / no tooth / stays / shore,0.17133956386292834
light 10,57000,mixed / no tooth / stays / shore,0.11345108695652174
light 10,58000,mixed / no tooth / stays / shore,0.13926776740847094
light 10,59000,mixed / no tooth / stays / shore,0.11970443349753694
light 10,60000,mixed / no tooth / stays / shore,0.12131147540983607
light 10,61000,mixed / no tooth / stays / shore,0.062375580623755804
light 10,62000,mixed / no tooth / stays / shore,0.12550842533410808
light 10,63000,mixed / no tooth / stays / shore,0.08810020876826723
light 10,64000,mixed / no tooth / stays / shore,0.10059760956175298
light 10,65000,mixed / no tooth / stays / shore,0.23322084739407575
light 10,66000,mixed / no tooth / stays / shore,0.1086443079829948
light 10,67000,mixed / no tooth / stays / shore,0.07058823529411765
light 10,68000,mixed / no tooth / stays / shore,0.1159047005795235
light 10,69000,mixed / no tooth / stays / shore,0.12580877066858376
light 10,70000,mixed / no tooth / stays / shore,0.14987212276214834
light 10,71000,mixed / no tooth / stays / shore,0.05728871242200794
light 10,72000,mixed / no tooth / stays / shore,0.11917876815222835
light 10,73000,mixed / no tooth / stays / shore,0.15427509293680297
light 10,74000,mixed / no tooth / stays / shore,0.14022140221402213
light 10,75000,mixed / no tooth / stays / shore,0.10702113156100886
light 10,76000,mixed / no tooth / stays / shore,0.14217156568686262
light 10,77000,mixed / no tooth / stays / shore,0.14021739130434782
light 10,78000,mixed / no tooth / stays / shore,0.14520048602673147
light 10,79000,mixed / no tooth / stays / shore,0.19156540385989992
light 10,80000,mixed / no tooth / stays / shore,0.21179302045728038
light 10,81000,mixed / no tooth / stays / shore,0.29725228975853457
light 10,82000,mixed / no tooth / stays / shore,0.15672131147540982
light 10,83000,mixed / no tooth / stays / shore,0.2527525131641934
light 10,84000,mixed / no tooth / stays / shore,0.07142857142857142
light 10,85000,mixed / no tooth / stays / shore,0.103954802259887
light 10,86000,mixed / no tooth / stays / shore,0.06573957016434892
light 10,87000,mixed / no tooth / stays / shore,0.06028368794326241
light 10,88000,mixed / no tooth / stays / shore,0.06562795089707271
light 10,89000,mixed / no tooth / stays / shore,0.21101341971309578
light 10,90000,mixed / no tooth / stays / shore,0.08184679958027283
light 10,91000,mixed / no tooth / stays / shore,0.12288686605981794
light 10,92000,mixed / no tooth / stays / shore,0.15275459098497496
light 10,93000,mixed / no tooth / stays / shore,0.14316546762589927
light 10,94000,mixed / no tooth / stays / shore,0.1028225806451613
light 10,95000,mixed / no tooth / stays / shore,0.05443548387096774
light 10,96000,mixed / no tooth / stays / shore,0.053061224489795916
light 10,97000,mixed / no tooth / stays / shore,0.06313328137178488
light 10,98000,mixed / no tooth / stays / shore,0.05152979066022544
light 10,99000,mixed / no tooth / stays / shore,0.02353896103896104
light 10,100000,mixed / no tooth / stays / shore,0.09558823529411764
light 10,50000,light / no tooth / stays / shore,0.013862633900441084
light 10,51000,light / no tooth / stays / shore,0.012069736253911488
light 10,52000,light / no tooth / stays / shore,0.0832
light 10,53000,light / no tooth / stays / shore,0.016885553470919325
light 10,54000,light / no tooth / stays / shore,0.03863359089060594
light 10,55000,light / no tooth / stays / shore,0.029490616621983913
light 10,56000,light / no tooth / stays / shore,0.07227414330218068
light 10,57000,light / no tooth / stays / shore,0.052309782608695655
light 10,58000,light / no tooth / stays / shore,0.03732950466618808
light 10,59000,light / no tooth / stays / shore,0.04729064039408867
light 10,60000,light / no tooth / stays / shore,0.04
light 10,61000,light / no tooth / stays / shore,0.042468480424684804
light 10,62000,light / no tooth / stays / shore,0.04822777454968042
light 10,63000,light / no tooth / stays / shore,0.032150313152400835
light 10,64000,light / no tooth / stays / shore,0.0693891102257636
light 10,65000,light / no tooth / stays / shore,0.016122984626921636
light 10,66000,light / no tooth / stays / shore,0.034482758620689655
light 10,67000,light / no tooth / stays / shore,0.02491349480968858
light 10,68000,light / no tooth / stays / shore,0.0019317450096587251
light 10,69000,light / no tooth / stays / shore,0.0050323508267433505
light 10,70000,light / no tooth / stays / shore,0.0035805626598465474
light 10,71000,light / no tooth / stays / shore,0.014180374361883154
light 10,72000,light / no tooth / stays / shore,0.030045067601402103
light 10,73000,light / no tooth / stays / shore,0.04399008674101611
light 10,74000,light / no tooth / stays / shore,0.04428044280442804
light 10,75000,light / no tooth / stays / shore,0.021813224267211998
light 10,76000,light / no tooth / stays / shore,0.04799040191961608
light 10,77000,light / no tooth / stays / shore,0.034782608695652174
light 10,78000,light / no tooth / stays / shore,0.023693803159173753
light 10,79000,light / no tooth / stays / shore,0.02215868477483917
light 10,80000,light / no tooth / stays / shore,0.01684717208182912
light 10,81000,light / no tooth / stays / shore,0.025811823480432972
light 10,82000,light / no tooth / stays / shore,0.03409836065573771
light 10,83000,light / no tooth / stays / shore,0.02967927237912877
light 10,84000,light / no tooth / stays / shore,0.054242749731471536
light 10,85000,light / no tooth / stays / shore,0.06779661016949153
light 10,86000,light / no tooth / stays / shore,0.03603034134007586
light 10,87000,light / no tooth / stays / shore,0.05260047281323877
light 10,88000,light / no tooth / stays / shore,0.05996222851746931
light 10,89000,light / no tooth / stays / shore,0.17306802406293384
light 10,90000,light / no tooth / stays / shore,0.05246589716684155
light 10,91000,light / no tooth / stays / shore,0.05721716514954486
light 10,92000,light / no tooth / stays / shore,0.07512520868113523
light 10,93000,light / no tooth / stays / shore,0.07482014388489208
light 10,94000,light / no tooth / stays / shore,0.06502016129032258
light 10,95000,light / no tooth / stays / shore,0.040826612903225805
light 10,96000,light / no tooth / stays / shore,0.022448979591836733
light 10,97000,light / no tooth / stays / shore,0.03897116134060795
light 10,98000,light / no tooth / stays / shore,0.008856682769726247
light 10,99000,light / no tooth / stays / shore,0.011363636363636364
light 10,100000,light / no tooth / stays / shore,0.0661764705882353
light 10,50000,mixed / tooth / stays / shore,0.014492753623188406
light 10,51000,mixed / tooth / stays / shore,0.016540008940545373
light 10,52000,mixed / tooth / stays / shore,0.0112
light 10,53000,mixed / tooth / stays / shore,0.01125703564727955
light 10,54000,mixed / tooth / stays / shore,0.019520130134200894
light 10,55000,mixed / tooth / stays / shore,0.023458445040214475
light 10,56000,mixed / tooth / stays / shore,0.017445482866043614
light 10,57000,mixed / tooth / stays / shore,0.014266304347826086
light 10,58000,mixed / tooth / stays / shore,0.007896625987078248
light 10,59000,mixed / tooth / stays / shore,0.02413793103448276
light 10,60000,mixed / tooth / stays / shore,0.022950819672131147
light 10,61000,mixed / tooth / stays / shore,0.019243530192435302
light 10,62000,mixed / tooth / stays / shore,0.01220220801859384
light 10,63000,mixed / tooth / stays / shore,0.012108559498956159
light 10,64000,mixed / tooth / stays / shore,0.04050464807436919
light 10,65000,mixed / tooth / stays / shore,0.07236595425571804
light 10,66000,mixed / tooth / stays / shore,0.12990080302314597
light 10,67000,mixed / tooth / stays / shore,0.044290657439446365
light 10,68000,mixed / tooth / stays / shore,0.022537025112685124
light 10,69000,mixed / tooth / stays / shore,0.07332854061826025
light 10,70000,mixed / tooth / stays / shore,0.010741687979539642
light 10,71000,mixed / tooth / stays / shore,0.01474758933635848
light 10,72000,mixed / tooth / stays / shore,0.04957436154231347
light 10,73000,mixed / tooth / stays / shore,0.02292441140024783
light 10,74000,mixed / tooth / stays / shore,0.042804428044280446
light 10,75000,mixed / tooth / stays / shore,0.25698704839809133
light 10,76000,mixed / tooth / stays / shore,0.04439112177564487
light 10,77000,mixed / tooth / stays / shore,0.019021739130434784
light 10,78000,mixed / tooth / stays / shore,0.01701093560145808
light 10,79000,mixed / tooth / stays / shore,0.057898498927805575
light 10,80000,mixed / tooth / stays / shore,0.016245487364620937
light 10,81000,mixed / tooth / stays / shore,0.0324729392173189
light 10,82000,mixed / tooth / stays / shore,0.03344262295081967
light 10,83000,mixed / tooth / stays / shore,0.02106270943034945
light 10,84000,mixed / tooth / stays / shore,0.010741138560687433
light 10,85000,mixed / tooth / stays / shore,0.023163841807909605
light 10,86000,mixed / tooth / stays / shore,0.04740834386852086
light 10,87000,mixed / tooth / stays / shore,0.04550827423167849
light 10,88000,mixed / tooth / stays / shore,0.04579792256846081
light 10,89000,mixed / tooth / stays / shore,0.037482646922720964
light 10,90000,mixed / tooth / stays / shore,0.023084994753410283
light 10,91000,mixed / tooth / stays / shore,0.04681404421326398
light 10,92000,mixed / tooth / stays / shore,0.08263772954924875
light 10,93000,mixed / tooth / stays / shore,0.04460431654676259
light 10,94000,mixed / tooth / stays / shore,0.04485887096774194
light 10,95000,mixed / tooth / stays / shore,0.03024193548387097
light 10,96000,mixed / tooth / stays / shore,0.04081632653061224
light 10,97000,mixed / tooth / stays / shore,0.021823850350740453
light 10,98000,mixed / tooth / stays / shore,0.1932367149758454
light 10,99000,mixed / tooth / stays / shore,0.08522727272727272
light 10,100000,mixed / tooth / stays / shore,0.038101604278074866
light 10,50000,plant / no tooth / stays / land,0.023314429741650915
light 10,51000,plant / no tooth / stays / land,0.008940545373267769
light 10,52000,plant / no tooth / stays / land,0.014
light 10,53000,plant / no tooth / stays / land,0.012664165103189493
light 10,54000,plant / no tooth / stays / land,0.12200081333875559
light 10,55000,plant / no tooth / stays / land,0.04289544235924933
light 10,56000,plant / no tooth / stays / land,0.03925233644859813
light 10,57000,plant / no tooth / stays / land,0.02717391304347826
light 10,58000,plant / no tooth / stays / land,0.014357501794687724
light 10,59000,plant / no tooth / stays / land,0.10443349753694581
light 10,60000,plant / no tooth / stays / land,0.01901639344262295
light 10,61000,plant / no tooth / stays / land,0.07631055076310551
light 10,62000,plant / no tooth / stays / land,0.017431725740848343
light 10,63000,plant / no tooth / stays / land,0.010855949895615866
light 10,64000,plant / no tooth / stays / land,0.011288180610889775
light 10,65000,plant / no tooth / stays / land,0.014248218972628422
light 10,66000,plant / no tooth / stays / land,0.0807746811525744
light 10,67000,plant / no tooth / stays / land,0.10380622837370242
light 10,68000,plant / no tooth / stays / land,0.0669671603348358
light 10,69000,plant / no tooth / stays / land,0.04816678648454349
light 10,70000,plant / no tooth / stays / land,0.08132992327365729
light 10,71000,plant / no tooth / stays / land,0.027226318774815655
light 10,72000,plant / no tooth / stays / land,0.05358037055583375
light 10,73000,plant / no tooth / stays / land,0.10346964064436183
light 10,74000,plant / no tooth / stays / land,0.03247232472324723
light 10,75000,plant / no tooth / stays / land,0.006816632583503749
light 10,76000,plant / no tooth / stays / land,0.01739652069586083
light 10,77000,plant / no tooth / stays / land,0.057065217391304345
light 10,78000,plant / no tooth / stays / land,0.09234507897934387
light 10,79000,plant / no tooth / stays / land,0.08720514653323802
light 10,80000,plant / no tooth / stays / land,0.05475330926594465
light 10,81000,plant / no tooth / stays / land,0.019150707743547043
light 10,82000,plant / no tooth / stays / land,0.015081967213114755
light 10,83000,plant / no tooth / stays / land,0.06749640976543801
light 10,84000,plant / no tooth / stays / land,0.018259935553168637
light 10,85000,plant / no tooth / stays / land,0.020338983050847456
light 10,86000,plant / no tooth / stays / land,0.03666245259165613
light 10,87000,plant / no tooth / stays / land,0.004728132387706856
light 10,88000,plant / no tooth / stays / land,0.0066100094428706326
light 10,89000,plant / no tooth / stays / land,0.022674687644608976
light 10,90000,plant / no tooth / stays / land,0.08551941238195174
light 10,91000,plant / no tooth / stays / land,0.08257477243172952
light 10,92000,plant / no tooth / stays / land,0.1018363939899833
light 10,93000,plant / no tooth / stays / land,0.01079136690647482
light 10,94000,plant / no tooth / stays / land,0.01965725806451613
light 10,95000,plant / no tooth / stays / land,0.02620967741935484
light 10,96000,plant / no tooth / stays / land,0.01292517006802721
light 10,97000,plant / no tooth / stays / land,0.06936866718628215
light 10,98000,plant / no tooth / stays / land,0.00322061191626409
light 10,99000,plant / no tooth / stays / land,0.00487012987012987
light 10,100000,plant / no tooth / stays / land,0.042112299465240643
light 10,50000,mixed / tooth / stays / land,0.03969754253308128
light 10,51000,mixed / tooth / stays / land,0.04023245417970496
light 10,52000,mixed / tooth / stays / land,0.0116
light 10,53000,mixed / tooth / stays / land,0.03283302063789869
light 10,54000,mixed / tooth / stays / land,0.054087027246848315
light 10,55000,mixed / tooth / stays / land,0.08646112600536193
light 10,56000,mixed / tooth / stays / land,0.029906542056074768
light 10,57000,mixed / tooth / stays / land,0.04551630434782609
light 10,58000,mixed / tooth / stays / land,0.05168700646087581
light 10,59000,mixed / tooth / stays / land,0.0748768472906404
light 10,60000,mixed / tooth / stays / land,0.010491803278688525
light 10,61000,mixed / tooth / stays / land,0.055739880557398806
light 10,62000,mixed / tooth / stays / land,0.01801278326554329
light 10,63000,mixed / tooth / stays / land,0.010855949895615866
light 10,64000,mixed / tooth / stays / land,0.027224435590969456
light 10,65000,mixed / tooth / stays / land,0.021372328458942633
light 10,66000,mixed / tooth / stays / land,0.059990552668871044
light 10,67000,mixed / tooth / stays / land,0.08166089965397924
light 10,68000,mixed / tooth / stays / land,0.023824855119124275
light 10,69000,mixed / tooth / stays / land,0.014378145219266714
light 10,70000,mixed / tooth / stays / land,0.023529411764705882
light 10,71000,mixed / tooth / stays / land,0.036301758366420876
light 10,72000,mixed / tooth / stays / land,0.03905858788182273
light 10,73000,mixed / tooth / stays / land,0.05762081784386617
light 10,74000,mixed / tooth / stays / land,0.04059040590405904
light 10,75000,mixed / tooth / stays / land,0.0006816632583503749
light 10,76000,mixed / tooth / stays / land,0.04979004199160168
light 10,77000,mixed / tooth / stays / land,0.021739130434782608
light 10,78000,mixed / tooth / stays / land,0.05953827460510328
light 10,79000,mixed / tooth / stays / land,0.06075768406004289
light 10,80000,mixed / tooth / stays / land,0.031889290012033694
light 10,81000,mixed / tooth / stays / land,0.03663613655287261
light 10,82000,mixed / tooth / stays / land,0.06688524590163934
light 10,83000,mixed / tooth / stays / land,0.1469602680708473
light 10,84000,mixed / tooth / stays / land,0.1364124597207304
light 10,85000,mixed / tooth / stays / land,0.12542372881355932
light 10,86000,mixed / tooth / stays / land,0.07648546144121365
light 10,87000,mixed / tooth / stays / land,0.0384160756501182
light 10,88000,mixed / tooth / stays / land,0.04154863078375826
light 10,89000,mixed / tooth / stays / land,0.043035631652012955
light 10,90000,mixed / tooth / stays / land,0.08394543546694648
light 10,91000,mixed / tooth / stays / land,0.06436931079323797
light 10,92000,mixed / tooth / stays / land,0.05342237061769616
light 10,93000,mixed / tooth / stays / land,0.07697841726618705
light 10,94000,mixed / tooth / stays / land,0.08518145161290322
light 10,95000,mixed / tooth / stays / land,0.09879032258064516
light 10,96000,mixed / tooth / stays / land,0.10136054421768707
light 10,97000,mixed / tooth / stays / land,0.0701480904130943
light 10,98000,mixed / tooth / stays / land,0.04750402576489533
light 10,99000,mixed / tooth / stays / land,0.027597402597402596
light 10,100000,mixed / tooth / stays / land,0.06417112299465241
light 10,50000,light / no tooth / stays / surface,0.11090107120352867
light 10,51000,light / no tooth / stays / surface,0.1551184622261958
light 10,52000,light / no tooth / stays / surface,0.1468
light 10,53000,light / no tooth / stays / surface,0.16463414634146342
light 10,54000,light / no tooth / stays / surface,0.0821472143147621
light 10,55000,light / no tooth / stays / surface,0.06300268096514745
light 10,56000,light / no tooth / stays / surface,0.0529595015576324
light 10,57000,light / no tooth / stays / surface,0.02717391304347826
light 10,58000,light / no tooth / stays / surface,0.024407753050969132
light 10,59000,light / no tooth / stays / surface,0.02413793103448276
light 10,60000,light / no tooth / stays / surface,0.01639344262295082
light 10,61000,light / no tooth / stays / surface,0.013271400132714002
light 10,62000,light / no tooth / stays / surface,0.05461940732132481
light 10,63000,light / no tooth / stays / surface,0.17160751565762003
light 10,64000,light / no tooth / stays / surface,0.16633466135458166
light 10,65000,light / no tooth / stays / surface,0.09936257967754031
light 10,66000,light / no tooth / stays / surface,0.04345772319319792
light 10,67000,light / no tooth / stays / surface,0.020069204152249134
light 10,68000,light / no tooth / stays / surface,0.008370895041854474
light 10,69000,light / no tooth / stays / surface,0.011502516175413372
light 10,70000,light / no tooth / stays / surface,0.03017902813299233
light 10,71000,light / no tooth / stays / surface,0.0238230289279637
light 10,72000,light / no tooth / stays / surface,0.010015022533800702
light 10,73000,light / no tooth / stays / surface,0.03283767038413878
light 10,74000,light / no tooth / stays / surface,0.035424354243542434
light 10,75000,light / no tooth / stays / surface,0.05930470347648262
light 10,76000,light / no tooth / stays / surface,0.09958008398320337
light 10,77000,light / no tooth / stays / surface,0.10706521739130435
light 10,78000,light / no tooth / stays / surface,0.04495747266099635
light 10,79000,light / no tooth / stays / surface,0.013581129378127233
light 10,80000,light / no tooth / stays / surface,0.0024067388688327317
light 10,81000,light / no tooth / stays / surface,0.006661115736885929
light 10,82000,light / no tooth / stays / surface,0.01180327868852459
light 10,83000,light / no tooth / stays / surface,0.011010052656773576
light 10,84000,light / no tooth / stays / surface,0.001611170784103115
light 10,85000,light / no tooth / stays / surface,0.004519774011299435
light 10,86000,light / no tooth / stays / surface,0.0493046776232617
light 10,87000,light / no tooth / stays / surface,0.15425531914893617
light 10,88000,light / no tooth / stays / surface,0.1274787535410765
light 10,89000,light / no tooth / stays / surface,0.0
light 10,90000,light / no tooth / stays / surface,0.0708289611752361
light 10,91000,light / no tooth / stays / surface,0.018205461638491547
light 10,92000,light / no tooth / stays / surface,0.048414023372287146
light 10,93000,light / no tooth / stays / surface,0.060431654676258995
light 10,94000,light / no tooth / stays / surface,0.05897177419354839
light 10,95000,light / no tooth / stays / surface,0.041834677419354836
light 10,96000,light / no tooth / stays / surface,0.0326530612244898
light 10,97000,light / no tooth / stays / surface,0.059236165237724084
light 10,98000,light / no tooth / stays / surface,0.1215780998389694
light 10,99000,light / no tooth / stays / surface,0.17613636363636365
light 10,100000,light / no tooth / stays / surface,0.09224598930481283
light 10,50000,mixed / no tooth / stays / bottom,0.08506616257088846
light 10,51000,mixed / no tooth / stays / bottom,0.08672329012069736
light 10,52000,mixed / no tooth / stays / bottom,0.0756
light 10,53000,mixed / no tooth / stays / bottom,0.07317073170731707
light 10,54000,mixed / no tooth / stays / bottom,0.1305408702724685
light 10,55000,mixed / no tooth / stays / bottom,0.08780160857908847
light 10,56000,mixed / no tooth / stays / bottom,0.09595015576323987
light 10,57000,mixed / no tooth / stays / bottom,0.17119565217391305
light 10,58000,mixed / no tooth / stays / bottom,0.11055276381909548
light 10,59000,mixed / no tooth / stays / bottom,0.09261083743842365
light 10,60000,mixed / no tooth / stays / bottom,0.05311475409836065
light 10,61000,mixed / no tooth / stays / bottom,0.0451227604512276
light 10,62000,mixed / no tooth / stays / bottom,0.05229517722254503
light 10,63000,mixed / no tooth / stays / bottom,0.020041753653444676
light 10,64000,mixed / no tooth / stays / bottom,0.050132802124833994
light 10,65000,mixed / no tooth / stays / bottom,0.05549306336707911
light 10,66000,mixed / no tooth / stays / bottom,0.09825224374114312
light 10,67000,mixed / no tooth / stays / bottom,0.11764705882352941
light 10,68000,mixed / no tooth / stays / bottom,0.19188667095943335
light 10,69000,mixed / no tooth / stays / bottom,0.18619698058950396
light 10,70000,mixed / no tooth / stays / bottom,0.2895140664961637
light 10,71000,mixed / no tooth / stays / bottom,0.22688598979013047
light 10,72000,mixed / no tooth / stays / bottom,0.1041562343515273
light 10,73000,mixed / no tooth / stays / bottom,0.09417596034696406
light 10,74000,mixed / no tooth / stays / bottom,0.1011070110701107
light 10,75000,mixed / no tooth / stays / bottom,0.06612133605998637
light 10,76000,mixed / no tooth / stays / bottom,0.07018596280743851
light 10,77000,mixed / no tooth / stays / bottom,0.10869565217391304
light 10,78000,mixed / no tooth / stays / bottom,0.11846901579586877
light 10,79000,mixed / no tooth / stays / bottom,0.053609721229449604
light 10,80000,mixed / no tooth / stays / bottom,0.15583634175691938
light 10,81000,mixed / no tooth / stays / bottom,0.12073272273105745
light 10,82000,mixed / no tooth / stays / bottom,0.12786885245901639
light 10,83000,mixed / no tooth / stays / bottom,0.07180469123982768
light 10,84000,mixed / no tooth / stays / bottom,0.12459720730397422
light 10,85000,mixed / no tooth / stays / bottom,0.10056497175141244
light 10,86000,mixed / no tooth / stays / bottom,0.09608091024020228
