run,step,way,share
control 11,59000,mixed / no tooth / stays / bottom,0.059728183118741056
control 11,60000,mixed / no tooth / stays / bottom,0.09237958303378864
control 11,61000,mixed / no tooth / stays / bottom,0.08683127572016461
control 11,62000,mixed / no tooth / stays / bottom,0.1386651323360184
control 11,63000,mixed / no tooth / stays / bottom,0.1110506260206859
control 11,64000,mixed / no tooth / stays / bottom,0.1356809943034697
control 11,65000,mixed / no tooth / stays / bottom,0.04602510460251046
control 11,66000,mixed / no tooth / stays / bottom,0.06206896551724138
control 11,67000,mixed / no tooth / stays / bottom,0.09646910466582598
control 11,68000,mixed / no tooth / stays / bottom,0.1008668242710796
control 11,69000,mixed / no tooth / stays / bottom,0.08917682926829268
control 11,70000,mixed / no tooth / stays / bottom,0.07195121951219512
control 11,71000,mixed / no tooth / stays / bottom,0.08876404494382023
control 11,72000,mixed / no tooth / stays / bottom,0.059400230680507496
control 11,73000,mixed / no tooth / stays / bottom,0.06885660138976626
control 11,74000,mixed / no tooth / stays / bottom,0.054466230936819175
control 11,75000,mixed / no tooth / stays / bottom,0.07917888563049853
control 11,76000,mixed / no tooth / stays / bottom,0.1286549707602339
control 11,77000,mixed / no tooth / stays / bottom,0.108203125
control 11,78000,mixed / no tooth / stays / bottom,0.1632047477744807
control 11,79000,mixed / no tooth / stays / bottom,0.2511032656663725
control 11,80000,mixed / no tooth / stays / bottom,0.24496124031007752
control 11,81000,mixed / no tooth / stays / bottom,0.2456575682382134
control 11,82000,mixed / no tooth / stays / bottom,0.22766122766122765
control 11,83000,mixed / no tooth / stays / bottom,0.20350109409190373
control 11,84000,mixed / no tooth / stays / bottom,0.24828599412340843
control 11,85000,mixed / no tooth / stays / bottom,0.1680099194048357
control 11,86000,mixed / no tooth / stays / bottom,0.1736872475476053
control 11,87000,mixed / no tooth / stays / bottom,0.11039719626168225
control 11,88000,mixed / no tooth / stays / bottom,0.1339907192575406
control 11,89000,mixed / no tooth / stays / bottom,0.12944706386626662
control 11,90000,mixed / no tooth / stays / bottom,0.07473928157589803
control 11,91000,mixed / no tooth / stays / bottom,0.10422405876951331
control 11,92000,mixed / no tooth / stays / bottom,0.15518121490556405
control 11,93000,mixed / no tooth / stays / bottom,0.2601270849880858
control 11,94000,mixed / no tooth / stays / bottom,0.22063157894736843
control 11,95000,mixed / no tooth / stays / bottom,0.12407862407862408
control 11,96000,mixed / no tooth / stays / bottom,0.08171378091872791
control 11,97000,mixed / no tooth / stays / bottom,0.030371203599550055
control 11,98000,mixed / no tooth / stays / bottom,0.033532934131736525
control 11,99000,mixed / no tooth / stays / bottom,0.06146281499692686
control 11,100000,mixed / no tooth / stays / bottom,0.017618040873854827
control 11,50000,mixed / no tooth / roams / shore,0.1581439393939394
control 11,51000,mixed / no tooth / roams / shore,0.16688006828851898
control 11,52000,mixed / no tooth / roams / shore,0.19513008672448298
control 11,53000,mixed / no tooth / roams / shore,0.18704379562043796
control 11,54000,mixed / no tooth / roams / shore,0.2114821323960164
control 11,55000,mixed / no tooth / roams / shore,0.225185685347738
control 11,56000,mixed / no tooth / roams / shore,0.21081745543945912
control 11,57000,mixed / no tooth / roams / shore,0.1956521739130435
control 11,58000,mixed / no tooth / roams / shore,0.24492282696994314
control 11,59000,mixed / no tooth / roams / shore,0.23068669527896996
control 11,60000,mixed / no tooth / roams / shore,0.12760603882099208
control 11,61000,mixed / no tooth / roams / shore,0.1662551440329218
control 11,62000,mixed / no tooth / roams / shore,0.1144994246260069
control 11,63000,mixed / no tooth / roams / shore,0.09689711486118671
control 11,64000,mixed / no tooth / roams / shore,0.12014500258933196
control 11,65000,mixed / no tooth / roams / shore,0.17949790794979079
control 11,66000,mixed / no tooth / roams / shore,0.1793103448275862
control 11,67000,mixed / no tooth / roams / shore,0.21878940731399749
control 11,68000,mixed / no tooth / roams / shore,0.2119779353821907
control 11,69000,mixed / no tooth / roams / shore,0.21417682926829268
control 11,70000,mixed / no tooth / roams / shore,0.1951219512195122
control 11,71000,mixed / no tooth / roams / shore,0.2095505617977528
control 11,72000,mixed / no tooth / roams / shore,0.18973471741637832
control 11,73000,mixed / no tooth / roams / shore,0.12950094756790903
control 11,74000,mixed / no tooth / roams / shore,0.10530137981118373
control 11,75000,mixed / no tooth / roams / shore,0.12903225806451613
control 11,76000,mixed / no tooth / roams / shore,0.18421052631578946
control 11,77000,mixed / no tooth / roams / shore,0.173828125
control 11,78000,mixed / no tooth / roams / shore,0.14921576939381093
control 11,79000,mixed / no tooth / roams / shore,0.10723742277140336
control 11,80000,mixed / no tooth / roams / shore,0.16950904392764857
control 11,81000,mixed / no tooth / roams / shore,0.1662531017369727
control 11,82000,mixed / no tooth / roams / shore,0.1554001554001554
control 11,83000,mixed / no tooth / roams / shore,0.12316348859018443
control 11,84000,mixed / no tooth / roams / shore,0.10871694417238002
control 11,85000,mixed / no tooth / roams / shore,0.10167389956602604
control 11,86000,mixed / no tooth / roams / shore,0.08193883439122908
control 11,87000,mixed / no tooth / roams / shore,0.09462616822429906
control 11,88000,mixed / no tooth / roams / shore,0.12470997679814386
control 11,89000,mixed / no tooth / roams / shore,0.15559365623660523
control 11,90000,mixed / no tooth / roams / shore,0.17844727694090382
control 11,91000,mixed / no tooth / roams / shore,0.1561065197428834
control 11,92000,mixed / no tooth / roams / shore,0.23481368044920878
control 11,93000,mixed / no tooth / roams / shore,0.18149324861000793
control 11,94000,mixed / no tooth / roams / shore,0.11663157894736842
control 11,95000,mixed / no tooth / roams / shore,0.17567567567567569
control 11,96000,mixed / no tooth / roams / shore,0.21952296819787986
control 11,97000,mixed / no tooth / roams / shore,0.2232845894263217
control 11,98000,mixed / no tooth / roams / shore,0.24790419161676647
control 11,99000,mixed / no tooth / roams / shore,0.09342347879532882
control 11,100000,mixed / no tooth / roams / shore,0.15503875968992248
control 11,50000,plant / no tooth / stays / bottom,0.10984848484848485
control 11,51000,plant / no tooth / stays / bottom,0.17157490396927016
control 11,52000,plant / no tooth / stays / bottom,0.18112074716477652
control 11,53000,plant / no tooth / stays / bottom,0.12712895377128955
control 11,54000,plant / no tooth / stays / bottom,0.10164030462800235
control 11,55000,plant / no tooth / stays / bottom,0.09419311276164753
control 11,56000,plant / no tooth / stays / bottom,0.1210817455439459
control 11,57000,plant / no tooth / stays / bottom,0.11332858161083392
control 11,58000,plant / no tooth / stays / bottom,0.07229894394800974
control 11,59000,plant / no tooth / stays / bottom,0.08082975679542204
control 11,60000,plant / no tooth / stays / bottom,0.07584471603163193
control 11,61000,plant / no tooth / stays / bottom,0.0757201646090535
control 11,62000,plant / no tooth / stays / bottom,0.07077100115074798
control 11,63000,plant / no tooth / stays / bottom,0.04082743603701688
control 11,64000,plant / no tooth / stays / bottom,0.09010875194199897
control 11,65000,plant / no tooth / stays / bottom,0.0803347280334728
control 11,66000,plant / no tooth / stays / bottom,0.08275862068965517
control 11,67000,plant / no tooth / stays / bottom,0.05485498108448928
control 11,68000,plant / no tooth / stays / bottom,0.0425531914893617
control 11,69000,plant / no tooth / stays / bottom,0.041920731707317076
control 11,70000,plant / no tooth / stays / bottom,0.05304878048780488
control 11,71000,plant / no tooth / stays / bottom,0.04887640449438202
control 11,72000,plant / no tooth / stays / bottom,0.07093425605536333
control 11,73000,plant / no tooth / stays / bottom,0.04990524320909665
control 11,74000,plant / no tooth / stays / bottom,0.04938271604938271
control 11,75000,plant / no tooth / stays / bottom,0.09310850439882698
control 11,76000,plant / no tooth / stays / bottom,0.07368421052631578
control 11,77000,plant / no tooth / stays / bottom,0.0578125
control 11,78000,plant / no tooth / stays / bottom,0.07248834251801611
control 11,79000,plant / no tooth / stays / bottom,0.10856134157105031
control 11,80000,plant / no tooth / stays / bottom,0.12868217054263567
control 11,81000,plant / no tooth / stays / bottom,0.22663358147229115
control 11,82000,plant / no tooth / stays / bottom,0.21522921522921523
control 11,83000,plant / no tooth / stays / bottom,0.1294154423257268
control 11,84000,plant / no tooth / stays / bottom,0.10773751224289912
control 11,85000,plant / no tooth / stays / bottom,0.07067575945443273
control 11,86000,plant / no tooth / stays / bottom,0.07616849394114253
control 11,87000,plant / no tooth / stays / bottom,0.12032710280373832
control 11,88000,plant / no tooth / stays / bottom,0.11658932714617169
control 11,89000,plant / no tooth / stays / bottom,0.08786969567081011
control 11,90000,plant / no tooth / stays / bottom,0.055619930475086905
control 11,91000,plant / no tooth / stays / bottom,0.05831037649219467
control 11,92000,plant / no tooth / stays / bottom,0.06125574272588055
control 11,93000,plant / no tooth / stays / bottom,0.07625099285146943
control 11,94000,plant / no tooth / stays / bottom,0.08336842105263158
control 11,95000,plant / no tooth / stays / bottom,0.052825552825552825
control 11,96000,plant / no tooth / stays / bottom,0.06934628975265017
control 11,97000,plant / no tooth / stays / bottom,0.05680539932508436
control 11,98000,plant / no tooth / stays / bottom,0.07784431137724551
control 11,99000,plant / no tooth / stays / bottom,0.05531653349723417
control 11,100000,plant / no tooth / stays / bottom,0.06412966878083157
control 11,50000,mixed / no tooth / stays / shore,0.06912878787878787
control 11,51000,mixed / no tooth / stays / shore,0.05121638924455826
control 11,52000,mixed / no tooth / stays / shore,0.05703802535023349
control 11,53000,mixed / no tooth / stays / shore,0.025547445255474453
control 11,54000,mixed / no tooth / stays / shore,0.02753368482718219
control 11,55000,mixed / no tooth / stays / shore,0.033423362592842676
control 11,56000,mixed / no tooth / stays / shore,0.027965580823601722
control 11,57000,mixed / no tooth / stays / shore,0.038132573057733425
control 11,58000,mixed / no tooth / stays / shore,0.06295694557270512
control 11,59000,mixed / no tooth / stays / shore,0.08512160228898426
control 11,60000,mixed / no tooth / stays / shore,0.10352264557872035
control 11,61000,mixed / no tooth / stays / shore,0.03950617283950617
control 11,62000,mixed / no tooth / stays / shore,0.12600690448791715
control 11,63000,mixed / no tooth / stays / shore,0.10125204137180185
control 11,64000,mixed / no tooth / stays / shore,0.092180217503884
control 11,65000,mixed / no tooth / stays / shore,0.09372384937238494
control 11,66000,mixed / no tooth / stays / shore,0.13262599469496023
control 11,67000,mixed / no tooth / stays / shore,0.09394703656998739
control 11,68000,mixed / no tooth / stays / shore,0.06540583136327817
control 11,69000,mixed / no tooth / stays / shore,0.03125
control 11,70000,mixed / no tooth / stays / shore,0.05
control 11,71000,mixed / no tooth / stays / shore,0.007865168539325843
control 11,72000,mixed / no tooth / stays / shore,0.005190311418685121
control 11,73000,mixed / no tooth / stays / shore,0.04232469993682881
control 11,74000,mixed / no tooth / stays / shore,0.029774872912127815
control 11,75000,mixed / no tooth / stays / shore,0.022727272727272728
control 11,76000,mixed / no tooth / stays / shore,0.027485380116959064
control 11,77000,mixed / no tooth / stays / shore,0.034765625
control 11,78000,mixed / no tooth / stays / shore,0.037727850784230604
control 11,79000,mixed / no tooth / stays / shore,0.08693733451015004
control 11,80000,mixed / no tooth / stays / shore,0.02739018087855297
control 11,81000,mixed / no tooth / stays / shore,0.030603804797353185
control 11,82000,mixed / no tooth / stays / shore,0.04856254856254856
control 11,83000,mixed / no tooth / stays / shore,0.07814942169427946
control 11,84000,mixed / no tooth / stays / shore,0.05190989226248776
control 11,85000,mixed / no tooth / stays / shore,0.10167389956602604
control 11,86000,mixed / no tooth / stays / shore,0.08136180034622043
control 11,87000,mixed / no tooth / stays / shore,0.09462616822429906
control 11,88000,mixed / no tooth / stays / shore,0.05568445475638051
control 11,89000,mixed / no tooth / stays / shore,0.02914702100300043
control 11,90000,mixed / no tooth / stays / shore,0.027809965237543453
control 11,91000,mixed / no tooth / stays / shore,0.05876951331496786
control 11,92000,mixed / no tooth / stays / shore,0.01174068402246044
control 11,93000,mixed / no tooth / stays / shore,0.007942811755361398
control 11,94000,mixed / no tooth / stays / shore,0.021473684210526315
control 11,95000,mixed / no tooth / stays / shore,0.011056511056511056
control 11,96000,mixed / no tooth / stays / shore,0.06978798586572438
control 11,97000,mixed / no tooth / stays / shore,0.01856017997750281
control 11,98000,mixed / no tooth / stays / shore,0.013772455089820359
control 11,99000,mixed / no tooth / stays / shore,0.05716041794714198
control 11,100000,mixed / no tooth / stays / shore,0.06060606060606061
control 11,50000,mixed / tooth / stays / land,0.04261363636363636
control 11,51000,mixed / tooth / stays / land,0.02390098164746052
control 11,52000,mixed / tooth / stays / land,0.01200800533689126
control 11,53000,mixed / tooth / stays / land,0.019768856447688565
control 11,54000,mixed / tooth / stays / land,0.032806092560046865
control 11,55000,mixed / tooth / stays / land,0.09554355165428764
control 11,56000,mixed / tooth / stays / land,0.034111862323294405
control 11,57000,mixed / tooth / stays / land,0.01781895937277263
control 11,58000,mixed / tooth / stays / land,0.010560519902518278
control 11,59000,mixed / tooth / stays / land,0.04721030042918455
control 11,60000,mixed / tooth / stays / land,0.02372393961179008
control 11,61000,mixed / tooth / stays / land,0.040329218106995884
control 11,62000,mixed / tooth / stays / land,0.04602991944764097
control 11,63000,mixed / tooth / stays / land,0.06314643440391943
control 11,64000,mixed / tooth / stays / land,0.025375453133091662
control 11,65000,mixed / tooth / stays / land,0.02301255230125523
control 11,66000,mixed / tooth / stays / land,0.02546419098143236
control 11,67000,mixed / tooth / stays / land,0.04981084489281211
control 11,68000,mixed / tooth / stays / land,0.02364066193853428
control 11,69000,mixed / tooth / stays / land,0.03048780487804878
control 11,70000,mixed / tooth / stays / land,0.03902439024390244
control 11,71000,mixed / tooth / stays / land,0.033707865168539325
control 11,72000,mixed / tooth / stays / land,0.02422145328719723
control 11,73000,mixed / tooth / stays / land,0.0739102969046115
control 11,74000,mixed / tooth / stays / land,0.03848946986201888
control 11,75000,mixed / tooth / stays / land,0.030058651026392963
control 11,76000,mixed / tooth / stays / land,0.043859649122807015
control 11,77000,mixed / tooth / stays / land,0.01875
control 11,78000,mixed / tooth / stays / land,0.0317931326833404
control 11,79000,mixed / tooth / stays / land,0.01588702559576346
control 11,80000,mixed / tooth / stays / land,0.013953488372093023
control 11,81000,mixed / tooth / stays / land,0.013647642679900745
control 11,82000,mixed / tooth / stays / land,0.022144522144522144
control 11,83000,mixed / tooth / stays / land,0.02782119412316349
control 11,84000,mixed / tooth / stays / land,0.040156709108716944
control 11,85000,mixed / tooth / stays / land,0.0347179169249845
control 11,86000,mixed / tooth / stays / land,0.09694171956145413
control 11,87000,mixed / tooth / stays / land,0.02394859813084112
control 11,88000,mixed / tooth / stays / land,0.005220417633410673
control 11,89000,mixed / tooth / stays / land,0.006858122588941277
control 11,90000,mixed / tooth / stays / land,0.023174971031286212
control 11,91000,mixed / tooth / stays / land,0.02157943067033976
control 11,92000,mixed / tooth / stays / land,0.019397651863195507
control 11,93000,mixed / tooth / stays / land,0.009928514694201748
control 11,94000,mixed / tooth / stays / land,0.08042105263157895
control 11,95000,mixed / tooth / stays / land,0.10933660933660934
control 11,96000,mixed / tooth / stays / land,0.10865724381625441
control 11,97000,mixed / tooth / stays / land,0.03993250843644545
control 11,98000,mixed / tooth / stays / land,0.024550898203592814
control 11,99000,mixed / tooth / stays / land,0.07744314689612784
control 11,100000,mixed / tooth / stays / land,0.03171247357293869
control 11,50000,mixed / tooth / roams / land,0.11789772727272728
control 11,51000,mixed / tooth / roams / land,0.0973111395646607
control 11,52000,mixed / tooth / roams / land,0.09106070713809206
control 11,53000,mixed / tooth / roams / land,0.0933698296836983
control 11,54000,mixed / tooth / roams / land,0.08787346221441125
control 11,55000,mixed / tooth / roams / land,0.06347062795408508
control 11,56000,mixed / tooth / roams / land,0.04855562384757222
control 11,57000,mixed / tooth / roams / land,0.07305773342836779
control 11,58000,mixed / tooth / roams / land,0.07676685621445979
control 11,59000,mixed / tooth / roams / land,0.09978540772532189
control 11,60000,mixed / tooth / roams / land,0.12293314162473042
control 11,61000,mixed / tooth / roams / land,0.11481481481481481
control 11,62000,mixed / tooth / roams / land,0.14039125431530494
control 11,63000,mixed / tooth / roams / land,0.14752313554708765
control 11,64000,mixed / tooth / roams / land,0.13516312791299845
control 11,65000,mixed / tooth / roams / land,0.14225941422594143
control 11,66000,mixed / tooth / roams / land,0.18514588859416445
control 11,67000,mixed / tooth / roams / land,0.21941992433795712
control 11,68000,mixed / tooth / roams / land,0.1765169424743893
control 11,69000,mixed / tooth / roams / land,0.21722560975609756
control 11,70000,mixed / tooth / roams / land,0.1652439024390244
control 11,71000,mixed / tooth / roams / land,0.11235955056179775
control 11,72000,mixed / tooth / roams / land,0.13610149942329874
control 11,73000,mixed / tooth / roams / land,0.20720151610865445
control 11,74000,mixed / tooth / roams / land,0.1394335511982571
control 11,75000,mixed / tooth / roams / land,0.1466275659824047
control 11,76000,mixed / tooth / roams / land,0.14327485380116958
control 11,77000,mixed / tooth / roams / land,0.115625
control 11,78000,mixed / tooth / roams / land,0.09198813056379822
control 11,79000,mixed / tooth / roams / land,0.08473080317740513
control 11,80000,mixed / tooth / roams / land,0.10335917312661498
control 11,81000,mixed / tooth / roams / land,0.07981803143093466
control 11,82000,mixed / tooth / roams / land,0.1048951048951049
control 11,83000,mixed / tooth / roams / land,0.08721475461081588
control 11,84000,mixed / tooth / roams / land,0.1297747306562194
control 11,85000,mixed / tooth / roams / land,0.15623062616243025
control 11,86000,mixed / tooth / roams / land,0.13791113675706868
control 11,87000,mixed / tooth / roams / land,0.143107476635514
control 11,88000,mixed / tooth / roams / land,0.14037122969837587
control 11,89000,mixed / tooth / roams / land,0.14702100300042864
control 11,90000,mixed / tooth / roams / land,0.1749710312862109
control 11,91000,mixed / tooth / roams / land,0.11937557392102846
control 11,92000,mixed / tooth / roams / land,0.0959673302705462
control 11,93000,mixed / tooth / roams / land,0.0790309769658459
control 11,94000,mixed / tooth / roams / land,0.08842105263157894
control 11,95000,mixed / tooth / roams / land,0.14004914004914004
control 11,96000,mixed / tooth / roams / land,0.11219081272084806
control 11,97000,mixed / tooth / roams / land,0.06524184476940383
control 11,98000,mixed / tooth / roams / land,0.06526946107784432
control 11,99000,mixed / tooth / roams / land,0.09280885064535956
control 11,100000,mixed / tooth / roams / land,0.11346018322762509
control 11,50000,plant / no tooth / roams / surface,0.06439393939393939
control 11,51000,plant / no tooth / roams / surface,0.052496798975672214
control 11,52000,plant / no tooth / roams / surface,0.04436290860573716
control 11,53000,plant / no tooth / roams / surface,0.038929440389294405
control 11,54000,plant / no tooth / roams / surface,0.03046280023432923
control 11,55000,plant / no tooth / roams / surface,0.024983119513842
control 11,56000,plant / no tooth / roams / surface,0.024585125998770743
control 11,57000,plant / no tooth / roams / surface,0.026372059871703494
control 11,58000,plant / no tooth / roams / surface,0.030869212022745736
control 11,59000,plant / no tooth / roams / surface,0.028969957081545063
control 11,60000,plant / no tooth / roams / surface,0.038820992092020126
control 11,61000,plant / no tooth / roams / surface,0.05802469135802469
control 11,62000,plant / no tooth / roams / surface,0.08688147295742232
control 11,63000,plant / no tooth / roams / surface,0.09580838323353294
control 11,64000,plant / no tooth / roams / surface,0.07560849300880373
control 11,65000,plant / no tooth / roams / surface,0.030543933054393305
control 11,66000,plant / no tooth / roams / surface,0.03183023872679045
control 11,67000,plant / no tooth / roams / surface,0.02648171500630517
control 11,68000,plant / no tooth / roams / surface,0.05594956658786446
control 11,69000,plant / no tooth / roams / surface,0.08079268292682927
control 11,70000,plant / no tooth / roams / surface,0.0774390243902439
control 11,71000,plant / no tooth / roams / surface,0.05337078651685393
control 11,72000,plant / no tooth / roams / surface,0.06632064590542099
control 11,73000,plant / no tooth / roams / surface,0.10360075805432722
control 11,74000,plant / no tooth / roams / surface,0.1270878721859114
control 11,75000,plant / no tooth / roams / surface,0.09090909090909091
control 11,76000,plant / no tooth / roams / surface,0.06315789473684211
control 11,77000,plant / no tooth / roams / surface,0.04453125
control 11,78000,plant / no tooth / roams / surface,0.039423484527342095
control 11,79000,plant / no tooth / roams / surface,0.027802294792586054
control 11,80000,plant / no tooth / roams / surface,0.03359173126614987
control 11,81000,plant / no tooth / roams / surface,0.02729528535980149
control 11,82000,plant / no tooth / roams / surface,0.03496503496503497
control 11,83000,plant / no tooth / roams / surface,0.04720225070334479
control 11,84000,plant / no tooth / roams / surface,0.07590597453476983
control 11,85000,plant / no tooth / roams / surface,0.0731556106633602
control 11,86000,plant / no tooth / roams / surface,0.09059434506635891
control 11,87000,plant / no tooth / roams / surface,0.10747663551401869
control 11,88000,plant / no tooth / roams / surface,0.07250580046403712
control 11,89000,plant / no tooth / roams / surface,0.05443634804972139
control 11,90000,plant / no tooth / roams / surface,0.06546929316338354
control 11,91000,plant / no tooth / roams / surface,0.03489439853076217
control 11,92000,plant / no tooth / roams / surface,0.042879019908116385
control 11,93000,plant / no tooth / roams / surface,0.051628276409849086
control 11,94000,plant / no tooth / roams / surface,0.05052631578947368
control 11,95000,plant / no tooth / roams / surface,0.08292383292383293
control 11,96000,plant / no tooth / roams / surface,0.06404593639575971
control 11,97000,plant / no tooth / roams / surface,0.07536557930258718
control 11,98000,plant / no tooth / roams / surface,0.09041916167664671
control 11,99000,plant / no tooth / roams / surface,0.10141364474492932
control 11,100000,plant / no tooth / roams / surface,0.09936575052854123
control 11,50000,plant / no tooth / stays / land,0.00946969696969697
control 11,51000,plant / no tooth / stays / land,0.006402048655569782
control 11,52000,plant / no tooth / stays / land,0.007004669779853236
control 11,53000,plant / no tooth / stays / land,0.006995133819951338
control 11,54000,plant / no tooth / stays / land,0.03632103104862332
control 11,55000,plant / no tooth / stays / land,0.024307900067521943
control 11,56000,plant / no tooth / stays / land,0.0027658266748617085
control 11,57000,plant / no tooth / stays / land,0.023877405559515324
control 11,58000,plant / no tooth / stays / land,0.007311129163281885
control 11,59000,plant / no tooth / stays / land,0.05114449213161659
control 11,60000,plant / no tooth / stays / land,0.04241552839683681
control 11,61000,plant / no tooth / stays / land,0.00823045267489712
control 11,62000,plant / no tooth / stays / land,0.009781357882623706
control 11,63000,plant / no tooth / stays / land,0.003810560696788242
control 11,64000,plant / no tooth / stays / land,0.004142931123770067
control 11,65000,plant / no tooth / stays / land,0.027196652719665274
control 11,66000,plant / no tooth / stays / land,0.05517241379310345
control 11,67000,plant / no tooth / stays / land,0.01639344262295082
control 11,68000,plant / no tooth / stays / land,0.04728132387706856
control 11,69000,plant / no tooth / stays / land,0.007621951219512195
control 11,70000,plant / no tooth / stays / land,0.045121951219512194
control 11,71000,plant / no tooth / stays / land,0.06629213483146068
control 11,72000,plant / no tooth / stays / land,0.031141868512110725
control 11,73000,plant / no tooth / stays / land,0.09917877447883765
control 11,74000,plant / no tooth / stays / land,0.042846768336964415
control 11,75000,plant / no tooth / stays / land,0.03519061583577713
control 11,76000,plant / no tooth / stays / land,0.01929824561403509
control 11,77000,plant / no tooth / stays / land,0.09140625
control 11,78000,plant / no tooth / stays / land,0.02543450614667232
control 11,79000,plant / no tooth / stays / land,0.01588702559576346
control 11,80000,plant / no tooth / stays / land,0.022739018087855296
control 11,81000,plant / no tooth / stays / land,0.006617038875103391
control 11,82000,plant / no tooth / stays / land,0.019425019425019424
control 11,83000,plant / no tooth / stays / land,0.13222882150672086
control 11,84000,plant / no tooth / stays / land,0.07884427032321253
control 11,85000,plant / no tooth / stays / land,0.0750154990700558
control 11,86000,plant / no tooth / stays / land,0.019619157530294286
control 11,87000,plant / no tooth / stays / land,0.010514018691588784
control 11,88000,plant / no tooth / stays / land,0.03480278422273782
control 11,89000,plant / no tooth / stays / land,0.06300900128589798
control 11,90000,plant / no tooth / stays / land,0.08516801853997683
control 11,91000,plant / no tooth / stays / land,0.11616161616161616
control 11,92000,plant / no tooth / stays / land,0.036753445635528334
control 11,93000,plant / no tooth / stays / land,0.05480540111199365
control 11,94000,plant / no tooth / stays / land,0.07578947368421053
control 11,95000,plant / no tooth / stays / land,0.030712530712530713
control 11,96000,plant / no tooth / stays / land,0.04726148409893993
control 11,97000,plant / no tooth / stays / land,0.1203599550056243
control 11,98000,plant / no tooth / stays / land,0.019161676646706587
control 11,99000,plant / no tooth / stays / land,0.006760909649661954
control 11,100000,plant / no tooth / stays / land,0.0035236081747709656
control 12,50000,plant / no tooth / stays / shore,0.13435374149659865
control 12,51000,plant / no tooth / stays / shore,0.01682085786375105
control 12,52000,plant / no tooth / stays / shore,0.011244979919678716
control 12,53000,plant / no tooth / stays / shore,0.02607184241019699
control 12,54000,plant / no tooth / stays / shore,0.028358208955223882
control 12,55000,plant / no tooth / stays / shore,0.01924557351809084
control 12,56000,plant / no tooth / stays / shore,0.036619718309859155
control 12,57000,plant / no tooth / stays / shore,0.00959023539668701
control 12,58000,plant / no tooth / stays / shore,0.03488372093023256
control 12,59000,plant / no tooth / stays / shore,0.028505392912172575
control 12,60000,plant / no tooth / stays / shore,0.027510316368638238
control 12,61000,plant / no tooth / stays / shore,0.052801724137931036
control 12,62000,plant / no tooth / stays / shore,0.02572347266881029
control 12,63000,plant / no tooth / stays / shore,0.034988713318284424
control 12,64000,plant / no tooth / stays / shore,0.013723696248856358
control 12,65000,plant / no tooth / stays / shore,0.04956268221574344
control 12,66000,plant / no tooth / stays / shore,0.036401098901098904
control 12,67000,plant / no tooth / stays / shore,0.04519309778142974
control 12,68000,plant / no tooth / stays / shore,0.08195211786372007
control 12,69000,plant / no tooth / stays / shore,0.09907834101382489
control 12,70000,plant / no tooth / stays / shore,0.14464168310322156
control 12,71000,plant / no tooth / stays / shore,0.1688888888888889
control 12,72000,plant / no tooth / stays / shore,0.14430379746835442
control 12,73000,plant / no tooth / stays / shore,0.14627831715210357
control 12,74000,plant / no tooth / stays / shore,0.15736934820904286
control 12,75000,plant / no tooth / stays / shore,0.22968980797636632
control 12,76000,plant / no tooth / stays / shore,0.1285919540229885
control 12,77000,plant / no tooth / stays / shore,0.0803633822501747
control 12,78000,plant / no tooth / stays / shore,0.05136138613861386
control 12,79000,plant / no tooth / stays / shore,0.0410958904109589
control 12,80000,plant / no tooth / stays / shore,0.02737110120942075
control 12,81000,plant / no tooth / stays / shore,0.09177215189873418
control 12,82000,plant / no tooth / stays / shore,0.06872037914691943
control 12,83000,plant / no tooth / stays / shore,0.11063423938960419
control 12,84000,plant / no tooth / stays / shore,0.12208760484622554
control 12,85000,plant / no tooth / stays / shore,0.10120705663881151
control 12,86000,plant / no tooth / stays / shore,0.10909090909090909
control 12,87000,plant / no tooth / stays / shore,0.12096774193548387
control 12,88000,plant / no tooth / stays / shore,0.12206375838926174
control 12,89000,plant / no tooth / stays / shore,0.10031903580290677
control 12,90000,plant / no tooth / stays / shore,0.08483563096500531
control 12,91000,plant / no tooth / stays / shore,0.12981859410430838
control 12,92000,plant / no tooth / stays / shore,0.07
control 12,93000,plant / no tooth / stays / shore,0.0766016713091922
control 12,94000,plant / no tooth / stays / shore,0.07261538461538461
control 12,95000,plant / no tooth / stays / shore,0.056346749226006194
control 12,96000,plant / no tooth / stays / shore,0.07286568787384448
control 12,97000,plant / no tooth / stays / shore,0.07863031071655041
control 12,98000,plant / no tooth / stays / shore,0.0955794504181601
control 12,99000,plant / no tooth / stays / shore,0.08579088471849866
control 12,100000,plant / no tooth / stays / shore,0.10413552566018934
control 12,50000,mixed / no tooth / stays / shore,0.10034013605442177
control 12,51000,mixed / no tooth / stays / shore,0.06980656013456686
control 12,52000,mixed / no tooth / stays / shore,0.04899598393574297
control 12,53000,mixed / no tooth / stays / shore,0.04692931633835458
control 12,54000,mixed / no tooth / stays / shore,0.141044776119403
control 12,55000,mixed / no tooth / stays / shore,0.08391070053887606
control 12,56000,mixed / no tooth / stays / shore,0.03474178403755868
control 12,57000,mixed / no tooth / stays / shore,0.03836094158674804
control 12,58000,mixed / no tooth / stays / shore,0.04114490161001789
control 12,59000,mixed / no tooth / stays / shore,0.12788906009244994
control 12,60000,mixed / no tooth / stays / shore,0.15061898211829436
control 12,61000,mixed / no tooth / stays / shore,0.12392241379310345
control 12,62000,mixed / no tooth / stays / shore,0.06216505894962487
control 12,63000,mixed / no tooth / stays / shore,0.07223476297968397
