run,way,at,forms,forms_left,share_before,share_after,kept,comes_back,why,top_changed
control 9,mixed / tooth / roams / shore,55000,8,6,0.06003039513677812,0.03949814126394052,0.5379746835443038,1,under the line,1
control 9,mixed / tooth / roams / shore,57000,7,4,0.06540880503144654,0.044753086419753084,0.8365384615384616,1,under the line,0
control 9,mixed / tooth / roams / shore,69000,6,2,0.05593607305936073,0.006690997566909975,0.11224489795918367,1,forms gone,0
control 9,mixed / tooth / roams / shore,74000,7,5,0.0599250936329588,0.037263910158244005,0.6517857142857143,0,under the line,0
control 9,plant / no tooth / stays / land,57000,12,10,0.09245283018867924,0.01903292181069959,0.25170068027210885,1,under the line,0
control 9,plant / no tooth / stays / land,63000,9,3,0.05896805896805897,0.03258426966292135,0.6041666666666666,1,under the line,0
control 9,plant / no tooth / stays / land,67000,10,5,0.06846062524732885,0.043824701195219126,0.5086705202312138,1,under the line,0
control 9,plant / no tooth / stays / land,70000,10,4,0.05048661800486618,0.017847485127095726,0.39759036144578314,1,under the line,0
control 9,plant / no tooth / stays / land,97000,18,8,0.09527590313616514,0.03110173958882446,0.24583333333333332,0,under the line,0
control 9,mixed / no tooth / stays / land,61000,6,5,0.05291222313371616,0.008304836345872008,0.13178294573643412,1,forms gone,0
control 9,mixed / no tooth / stays / land,75000,4,3,0.11077080142930067,0.024225352112676058,0.19815668202764977,0,forms gone,0
control 9,mixed / tooth / stays / shore,73000,4,4,0.11447084233261338,0.04922418405564473,0.3471698113207547,1,under the line,0
control 9,mixed / tooth / stays / shore,76000,8,7,0.07042253521126761,0.04756637168141593,0.688,0,under the line,0
control 9,flesh / no tooth / roams / shore,62000,8,7,0.07865168539325842,0.033783783783783786,0.3416149068322981,1,under the line,0
control 9,flesh / no tooth / roams / shore,65000,8,7,0.06351791530944625,0.02675343456254519,0.6324786324786325,1,under the line,0
control 9,flesh / no tooth / roams / shore,68000,12,9,0.05727091633466135,0.02968036529680365,0.45217391304347826,1,under the line,0
control 9,flesh / no tooth / roams / shore,72000,15,10,0.054453355846348674,0.023326133909287255,0.4186046511627907,1,under the line,0
control 9,flesh / no tooth / roams / shore,78000,13,10,0.054427645788336934,0.04488778054862843,0.7142857142857143,1,under the line,0
control 9,flesh / no tooth / roams / shore,83000,18,11,0.05206677265500795,0.04022082018927445,0.7786259541984732,1,under the line,0
control 9,flesh / no tooth / roams / shore,91000,19,16,0.08045631942359652,0.04312267657992565,0.43283582089552236,1,under the line,0
control 9,flesh / no tooth / roams / shore,94000,13,6,0.05520926090828139,0.019653179190751446,0.4112903225806452,0,under the line,0
control 9,mixed / no tooth / roams / shore,73000,14,11,0.08077753779697625,0.043873729266987696,0.4385026737967914,1,under the line,0
control 9,mixed / no tooth / roams / shore,76000,13,12,0.05859154929577465,0.03982300884955752,0.6923076923076923,1,under the line,0
control 10,mixed / no tooth / stays / bottom,54000,20,13,0.05941901408450704,0.037115141290594685,0.6518518518518519,1,under the line,0
control 10,mixed / no tooth / roams / shore,61000,16,11,0.0688715953307393,0.03528605686879068,0.5819209039548022,1,under the line,0
control 10,mixed / no tooth / roams / shore,63000,12,11,0.06446719757299962,0.0293015332197615,0.5058823529411764,1,under the line,0
control 10,mixed / no tooth / roams / shore,89000,15,10,0.09988518943742825,0.025688073394495414,0.3218390804597701,1,under the line,0
control 10,mixed / no tooth / stays / shore,62000,23,16,0.06611853374443302,0.040955631399317405,0.5595854922279793,1,under the line,1
control 10,mixed / no tooth / stays / shore,97000,24,19,0.07836153161175423,0.03959945380063723,0.4943181818181818,1,under the line,0
control 10,mixed / no tooth / stays / shore,99000,20,18,0.053750501403931006,0.041773231031543054,0.7313432835820896,1,under the line,0
control 10,plant / no tooth / stays / shore,67000,29,22,0.052191464821222604,0.03937902309731162,0.574585635359116,1,under the line,0
control 10,plant / no tooth / stays / shore,70000,25,16,0.08509485094850948,0.03693813974187806,0.5286624203821656,1,under the line,0
control 10,plant / no tooth / stays / shore,92000,20,17,0.1438969764837626,0.03558282208588957,0.22568093385214008,1,under the line,0
control 10,mixed / no tooth / roams / bottom,53000,10,9,0.06844489179667841,0.028169014084507043,0.47058823529411764,1,under the line,0
control 10,mixed / no tooth / roams / bottom,66000,13,13,0.08197246237592058,0.03431372549019608,0.46484375,1,under the line,0
control 10,mixed / no tooth / roams / bottom,73000,16,10,0.05779521940777738,0.04423213021939137,0.7716049382716049,1,under the line,0
control 10,mixed / no tooth / roams / bottom,75000,13,11,0.05505279034690799,0.043615107913669064,0.6643835616438356,1,under the line,0
control 10,mixed / no tooth / roams / bottom,81000,11,8,0.05749128919860627,0.03614457831325301,0.48484848484848486,1,under the line,0
control 10,mixed / tooth / stays / land,55000,16,10,0.07169970476592155,0.0447198275862069,0.48823529411764705,1,under the line,0
control 10,mixed / tooth / stays / land,62000,17,13,0.0671462829736211,0.03754266211604096,0.5051020408163265,1,under the line,1
control 10,mixed / tooth / stays / land,69000,16,13,0.05702917771883289,0.032520325203252036,0.46511627906976744,1,under the line,0
control 10,mixed / tooth / stays / land,74000,19,15,0.08987968860580325,0.042986425339366516,0.44881889763779526,1,under the line,0
control 10,mixed / tooth / stays / land,87000,12,5,0.05511811023622047,0.009768009768009768,0.19047619047619047,1,forms gone,0
control 10,mixed / tooth / stays / land,91000,11,8,0.05616020896821942,0.0341545352743561,0.4728682170542636,1,under the line,0
control 10,mixed / tooth / stays / land,96000,13,8,0.06217616580310881,0.027604630454140695,0.4696969696969697,0,under the line,0
control 10,plant / no tooth / roams / surface,54000,10,8,0.058538732394366196,0.022353437368199072,0.39849624060150374,1,under the line,0
control 10,plant / no tooth / roams / surface,59000,9,4,0.05901639344262295,0.03923107100823853,0.7936507936507936,1,under the line,0
control 10,plant / no tooth / roams / surface,65000,11,11,0.05355997434252726,0.044508485430675634,0.8323353293413174,1,under the line,1
control 10,plant / no tooth / roams / surface,71000,16,10,0.05696484201157098,0.03171774768353528,0.6953125,1,under the line,0
control 10,plant / no tooth / roams / surface,77000,10,4,0.055229547808077324,0.005578800557880056,0.1,1,forms gone,0
control 10,plant / no tooth / roams / surface,81000,8,4,0.06736353077816493,0.017319277108433735,0.19827586206896552,1,forms gone,0
control 10,plant / no tooth / roams / surface,84000,10,6,0.05048543689320388,0.021093413689195005,0.47115384615384615,1,under the line,0
control 10,plant / no tooth / roams / surface,91000,7,4,0.06486721811057902,0.03583426651735722,0.42953020134228187,1,under the line,0
control 10,plant / no tooth / roams / surface,94000,8,7,0.05348679756262695,0.03887795275590551,1.0,1,under the line,0
control 10,plant / no tooth / roams / surface,98000,10,6,0.06417842512517069,0.04332129963898917,0.7659574468085106,0,under the line,0
control 10,mixed / tooth / roams / shore,55000,21,15,0.06326444538169548,0.041487068965517244,0.5133333333333333,1,under the line,0
control 10,mixed / tooth / roams / shore,59000,21,14,0.05105386416861827,0.02863868183601412,0.6697247706422018,1,under the line,0
control 10,mixed / tooth / roams / shore,67000,20,15,0.05363321799307959,0.02764104505868989,0.3924731182795699,1,under the line,0
control 10,mixed / tooth / roams / shore,72000,24,18,0.05737704918032787,0.04067070995362112,0.7080745341614907,1,under the line,0
control 10,mixed / tooth / roams / shore,75000,26,17,0.07239819004524888,0.029676258992805755,0.34375,1,under the line,0
control 10,mixed / tooth / roams / shore,83000,21,16,0.05085682697622996,0.043689320388349516,0.9782608695652174,1,under the line,0
control 10,mixed / tooth / roams / shore,92000,22,15,0.07222844344904815,0.04233128834355828,0.5348837209302325,1,under the line,0
control 10,mixed / tooth / roams / shore,97000,18,14,0.07836153161175423,0.045061447428311335,0.5625,1,under the line,0
control 10,plant / tooth / stays / land,56000,4,2,0.05334051724137931,0.019558359621451103,0.31313131313131315,1,under the line,0
control 10,plant / tooth / stays / land,94000,5,3,0.1049424509140149,0.03887795275590551,0.5096774193548387,0,under the line,0
control 10,mixed / tooth / stays / shore,58000,9,7,0.05422374429223744,0.03325526932084309,0.7473684210526316,1,under the line,0
control 10,mixed / tooth / stays / shore,60000,10,10,0.05453118870145155,0.03151750972762646,0.5827338129496403,1,under the line,0
control 10,mixed / tooth / stays / shore,64000,12,8,0.053492333901192506,0.025657472738935216,0.5095541401273885,1,under the line,0
control 10,mixed / tooth / stays / shore,76000,7,5,0.08273381294964029,0.011045909561615464,0.17391304347826086,1,forms gone,0
control 10,mixed / tooth / stays / shore,84000,12,9,0.0703883495145631,0.02496771416272062,0.4,1,under the line,0
control 10,mixed / tooth / stays / shore,88000,5,5,0.09584859584859586,0.02870264064293915,0.3184713375796178,1,under the line,0
control 10,mixed / tooth / stays / shore,91000,12,8,0.09534175010883761,0.03135498320268757,0.2557077625570776,1,under the line,0
control 10,plant / no tooth / stays / bottom,54000,12,4,0.06778169014084508,0.0063264445381695485,0.09740259740259741,1,forms gone,0
control 10,plant / no tooth / stays / bottom,81000,18,9,0.07897793263646923,0.01355421686746988,0.1323529411764706,1,forms gone,0
control 10,plant / no tooth / stays / bottom,91000,18,13,0.05093600348280366,0.03919372900335946,0.5982905982905983,1,under the line,0
control 10,plant / no tooth / stays / land,57000,9,6,0.05930599369085174,0.021118721461187213,0.39361702127659576,1,under the line,0
control 10,plant / no tooth / stays / land,61000,14,6,0.07003891050583658,0.03871188763275094,0.6277777777777778,1,under the line,0
control 10,plant / no tooth / stays / land,67000,23,12,0.06632064590542099,0.03824308973873533,0.4391304347826087,1,under the line,0
control 10,plant / no tooth / stays / land,74000,15,7,0.06581740976645435,0.0196078431372549,0.27956989247311825,1,under the line,0
control 10,plant / no tooth / stays / land,79000,31,8,0.07177033492822966,0.016778523489932886,0.13333333333333333,1,forms gone,0
control 10,plant / no tooth / stays / land,86000,10,6,0.06246418338108883,0.015748031496062992,0.22018348623853212,1,under the line,0
control 10,plant / no tooth / stays / land,93000,23,10,0.06932515337423313,0.016249153689911984,0.21238938053097345,1,under the line,0
control 10,plant / no tooth / stays / land,98000,12,6,0.06827492034592626,0.016446048937023665,0.2733333333333333,0,under the line,0
control 10,mixed / no tooth / stays / land,79000,24,7,0.08293460925039872,0.026845637583892617,0.18461538461538463,1,forms gone,0
control 10,mixed / no tooth / stays / land,84000,6,2,0.11941747572815534,0.005596211795092553,0.052845528455284556,0,forms gone,0
control 10,flesh / no tooth / roams / shore,90000,4,4,0.053669724770642205,0.02002612102742708,0.39316239316239315,0,under the line,0
control 10,flesh / no tooth / stays / bottom,60000,4,2,0.06512357787367595,0.006614785992217899,0.10240963855421686,0,forms gone,0
control 11,plant / no tooth / stays / shore,79000,27,19,0.09453158117846545,0.04766107678729038,0.484304932735426,1,under the line,1
control 11,plant / no tooth / stays / shore,82000,25,18,0.07444168734491315,0.04079254079254079,0.5833333333333334,1,under the line,0
control 11,mixed / no tooth / roams / bottom,66000,13,9,0.06150627615062761,0.03713527851458886,0.47619047619047616,1,under the line,0
control 11,mixed / no tooth / roams / bottom,71000,19,17,0.06707317073170732,0.028089887640449437,0.45454545454545453,1,under the line,1
control 11,mixed / no tooth / roams / bottom,80000,16,14,0.11032656663724624,0.0351421188630491,0.272,1,under the line,0
control 11,mixed / no tooth / roams / bottom,88000,13,7,0.06074766355140187,0.03306264501160093,0.5480769230769231,1,under the line,1
control 11,mixed / no tooth / roams / bottom,96000,12,9,0.05098280098280098,0.023409893992932862,0.6385542168674698,1,under the line,1
control 11,flesh / no tooth / roams / shore,65000,5,4,0.05126877265665458,0.008786610878661089,0.21212121212121213,1,under the line,0
control 11,flesh / no tooth / roams / shore,78000,7,5,0.05546875,0.03730394234845273,0.6197183098591549,1,under the line,1
control 11,flesh / no tooth / roams / shore,91000,8,8,0.051564310544611816,0.03994490358126722,0.9775280898876404,1,under the line,1
control 11,flesh / no tooth / roams / shore,94000,5,3,0.05321683876092136,0.028210526315789474,0.5,0,under the line,1
control 11,mixed / no tooth / stays / bottom,65000,20,13,0.1356809943034697,0.038493723849372385,0.3511450381679389,1,under the line,0
control 11,mixed / no tooth / stays / bottom,97000,29,10,0.08171378091872791,0.020247469066366704,0.1945945945945946,1,forms gone,1
control 11,mixed / no tooth / stays / bottom,100000,7,4,0.06146281499692686,0.017618040873854827,0.25,0,under the line,1
control 11,plant / no tooth / stays / bottom,63000,25,11,0.07077100115074798,0.021774632553075667,0.3252032520325203,1,under the line,1
control 11,plant / no tooth / stays / bottom,68000,23,13,0.05485498108448928,0.036249014972419225,0.5287356321839081,1,under the line,1
control 11,plant / no tooth / stays / bottom,71000,15,9,0.05304878048780488,0.020786516853932586,0.42528735632183906,1,under the line,1
control 11,plant / no tooth / stays / bottom,73000,17,10,0.07093425605536333,0.036007580543272265,0.4634146341463415,1,under the line,1
control 11,flesh / no tooth / roams / bottom,93000,6,4,0.07656967840735068,0.029785544082605243,0.5,0,under the line,1
control 11,mixed / no tooth / stays / shore,53000,14,12,0.05703802535023349,0.024939172749391728,0.47953216374269003,1,under the line,0
control 11,mixed / no tooth / stays / shore,61000,21,15,0.10352264557872035,0.030864197530864196,0.2604166666666667,1,under the line,1
control 11,mixed / no tooth / stays / shore,69000,15,8,0.06540583136327817,0.019817073170731708,0.3132530120481928,1,under the line,0
control 11,mixed / no tooth / stays / shore,71000,9,5,0.05,0.0056179775280898875,0.12195121951219512,1,forms gone,1
control 11,mixed / no tooth / stays / shore,80000,17,11,0.08693733451015004,0.02118863049095607,0.20812182741116753,1,under the line,0
control 11,mixed / no tooth / stays / shore,89000,15,8,0.05568445475638051,0.02700385769395628,0.65625,1,under the line,1
control 11,mixed / no tooth / stays / shore,92000,14,6,0.05876951331496786,0.0071465033180193975,0.109375,1,forms gone,1
control 11,mixed / no tooth / stays / shore,97000,7,6,0.06978798586572438,0.01856017997750281,0.2088607594936709,1,under the line,1
control 11,mixed / tooth / stays / land,56000,8,6,0.09554355165428764,0.034111862323294405,0.392226148409894,1,under the line,0
control 11,mixed / tooth / stays / land,64000,8,5,0.06314643440391943,0.024857586742620404,0.41379310344827586,1,under the line,1
control 11,mixed / tooth / stays / land,74000,8,6,0.0739102969046115,0.03558460421205519,0.4188034188034188,1,under the line,0
control 11,mixed / tooth / stays / land,87000,8,3,0.09694171956145413,0.011098130841121495,0.1130952380952381,1,forms gone,0
control 11,mixed / tooth / stays / land,97000,14,8,0.10865724381625441,0.03824521934758155,0.2764227642276423,1,under the line,1
control 11,mixed / tooth / stays / land,100000,10,7,0.07744314689612784,0.031007751937984496,0.3492063492063492,0,under the line,1
control 11,mixed / tooth / roams / land,56000,28,20,0.06347062795408508,0.044253226797787336,0.7659574468085106,1,under the line,0
control 11,plant / no tooth / roams / surface,52000,6,6,0.052496798975672214,0.04436290860573716,1.08130081300813,1,under the line,0
control 11,plant / no tooth / roams / surface,65000,9,8,0.07560849300880373,0.02510460251046025,0.410958904109589,1,under the line,0
control 11,plant / no tooth / roams / surface,77000,15,10,0.06315789473684211,0.044140625,1.0462962962962963,1,under the line,1
control 11,plant / no tooth / roams / surface,91000,15,10,0.06546929316338354,0.03213957759412305,0.6194690265486725,1,under the line,1
control 11,mixed / tooth / stays / shore,73000,2,0,0.0853517877739331,0.0,0.0,0,forms gone,1
control 11,mixed / tooth / roams / shore,86000,6,5,0.05517668939863608,0.015579919215233698,0.30337078651685395,1,under the line,1
control 11,mixed / tooth / roams / shore,89000,11,10,0.07134570765661252,0.042863266180882986,0.8130081300813008,1,under the line,1
control 11,plant / no tooth / roams / shore,59000,7,6,0.07961007311129163,0.008583690987124463,0.12244897959183673,1,forms gone,1
control 11,plant / no tooth / roams / shore,66000,4,4,0.05355648535564853,0.013262599469496022,0.1953125,1,forms gone,0
control 11,plant / no tooth / roams / shore,68000,4,4,0.05296343001261034,0.009456264775413711,0.14285714285714285,0,forms gone,1
control 11,mixed / no tooth / stays / land,73000,3,2,0.104959630911188,0.002526847757422615,0.02197802197802198,1,forms gone,1
control 11,mixed / no tooth / stays / land,92000,12,1,0.05693296602387511,0.0005104645227156713,0.008064516129032258,0,forms gone,1
control 11,plant / no tooth / stays / land,60000,10,6,0.05114449213161659,0.027318475916606758,0.5314685314685315,1,under the line,0
control 11,plant / no tooth / stays / land,67000,16,7,0.05517241379310345,0.015132408575031526,0.23076923076923078,1,under the line,1
control 11,plant / no tooth / stays / land,72000,18,3,0.06629213483146068,0.01845444059976932,0.2711864406779661,1,under the line,0
control 11,plant / no tooth / stays / land,74000,16,8,0.09917877447883765,0.037037037037037035,0.3248407643312102,1,under the line,0
control 11,plant / no tooth / stays / land,78000,17,6,0.09140625,0.0211954217888936,0.21367521367521367,1,under the line,1
control 11,plant / no tooth / stays / land,86000,4,3,0.0750154990700558,0.015002885170225043,0.21487603305785125,1,under the line,1
control 11,plant / no tooth / stays / land,92000,22,7,0.11616161616161616,0.02858601327207759,0.22134387351778656,1,under the line,1
control 11,plant / no tooth / stays / land,95000,13,5,0.07578947368421053,0.022113022113022112,0.2,1,under the line,0
control 11,plant / no tooth / stays / land,98000,9,5,0.1203599550056243,0.017964071856287425,0.14018691588785046,0,forms gone,0
control 12,plant / no tooth / stays / shore,51000,2,2,0.13435374149659865,0.011774600504625737,0.08860759493670886,1,forms gone,1
control 12,plant / no tooth / stays / shore,62000,9,4,0.052801724137931036,0.020364415862808145,0.3877551020408163,1,under the line,0
control 12,plant / no tooth / stays / shore,79000,15,9,0.05136138613861386,0.034869240348692404,0.6746987951807228,1,under the line,1
control 12,mixed / no tooth / stays / shore,52000,12,6,0.06980656013456686,0.04176706827309237,0.6265060240963856,1,under the line,0
control 12,mixed / no tooth / stays / shore,56000,11,8,0.08391070053887606,0.02910798122065728,0.28440366972477066,1,under the line,1
control 12,mixed / no tooth / stays / shore,65000,11,5,0.12259835315645014,0.029154518950437316,0.22388059701492538,1,under the line,0
control 12,mixed / no tooth / stays / shore,70000,16,11,0.08755760368663594,0.042735042735042736,0.5701754385964912,1,under the line,0
control 12,mixed / no tooth / stays / shore,85000,19,14,0.09412861136999068,0.04410399257195915,0.47029702970297027,1,under the line,1
control 12,mixed / no tooth / stays / shore,95000,16,13,0.13415384615384615,0.03777089783281734,0.2798165137614679,1,under the line,0
control 12,plant / no tooth / roams / shore,64000,6,5,0.09029345372460497,0.04483074107959744,0.6125,1,under the line,0
control 12,plant / no tooth / roams / shore,94000,7,4,0.07799442896935933,0.009230769230769232,0.13392857142857142,0,forms gone,0
control 12,mixed / no tooth / stays / bottom,71000,13,9,0.07955292570677186,0.03492063492063492,0.45454545454545453,1,under the line,1
control 12,mixed / no tooth / roams / bottom,52000,7,4,0.05803195962994113,0.01606425702811245,0.2898550724637681,1,under the line,0
control 12,mixed / no tooth / roams / bottom,59000,5,3,0.05992844364937388,0.03697996918335902,0.7164179104477612,1,under the line,0
control 12,mixed / no tooth / roams / bottom,63000,6,3,0.05251875669882101,0.016930022573363433,0.30612244897959184,1,under the line,0
control 12,mixed / no tooth / roams / bottom,70000,5,4,0.065284178187404,0.01051939513477975,0.18823529411764706,1,forms gone,0
control 12,mixed / no tooth / roams / bottom,77000,10,6,0.10057471264367816,0.04053109713487072,0.4142857142857143,1,under the line,0
control 12,mixed / no tooth / roams / bottom,82000,12,8,0.0680379746835443,0.018957345971563982,0.27906976744186046,1,under the line,0
control 12,mixed / no tooth / roams / bottom,95000,8,7,0.06092307692307692,0.03653250773993808,0.5959595959595959,0,under the line,0
control 12,plant / no tooth / roams / surface,71000,11,8,0.06837606837606838,0.04507936507936508,0.6826923076923077,1,under the line,1
control 12,plant / no tooth / roams / surface,78000,7,5,0.08874912648497554,0.04702970297029703,0.5984251968503937,1,under the line,0
control 12,plant / no tooth / roams / surface,83000,10,8,0.054502369668246446,0.04530281354315689,1.3768115942028984,1,under the line,0
control 12,plant / no tooth / roams / surface,90000,7,4,0.05175469691598724,0.027571580063626724,0.5342465753424658,1,under the line,1
control 12,plant / no tooth / roams / surface,93000,4,1,0.06538461538461539,0.016713091922005572,0.2823529411764706,1,under the line,0
control 12,plant / no tooth / stays / bottom,68000,11,7,0.0599835661462613,0.011970534069981584,0.1780821917808219,1,forms gone,1
control 12,plant / no tooth / stays / bottom,73000,14,9,0.05063291139240506,0.026537216828478965,0.5125,1,under the line,1
control 12,plant / no tooth / stays / bottom,82000,13,8,0.051424050632911396,0.026856240126382307,0.5230769230769231,1,under the line,0
control 12,mixed / tooth / roams / land,55000,9,7,0.08955223880597014,0.03464203233256351,0.375,1,under the line,1
control 12,mixed / tooth / roams / land,64000,8,7,0.07223476297968397,0.04117108874656908,0.703125,1,under the line,0
control 12,mixed / tooth / roams / land,67000,12,9,0.0521978021978022,0.03286770747740345,0.5263157894736842,1,under the line,1
control 12,mixed / tooth / roams / land,74000,12,7,0.06796116504854369,0.017028772753963594,0.2761904761904762,1,under the line,1
control 12,mixed / tooth / roams / land,77000,12,9,0.05747126436781609,0.03214535290006988,0.575,1,under the line,0
control 12,mixed / tooth / roams / land,79000,10,8,0.058787128712871284,0.031133250311332503,0.5263157894736842,1,under the line,1
control 12,mixed / tooth / roams / land,83000,12,9,0.08056872037914692,0.032904148783977114,0.6764705882352942,1,under the line,0
control 12,mixed / tooth / roams / land,97000,10,9,0.05492115280043502,0.040583386176284084,0.6336633663366337,1,under the line,0
control 12,mixed / tooth / roams / land,99000,10,8,0.054958183990442055,0.03431635388739947,0.6956521739130435,0,under the line,0
control 12,mixed / no tooth / stays / land,57000,9,3,0.05727699530516432,0.004359197907585004,0.08196721311475409,1,forms gone,1
control 12,mixed / no tooth / stays / land,59000,6,3,0.11180679785330948,0.012326656394453005,0.128,1,forms gone,0
control 12,mixed / no tooth / stays / land,66000,6,1,0.05150631681243926,0.0013736263736263737,0.03773584905660377,1,forms gone,0
control 12,mixed / no tooth / stays / land,69000,4,3,0.058011049723756904,0.006144393241167435,0.12698412698412698,1,forms gone,0
control 12,mixed / no tooth / stays / land,79000,13,4,0.08972772277227722,0.00933997509339975,0.10344827586206896,0,forms gone,1
control 12,plant / no tooth / stays / land,54000,5,4,0.261297798377752,0.02164179104477612,0.06430155210643015,1,forms gone,1
control 12,plant / no tooth / stays / land,58000,7,4,0.05056669572798605,0.03130590339892665,0.603448275862069,1,under the line,0
control 12,plant / no tooth / stays / land,60000,11,3,0.11171032357473036,0.030949105914718018,0.3103448275862069,1,under the line,0
control 12,plant / no tooth / stays / land,63000,9,4,0.15434083601286175,0.02144469525959368,0.13194444444444445,1,forms gone,0
control 12,plant / no tooth / stays / land,69000,11,2,0.09392265193370165,0.009216589861751152,0.11764705882352941,1,forms gone,0
control 12,plant / no tooth / stays / land,73000,8,2,0.05886075949367089,0.0284789644012945,0.4731182795698925,1,under the line,1
control 12,plant / no tooth / stays / land,80000,8,3,0.051681195516811954,0.03564608529598982,0.6746987951807228,1,under the line,1
control 12,plant / no tooth / stays / land,91000,10,6,0.07423117709437964,0.02040816326530612,0.17142857142857143,0,forms gone,0
control 12,mixed / tooth / stays / shore,53000,2,2,0.08514056224899598,0.022595596755504054,0.36792452830188677,1,under the line,1
control 12,mixed / tooth / stays / shore,57000,2,2,0.13051643192488263,0.03051438535309503,0.2517985611510791,1,under the line,1
control 12,mixed / tooth / stays / shore,60000,7,5,0.05778120184899846,0.035075653370013754,0.68,1,under the line,0
control 12,mixed / tooth / stays / shore,72000,11,4,0.08698412698412698,0.046202531645569624,0.5328467153284672,1,under the line,1
control 12,mixed / tooth / stays / shore,74000,11,9,0.05501618122977346,0.01644157369348209,0.32941176470588235,1,under the line,1
control 12,mixed / tooth / stays / shore,99000,8,7,0.06690561529271206,0.035924932975871314,0.5982142857142857,0,under the line,0
control 12,mixed / tooth / roams / shore,55000,9,7,0.05149253731343283,0.036181678214010776,0.6811594202898551,1,under the line,1
control 12,mixed / tooth / roams / shore,66000,14,11,0.062196307094266275,0.03502747252747253,0.796875,1,under the line,0
control 12,mixed / tooth / roams / shore,69000,12,10,0.06353591160220995,0.03456221198156682,0.6521739130434783,1,under the line,0
