run,way,at,forms,forms_left,share_before,share_after,kept,comes_back,why,top_changed
control 12,mixed / tooth / roams / shore,88000,15,11,0.05887096774193548,0.03313758389261745,0.541095890410959,1,under the line,0
control 12,mixed / no tooth / roams / shore,61000,9,5,0.07634112792297111,0.023706896551724137,0.1981981981981982,1,forms gone,0
control 12,mixed / no tooth / roams / shore,75000,8,8,0.06400469759248385,0.042097488921713444,0.5229357798165137,1,under the line,1
control 12,mixed / no tooth / roams / shore,85000,13,10,0.057315936626281455,0.038532961931290625,0.6747967479674797,1,under the line,1
control 12,plant / no tooth / roams / bottom,93000,8,3,0.07076923076923076,0.034818941504178275,0.5434782608695652,0,under the line,0
control 12,flesh / no tooth / roams / shore,67000,8,6,0.061813186813186816,0.04026294165981923,0.5444444444444444,0,under the line,1
control 12,mixed / tooth / stays / land,61000,8,5,0.054332874828060526,0.016163793103448277,0.189873417721519,1,forms gone,0
control 12,mixed / tooth / stays / land,86000,6,6,0.05385329619312906,0.03888888888888889,0.6637931034482759,1,under the line,1
control 12,mixed / tooth / stays / land,92000,8,6,0.05328798185941043,0.02,0.2765957446808511,1,under the line,0
control 12,mixed / tooth / stays / land,98000,5,3,0.05072923272035511,0.010752688172043012,0.225,0,under the line,1
control 13,plant / no tooth / roams / bottom,53000,7,5,0.06568364611260054,0.04881101376720901,0.7959183673469388,1,under the line,0
control 13,plant / no tooth / roams / bottom,59000,8,4,0.056431535269709544,0.03436657681940701,0.75,1,under the line,0
control 13,plant / no tooth / roams / bottom,64000,7,6,0.0568685376661743,0.04836415362731152,0.8831168831168831,1,under the line,0
control 13,plant / no tooth / roams / bottom,71000,7,5,0.05041436464088398,0.021220159151193633,0.547945205479452,1,under the line,0
control 13,plant / no tooth / roams / bottom,94000,3,2,0.06354515050167224,0.024257425742574258,0.6447368421052632,0,under the line,0
control 13,plant / no tooth / stays / land,52000,6,4,0.07190412782956059,0.020107238605898123,0.2777777777777778,1,under the line,0
control 13,plant / no tooth / stays / land,58000,7,3,0.15325402379286215,0.019087136929460582,0.1050228310502283,1,forms gone,0
control 13,plant / no tooth / stays / land,60000,9,4,0.15768194070080863,0.045481747456612806,0.3247863247863248,1,under the line,0
control 13,plant / no tooth / stays / land,62000,9,6,0.08532423208191127,0.016709511568123392,0.208,1,under the line,0
control 13,plant / no tooth / stays / land,68000,12,8,0.08080155138978669,0.0274442538593482,0.256,1,under the line,1
control 13,plant / no tooth / stays / land,74000,5,4,0.0924006908462867,0.025689819219790674,0.2523364485981308,1,under the line,0
control 13,plant / no tooth / stays / land,80000,7,3,0.06427503736920777,0.01718213058419244,0.23255813953488372,1,under the line,0
control 13,plant / no tooth / stays / land,85000,7,2,0.07716049382716049,0.010409437890353921,0.12,1,forms gone,1
control 13,plant / no tooth / stays / land,90000,6,3,0.05912930474333983,0.03205128205128205,0.43956043956043955,1,under the line,0
control 13,plant / no tooth / stays / land,94000,7,7,0.07190635451505016,0.01881188118811881,0.4418604651162791,1,under the line,0
control 13,plant / no tooth / stays / land,99000,7,3,0.11329305135951662,0.027298850574712645,0.25333333333333335,0,under the line,0
control 13,mixed / no tooth / stays / bottom,57000,17,6,0.1275,0.02799160251924423,0.26143790849673204,1,under the line,0
control 13,mixed / no tooth / stays / bottom,76000,8,5,0.11631497683993824,0.016483516483516484,0.13274336283185842,1,forms gone,0
control 13,mixed / no tooth / stays / bottom,80000,10,6,0.12257100149476831,0.024054982817869417,0.17073170731707318,1,forms gone,0
control 13,mixed / no tooth / stays / bottom,87000,5,4,0.05475504322766571,0.01053484602917342,0.22807017543859648,1,under the line,0
control 13,mixed / no tooth / stays / bottom,96000,10,7,0.08341658341658342,0.02669683257918552,0.3532934131736527,1,under the line,0
control 13,mixed / tooth / stays / land,57000,5,4,0.0575,0.03918824352694192,0.8115942028985508,1,under the line,0
control 13,mixed / tooth / stays / land,65000,12,8,0.06827880512091039,0.036521739130434785,0.65625,1,under the line,0
control 13,mixed / tooth / stays / land,67000,11,9,0.05538270068450529,0.03361344537815126,0.5842696629213483,1,under the line,0
control 13,mixed / tooth / stays / land,75000,12,12,0.05233111322549953,0.0319094184251158,1.1272727272727272,1,under the line,0
control 13,mixed / tooth / stays / land,78000,14,5,0.05230125523012552,0.01083815028901734,0.2,1,under the line,0
control 13,mixed / tooth / stays / land,85000,17,7,0.06851851851851852,0.01457321304649549,0.1891891891891892,1,forms gone,1
control 13,mixed / tooth / stays / land,98000,16,8,0.07206733298264072,0.015105740181268883,0.145985401459854,0,forms gone,0
control 13,plant / no tooth / stays / bottom,55000,9,8,0.07896027464443355,0.044136191677175286,0.43478260869565216,1,under the line,0
control 13,plant / no tooth / stays / bottom,80000,6,6,0.05530642750373692,0.018900343642611683,0.2972972972972973,1,under the line,0
control 13,plant / no tooth / stays / bottom,89000,5,3,0.06228956228956229,0.02079272254710851,0.43243243243243246,0,under the line,0
control 13,mixed / tooth / stays / shore,54000,15,11,0.09449311639549436,0.04168710152035311,0.5629139072847682,1,under the line,0
control 13,mixed / tooth / stays / shore,59000,8,6,0.15435684647302905,0.0215633423180593,0.17204301075268819,1,forms gone,0
control 13,mixed / tooth / stays / shore,65000,16,4,0.07681365576102418,0.01217391304347826,0.19444444444444445,1,forms gone,0
control 13,mixed / tooth / stays / shore,68000,9,1,0.055591467356173235,0.0008576329331046312,0.011627906976744186,1,forms gone,1
control 13,mixed / tooth / stays / shore,72000,15,12,0.0636604774535809,0.03478904515173945,0.39166666666666666,1,under the line,0
control 13,mixed / tooth / stays / shore,85000,18,7,0.09938271604938272,0.029840388619014575,0.2670807453416149,1,under the line,1
control 13,mixed / tooth / stays / shore,91000,16,12,0.07932692307692307,0.028391167192429023,0.36363636363636365,1,under the line,0
control 13,mixed / tooth / stays / shore,97000,22,14,0.08597285067873303,0.03314045239347712,0.33157894736842103,1,under the line,0
control 13,plant / no tooth / stays / shore,53000,17,12,0.0690348525469169,0.036921151439299124,0.5728155339805825,1,under the line,0
control 13,plant / no tooth / stays / shore,57000,11,10,0.08166666666666667,0.03568929321203639,0.5204081632653061,1,under the line,0
control 13,plant / no tooth / stays / shore,82000,15,6,0.1225071225071225,0.014054813773717497,0.15503875968992248,1,forms gone,1
control 13,plant / no tooth / stays / shore,86000,11,9,0.0520471894517696,0.0345821325648415,0.48,1,under the line,1
control 13,plant / no tooth / stays / shore,98000,17,13,0.12361914781693846,0.019637462235649546,0.11063829787234042,1,forms gone,0
control 13,plant / no tooth / roams / shore,88000,5,1,0.05348460291734198,0.0016835016835016834,0.030303030303030304,0,forms gone,0
control 13,mixed / no tooth / roams / bottom,59000,9,5,0.053112033195020746,0.016846361185983826,0.390625,1,under the line,0
control 13,mixed / no tooth / roams / bottom,63000,11,7,0.05141388174807198,0.0206794682422452,0.35,1,under the line,0
control 13,mixed / no tooth / roams / bottom,77000,8,8,0.07417582417582418,0.03626220362622036,0.3851851851851852,1,under the line,0
control 13,mixed / no tooth / roams / bottom,81000,5,3,0.059278350515463915,0.015194681861348529,0.2318840579710145,1,under the line,0
control 13,mixed / no tooth / roams / bottom,95000,6,4,0.05148514851485148,0.025974025974025976,0.5,0,under the line,0
control 13,plant / no tooth / roams / surface,54000,6,5,0.058823529411764705,0.004904364884747425,0.10638297872340426,1,forms gone,0
control 13,plant / no tooth / roams / surface,75000,12,8,0.071360608943863,0.017498713329902212,0.4533333333333333,1,under the line,0
control 13,plant / no tooth / roams / surface,84000,10,7,0.05226480836236934,0.04876543209876543,1.0533333333333332,1,under the line,0
control 13,plant / no tooth / roams / surface,95000,11,6,0.054455445544554455,0.039460539460539464,0.7181818181818181,1,under the line,0
control 13,plant / no tooth / roams / surface,100000,6,2,0.06609195402298851,0.026871401151631478,0.45652173913043476,0,under the line,0
control 13,mixed / tooth / roams / shore,56000,24,12,0.06368221941992434,0.04666666666666667,0.5544554455445545,1,under the line,0
control 13,mixed / tooth / roams / shore,92000,18,6,0.09858044164037855,0.034411562284927734,0.4,1,under the line,0
control 13,mixed / tooth / roams / shore,95000,22,12,0.05891089108910891,0.022977022977022976,0.3865546218487395,0,under the line,0
control 13,plant / tooth / stays / shore,72000,4,4,0.05570291777188329,0.03478904515173945,0.44761904761904764,1,under the line,0
control 13,plant / tooth / stays / shore,76000,4,4,0.05970149253731343,0.028021978021978023,0.4396551724137931,0,under the line,0
control 13,mixed / tooth / roams / bottom,96000,1,1,0.056943056943056944,0.03529411764705882,0.6842105263157895,1,under the line,0
control 13,mixed / tooth / roams / bottom,99000,2,1,0.05513595166163142,0.03089080459770115,0.589041095890411,0,under the line,0
control 14,mixed / tooth / stays / shore,55000,4,3,0.05421146953405018,0.012610340479192938,0.1652892561983471,1,forms gone,1
control 14,mixed / tooth / stays / shore,61000,7,4,0.06816760475297061,0.04644808743169399,0.6238532110091743,1,under the line,0
control 14,mixed / tooth / stays / shore,66000,4,3,0.06939281288723669,0.002017145738779627,0.03571428571428571,1,forms gone,1
control 14,mixed / tooth / stays / shore,69000,9,7,0.05548469387755102,0.022106631989596878,0.39080459770114945,1,under the line,1
control 14,mixed / tooth / stays / shore,71000,9,8,0.07611548556430446,0.024822695035460994,0.40229885057471265,1,under the line,0
control 14,mixed / tooth / stays / shore,74000,7,6,0.0732484076433121,0.0427074939564867,0.4608695652173913,1,under the line,0
control 14,mixed / tooth / stays / shore,80000,9,9,0.057648401826484015,0.0408997955010225,0.7920792079207921,1,under the line,1
control 14,mixed / tooth / stays / shore,94000,8,6,0.05822784810126582,0.028965517241379312,0.6086956521739131,1,under the line,1
control 14,mixed / tooth / stays / shore,96000,8,7,0.07031736154324829,0.03097826086956522,0.504424778761062,1,under the line,1
control 14,mixed / no tooth / stays / shore,99000,14,8,0.07221006564551423,0.039159503342884434,0.6212121212121212,1,under the line,0
control 14,mixed / no tooth / stays / bottom,61000,13,10,0.06566604127579738,0.029371584699453553,0.4095238095238095,1,under the line,0
control 14,mixed / no tooth / stays / bottom,76000,14,10,0.08778346744696415,0.022573363431151242,0.25,1,under the line,1
control 14,mixed / no tooth / stays / bottom,96000,15,6,0.06596141879278158,0.01847826086956522,0.32075471698113206,1,under the line,1
control 14,mixed / no tooth / stays / bottom,99000,6,2,0.07330415754923414,0.034383954154727794,0.5373134328358209,0,under the line,0
control 14,plant / no tooth / stays / land,57000,13,4,0.08052434456928839,0.008392511297611363,0.10077519379844961,1,forms gone,1
control 14,plant / no tooth / stays / land,60000,22,8,0.14516781237363527,0.01938711694809256,0.08635097493036212,1,forms gone,1
control 14,plant / no tooth / stays / land,62000,7,1,0.05737704918032787,0.0016339869281045752,0.023809523809523808,1,forms gone,1
control 14,plant / no tooth / stays / land,69000,13,4,0.08354591836734694,0.00975292587776333,0.11450381679389313,1,forms gone,1
control 14,plant / no tooth / stays / land,75000,4,1,0.06768734891216761,0.0036576444769568397,0.05952380952380952,1,forms gone,0
control 14,plant / no tooth / stays / land,79000,8,6,0.060106069534472596,0.011986301369863013,0.20588235294117646,1,under the line,1
control 14,plant / no tooth / stays / land,85000,12,2,0.09161676646706587,0.001607717041800643,0.0196078431372549,1,forms gone,0
control 14,plant / no tooth / stays / land,91000,14,6,0.05471599791558103,0.009235505387378143,0.17142857142857143,1,forms gone,0
control 14,plant / no tooth / stays / land,99000,5,0,0.06345733041575492,0.0,0.0,0,forms gone,0
control 14,plant / no tooth / stays / bottom,54000,13,5,0.06886477462437396,0.02956989247311828,0.4,1,under the line,1
control 14,plant / no tooth / stays / bottom,59000,11,7,0.10851202079272254,0.02668823291548726,0.39520958083832336,1,under the line,1
control 14,plant / no tooth / stays / bottom,76000,17,10,0.06656912948061448,0.03235515425131678,0.4725274725274725,1,under the line,1
control 14,plant / no tooth / stays / bottom,83000,16,10,0.07342233009708737,0.029490616621983913,0.36363636363636365,1,under the line,0
control 14,plant / no tooth / stays / bottom,89000,34,20,0.06937234544596507,0.0396452790818988,0.5170068027210885,1,under the line,1
control 14,plant / no tooth / stays / bottom,92000,20,9,0.05438686505900462,0.02767962308598351,0.44339622641509435,1,under the line,1
control 14,plant / no tooth / stays / bottom,96000,14,7,0.05911636589919104,0.01358695652173913,0.2631578947368421,1,under the line,1
control 14,mixed / no tooth / roams / shore,57000,14,12,0.07240948813982521,0.04131697869593286,0.5517241379310345,1,under the line,1
control 14,mixed / no tooth / roams / shore,99000,10,5,0.060175054704595186,0.017191977077363897,0.32727272727272727,0,under the line,0
control 14,plant / no tooth / roams / bottom,99000,9,4,0.06892778993435449,0.02865329512893983,0.47619047619047616,0,under the line,0
control 14,mixed / tooth / roams / land,56000,10,9,0.06116015132408575,0.03932584269662921,0.6494845360824743,1,under the line,1
control 14,mixed / tooth / roams / land,64000,9,4,0.07580751483190508,0.046215673141326186,0.6,1,under the line,1
control 14,mixed / tooth / roams / land,68000,8,7,0.05,0.029336734693877552,0.6052631578947368,1,under the line,1
control 14,mixed / tooth / roams / land,71000,13,6,0.0778652668416448,0.03971631205673759,0.6292134831460674,1,under the line,0
control 14,mixed / tooth / roams / land,79000,11,8,0.061284619917501476,0.02454337899543379,0.41346153846153844,1,under the line,1
control 14,plant / no tooth / stays / shore,59000,13,10,0.09616634178037686,0.03356247472705216,0.5608108108108109,1,under the line,1
control 14,plant / no tooth / stays / shore,66000,15,8,0.060099132589838906,0.037821482602118005,0.7731958762886598,1,under the line,1
control 14,mixed / no tooth / roams / bottom,58000,12,9,0.1013557133634603,0.042884990253411304,0.42038216560509556,1,under the line,1
control 14,mixed / no tooth / roams / bottom,73000,11,6,0.06310403638430927,0.02802547770700637,0.3963963963963964,1,under the line,0
control 14,mixed / no tooth / roams / bottom,79000,14,8,0.05303476723629935,0.02226027397260274,0.43333333333333335,1,under the line,1
control 14,mixed / no tooth / roams / bottom,86000,15,13,0.05144694533762058,0.03161843515541265,0.6145833333333334,1,under the line,0
control 14,mixed / no tooth / roams / bottom,94000,10,7,0.06244725738396625,0.039310344827586205,0.7702702702702703,1,under the line,1
control 14,mixed / no tooth / roams / bottom,99000,7,5,0.053610503282275714,0.024832855778414518,0.5306122448979592,0,under the line,0
control 14,mixed / no tooth / stays / land,60000,9,2,0.1625556004852406,0.01876172607879925,0.07462686567164178,1,forms gone,1
control 14,mixed / no tooth / stays / land,67000,9,1,0.12405446293494705,0.0013157894736842105,0.008130081300813009,1,forms gone,1
control 14,mixed / no tooth / stays / land,78000,6,1,0.06258790436005626,0.011785503830288745,0.2247191011235955,1,under the line,0
control 14,mixed / no tooth / stays / land,83000,6,3,0.061893203883495146,0.028150134048257374,0.4117647058823529,1,under the line,0
control 14,mixed / no tooth / stays / land,85000,7,3,0.05269461077844311,0.001607717041800643,0.03409090909090909,1,forms gone,0
control 14,mixed / no tooth / stays / land,96000,8,3,0.09085252022401992,0.003260869565217391,0.0410958904109589,0,forms gone,1
control 14,mixed / tooth / stays / land,56000,7,6,0.16582597730138715,0.03745318352059925,0.22813688212927757,1,under the line,1
control 14,mixed / tooth / stays / land,62000,7,3,0.0860655737704918,0.006535947712418301,0.06349206349206349,1,forms gone,1
control 14,mixed / tooth / stays / land,77000,4,3,0.13393528969149737,0.014767932489451477,0.11797752808988764,1,forms gone,1
control 14,mixed / tooth / stays / land,97000,5,3,0.05434782608695652,0.023153252480705624,0.21,0,under the line,1
control 14,mixed / tooth / roams / shore,59000,10,8,0.0825211176088369,0.028710068742418115,0.5590551181102362,1,under the line,1
control 14,mixed / tooth / roams / shore,62000,10,7,0.09289617486338798,0.032679738562091505,0.29411764705882354,1,under the line,1
control 14,mixed / tooth / roams / shore,69000,13,10,0.0548469387755102,0.03706111833550065,0.6627906976744186,1,under the line,1
control 14,mixed / tooth / roams / shore,72000,11,8,0.07588652482269503,0.02160318362706083,0.35514018691588783,1,under the line,1
control 14,mixed / tooth / roams / shore,78000,8,6,0.11533052039381153,0.024160282852091926,0.25,1,under the line,0
control 14,plant / no tooth / roams / surface,53000,5,4,0.08320084790673025,0.042153589315525875,0.643312101910828,1,under the line,1
control 14,plant / no tooth / roams / surface,63000,10,6,0.0718954248366013,0.02702702702702703,0.4659090909090909,1,under the line,1
control 14,plant / no tooth / roams / surface,65000,11,4,0.06831882116543872,0.01858736059479554,0.29411764705882354,1,under the line,1
control 14,plant / no tooth / roams / surface,77000,11,7,0.05041384499623777,0.03656821378340366,0.7761194029850746,1,under the line,1
control 14,plant / no tooth / roams / surface,82000,10,6,0.06422018348623854,0.02912621359223301,0.5274725274725275,1,under the line,0
control 14,plant / no tooth / roams / surface,89000,6,6,0.05191127890514394,0.04277516953573292,0.7454545454545455,1,under the line,1
control 14,plant / no tooth / roams / surface,95000,9,8,0.05517241379310345,0.04107031736154325,0.825,1,under the line,1
control 14,flesh / no tooth / roams / shore,65000,6,5,0.05023442732752847,0.01858736059479554,0.4,1,under the line,1
control 14,flesh / no tooth / roams / shore,84000,7,5,0.054289544235924934,0.025149700598802394,0.5185185185185185,1,under the line,0
control 14,flesh / no tooth / roams / shore,86000,8,7,0.10932475884244373,0.018756698821007504,0.1715686274509804,0,forms gone,0
control 14,plant / no tooth / roams / shore,69000,6,4,0.07525510204081633,0.04161248374512354,0.5423728813559322,1,under the line,1
control 14,plant / no tooth / roams / shore,71000,6,5,0.09711286089238845,0.0425531914893617,0.5405405405405406,1,under the line,0
control 14,plant / no tooth / roams / shore,99000,3,3,0.05470459518599562,0.041069723018147083,0.86,0,under the line,0
control 14,flesh / no tooth / roams / bottom,64000,4,2,0.05405405405405406,0.009377093101138647,0.17073170731707318,0,forms gone,1
light 9,plant / no tooth / stays / bottom,83000,29,17,0.07158446093408992,0.016361256544502618,0.3048780487804878,1,under the line,0
light 9,plant / no tooth / stays / bottom,92000,16,11,0.056128293241695305,0.03048780487804878,0.6632653061224489,1,under the line,0
light 9,mixed / no tooth / stays / bottom,83000,34,21,0.17503273679615888,0.029777486910994765,0.22693266832917705,1,under the line,0
light 9,mixed / no tooth / stays / bottom,85000,20,10,0.08699220352892902,0.04424778761061947,0.37735849056603776,1,under the line,0
light 9,plant / no tooth / roams / bottom,76000,13,11,0.05795262267343486,0.040365040365040364,0.8394160583941606,0,under the line,0
light 9,flesh / no tooth / roams / shore,98000,7,6,0.07016509433962265,0.04846335697399527,0.6890756302521008,1,under the line,0
light 9,mixed / no tooth / roams / shore,52000,17,13,0.06599832915622389,0.025674358141046474,0.5,1,under the line,0
light 9,mixed / no tooth / roams / shore,74000,23,17,0.057924376508447305,0.03683319220999153,0.6041666666666666,1,under the line,0
light 9,plant / no tooth / stays / shore,53000,19,13,0.05004874878128047,0.03697131026323573,0.8116883116883117,1,under the line,0
light 9,plant / no tooth / stays / shore,61000,28,22,0.06983909619993153,0.042206590151795634,0.5588235294117647,1,under the line,0
light 9,plant / no tooth / stays / shore,67000,33,18,0.056022408963585436,0.022756547874624302,0.33125,1,under the line,0
light 9,plant / no tooth / stays / shore,69000,25,17,0.05413105413105413,0.03538812785388128,0.6992481203007519,1,under the line,1
light 9,plant / no tooth / stays / shore,76000,32,24,0.0532994923857868,0.044226044226044224,1.0,1,under the line,0
light 9,plant / no tooth / stays / shore,90000,19,15,0.06402439024390244,0.0312349831811629,0.4421768707482993,1,under the line,0
light 9,plant / no tooth / stays / shore,93000,17,8,0.05956848030018762,0.019940179461615155,0.31496062992125984,1,under the line,0
light 9,plant / no tooth / stays / shore,95000,21,16,0.06097560975609756,0.03529411764705882,0.7384615384615385,1,under the line,0
light 9,plant / no tooth / stays / shore,97000,20,15,0.10979228486646884,0.024174528301886794,0.1583011583011583,0,forms gone,0
light 9,plant / no tooth / stays / surface,71000,6,4,0.0788243152972612,0.03960121849903074,0.6059322033898306,1,under the line,0
light 9,plant / no tooth / stays / surface,82000,4,0,0.056338028169014086,0.0,0.0,0,forms gone,1
light 9,plant / no tooth / roams / surface,52000,9,6,0.06223893065998329,0.04094897627559311,0.8456375838926175,1,under the line,0
light 9,plant / no tooth / roams / surface,66000,17,14,0.052717214448421736,0.03676470588235294,0.6481481481481481,1,under the line,0
light 9,plant / no tooth / roams / surface,68000,12,7,0.055817947617003004,0.010582010582010581,0.2,1,under the line,0
light 9,plant / no tooth / roams / surface,76000,15,14,0.07656514382402707,0.041067041067041066,0.6464088397790055,1,under the line,0
light 9,plant / no tooth / roams / surface,83000,14,8,0.08336970755128764,0.020287958115183247,0.32460732984293195,1,under the line,0
light 9,plant / no tooth / roams / surface,91000,13,8,0.053339740509370494,0.037800687285223365,0.5945945945945946,1,under the line,0
light 9,plant / no tooth / roams / surface,94000,8,5,0.05782652043868395,0.012195121951219513,0.22413793103448276,1,under the line,0
light 9,plant / no tooth / stays / land,55000,19,9,0.05387861084063616,0.019070904645476772,0.23493975903614459,1,under the line,0
light 9,plant / no tooth / stays / land,62000,13,9,0.06738245094409478,0.0223463687150838,0.2857142857142857,1,under the line,0
light 9,plant / no tooth / stays / land,74000,17,11,0.058728881737731296,0.012277730736663843,0.19863013698630136,1,forms gone,0
light 9,plant / no tooth / stays / land,90000,20,11,0.1293554006968641,0.028351753964440174,0.19865319865319866,1,forms gone,0
light 9,plant / no tooth / stays / land,93000,25,8,0.08677298311444653,0.010468594217347957,0.11351351351351352,1,forms gone,0
light 9,plant / no tooth / stays / land,97000,15,12,0.050445103857566766,0.039504716981132074,0.5630252100840336,1,under the line,0
light 9,mixed / tooth / stays / land,75000,19,12,0.06646909398814564,0.043570219966159056,0.6560509554140127,1,under the line,0
light 9,mixed / tooth / stays / land,79000,14,9,0.0634441087613293,0.026174256005736824,0.43452380952380953,1,under the line,0
light 9,mixed / tooth / stays / land,91000,14,8,0.08313310908217203,0.029782359679266894,0.30057803468208094,1,under the line,0
light 9,mixed / no tooth / stays / land,97000,6,4,0.05807545570156846,0.0347877358490566,0.4306569343065693,0,under the line,0
light 9,mixed / no tooth / roams / bottom,69000,12,7,0.05128205128205128,0.030821917808219176,0.6428571428571429,1,under the line,1
light 9,mixed / no tooth / roams / bottom,76000,18,14,0.06514382402707276,0.040716040716040715,0.7532467532467533,1,under the line,0
light 9,mixed / no tooth / roams / bottom,79000,15,11,0.05966767371601209,0.039082108282538545,0.689873417721519,1,under the line,0
light 9,mixed / no tooth / roams / bottom,82000,21,18,0.07599082869308876,0.029244871235268442,0.28879310344827586,1,under the line,1
light 9,mixed / no tooth / roams / bottom,92000,13,7,0.05899198167239404,0.02204502814258912,0.4563106796116505,1,under the line,0
light 9,mixed / no tooth / roams / bottom,100000,13,6,0.05644644002565747,0.01964735516372796,0.4431818181818182,0,under the line,0
light 9,light / no tooth / stays / surface,96000,1,1,0.09080882352941176,0.000423908435777872,0.004048582995951417,1,forms gone,0
light 9,light / no tooth / stays / surface,98000,1,1,0.0607311320754717,0.026004728132387706,0.42718446601941745,0,under the line,0
light 9,mixed / tooth / roams / land,80000,21,14,0.05055575475080674,0.04,0.9645390070921985,1,under the line,1
light 9,light / no tooth / stays / shore,93000,6,3,0.07551594746716699,0.0014955134596211367,0.018633540372670808,1,forms gone,0
light 9,light / no tooth / stays / shore,97000,3,3,0.07291225095379399,0.003537735849056604,0.03488372093023256,0,forms gone,0
light 10,light / no tooth / stays / bottom,55000,24,17,0.05368035786905246,0.03150134048257373,0.3560606060606061,1,under the line,0
light 10,light / no tooth / stays / bottom,67000,19,9,0.08691544638639584,0.032525951557093424,0.2554347826086957,1,under the line,0
light 10,light / no tooth / stays / bottom,70000,12,9,0.08051761322789361,0.031202046035805626,0.5446428571428571,1,under the line,1
light 10,light / no tooth / stays / bottom,76000,9,8,0.06134969325153374,0.029394121175764846,0.5444444444444444,1,under the line,1
light 10,light / no tooth / stays / bottom,91000,22,12,0.08027282266526757,0.02990897269180754,0.3006535947712418,1,under the line,0
light 10,light / no tooth / stays / bottom,96000,14,6,0.11391129032258064,0.027891156462585033,0.18141592920353983,0,forms gone,0
light 10,mixed / no tooth / stays / shore,99000,11,6,0.05152979066022544,0.012987012987012988,0.25,1,under the line,1
light 10,light / no tooth / stays / shore,53000,12,8,0.0832,0.01547842401500938,0.15865384615384615,1,forms gone,0
light 10,light / no tooth / stays / shore,58000,11,11,0.052309782608695655,0.035175879396984924,0.6363636363636364,1,under the line,0
light 10,light / no tooth / stays / shore,65000,12,6,0.0693891102257636,0.01537307836520435,0.19617224880382775,1,forms gone,1
light 10,light / no tooth / stays / shore,86000,8,6,0.06779661016949153,0.012642225031605562,0.16666666666666666,1,forms gone,0
light 10,light / no tooth / stays / shore,95000,13,11,0.06502016129032258,0.04032258064516129,0.6201550387596899,1,under the line,0
light 10,mixed / tooth / stays / shore,67000,7,6,0.12990080302314597,0.03321799307958478,0.17454545454545456,1,forms gone,0
light 10,mixed / tooth / stays / shore,70000,2,2,0.07332854061826025,0.003069053708439898,0.058823529411764705,1,forms gone,1
light 10,mixed / tooth / stays / shore,76000,6,6,0.25698704839809133,0.03839232153569286,0.16976127320954906,1,forms gone,1
light 10,mixed / tooth / stays / shore,80000,6,4,0.057898498927805575,0.015643802647412757,0.32098765432098764,1,under the line,0
light 10,mixed / tooth / stays / shore,93000,8,7,0.08263772954924875,0.04388489208633094,0.6161616161616161,1,under the line,0
light 10,mixed / tooth / stays / shore,100000,5,5,0.08522727272727272,0.016711229946524065,0.23809523809523808,0,under the line,1
light 10,plant / no tooth / stays / land,55000,8,6,0.12200081333875559,0.036193029490616625,0.18,1,forms gone,0
light 10,plant / no tooth / stays / land,60000,6,5,0.10443349753694581,0.01901639344262295,0.13679245283018868,1,forms gone,0
light 10,plant / no tooth / stays / land,62000,8,3,0.07631055076310551,0.006391632771644393,0.09565217391304348,1,forms gone,0
light 10,plant / no tooth / stays / land,69000,9,2,0.0669671603348358,0.04529115744069015,0.6057692307692307,1,under the line,1
light 10,plant / no tooth / stays / land,71000,9,5,0.08132992327365729,0.007941009642654566,0.0880503144654088,1,forms gone,1
light 10,plant / no tooth / stays / land,74000,12,5,0.10346964064436183,0.03173431734317343,0.25748502994011974,1,under the line,0
light 10,plant / no tooth / stays / land,81000,8,2,0.05475330926594465,0.004163197335553705,0.054945054945054944,1,forms gone,0
light 10,plant / no tooth / stays / land,84000,10,7,0.06749640976543801,0.012352309344790547,0.16312056737588654,1,forms gone,0
light 10,plant / no tooth / stays / land,93000,6,5,0.1018363939899833,0.00935251798561151,0.10655737704918032,1,forms gone,0
light 10,plant / no tooth / stays / land,98000,6,1,0.06936866718628215,0.0024154589371980675,0.033707865168539325,0,forms gone,0
light 10,mixed / tooth / stays / land,56000,13,9,0.08646112600536193,0.028037383177570093,0.3488372093023256,1,under the line,0
light 10,mixed / tooth / stays / land,60000,16,5,0.0748768472906404,0.010491803278688525,0.10526315789473684,1,forms gone,0
light 10,mixed / tooth / stays / land,62000,14,5,0.055739880557398806,0.005229517722254503,0.10714285714285714,1,forms gone,0
light 10,mixed / tooth / stays / land,68000,12,5,0.08166089965397924,0.0077269800386349004,0.1016949152542373,1,forms gone,1
light 10,mixed / tooth / stays / land,74000,16,9,0.05762081784386617,0.03985239852398524,0.5806451612903226,1,under the line,0
light 10,mixed / tooth / stays / land,80000,11,9,0.06075768406004289,0.030084235860409144,0.5882352941176471,1,under the line,0
light 10,mixed / tooth / stays / land,87000,16,15,0.07648546144121365,0.03723404255319149,0.5206611570247934,1,under the line,0
light 10,mixed / tooth / stays / land,98000,17,13,0.0701480904130943,0.04589371980676329,0.6333333333333333,1,under the line,0
light 10,light / no tooth / stays / surface,57000,12,9,0.0529595015576324,0.015625,0.27058823529411763,1,under the line,0
light 10,light / no tooth / stays / surface,66000,5,1,0.09936257967754031,0.0014170996693434106,0.011320754716981131,1,forms gone,1
light 10,light / no tooth / stays / surface,78000,22,18,0.10706521739130435,0.043134872417982986,0.3604060913705584,1,under the line,0
light 10,light / no tooth / stays / surface,89000,21,0,0.1274787535410765,0.0,0.0,1,forms gone,1
