run,way,from,to,censuses,steps,whole,share_max,share_min
light 10,mixed / no tooth / roams / shore,85000,85000,1,1000,0,0.0655367231638418,0.0655367231638418
light 10,mixed / tooth / roams / shore,50000,64000,15,15000,0,0.1412,0.05860113421550094
light 10,mixed / tooth / roams / shore,66000,100000,35,35000,0,0.2639455782312925,0.071658615136876
light 10,mixed / no tooth / stays / land,72000,72000,1,1000,0,0.10215322984476716,0.10215322984476716
light 10,flesh / no tooth / stays / bottom,93000,93000,1,1000,0,0.06330935251798561,0.06330935251798561
light 11,mixed / no tooth / roams / shore,50000,100000,51,51000,1,0.25882714154129566,0.06578001437814522
light 11,mixed / no tooth / stays / bottom,50000,77000,28,28000,0,0.14595496246872394,0.05994212484497726
light 11,mixed / no tooth / stays / bottom,79000,100000,22,22000,0,0.1843997124370956,0.056852035749751735
light 11,plant / no tooth / stays / bottom,50000,57000,8,8000,0,0.10048038430744596,0.05981012658227848
light 11,plant / no tooth / stays / bottom,74000,75000,2,2000,0,0.06038739080896316,0.054154609342703594
light 11,plant / no tooth / stays / bottom,80000,80000,1,1000,0,0.05785413744740533,0.05785413744740533
light 11,plant / no tooth / stays / bottom,82000,82000,1,1000,0,0.05655893536121673,0.05655893536121673
light 11,plant / no tooth / stays / bottom,91000,91000,1,1000,0,0.05914368650217707,0.05914368650217707
light 11,plant / no tooth / stays / bottom,98000,99000,2,2000,0,0.09345479082321187,0.07656362329259525
light 11,mixed / no tooth / roams / bottom,56000,56000,1,1000,0,0.05570495582020745,0.05570495582020745
light 11,mixed / no tooth / roams / bottom,59000,61000,3,3000,0,0.08527870414483087,0.05593827500688895
light 11,mixed / no tooth / roams / bottom,63000,63000,1,1000,0,0.056369285397248114,0.056369285397248114
light 11,mixed / no tooth / roams / bottom,71000,71000,1,1000,0,0.05690458670591121,0.05690458670591121
light 11,mixed / no tooth / roams / bottom,91000,100000,10,10000,0,0.13443565780014377,0.060019598236158746
light 11,mixed / no tooth / stays / shore,50000,99000,50,50000,0,0.16566063044936286,0.050944669365722
light 11,light / no tooth / stays / bottom,57000,57000,1,1000,0,0.05221518987341772,0.05221518987341772
light 11,mixed / no tooth / stays / surface,92000,92000,1,1000,0,0.06227217496962333,0.06227217496962333
light 11,plant / no tooth / roams / surface,50000,50000,1,1000,0,0.05546288573811509,0.05546288573811509
light 11,plant / no tooth / roams / surface,61000,64000,4,4000,0,0.09631602308033733,0.057291666666666664
light 11,plant / no tooth / roams / surface,73000,75000,3,3000,0,0.06655642827614716,0.05203190277250285
light 11,plant / no tooth / roams / surface,85000,87000,3,3000,0,0.0891041162227603,0.06033376123234917
light 11,plant / no tooth / roams / surface,98000,98000,1,1000,0,0.05499325236167341,0.05499325236167341
light 11,light / no tooth / stays / surface,50000,100000,51,51000,1,0.25126430662762844,0.05161943319838057
light 11,flesh / no tooth / roams / shore,51000,53000,3,3000,0,0.05328083989501312,0.0500400320256205
light 11,flesh / no tooth / roams / shore,58000,66000,9,9000,0,0.09235528060097216,0.05190311418685121
light 11,flesh / no tooth / roams / shore,68000,70000,3,3000,0,0.06661021732994638,0.058004640371229696
light 11,flesh / no tooth / roams / shore,77000,77000,1,1000,0,0.06779661016949153,0.06779661016949153
light 11,mixed / tooth / stays / land,54000,55000,2,2000,0,0.06453305351521511,0.052783109404990404
light 11,mixed / tooth / stays / land,71000,78000,8,8000,0,0.09296051017905323,0.05459770114942529
light 11,mixed / tooth / stays / land,83000,86000,4,4000,0,0.08341608738828203,0.05375302663438257
light 11,mixed / tooth / stays / land,88000,88000,1,1000,0,0.05453054530545305,0.05453054530545305
light 11,mixed / tooth / stays / land,90000,90000,1,1000,0,0.0898840206185567,0.0898840206185567
light 11,mixed / tooth / stays / land,94000,94000,1,1000,0,0.057814796668299855,0.057814796668299855
light 11,mixed / tooth / stays / land,96000,96000,1,1000,0,0.051238048541309145,0.051238048541309145
light 11,plant / no tooth / stays / shore,64000,64000,1,1000,0,0.06493055555555556,0.06493055555555556
light 11,plant / no tooth / stays / shore,75000,76000,2,2000,0,0.06406989443028759,0.0569692366122294
light 11,plant / no tooth / stays / shore,88000,88000,1,1000,0,0.05043050430504305,0.05043050430504305
light 11,plant / no tooth / stays / shore,96000,96000,1,1000,0,0.0502574160333415,0.0502574160333415
light 11,plant / no tooth / stays / shore,100000,100000,1,1000,0,0.05894448252227553,0.05894448252227553
light 11,mixed / tooth / roams / land,50000,79000,30,30000,0,0.14057826520438685,0.05348101265822785
light 11,mixed / tooth / roams / land,81000,92000,12,12000,0,0.12590799031476999,0.05224787363304982
light 11,mixed / tooth / roams / land,94000,100000,7,7000,0,0.09705248023005032,0.0514453699167075
light 11,plant / no tooth / stays / land,54000,54000,1,1000,0,0.05299055613850997,0.05299055613850997
light 11,plant / no tooth / stays / land,60000,60000,1,1000,0,0.0699917332598512,0.0699917332598512
light 11,plant / no tooth / stays / land,67000,69000,3,3000,0,0.11994177583697234,0.058004640371229696
light 11,plant / no tooth / stays / land,72000,74000,3,3000,0,0.13041397463508017,0.09218685407193054
light 11,plant / no tooth / stays / land,78000,79000,2,2000,0,0.09554597701149425,0.07181942544459645
light 11,plant / no tooth / stays / land,84000,86000,3,3000,0,0.12723809523809523,0.06246973365617434
light 11,plant / no tooth / stays / land,89000,90000,2,2000,0,0.07506443298969072,0.05066011667178385
light 11,plant / no tooth / stays / land,96000,98000,3,3000,0,0.13582677165354332,0.07557354925775979
light 11,plant / no tooth / stays / land,100000,100000,1,1000,0,0.053803975325565453,0.053803975325565453
light 11,plant / tooth / stays / land,72000,75000,4,4000,0,0.10954940057875155,0.05431067223699203
light 11,plant / tooth / stays / land,84000,84000,1,1000,0,0.06156901688182721,0.06156901688182721
light 11,plant / tooth / stays / land,96000,96000,1,1000,0,0.05099289041431723,0.05099289041431723
light 11,mixed / tooth / stays / shore,87000,87000,1,1000,0,0.050919982884039365,0.050919982884039365
light 12,plant / no tooth / stays / bottom,59000,64000,6,6000,0,0.06995003568879372,0.05201863354037267
light 12,plant / no tooth / stays / bottom,75000,78000,4,4000,0,0.09486679662118258,0.06305244549204478
light 12,plant / no tooth / stays / bottom,86000,100000,15,15000,0,0.2211273157272369,0.07692307692307693
light 12,mixed / no tooth / roams / bottom,58000,60000,3,3000,0,0.07383548067393458,0.05502392344497608
light 12,mixed / no tooth / roams / bottom,62000,62000,1,1000,0,0.05381526104417671,0.05381526104417671
light 12,mixed / no tooth / roams / bottom,84000,89000,6,6000,0,0.09455252918287937,0.05106382978723404
light 12,mixed / no tooth / roams / bottom,93000,96000,4,4000,0,0.10721324398896334,0.050971922246220304
light 12,mixed / no tooth / stays / shore,50000,73000,24,24000,0,0.1889372280919826,0.07217125382262997
light 12,mixed / no tooth / stays / shore,75000,76000,2,2000,0,0.08187134502923976,0.08074162679425838
light 12,mixed / no tooth / stays / shore,79000,79000,1,1000,0,0.05521844660194175,0.05521844660194175
light 12,mixed / no tooth / stays / shore,81000,91000,11,11000,0,0.15491009681881052,0.07398472054684359
light 12,mixed / no tooth / stays / shore,94000,94000,1,1000,0,0.07252660622782814,0.07252660622782814
light 12,mixed / no tooth / stays / shore,97000,98000,2,2000,0,0.07360406091370558,0.06666666666666667
light 12,mixed / no tooth / stays / shore,100000,100000,1,1000,0,0.09169054441260745,0.09169054441260745
light 12,plant / no tooth / stays / shore,50000,100000,51,51000,1,0.1815165876777251,0.06729758149316509
light 12,plant / no tooth / roams / surface,50000,52000,3,3000,0,0.08565310492505353,0.06598759964570416
light 12,plant / no tooth / roams / surface,57000,57000,1,1000,0,0.0643588493417845,0.0643588493417845
light 12,plant / no tooth / roams / surface,59000,65000,7,7000,0,0.13664596273291926,0.05252725470763132
light 12,plant / no tooth / roams / surface,67000,69000,3,3000,0,0.06111757857974389,0.05191740412979351
light 12,plant / no tooth / roams / surface,71000,77000,7,7000,0,0.08758169934640522,0.06093394077448747
light 12,plant / no tooth / roams / surface,79000,79000,1,1000,0,0.05218446601941747,0.05218446601941747
light 12,plant / no tooth / roams / surface,81000,82000,2,2000,0,0.05294759825327511,0.0516366989396035
light 12,light / no tooth / stays / bottom,50000,52000,3,3000,0,0.11691762621789194,0.06663025669033315
light 12,mixed / no tooth / stays / bottom,50000,100000,51,51000,1,0.277037037037037,0.050239234449760764
light 12,mixed / no tooth / roams / shore,51000,51000,1,1000,0,0.06370449678800856,0.06370449678800856
light 12,mixed / no tooth / roams / shore,53000,100000,48,48000,0,0.25874730021598275,0.06632911392405064
light 12,flesh / no tooth / roams / bottom,50000,50000,1,1000,0,0.06444565811032223,0.06444565811032223
light 12,flesh / no tooth / roams / bottom,92000,93000,2,2000,0,0.06951640759930916,0.06897910918407568
light 12,plant / no tooth / stays / land,53000,53000,1,1000,0,0.1,0.1
light 12,plant / no tooth / stays / land,57000,57000,1,1000,0,0.0780107264748903,0.0780107264748903
light 12,plant / no tooth / stays / land,59000,59000,1,1000,0,0.062438057482656094,0.062438057482656094
light 12,plant / no tooth / stays / land,66000,67000,2,2000,0,0.059411146161934804,0.05545722713864307
light 12,plant / no tooth / stays / land,73000,75000,3,3000,0,0.06818181818181818,0.05964730290456432
light 12,plant / no tooth / stays / land,78000,79000,2,2000,0,0.08616504854368932,0.05951679434295816
light 12,plant / no tooth / stays / land,85000,85000,1,1000,0,0.06673067690830532,0.06673067690830532
light 12,mixed / tooth / roams / shore,50000,52000,3,3000,0,0.05843801201529219,0.05032119914346895
light 12,mixed / tooth / roams / shore,59000,64000,6,6000,0,0.09156626506024096,0.05698711595639247
light 12,mixed / tooth / roams / shore,73000,74000,2,2000,0,0.057572614107883814,0.054901960784313725
light 12,mixed / tooth / roams / shore,78000,78000,1,1000,0,0.08190925162050677,0.08190925162050677
light 12,mixed / tooth / roams / shore,85000,85000,1,1000,0,0.05184829572731637,0.05184829572731637
light 12,flesh / no tooth / roams / shore,55000,55000,1,1000,0,0.05012658227848101,0.05012658227848101
light 12,flesh / no tooth / roams / shore,66000,67000,2,2000,0,0.05486725663716814,0.05362776025236593
light 12,flesh / no tooth / roams / shore,70000,70000,1,1000,0,0.06099706744868035,0.06099706744868035
light 12,flesh / no tooth / roams / shore,72000,72000,1,1000,0,0.07317073170731707,0.07317073170731707
light 12,flesh / no tooth / roams / shore,78000,80000,3,3000,0,0.06894519740718916,0.05185185185185185
light 12,mixed / tooth / stays / shore,83000,84000,2,2000,0,0.0655144694533762,0.05992217898832685
light 12,mixed / tooth / stays / shore,95000,95000,1,1000,0,0.06073500967117988,0.06073500967117988
light 12,mixed / tooth / stays / shore,98000,99000,2,2000,0,0.06293063849333946,0.058174097664543525
light 12,mixed / tooth / roams / land,50000,56000,7,7000,0,0.09120699071545603,0.060907395898073334
light 12,mixed / tooth / roams / land,58000,68000,11,11000,0,0.10170807453416149,0.05744286596664608
light 12,mixed / tooth / roams / land,70000,80000,11,11000,0,0.08721272834413671,0.058091286307053944
light 12,mixed / tooth / roams / land,83000,84000,2,2000,0,0.0622568093385214,0.05627009646302251
light 12,mixed / tooth / roams / land,89000,90000,2,2000,0,0.07650022904260192,0.07083333333333333
light 12,mixed / tooth / roams / land,95000,96000,2,2000,0,0.06781857451403887,0.05415860735009671
light 12,mixed / tooth / roams / land,100000,100000,1,1000,0,0.05329512893982808,0.05329512893982808
light 12,mixed / tooth / stays / land,54000,55000,2,2000,0,0.07189873417721519,0.05898876404494382
light 12,mixed / tooth / stays / land,66000,66000,1,1000,0,0.057308096740273394,0.057308096740273394
light 12,mixed / tooth / stays / land,70000,71000,2,2000,0,0.07022607022607022,0.05102639296187683
light 12,mixed / tooth / stays / land,73000,74000,2,2000,0,0.10321576763485477,0.05751633986928104
light 12,mixed / no tooth / stays / land,53000,53000,1,1000,0,0.05260663507109005,0.05260663507109005
light 12,mixed / no tooth / roams / surface,98000,98000,1,1000,0,0.05138004246284501,0.05138004246284501
light 12,light / no tooth / stays / surface,52000,52000,1,1000,0,0.06643046944198405,0.06643046944198405
light 12,light / no tooth / stays / surface,86000,89000,4,4000,0,0.06693306693306693,0.0575
light 12,plant / tooth / stays / land,70000,70000,1,1000,0,0.06275659824046921,0.06275659824046921
light 12,mixed / no tooth / stays / surface,74000,74000,1,1000,0,0.05751633986928104,0.05751633986928104
light 13,mixed / no tooth / stays / bottom,52000,52000,1,1000,0,0.17405318291700242,0.17405318291700242
light 13,mixed / no tooth / stays / bottom,73000,76000,4,4000,0,0.13528336380255943,0.0568678915135608
light 13,mixed / no tooth / stays / bottom,79000,82000,4,4000,0,0.08136696501220504,0.06060606060606061
light 13,mixed / no tooth / stays / bottom,86000,86000,1,1000,0,0.09296264118158123,0.09296264118158123
light 13,mixed / no tooth / stays / bottom,88000,88000,1,1000,0,0.06629834254143646,0.06629834254143646
light 13,mixed / no tooth / stays / bottom,93000,94000,2,2000,0,0.06672845227062095,0.059777967549103334
light 13,mixed / no tooth / stays / bottom,98000,100000,3,3000,0,0.07096171802054155,0.05328376703841388
light 13,mixed / tooth / roams / land,50000,61000,12,12000,0,0.13743736578382248,0.06656912948061448
light 13,mixed / tooth / roams / land,64000,100000,37,37000,0,0.3516572352465643,0.057406094968107724
light 13,plant / tooth / roams / surface,52000,52000,1,1000,0,0.07010475423045931,0.07010475423045931
light 13,plant / tooth / roams / surface,73000,73000,1,1000,0,0.05774278215223097,0.05774278215223097
light 13,plant / no tooth / roams / surface,53000,59000,7,7000,0,0.1548582995951417,0.052970651395848244
light 13,plant / no tooth / roams / surface,61000,61000,1,1000,0,0.061124694376528114,0.061124694376528114
light 13,plant / no tooth / roams / surface,67000,71000,5,5000,0,0.16024973985431842,0.07489300998573467
light 13,plant / no tooth / roams / surface,74000,75000,2,2000,0,0.06398537477148081,0.052083333333333336
light 13,plant / no tooth / roams / surface,77000,82000,6,6000,0,0.11861471861471862,0.051712558764271326
light 13,plant / no tooth / roams / surface,90000,94000,5,5000,0,0.15291936978683968,0.056588520614389654
light 13,plant / no tooth / roams / surface,96000,100000,5,5000,0,0.06350806451612903,0.05311542390194075
light 13,light / no tooth / stays / shore,61000,61000,1,1000,0,0.05541972290138549,0.05541972290138549
light 13,light / no tooth / stays / shore,82000,82000,1,1000,0,0.05300632911392405,0.05300632911392405
light 13,plant / no tooth / stays / land,54000,56000,3,3000,0,0.1970209884901828,0.06710097719869706
light 13,plant / no tooth / stays / land,60000,60000,1,1000,0,0.10276442307692307,0.10276442307692307
light 13,plant / no tooth / stays / land,65000,68000,4,4000,0,0.11729222520107238,0.05612244897959184
light 13,plant / no tooth / stays / land,71000,71000,1,1000,0,0.16690442225392296,0.16690442225392296
light 13,plant / no tooth / stays / land,77000,78000,2,2000,0,0.05847520355292376,0.05842847548690396
light 13,plant / no tooth / stays / land,84000,84000,1,1000,0,0.05759162303664921,0.05759162303664921
light 13,plant / no tooth / stays / land,90000,92000,3,3000,0,0.19301032565528198,0.12126111560226355
light 13,mixed / tooth / stays / land,50000,50000,1,1000,0,0.050387596899224806,0.050387596899224806
light 13,mixed / tooth / stays / land,59000,59000,1,1000,0,0.28237015362106804,0.28237015362106804
light 13,mixed / tooth / stays / land,63000,63000,1,1000,0,0.07588279489105935,0.07588279489105935
light 13,mixed / tooth / stays / land,71000,76000,6,6000,0,0.14076782449725778,0.05420827389443652
light 13,mixed / tooth / stays / land,78000,80000,3,3000,0,0.09746109746109746,0.06147186147186147
light 13,mixed / tooth / stays / land,82000,82000,1,1000,0,0.07674050632911393,0.07674050632911393
light 13,mixed / tooth / stays / land,84000,84000,1,1000,0,0.05759162303664921,0.05759162303664921
light 13,mixed / tooth / stays / land,97000,97000,1,1000,0,0.0625,0.0625
light 13,plant / no tooth / stays / shore,50000,56000,7,7000,0,0.2719298245614035,0.0749395648670427
light 13,plant / no tooth / stays / shore,58000,58000,1,1000,0,0.06199021207177814,0.06199021207177814
light 13,plant / no tooth / stays / shore,60000,63000,4,4000,0,0.12980769230769232,0.056074766355140186
light 13,plant / no tooth / stays / shore,65000,66000,2,2000,0,0.11863270777479892,0.06058673469387755
light 13,plant / no tooth / stays / shore,69000,73000,5,5000,0,0.245141065830721,0.05777460770328103
light 13,plant / no tooth / stays / shore,77000,78000,2,2000,0,0.16319677635997312,0.13693560325684678
light 13,plant / no tooth / stays / shore,80000,81000,2,2000,0,0.0683982683982684,0.061838893409275834
light 13,plant / no tooth / stays / shore,83000,83000,1,1000,0,0.08591466978375219,0.08591466978375219
light 13,plant / no tooth / stays / shore,88000,89000,2,2000,0,0.1432,0.056037884767166535
light 13,plant / no tooth / stays / shore,91000,91000,1,1000,0,0.20413026211278792,0.20413026211278792
light 13,plant / no tooth / stays / shore,94000,95000,2,2000,0,0.08041743400859423,0.0631938514090521
light 13,plant / no tooth / stays / shore,97000,99000,3,3000,0,0.07967313585291114,0.05080545229244114
light 13,mixed / tooth / roams / surface,61000,62000,2,2000,0,0.059190031152647975,0.05215973920130399
light 13,mixed / no tooth / stays / shore,50000,51000,2,2000,0,0.18862815884476533,0.07906976744186046
light 13,mixed / no tooth / stays / shore,55000,61000,7,7000,0,0.14274061990212072,0.05228365384615385
light 13,mixed / no tooth / stays / shore,63000,76000,14,14000,0,0.20297462817147857,0.051121076233183856
light 13,mixed / no tooth / stays / shore,78000,78000,1,1000,0,0.061114842175957015,0.061114842175957015
light 13,mixed / no tooth / stays / shore,81000,88000,8,8000,0,0.09817549956559514,0.05609573672400898
light 13,mixed / no tooth / stays / shore,92000,92000,1,1000,0,0.06794425087108014,0.06794425087108014
light 13,mixed / no tooth / stays / shore,94000,100000,7,7000,0,0.13818860877684408,0.05700934579439252
light 13,mixed / no tooth / roams / shore,50000,50000,1,1000,0,0.08992248062015504,0.08992248062015504
light 13,mixed / no tooth / roams / shore,85000,85000,1,1000,0,0.06856187290969899,0.06856187290969899
light 13,mixed / no tooth / roams / shore,93000,93000,1,1000,0,0.1334569045412419,0.1334569045412419
light 13,mixed / tooth / stays / shore,60000,60000,1,1000,0,0.0967548076923077,0.0967548076923077
light 13,mixed / tooth / stays / shore,77000,88000,12,12000,0,0.14046822742474915,0.06060606060606061
light 13,mixed / tooth / stays / shore,95000,95000,1,1000,0,0.057704112952731736,0.057704112952731736
light 13,mixed / tooth / stays / shore,97000,99000,3,3000,0,0.09789343246592318,0.07048008171603677
light 13,mixed / tooth / roams / shore,50000,100000,51,51000,1,0.2841121495327103,0.09273840769903761
light 13,light / no tooth / stays / surface,57000,57000,1,1000,0,0.05566801619433198,0.05566801619433198
light 13,light / no tooth / stays / surface,62000,65000,4,4000,0,0.10063784549964565,0.056760204081632654
light 13,light / no tooth / stays / surface,76000,76000,1,1000,0,0.07085201793721974,0.07085201793721974
light 13,light / no tooth / stays / surface,87000,88000,2,2000,0,0.08997632202052092,0.08631211857018309
light 13,light / no tooth / stays / bottom,57000,58000,2,2000,0,0.06688417618270799,0.06680161943319839
light 13,light / no tooth / stays / bottom,61000,66000,6,6000,0,0.23245924875974486,0.06275468622656886
light 13,light / no tooth / stays / bottom,75000,76000,2,2000,0,0.07174887892376682,0.06581352833638025
light 13,light / no tooth / stays / bottom,87000,89000,3,3000,0,0.15170008718395817,0.0672
light 13,light / no tooth / stays / bottom,92000,95000,4,4000,0,0.12233549582947173,0.05139372822299652
light 13,plant / tooth / roams / shore,79000,79000,1,1000,0,0.05405405405405406,0.05405405405405406
light 13,mixed / tooth / roams / bottom,61000,62000,2,2000,0,0.05867970660146699,0.05088265835929388
light 13,mixed / tooth / roams / bottom,79000,81000,3,3000,0,0.0819000819000819,0.05777054515866558
light 13,mixed / no tooth / roams / bottom,52000,52000,1,1000,0,0.060435132957292505,0.060435132957292505
light 13,mixed / no tooth / roams / bottom,66000,67000,2,2000,0,0.06042884990253411,0.058310991957104555
light 13,mixed / no tooth / roams / bottom,69000,69000,1,1000,0,0.05202913631633715,0.05202913631633715
light 13,mixed / no tooth / stays / land,83000,83000,1,1000,0,0.08825248392752776,0.08825248392752776
light 13,mixed / tooth / stays / bottom,61000,61000,1,1000,0,0.06764466177669112,0.06764466177669112
light 14,mixed / no tooth / stays / bottom,50000,66000,17,17000,0,0.18085106382978725,0.05378831694621168
light 14,mixed / no tooth / stays / bottom,68000,69000,2,2000,0,0.08426966292134831,0.05388471177944862
light 14,mixed / no tooth / stays / bottom,74000,75000,2,2000,0,0.060034305317324184,0.050867743865948535
light 14,mixed / no tooth / stays / bottom,85000,85000,1,1000,0,0.05236051502145923,0.05236051502145923
light 14,mixed / no tooth / stays / bottom,87000,99000,13,13000,0,0.18740074113287453,0.0573986308583465
light 14,light / no tooth / stays / surface,50000,55000,6,6000,0,0.13987591652566272,0.051149425287356325
light 14,light / no tooth / stays / surface,60000,66000,7,7000,0,0.1842244573848597,0.07459572248304643
light 14,light / no tooth / stays / surface,69000,72000,4,4000,0,0.08120868744098206,0.06415538552089464
light 14,light / no tooth / stays / surface,74000,77000,4,4000,0,0.1082995951417004,0.06748768472906404
light 14,light / no tooth / stays / surface,93000,93000,1,1000,0,0.11118335500650195,0.11118335500650195
light 14,plant / no tooth / stays / bottom,50000,53000,4,4000,0,0.09362662154540327,0.05029013539651837
light 14,plant / no tooth / stays / bottom,55000,58000,4,4000,0,0.08016235413495687,0.05767077267637178
light 14,plant / no tooth / stays / bottom,61000,65000,5,5000,0,0.12228692429857067,0.0653556969346443
light 14,plant / no tooth / stays / bottom,75000,76000,2,2000,0,0.10172064777327935,0.06918238993710692
light 14,plant / no tooth / stays / bottom,79000,80000,2,2000,0,0.1766945925361767,0.05885885885885886
light 14,plant / no tooth / stays / bottom,86000,88000,3,3000,0,0.08970358814352575,0.07280832095096583
light 14,plant / no tooth / stays / bottom,90000,90000,1,1000,0,0.05348557692307692,0.05348557692307692
light 14,plant / no tooth / stays / bottom,94000,100000,7,7000,0,0.1710929519918284,0.06288156288156288
light 14,mixed / no tooth / roams / bottom,50000,51000,2,2000,0,0.06292134831460675,0.05188945290468133
light 14,mixed / no tooth / roams / bottom,53000,59000,7,7000,0,0.07760962359332557,0.05224248398225727
light 14,mixed / no tooth / roams / bottom,61000,63000,3,3000,0,0.08675534991324466,0.07744488411531938
light 14,mixed / no tooth / roams / bottom,84000,87000,4,4000,0,0.09368836291913216,0.07299642674834099
light 14,mixed / no tooth / roams / bottom,94000,100000,7,7000,0,0.16666666666666666,0.05521472392638037
light 14,mixed / no tooth / roams / shore,52000,100000,49,49000,0,0.217815344603381,0.058761249338274216
light 14,plant / no tooth / stays / shore,50000,56000,7,7000,0,0.14668218859138532,0.0853932584269663
light 14,plant / no tooth / stays / shore,58000,100000,43,43000,0,0.15765765765765766,0.06304222093695779
light 14,plant / no tooth / roams / surface,50000,65000,16,16000,0,0.11280315848843768,0.056185312962050274
light 14,plant / no tooth / roams / surface,67000,94000,28,28000,0,0.1645077720207254,0.055855855855855854
light 14,plant / no tooth / roams / surface,97000,100000,4,4000,0,0.08791208791208792,0.07056345444971038
light 14,mixed / tooth / stays / shore,50000,50000,1,1000,0,0.1651685393258427,0.1651685393258427
light 14,mixed / tooth / stays / shore,61000,61000,1,1000,0,0.055523423944476576,0.055523423944476576
light 14,plant / no tooth / stays / land,54000,56000,3,3000,0,0.12184710904152114,0.05580923389142567
light 14,plant / no tooth / stays / land,61000,61000,1,1000,0,0.05725853094274147,0.05725853094274147
light 14,plant / no tooth / stays / land,67000,67000,1,1000,0,0.09038182696955051,0.09038182696955051
light 14,plant / no tooth / stays / land,79000,79000,1,1000,0,0.2018018018018018,0.2018018018018018
light 14,plant / no tooth / stays / land,84000,84000,1,1000,0,0.06687085247575293,0.06687085247575293
light 14,plant / no tooth / stays / land,92000,92000,1,1000,0,0.054404145077720206,0.054404145077720206
light 14,mixed / no tooth / stays / shore,52000,85000,34,34000,0,0.2176913425345044,0.057692307692307696
light 14,mixed / no tooth / stays / shore,87000,93000,7,7000,0,0.11826697892271663,0.057692307692307696
light 14,mixed / no tooth / stays / shore,95000,95000,1,1000,0,0.05565777368905244,0.05565777368905244
light 14,mixed / no tooth / stays / shore,97000,97000,1,1000,0,0.06894790602655772,0.06894790602655772
light 14,light / no tooth / stays / bottom,69000,71000,3,3000,0,0.06771397616468039,0.05828651685393258
light 14,light / no tooth / stays / bottom,81000,82000,2,2000,0,0.0650994575045208,0.056461731493099125
light 14,mixed / no tooth / stays / land,78000,78000,1,1000,0,0.05227552275522755,0.05227552275522755
light 14,mixed / tooth / stays / land,83000,83000,1,1000,0,0.06839452843772498,0.06839452843772498
light 14,mixed / tooth / roams / shore,50000,55000,6,6000,0,0.09090909090909091,0.07916181606519208
light 14,mixed / tooth / roams / shore,59000,91000,33,33000,0,0.15680473372781065,0.054579673776662486
light 14,mixed / tooth / roams / shore,93000,100000,8,8000,0,0.10534674430915829,0.06046814044213264
light 14,plant / no tooth / roams / bottom,81000,81000,1,1000,0,0.05515370705244123,0.05515370705244123
light 14,flesh / no tooth / roams / shore,54000,58000,5,5000,0,0.10358342665173573,0.05743112145906092
light 14,flesh / no tooth / roams / shore,62000,62000,1,1000,0,0.054626532887402456,0.054626532887402456
light 14,flesh / no tooth / roams / shore,65000,70000,6,6000,0,0.11213146447559208,0.06460674157303371
light 14,flesh / no tooth / roams / shore,80000,80000,1,1000,0,0.10586443259710586,0.10586443259710586
light 14,flesh / no tooth / roams / shore,90000,90000,1,1000,0,0.09254807692307693,0.09254807692307693
light 14,flesh / no tooth / roams / shore,92000,93000,2,2000,0,0.08095854922279792,0.06241872561768531
light 14,plant / tooth / stays / land,62000,62000,1,1000,0,0.06075808249721293,0.06075808249721293
light 14,mixed / tooth / roams / land,60000,60000,1,1000,0,0.0505998956703182,0.0505998956703182
light 14,mixed / tooth / roams / land,71000,71000,1,1000,0,0.052972336668628606,0.052972336668628606
light 14,mixed / tooth / roams / land,73000,73000,1,1000,0,0.050173010380622836,0.050173010380622836
light 14,mixed / tooth / roams / land,75000,79000,5,5000,0,0.07626076260762607,0.052601486563750716
light 14,mixed / tooth / roams / land,82000,82000,1,1000,0,0.06085319949811794,0.06085319949811794
light 14,mixed / tooth / roams / land,96000,96000,1,1000,0,0.0555849655902594,0.0555849655902594
light 14,mixed / tooth / roams / land,98000,98000,1,1000,0,0.06055818852027383,0.06055818852027383
light 14,plant / no tooth / stays / surface,86000,86000,1,1000,0,0.05818540433925049,0.05818540433925049
