run,way,from,to,censuses,steps,whole,share_max,share_min
control 13,plant / no tooth / stays / land,61000,61000,1,1000,0,0.08532423208191127,0.08532423208191127
control 13,plant / no tooth / stays / land,64000,67000,4,4000,0,0.17734909769757312,0.05903271692745377
control 13,plant / no tooth / stays / land,71000,73000,3,3000,0,0.0924006908462867,0.05477424130273871
control 13,plant / no tooth / stays / land,76000,79000,4,4000,0,0.12789017341040462,0.06427503736920777
control 13,plant / no tooth / stays / land,84000,84000,1,1000,0,0.07716049382716049,0.07716049382716049
control 13,plant / no tooth / stays / land,89000,89000,1,1000,0,0.05912930474333983,0.05912930474333983
control 13,plant / no tooth / stays / land,92000,93000,2,2000,0,0.0805230557467309,0.07190635451505016
control 13,plant / no tooth / stays / land,95000,98000,4,4000,0,0.1804313519200421,0.05344655344655345
control 13,mixed / no tooth / stays / bottom,51000,56000,6,6000,0,0.15384615384615385,0.05659121171770972
control 13,mixed / no tooth / stays / bottom,73000,75000,3,3000,0,0.15509039010466222,0.05181347150259067
control 13,mixed / no tooth / stays / bottom,79000,79000,1,1000,0,0.12257100149476831,0.12257100149476831
control 13,mixed / no tooth / stays / bottom,86000,86000,1,1000,0,0.05475504322766571,0.05475504322766571
control 13,mixed / no tooth / stays / bottom,94000,95000,2,2000,0,0.08341658341658342,0.08118811881188119
control 13,mixed / no tooth / stays / bottom,98000,100000,3,3000,0,0.11253776435045318,0.08957133717210493
control 13,mixed / tooth / stays / land,50000,56000,7,7000,0,0.07305630026809651,0.05444305381727159
control 13,mixed / tooth / stays / land,59000,64000,6,6000,0,0.09965870307167235,0.057951482479784364
control 13,mixed / tooth / stays / land,66000,66000,1,1000,0,0.05538270068450529,0.05538270068450529
control 13,mixed / tooth / stays / land,68000,74000,7,7000,0,0.1505524861878453,0.05233111322549953
control 13,mixed / tooth / stays / land,76000,77000,2,2000,0,0.05230125523012552,0.0521978021978022
control 13,mixed / tooth / stays / land,83000,84000,2,2000,0,0.12264808362369338,0.06851851851851852
control 13,mixed / tooth / stays / land,87000,97000,11,11000,0,0.10904977375565611,0.053682037164487266
control 13,plant / no tooth / stays / bottom,52000,54000,3,3000,0,0.12265331664580725,0.07896027464443355
control 13,plant / no tooth / stays / bottom,79000,79000,1,1000,0,0.05530642750373692,0.05530642750373692
control 13,plant / no tooth / stays / bottom,88000,88000,1,1000,0,0.06228956228956229,0.06228956228956229
control 13,mixed / tooth / stays / shore,51000,53000,3,3000,0,0.10991957104557641,0.06258322237017311
control 13,mixed / tooth / stays / shore,55000,58000,4,4000,0,0.15435684647302905,0.08511979823455233
control 13,mixed / tooth / stays / shore,60000,64000,5,5000,0,0.11696658097686376,0.050511945392491465
control 13,mixed / tooth / stays / shore,66000,67000,2,2000,0,0.055591467356173235,0.054760423148724334
control 13,mixed / tooth / stays / shore,71000,71000,1,1000,0,0.0636604774535809,0.0636604774535809
control 13,mixed / tooth / stays / shore,74000,84000,11,11000,0,0.23330990864371048,0.0515695067264574
control 13,mixed / tooth / stays / shore,86000,90000,5,5000,0,0.08914100486223663,0.06952566601689408
control 13,mixed / tooth / stays / shore,93000,96000,4,4000,0,0.15297029702970297,0.05852842809364549
control 13,mixed / tooth / stays / shore,98000,100000,3,3000,0,0.16540785498489427,0.05100574712643678
control 13,plant / no tooth / stays / shore,50000,52000,3,3000,0,0.198125,0.0690348525469169
control 13,plant / no tooth / stays / shore,54000,56000,3,3000,0,0.1424968474148802,0.08166666666666667
control 13,plant / no tooth / stays / shore,58000,81000,24,24000,0,0.3060869565217391,0.054190751445086706
control 13,plant / no tooth / stays / shore,83000,85000,3,3000,0,0.12901234567901235,0.0520471894517696
control 13,plant / no tooth / stays / shore,87000,97000,11,11000,0,0.12618296529968454,0.057692307692307696
control 13,plant / no tooth / stays / shore,99000,100000,2,2000,0,0.14971209213051823,0.1221264367816092
control 13,mixed / tooth / roams / land,50000,100000,51,51000,1,0.2686781609195402,0.0925414364640884
control 13,mixed / no tooth / stays / shore,50000,100000,51,51000,1,0.4309507286606523,0.05094991364421416
control 13,plant / no tooth / roams / shore,87000,87000,1,1000,0,0.05348460291734198,0.05348460291734198
control 13,mixed / no tooth / roams / bottom,58000,58000,1,1000,0,0.053112033195020746,0.053112033195020746
control 13,mixed / no tooth / roams / bottom,60000,62000,3,3000,0,0.054458408138839016,0.05141388174807198
control 13,mixed / no tooth / roams / bottom,75000,76000,2,2000,0,0.07417582417582418,0.05301080802882141
control 13,mixed / no tooth / roams / bottom,80000,80000,1,1000,0,0.059278350515463915,0.059278350515463915
control 13,mixed / no tooth / roams / bottom,91000,94000,4,4000,0,0.06605351170568562,0.05148514851485148
control 13,plant / no tooth / roams / surface,50000,53000,4,4000,0,0.090625,0.058823529411764705
control 13,plant / no tooth / roams / surface,56000,74000,19,19000,0,0.15523156089193826,0.06843501326259947
control 13,plant / no tooth / roams / surface,79000,83000,5,5000,0,0.10189739985945186,0.05226480836236934
control 13,plant / no tooth / roams / surface,85000,94000,10,10000,0,0.11622073578595318,0.054455445544554455
control 13,plant / no tooth / roams / surface,98000,99000,2,2000,0,0.09592145015105741,0.06609195402298851
control 13,mixed / tooth / roams / shore,50000,55000,6,6000,0,0.12383488681757657,0.06368221941992434
control 13,mixed / tooth / roams / shore,58000,91000,34,34000,0,0.21315028901734104,0.06298200514138817
control 13,mixed / tooth / roams / shore,93000,94000,2,2000,0,0.05891089108910891,0.05434782608695652
control 13,plant / tooth / stays / shore,71000,71000,1,1000,0,0.05570291777188329,0.05570291777188329
control 13,plant / tooth / stays / shore,75000,75000,1,1000,0,0.05970149253731343,0.05970149253731343
control 13,mixed / tooth / roams / bottom,95000,95000,1,1000,0,0.056943056943056944,0.056943056943056944
control 13,mixed / tooth / roams / bottom,98000,98000,1,1000,0,0.05513595166163142,0.05513595166163142
control 14,mixed / tooth / stays / shore,52000,54000,3,3000,0,0.06969949916527546,0.05421146953405018
control 14,mixed / tooth / stays / shore,57000,60000,4,4000,0,0.06816760475297061,0.052567731500202185
control 14,mixed / tooth / stays / shore,65000,65000,1,1000,0,0.06939281288723669,0.06939281288723669
control 14,mixed / tooth / stays / shore,68000,68000,1,1000,0,0.05548469387755102,0.05548469387755102
control 14,mixed / tooth / stays / shore,70000,70000,1,1000,0,0.07611548556430446,0.07611548556430446
control 14,mixed / tooth / stays / shore,72000,73000,2,2000,0,0.08072768618533258,0.0732484076433121
control 14,mixed / tooth / stays / shore,79000,79000,1,1000,0,0.057648401826484015,0.057648401826484015
control 14,mixed / tooth / stays / shore,81000,93000,13,13000,0,0.11093247588424437,0.05123674911660778
control 14,mixed / tooth / stays / shore,95000,95000,1,1000,0,0.07031736154324829,0.07031736154324829
control 14,mixed / tooth / stays / shore,99000,100000,2,2000,0,0.05921680993314231,0.0558055805580558
control 14,mixed / no tooth / stays / shore,50000,98000,49,49000,0,0.2624113475177305,0.065848934796643
control 14,mixed / no tooth / stays / shore,100000,100000,1,1000,0,0.23312331233123312,0.23312331233123312
control 14,mixed / no tooth / stays / bottom,50000,60000,11,11000,0,0.22918011620400258,0.05977907732293697
control 14,mixed / no tooth / stays / bottom,63000,75000,13,13000,0,0.16384915474642392,0.06666666666666667
control 14,mixed / no tooth / stays / bottom,77000,95000,19,19000,0,0.22227465785747993,0.0502283105022831
control 14,mixed / no tooth / stays / bottom,98000,98000,1,1000,0,0.07330415754923414,0.07330415754923414
control 14,plant / no tooth / stays / land,56000,56000,1,1000,0,0.08052434456928839,0.08052434456928839
control 14,plant / no tooth / stays / land,58000,59000,2,2000,0,0.14516781237363527,0.09096816114359974
control 14,plant / no tooth / stays / land,61000,61000,1,1000,0,0.05737704918032787,0.05737704918032787
control 14,plant / no tooth / stays / land,65000,68000,4,4000,0,0.20574886535552195,0.08157894736842106
control 14,plant / no tooth / stays / land,72000,74000,3,3000,0,0.12292993630573248,0.06768734891216761
control 14,plant / no tooth / stays / land,78000,78000,1,1000,0,0.060106069534472596,0.060106069534472596
control 14,plant / no tooth / stays / land,84000,84000,1,1000,0,0.09161676646706587,0.09161676646706587
control 14,plant / no tooth / stays / land,89000,90000,2,2000,0,0.08189880020865936,0.05471599791558103
control 14,plant / no tooth / stays / land,94000,98000,5,5000,0,0.15214994487320838,0.059738643434972
control 14,plant / no tooth / stays / bottom,51000,53000,3,3000,0,0.06886477462437396,0.053069719042663895
control 14,plant / no tooth / stays / bottom,58000,58000,1,1000,0,0.10851202079272254,0.10851202079272254
control 14,plant / no tooth / stays / bottom,74000,75000,2,2000,0,0.1063658340048348,0.06656912948061448
control 14,plant / no tooth / stays / bottom,82000,82000,1,1000,0,0.07342233009708737,0.07342233009708737
control 14,plant / no tooth / stays / bottom,85000,88000,4,4000,0,0.11031518624641834,0.06002143622722401
control 14,plant / no tooth / stays / bottom,91000,91000,1,1000,0,0.05438686505900462,0.05438686505900462
control 14,plant / no tooth / stays / bottom,95000,95000,1,1000,0,0.05911636589919104,0.05911636589919104
control 14,plant / no tooth / stays / bottom,98000,100000,3,3000,0,0.14326647564469913,0.0700218818380744
control 14,mixed / no tooth / roams / shore,50000,56000,7,7000,0,0.17429760665972946,0.05197132616487455
control 14,mixed / no tooth / roams / shore,59000,98000,40,40000,0,0.2791411042944785,0.05843439911797133
control 14,plant / no tooth / roams / bottom,98000,98000,1,1000,0,0.06892778993435449,0.06892778993435449
control 14,mixed / tooth / roams / land,52000,55000,4,4000,0,0.0739247311827957,0.05511393746687864
control 14,mixed / tooth / roams / land,57000,63000,7,7000,0,0.1503267973856209,0.05863323898099474
control 14,mixed / tooth / roams / land,67000,67000,1,1000,0,0.05,0.05
control 14,mixed / tooth / roams / land,70000,70000,1,1000,0,0.0778652668416448,0.0778652668416448
control 14,mixed / tooth / roams / land,78000,78000,1,1000,0,0.061284619917501476,0.061284619917501476
control 14,mixed / tooth / roams / land,97000,100000,4,4000,0,0.0782800441014333,0.05689277899343545
control 14,plant / no tooth / stays / shore,50000,58000,9,9000,0,0.2328339575530587,0.08908973531310523
control 14,plant / no tooth / stays / shore,60000,65000,6,6000,0,0.09310113864701942,0.060099132589838906
control 14,plant / no tooth / stays / shore,67000,100000,34,34000,0,0.3113658070678128,0.05390070921985816
control 14,mixed / no tooth / roams / bottom,56000,57000,2,2000,0,0.1013557133634603,0.054307116104868915
control 14,mixed / no tooth / roams / bottom,60000,72000,13,13000,0,0.12663398692810457,0.05599300087489064
control 14,mixed / no tooth / roams / bottom,74000,78000,5,5000,0,0.07681053401609364,0.052377115229653506
control 14,mixed / no tooth / roams / bottom,81000,85000,5,5000,0,0.08383233532934131,0.05144694533762058
control 14,mixed / no tooth / roams / bottom,90000,93000,4,4000,0,0.09851205746536686,0.05418138987043581
control 14,mixed / no tooth / roams / bottom,96000,98000,3,3000,0,0.0907608695652174,0.053610503282275714
control 14,mixed / no tooth / stays / land,59000,59000,1,1000,0,0.1625556004852406,0.1625556004852406
control 14,mixed / no tooth / stays / land,66000,66000,1,1000,0,0.12405446293494705,0.12405446293494705
control 14,mixed / no tooth / stays / land,77000,77000,1,1000,0,0.06258790436005626,0.06258790436005626
control 14,mixed / no tooth / stays / land,82000,82000,1,1000,0,0.061893203883495146,0.061893203883495146
control 14,mixed / no tooth / stays / land,84000,84000,1,1000,0,0.05269461077844311,0.05269461077844311
control 14,mixed / no tooth / stays / land,95000,95000,1,1000,0,0.09085252022401992,0.09085252022401992
control 14,mixed / tooth / stays / land,54000,55000,2,2000,0,0.16582597730138715,0.09498207885304659
control 14,mixed / tooth / stays / land,58000,61000,4,4000,0,0.10201429499675113,0.052567731500202185
control 14,mixed / tooth / stays / land,69000,76000,8,8000,0,0.13393528969149737,0.0547945205479452
control 14,mixed / tooth / stays / land,94000,96000,3,3000,0,0.1103448275862069,0.05040448039825762
control 14,mixed / tooth / roams / shore,50000,58000,9,9000,0,0.09781477627471384,0.05759599332220367
control 14,mixed / tooth / roams / shore,60000,61000,2,2000,0,0.09289617486338798,0.06316447779862414
control 14,mixed / tooth / roams / shore,63000,68000,6,6000,0,0.14869888475836432,0.0548469387755102
control 14,mixed / tooth / roams / shore,70000,71000,2,2000,0,0.07588652482269503,0.05774278215223097
control 14,mixed / tooth / roams / shore,77000,77000,1,1000,0,0.11533052039381153,0.11533052039381153
control 14,mixed / tooth / roams / shore,95000,100000,6,6000,0,0.09040793825799338,0.05730659025787966
control 14,plant / no tooth / roams / surface,50000,52000,3,3000,0,0.08320084790673025,0.05809575040344271
control 14,plant / no tooth / roams / surface,60000,62000,3,3000,0,0.0718954248366013,0.05128205128205128
control 14,plant / no tooth / roams / surface,64000,64000,1,1000,0,0.06831882116543872,0.06831882116543872
control 14,plant / no tooth / roams / surface,74000,76000,3,3000,0,0.053988718775181306,0.05041384499623777
control 14,plant / no tooth / roams / surface,81000,81000,1,1000,0,0.06422018348623854,0.06422018348623854
control 14,plant / no tooth / roams / surface,83000,88000,6,6000,0,0.08022922636103152,0.05191127890514394
control 14,plant / no tooth / roams / surface,93000,94000,2,2000,0,0.08438818565400844,0.05517241379310345
control 14,plant / no tooth / roams / surface,96000,100000,5,5000,0,0.1673960612691466,0.06358695652173912
control 14,flesh / no tooth / roams / shore,62000,64000,3,3000,0,0.06372549019607843,0.05023442732752847
control 14,flesh / no tooth / roams / shore,83000,83000,1,1000,0,0.054289544235924934,0.054289544235924934
control 14,flesh / no tooth / roams / shore,85000,85000,1,1000,0,0.10932475884244373,0.10932475884244373
control 14,plant / no tooth / roams / shore,68000,68000,1,1000,0,0.07525510204081633,0.07525510204081633
control 14,plant / no tooth / roams / shore,70000,70000,1,1000,0,0.09711286089238845,0.09711286089238845
control 14,plant / no tooth / roams / shore,98000,98000,1,1000,0,0.05470459518599562,0.05470459518599562
control 14,flesh / no tooth / roams / bottom,63000,63000,1,1000,0,0.05405405405405406,0.05405405405405406
light 9,plant / no tooth / stays / bottom,50000,82000,33,33000,0,0.24619289340101522,0.0531271015467384
light 9,plant / no tooth / stays / bottom,86000,91000,6,6000,0,0.09606986899563319,0.056128293241695305
light 9,plant / no tooth / stays / bottom,99000,100000,2,2000,0,0.06297229219143577,0.05452212957023733
light 9,mixed / no tooth / stays / bottom,50000,82000,33,33000,0,0.3007518796992481,0.05749831876260928
light 9,mixed / no tooth / stays / bottom,84000,84000,1,1000,0,0.08699220352892902,0.08699220352892902
light 9,mixed / no tooth / stays / bottom,86000,100000,15,15000,0,0.1672394043528064,0.0690176322418136
light 9,mixed / no tooth / stays / shore,50000,100000,51,51000,1,0.2367182246133154,0.058268362741075094
light 9,plant / no tooth / roams / bottom,75000,75000,1,1000,0,0.05795262267343486,0.05795262267343486
light 9,flesh / no tooth / roams / shore,92000,97000,6,6000,0,0.12662013958125623,0.06231454005934718
light 9,flesh / no tooth / roams / shore,100000,100000,1,1000,0,0.054408060453400506,0.054408060453400506
light 9,mixed / no tooth / roams / shore,51000,51000,1,1000,0,0.06599832915622389,0.06599832915622389
light 9,mixed / no tooth / roams / shore,53000,73000,21,21000,0,0.21981424148606812,0.057924376508447305
light 9,mixed / no tooth / roams / shore,75000,100000,26,26000,0,0.20937188434695914,0.05583756345177665
light 9,plant / no tooth / stays / shore,52000,52000,1,1000,0,0.05004874878128047,0.05004874878128047
light 9,plant / no tooth / stays / shore,54000,60000,7,7000,0,0.08476658476658476,0.05279085406859448
light 9,plant / no tooth / stays / shore,63000,66000,4,4000,0,0.06819047619047619,0.056022408963585436
light 9,plant / no tooth / stays / shore,68000,68000,1,1000,0,0.05413105413105413,0.05413105413105413
light 9,plant / no tooth / stays / shore,70000,75000,6,6000,0,0.13763500415397398,0.0532994923857868
light 9,plant / no tooth / stays / shore,77000,89000,13,13000,0,0.0906113537117904,0.055513595166163145
light 9,plant / no tooth / stays / shore,92000,92000,1,1000,0,0.05956848030018762,0.05956848030018762
light 9,plant / no tooth / stays / shore,94000,94000,1,1000,0,0.06097560975609756,0.06097560975609756
light 9,plant / no tooth / stays / shore,96000,96000,1,1000,0,0.10979228486646884,0.10979228486646884
light 9,plant / no tooth / stays / surface,67000,70000,4,4000,0,0.09969558599695585,0.056247316444826105
light 9,plant / no tooth / stays / surface,81000,81000,1,1000,0,0.056338028169014086,0.056338028169014086
light 9,plant / no tooth / roams / surface,50000,51000,2,2000,0,0.06386354621182071,0.06223893065998329
light 9,plant / no tooth / roams / surface,61000,65000,5,5000,0,0.08901629450814726,0.052717214448421736
light 9,plant / no tooth / roams / surface,67000,67000,1,1000,0,0.055817947617003004,0.055817947617003004
light 9,plant / no tooth / roams / surface,73000,75000,3,3000,0,0.07656514382402707,0.06717618664521319
light 9,plant / no tooth / roams / surface,82000,82000,1,1000,0,0.08336970755128764,0.08336970755128764
light 9,plant / no tooth / roams / surface,84000,90000,7,7000,0,0.11907582938388625,0.053339740509370494
light 9,plant / no tooth / roams / surface,92000,93000,2,2000,0,0.05782652043868395,0.05722326454033771
light 9,plant / no tooth / roams / surface,96000,100000,5,5000,0,0.1141757536882617,0.05934718100890208
light 9,plant / no tooth / stays / land,54000,54000,1,1000,0,0.05387861084063616,0.05387861084063616
light 9,plant / no tooth / stays / land,59000,61000,3,3000,0,0.07700067249495629,0.06504621704895584
light 9,plant / no tooth / stays / land,71000,73000,3,3000,0,0.1824979230130158,0.058728881737731296
light 9,plant / no tooth / stays / land,83000,89000,7,7000,0,0.16482300884955753,0.05924170616113744
light 9,plant / no tooth / stays / land,92000,92000,1,1000,0,0.08677298311444653,0.08677298311444653
light 9,plant / no tooth / stays / land,95000,96000,2,2000,0,0.05919117647058823,0.050445103857566766
light 9,plant / no tooth / stays / land,100000,100000,1,1000,0,0.06448362720403022,0.06448362720403022
light 9,mixed / tooth / stays / land,72000,74000,3,3000,0,0.12484355444305381,0.06646909398814564
light 9,mixed / tooth / stays / land,76000,78000,3,3000,0,0.0634441087613293,0.05580905580905581
light 9,mixed / tooth / stays / land,82000,90000,9,9000,0,0.21825916230366493,0.05874222529371113
light 9,mixed / tooth / stays / land,94000,100000,7,7000,0,0.09227941176470589,0.05188916876574307
light 9,mixed / no tooth / stays / land,95000,96000,2,2000,0,0.07610294117647058,0.05807545570156846
light 9,mixed / no tooth / roams / bottom,68000,68000,1,1000,0,0.05128205128205128,0.05128205128205128
light 9,mixed / no tooth / roams / bottom,74000,75000,2,2000,0,0.06514382402707276,0.06054191363251482
light 9,mixed / no tooth / roams / bottom,78000,78000,1,1000,0,0.05966767371601209,0.05966767371601209
light 9,mixed / no tooth / roams / bottom,80000,81000,2,2000,0,0.07599082869308876,0.06647058823529411
light 9,mixed / no tooth / roams / bottom,91000,91000,1,1000,0,0.05899198167239404,0.05899198167239404
light 9,mixed / no tooth / roams / bottom,99000,99000,1,1000,0,0.05644644002565747,0.05644644002565747
light 9,light / no tooth / stays / surface,93000,95000,3,3000,0,0.09080882352941176,0.07551594746716699
light 9,light / no tooth / stays / surface,97000,97000,1,1000,0,0.0607311320754717,0.0607311320754717
light 9,mixed / tooth / roams / land,50000,79000,30,30000,0,0.11811023622047244,0.05055575475080674
light 9,mixed / tooth / roams / land,82000,100000,19,19000,0,0.1340602950609365,0.06139705882352941
light 9,light / no tooth / stays / shore,92000,92000,1,1000,0,0.07551594746716699,0.07551594746716699
light 9,light / no tooth / stays / shore,96000,96000,1,1000,0,0.07291225095379399,0.07291225095379399
light 10,light / no tooth / stays / bottom,50000,54000,5,5000,0,0.32051855163164955,0.05368035786905246
light 10,light / no tooth / stays / bottom,56000,66000,11,11000,0,0.2605427974947808,0.059813084112149535
light 10,light / no tooth / stays / bottom,68000,69000,2,2000,0,0.09916291049581455,0.08051761322789361
light 10,light / no tooth / stays / bottom,74000,75000,2,2000,0,0.1047970479704797,0.06134969325153374
light 10,light / no tooth / stays / bottom,86000,90000,5,5000,0,0.14243498817966904,0.07332490518331226
light 10,light / no tooth / stays / bottom,94000,95000,2,2000,0,0.11391129032258064,0.05997983870967742
light 10,mixed / no tooth / stays / shore,50000,98000,49,49000,0,0.29725228975853457,0.05152979066022544
light 10,mixed / no tooth / stays / shore,100000,100000,1,1000,0,0.09558823529411764,0.09558823529411764
light 10,light / no tooth / stays / shore,52000,52000,1,1000,0,0.0832,0.0832
light 10,light / no tooth / stays / shore,56000,57000,2,2000,0,0.07227414330218068,0.052309782608695655
light 10,light / no tooth / stays / shore,64000,64000,1,1000,0,0.0693891102257636,0.0693891102257636
light 10,light / no tooth / stays / shore,84000,85000,2,2000,0,0.06779661016949153,0.054242749731471536
light 10,light / no tooth / stays / shore,87000,94000,8,8000,0,0.17306802406293384,0.05246589716684155
light 10,light / no tooth / stays / shore,100000,100000,1,1000,0,0.0661764705882353,0.0661764705882353
light 10,mixed / tooth / stays / shore,65000,66000,2,2000,0,0.12990080302314597,0.07236595425571804
light 10,mixed / tooth / stays / shore,69000,69000,1,1000,0,0.07332854061826025,0.07332854061826025
light 10,mixed / tooth / stays / shore,75000,75000,1,1000,0,0.25698704839809133,0.25698704839809133
light 10,mixed / tooth / stays / shore,79000,79000,1,1000,0,0.057898498927805575,0.057898498927805575
light 10,mixed / tooth / stays / shore,92000,92000,1,1000,0,0.08263772954924875,0.08263772954924875
light 10,mixed / tooth / stays / shore,98000,99000,2,2000,0,0.1932367149758454,0.08522727272727272
light 10,plant / no tooth / stays / land,54000,54000,1,1000,0,0.12200081333875559,0.12200081333875559
light 10,plant / no tooth / stays / land,59000,59000,1,1000,0,0.10443349753694581,0.10443349753694581
light 10,plant / no tooth / stays / land,61000,61000,1,1000,0,0.07631055076310551,0.07631055076310551
light 10,plant / no tooth / stays / land,66000,68000,3,3000,0,0.10380622837370242,0.0669671603348358
light 10,plant / no tooth / stays / land,70000,70000,1,1000,0,0.08132992327365729,0.08132992327365729
light 10,plant / no tooth / stays / land,72000,73000,2,2000,0,0.10346964064436183,0.05358037055583375
light 10,plant / no tooth / stays / land,77000,80000,4,4000,0,0.09234507897934387,0.05475330926594465
light 10,plant / no tooth / stays / land,83000,83000,1,1000,0,0.06749640976543801,0.06749640976543801
light 10,plant / no tooth / stays / land,90000,92000,3,3000,0,0.1018363939899833,0.08257477243172952
light 10,plant / no tooth / stays / land,97000,97000,1,1000,0,0.06936866718628215,0.06936866718628215
light 10,mixed / tooth / stays / land,54000,55000,2,2000,0,0.08646112600536193,0.054087027246848315
light 10,mixed / tooth / stays / land,58000,59000,2,2000,0,0.0748768472906404,0.05168700646087581
light 10,mixed / tooth / stays / land,61000,61000,1,1000,0,0.055739880557398806,0.055739880557398806
light 10,mixed / tooth / stays / land,66000,67000,2,2000,0,0.08166089965397924,0.059990552668871044
light 10,mixed / tooth / stays / land,73000,73000,1,1000,0,0.05762081784386617,0.05762081784386617
light 10,mixed / tooth / stays / land,78000,79000,2,2000,0,0.06075768406004289,0.05953827460510328
light 10,mixed / tooth / stays / land,82000,86000,5,5000,0,0.1469602680708473,0.06688524590163934
light 10,mixed / tooth / stays / land,90000,97000,8,8000,0,0.10136054421768707,0.05342237061769616
light 10,mixed / tooth / stays / land,100000,100000,1,1000,0,0.06417112299465241,0.06417112299465241
light 10,light / no tooth / stays / surface,50000,56000,7,7000,0,0.16463414634146342,0.0529595015576324
light 10,light / no tooth / stays / surface,62000,65000,4,4000,0,0.17160751565762003,0.05461940732132481
light 10,light / no tooth / stays / surface,75000,77000,3,3000,0,0.10706521739130435,0.05930470347648262
light 10,light / no tooth / stays / surface,87000,88000,2,2000,0,0.15425531914893617,0.1274787535410765
light 10,light / no tooth / stays / surface,90000,90000,1,1000,0,0.0708289611752361,0.0708289611752361
light 10,light / no tooth / stays / surface,93000,94000,2,2000,0,0.060431654676258995,0.05897177419354839
light 10,light / no tooth / stays / surface,97000,100000,4,4000,0,0.17613636363636365,0.059236165237724084
light 10,plant / tooth / stays / land,79000,80000,2,2000,0,0.08791994281629735,0.05836341756919374
light 10,plant / tooth / stays / land,84000,86000,3,3000,0,0.12937853107344632,0.0979772439949431
light 10,mixed / no tooth / stays / bottom,50000,60000,11,11000,0,0.17119565217391305,0.05311475409836065
light 10,mixed / no tooth / stays / bottom,62000,62000,1,1000,0,0.05229517722254503,0.05229517722254503
light 10,mixed / no tooth / stays / bottom,64000,100000,37,37000,0,0.2895140664961637,0.050132802124833994
light 10,plant / no tooth / stays / bottom,81000,81000,1,1000,0,0.05328892589508743,0.05328892589508743
light 10,mixed / no tooth / roams / bottom,68000,68000,1,1000,0,0.050225370251126854,0.050225370251126854
light 10,mixed / no tooth / roams / bottom,99000,99000,1,1000,0,0.05194805194805195,0.05194805194805195
light 10,plant / no tooth / roams / shore,58000,58000,1,1000,0,0.057430007178750894,0.057430007178750894
light 10,plant / no tooth / roams / shore,96000,97000,2,2000,0,0.12040816326530612,0.07092751363990647
light 10,plant / no tooth / roams / surface,50000,51000,2,2000,0,0.10396975425330812,0.0697362539114886
light 10,plant / no tooth / roams / surface,53000,56000,4,4000,0,0.0690348525469169,0.050427002846685644
light 10,plant / no tooth / roams / surface,61000,62000,2,2000,0,0.08890180127832656,0.06436629064366291
light 10,plant / no tooth / roams / surface,69000,69000,1,1000,0,0.07476635514018691,0.07476635514018691
light 10,plant / no tooth / roams / surface,71000,71000,1,1000,0,0.05615428247305729,0.05615428247305729
light 10,plant / no tooth / roams / surface,81000,82000,2,2000,0,0.07081967213114754,0.0649458784346378
light 10,plant / no tooth / roams / surface,86000,86000,1,1000,0,0.051833122629582805,0.051833122629582805
light 10,mixed / tooth / roams / land,50000,50000,1,1000,0,0.0856962822936358,0.0856962822936358
light 10,mixed / tooth / roams / land,53000,63000,11,11000,0,0.24327868852459017,0.058566978193146414
light 10,mixed / tooth / roams / land,65000,67000,3,3000,0,0.08788927335640138,0.0538497874350496
light 10,mixed / tooth / roams / land,72000,74000,3,3000,0,0.06199261992619926,0.05514250309789343
light 10,mixed / tooth / roams / land,76000,80000,5,5000,0,0.09578270192994996,0.051630434782608696
light 10,mixed / tooth / roams / land,82000,82000,1,1000,0,0.08131147540983606,0.08131147540983606
light 10,mixed / tooth / roams / land,84000,84000,1,1000,0,0.06229860365198711,0.06229860365198711
light 10,mixed / tooth / roams / land,90000,90000,1,1000,0,0.05666316894018888,0.05666316894018888
light 10,mixed / tooth / roams / land,92000,92000,1,1000,0,0.055926544240400666,0.055926544240400666
light 10,mixed / tooth / roams / land,95000,98000,4,4000,0,0.0989867498051442,0.05475040257648953
light 10,mixed / tooth / roams / land,100000,100000,1,1000,0,0.07085561497326204,0.07085561497326204
light 10,plant / no tooth / stays / shore,53000,54000,2,2000,0,0.05956848030018762,0.056933712891419276
light 10,plant / no tooth / stays / shore,56000,57000,2,2000,0,0.11775700934579439,0.05298913043478261
light 10,plant / no tooth / stays / shore,59000,62000,4,4000,0,0.0832512315270936,0.058360655737704915
light 10,plant / no tooth / stays / shore,67000,69000,3,3000,0,0.1081777205408886,0.054636951833213515
light 10,plant / no tooth / stays / shore,72000,73000,2,2000,0,0.07110665998998497,0.05328376703841388
light 10,plant / no tooth / stays / shore,75000,80000,6,6000,0,0.10510328068043742,0.055188962207558485
light 10,plant / no tooth / stays / shore,85000,85000,1,1000,0,0.05423728813559322,0.05423728813559322
light 10,plant / no tooth / stays / shore,90000,94000,5,5000,0,0.10965372507869885,0.07282184655396619
light 10,plant / no tooth / stays / shore,97000,97000,1,1000,0,0.05767731878409977,0.05767731878409977
light 10,plant / no tooth / stays / shore,100000,100000,1,1000,0,0.06684491978609626,0.06684491978609626
light 10,mixed / no tooth / roams / shore,60000,60000,1,1000,0,0.07934426229508197,0.07934426229508197
light 10,mixed / no tooth / roams / shore,63000,63000,1,1000,0,0.054279749478079335,0.054279749478079335
light 10,mixed / no tooth / roams / shore,67000,67000,1,1000,0,0.058823529411764705,0.058823529411764705
light 10,mixed / no tooth / roams / shore,71000,71000,1,1000,0,0.07033465683494045,0.07033465683494045
