step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,3693,26.56,0.26,4.29,0.15,15.89,0.01,1.08,0.002,0.218,1322808.6,3134536.5,18,184,3.89,1.05,1.09,344.0487,10066.60,54522.4,94.1005,33.3344,21846,30.4604,462,171.6092,1329555.7
10000,1,2246,25.71,0.17,4.07,0.21,16.97,0.00,1.06,0.000,0.137,781869.4,1738331.2,15,241,4.04,1.04,1.07,185.6085,5038.13,5390.9,175.2089,44.3262,21845,30.4590,691,52.0923,426516.0
10000,2,1991,23.31,0.19,3.40,0.15,15.81,0.00,1.05,0.000,0.111,690813.4,1442800.4,10,223,3.86,1.02,1.06,165.0426,5166.57,4420.8,192.4717,42.5006,21845,30.4590,691,40.2166,330449.9
20000,0,3600,29.47,0.16,4.90,0.16,15.45,0.00,1.04,0.001,0.214,955096.7,2105329.2,9,158,3.93,1.03,1.05,189.6615,9413.68,67819.7,22.7681,26.6163,21846,25.7592,367,102.5447,815472.3
20000,1,1771,26.19,0.11,4.03,0.12,16.52,0.00,1.03,0.002,0.105,554753.8,1171262.4,9,186,4.07,1.02,1.04,116.3274,4444.37,3034.5,73.7902,33.0044,21845,25.7581,534,33.4492,276807.6
20000,2,1464,24.01,0.14,4.67,0.05,15.25,0.00,1.04,0.001,0.084,481418.0,942481.1,10,178,3.98,1.02,1.05,100.1818,3810.08,1537.9,86.2754,32.4271,21845,25.7581,572,23.4459,194023.1
30000,0,3829,28.54,0.12,4.82,0.28,14.21,0.00,1.04,0.001,0.212,1314281.9,3234048.2,8,195,3.79,1.03,1.05,361.8146,9406.53,63197.4,93.0929,21.4929,21846,27.3240,502,187.5275,1491315.1
30000,1,1909,26.66,0.15,4.56,0.17,15.74,0.00,1.04,0.000,0.114,585639.3,1334823.8,6,243,4.00,1.02,1.05,128.9922,4874.77,3760.8,190.0989,37.6894,21845,27.3228,710,33.1077,281258.3
30000,2,1904,23.79,0.06,3.88,0.27,15.96,0.00,1.02,0.000,0.109,525674.4,1070013.0,6,234,4.10,1.02,1.03,104.3773,3701.88,1871.1,208.5143,38.6969,21845,27.3228,535,21.9198,187675.0
40000,0,3568,28.50,0.25,3.94,0.14,16.06,0.01,1.08,0.003,0.208,967956.8,2222517.8,4,186,4.06,1.06,1.09,197.7686,9670.15,70931.8,19.8305,27.2482,21846,27.6796,403,104.9360,835155.0
40000,1,1960,26.69,0.20,4.37,0.03,15.91,0.00,1.06,0.000,0.116,548686.6,1219417.2,4,218,4.21,1.05,1.07,115.1203,4130.70,3362.7,74.0093,34.6382,21845,27.6783,652,30.4830,256187.9
40000,2,1773,22.98,0.09,3.73,0.09,15.20,0.00,1.01,0.000,0.096,486521.7,1009453.6,4,209,4.09,1.00,1.03,100.5320,3668.73,1368.8,83.3221,35.4146,21845,27.6783,387,20.3727,173605.6
50000,0,3198,36.52,0.10,3.89,0.13,20.02,0.00,1.03,0.000,0.220,1344270.1,3115249.8,6,186,4.21,1.02,1.04,345.8223,9138.16,51548.8,96.7323,24.9435,21846,34.8417,405,178.1697,1464670.7
50000,1,2141,30.72,0.04,3.33,0.12,19.67,0.00,1.01,0.000,0.143,645985.9,1543859.9,4,215,4.27,1.00,1.01,146.9865,5163.17,5666.6,181.1002,40.6187,21845,34.8401,494,38.9621,336842.0
50000,2,1981,25.82,0.03,2.97,0.06,18.34,0.00,1.00,0.000,0.121,593193.7,1352838.5,5,186,4.11,1.00,1.01,130.2456,4759.43,2954.2,197.3795,41.0222,21845,34.8401,453,30.3424,261128.9
60000,0,3018,38.39,0.11,3.96,0.16,21.38,0.00,1.03,0.000,0.221,974850.9,2056162.4,5,167,4.42,1.01,1.04,200.9719,8017.31,57874.8,22.7768,26.5096,21846,29.1733,333,101.8188,848377.4
60000,1,2041,29.18,0.12,3.00,0.10,19.56,0.00,1.03,0.001,0.132,581684.6,1289632.4,6,229,4.26,1.01,1.04,134.1041,4872.47,4700.5,68.5078,33.0175,21845,29.1720,441,37.8150,320018.2
60000,2,1976,23.98,0.10,2.45,0.07,17.08,0.00,1.02,0.000,0.112,513475.4,1095185.9,6,210,4.10,1.01,1.03,117.3443,4185.44,2570.8,80.3549,33.5032,21845,29.1720,501,26.8456,227178.8
70000,0,2834,41.22,0.04,4.58,0.08,21.68,0.00,1.01,0.000,0.214,1302979.0,2686788.2,10,155,4.44,1.01,1.02,319.8432,10782.90,50570.0,110.8585,26.5121,21846,31.5567,357,161.1168,1339768.9
70000,1,1861,25.43,0.10,3.17,0.08,17.14,0.00,1.03,0.000,0.109,642974.4,1455220.4,10,163,4.07,1.01,1.04,146.0899,4349.18,2869.4,183.7399,39.2515,21845,31.5553,443,40.2481,341802.4
70000,2,1737,24.55,0.12,3.42,0.06,16.11,0.00,1.02,0.000,0.098,586327.8,1295117.6,8,191,4.05,1.01,1.04,131.1924,4181.72,1534.7,199.3199,38.7651,21845,31.5553,402,32.0644,272761.2
80000,0,2754,42.33,0.10,4.72,0.06,22.29,0.01,1.02,0.004,0.214,969405.4,1953420.8,15,142,4.65,1.02,1.02,216.2970,9328.39,56743.0,27.5770,23.7596,21846,22.8200,274,101.6846,852419.3
80000,1,1632,26.80,0.01,3.52,0.07,17.63,0.00,1.00,0.001,0.099,527996.3,1098956.6,13,153,4.26,1.00,1.00,117.9023,3514.89,1920.0,74.6742,32.1488,21845,22.8190,406,29.7710,251740.3
