step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,1,616,21.8,1.1,2.8,0.5,16.4,0.0,1.21,9.1,239,180,11.82,20.01,324,138,154,0.2,1.10,1.18,1.31,4.23,5.29,6.27,27.7,0.946
5000,2,554,13.7,0.2,0.4,0.2,15.1,0.0,1.04,11.8,204,122,4.61,8.09,357,113,84,0.0,1.02,1.06,1.04,3.74,4.20,6.00,23.7,0.858
5000,3,196,17.5,0.3,0.1,0.6,19.6,0.0,1.10,8.8,91,100,4.27,7.53,72,61,63,0.0,1.05,1.12,1.14,4.23,4.29,7.36,29.6,0.880
5000,4,113,9.1,0.0,0.0,0.0,8.4,0.0,1.00,18.7,50,263,7.73,14.53,113,0,0,0.0,1.00,1.00,1.00,2.64,2.92,3.77,12.8,1.058
5000,20,104,12.0,0.0,0.5,0.1,10.1,0.0,1.00,12.5,29,395,17.29,25.83,104,0,0,0.0,1.00,1.00,1.00,3.25,2.14,7.62,4.7,1.105
5000,16,58,7.9,0.2,0.0,0.1,7.4,0.0,1.13,18.6,22,265,9.40,13.52,58,0,0,0.0,1.09,1.09,1.36,2.62,1.81,4.93,12.2,0.988
5000,6,45,12.0,0.0,0.1,0.0,9.5,0.0,1.00,15.3,13,200,5.77,15.42,41,2,2,0.0,1.00,1.00,1.00,2.76,5.93,2.42,21.1,1.256
5000,8,44,10.5,0.0,0.0,0.0,11.0,0.0,1.01,15.2,25,378,15.60,31.14,44,0,0,0.0,1.02,1.02,1.01,3.11,5.36,3.09,16.1,0.953
5000,9,7,7.0,0.0,0.0,0.0,8.6,0.0,1.00,14.6,2,268,14.04,14.50,7,0,0,0.0,1.00,1.00,1.00,2.57,6.71,2.00,12.9,0.821
6000,1,637,17.4,0.6,2.3,0.3,13.6,0.0,1.12,11.3,212,152,7.53,14.73,328,133,176,0.1,1.03,1.10,1.19,3.86,4.78,5.73,28.8,0.940
6000,2,481,14.3,0.1,0.3,0.1,16.2,0.0,1.02,10.9,168,135,4.93,8.86,306,120,55,0.0,1.01,1.05,1.01,3.91,4.41,6.19,24.1,0.849
6000,38,135,19.5,0.1,2.6,0.0,10.3,0.0,1.02,17.8,36,261,11.45,33.85,133,2,0,0.1,1.03,1.03,1.02,2.84,3.99,3.12,14.0,1.438
6000,20,102,11.7,0.0,0.3,0.1,10.2,0.0,1.01,12.2,27,381,15.20,28.10,102,0,0,0.0,1.01,1.00,1.01,3.16,2.23,7.72,4.3,1.104
6000,3,96,17.5,0.6,0.3,0.7,19.8,0.0,1.16,8.4,52,101,4.51,7.93,43,18,35,0.0,1.08,1.19,1.18,4.58,4.70,7.20,29.8,0.838
6000,4,82,9.9,0.0,0.0,0.0,9.2,0.0,1.00,18.4,31,231,6.67,13.37,82,0,0,0.0,1.00,1.00,1.00,2.78,3.12,3.70,13.4,1.056
6000,6,79,13.1,0.0,0.0,0.0,10.4,0.0,1.00,17.0,26,305,12.23,21.98,75,3,1,0.0,1.00,1.00,1.00,2.61,3.92,3.61,15.1,1.268
6000,16,65,7.9,0.6,0.0,0.0,6.9,0.0,1.23,18.8,27,216,7.36,11.31,65,0,0,0.0,1.20,1.21,1.33,2.52,1.97,4.71,12.3,0.980
6000,8,52,8.2,0.0,0.0,0.0,8.6,0.0,1.04,17.9,15,371,14.21,28.99,52,0,0,0.0,1.04,1.04,1.04,2.85,4.56,2.48,14.1,0.955
6000,34,39,8.1,0.6,0.0,0.0,7.8,0.0,1.35,20.1,21,300,10.04,16.12,39,0,0,0.0,1.76,1.28,1.28,2.44,3.46,2.54,7.4,0.907
7000,38,563,16.1,0.2,3.9,0.0,6.6,0.0,1.06,18.0,194,159,4.41,16.70,509,37,17,0.1,1.05,1.07,1.06,2.67,3.87,3.18,17.9,1.496
7000,1,462,22.8,0.3,4.4,0.5,16.7,0.0,1.07,7.1,238,109,4.20,10.03,146,146,170,0.1,1.04,1.10,1.08,5.23,6.15,6.75,32.2,1.033
7000,20,97,10.9,0.0,0.2,0.0,9.4,0.0,1.00,13.5,26,394,15.29,26.39,97,0,0,0.0,1.00,1.00,1.01,3.09,2.01,7.31,4.0,1.128
7000,2,97,12.8,0.0,0.0,0.0,15.0,0.0,1.04,11.3,58,100,4.28,6.17,25,28,44,0.0,1.04,1.05,1.04,3.53,3.91,6.63,35.1,0.838
7000,6,75,8.8,0.0,0.0,0.0,6.8,0.0,1.00,19.8,39,338,11.39,21.99,75,0,0,0.0,1.00,1.00,1.00,2.41,2.77,3.37,13.2,1.288
7000,4,74,8.1,0.0,0.0,0.0,7.4,0.0,1.00,20.4,48,264,6.28,14.96,74,0,0,0.0,1.00,1.00,1.00,2.43,2.78,3.03,13.8,1.069
7000,34,67,10.9,0.9,0.0,0.0,10.6,0.0,1.38,17.9,29,190,8.17,12.75,67,0,0,0.0,1.72,1.33,1.30,2.96,4.09,2.96,6.3,0.877
7000,3,48,13.1,0.0,0.0,0.1,16.4,0.0,1.00,9.9,23,106,5.27,6.87,19,13,16,0.0,1.00,1.00,1.00,3.69,3.69,7.48,29.9,0.789
7000,8,28,6.6,0.1,0.0,0.0,7.1,0.0,1.06,19.2,20,344,8.88,25.44,28,0,0,0.0,1.00,1.29,1.04,2.39,4.39,2.36,16.3,0.921
7000,16,26,7.6,0.0,0.0,0.0,7.6,0.0,1.00,19.0,9,227,5.22,13.72,26,0,0,0.0,1.00,1.00,1.00,2.88,2.08,4.42,16.9,1.009
8000,38,838,11.6,0.1,2.2,0.0,5.0,0.0,1.04,20.6,218,189,4.64,15.16,799,30,9,0.0,1.04,1.05,1.04,2.20,3.17,2.59,15.5,1.562
8000,1,437,24.9,0.3,3.4,0.6,19.4,0.0,1.05,5.7,260,126,5.25,11.94,108,138,191,0.1,1.02,1.07,1.06,5.58,6.28,7.28,35.2,1.044
8000,34,140,10.7,0.8,0.0,0.0,10.6,0.0,1.31,17.8,51,191,6.16,12.92,140,0,0,0.0,1.65,1.18,1.27,2.76,4.38,2.81,6.4,0.896
8000,20,73,10.9,0.1,0.1,0.0,8.9,0.0,1.01,14.3,21,415,15.50,29.27,73,0,0,0.0,1.02,1.00,1.02,2.89,2.10,6.84,3.9,1.197
8000,4,72,7.9,0.0,0.0,0.0,7.2,0.0,1.00,19.6,42,253,6.62,14.92,72,0,0,0.0,1.00,1.00,1.00,2.42,2.82,3.56,13.8,1.106
8000,3,67,18.8,0.4,0.1,0.6,22.2,0.0,1.08,6.7,38,85,3.92,6.76,18,38,11,0.0,1.07,1.06,1.11,4.84,5.12,7.73,30.4,0.800
8000,44,46,44.3,0.1,8.3,2.6,26.2,0.1,1.00,7.1,31,391,46.33,95.14,45,1,0,0.1,1.01,1.00,1.01,5.59,6.22,6.22,8.5,1.218
8000,6,13,8.9,0.0,0.0,0.0,7.2,0.0,1.00,19.7,13,401,16.27,23.39,13,0,0,0.0,1.00,1.00,1.00,2.46,2.62,3.69,12.5,1.226
8000,2,13,13.0,0.0,0.0,0.0,14.4,0.0,1.00,10.9,6,134,6.74,9.03,1,7,5,0.0,1.00,1.00,1.00,3.08,4.23,6.38,35.1,0.905
8000,16,7,11.5,0.4,0.0,0.0,10.1,0.0,1.14,16.6,5,318,11.23,14.16,7,0,0,0.0,1.16,1.16,1.11,3.43,2.29,5.43,17.1,1.039
