step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density
100000,20.26,21,0,0,0,21,0,1.00,0,0.000,1605,2.55,58.12,152.04,1,0,0,0,1.00,1.00,1.00,5,8,8,15.2,118.770,21,0.965
100000,9.20,12,0,0,0,9,0,1.00,14,0.000,1583,2.63,52.98,75.85,1,0,0,0,1.00,1.00,1.00,3,4,6,18.1,75.632,9,1.022
100000,87.23,49,11,6,0,32,0,1.91,0,0.069,1561,8.29,330.09,97.36,1,0,0,0,1.00,1.00,2.81,6,8,8,15.3,202.930,49,1.454
100000,12.27,12,0,0,0,12,0,1.00,10,0.000,1557,3.19,72.19,91.68,1,0,0,0,1.00,1.00,1.00,4,4,8,13.6,87.192,12,1.022
100000,2.04,9,0,0,0,2,0,1.00,26,0.000,1519,0.96,47.88,42.42,1,0,1,0,1.00,1.00,1.00,2,1,2,11.7,31.908,2,1.018
100000,4.09,12,0,0,0,4,0,1.00,22,0.000,1497,2.30,94.82,31.27,1,0,0,0,1.00,1.00,1.00,3,2,3,16.7,50.749,4,1.022
100000,12.27,12,0,0,0,12,0,1.00,10,0.000,1399,2.07,75.31,102.67,1,0,0,0,1.00,1.00,1.00,3,4,8,20.0,78.344,12,1.022
100000,23.15,24,0,0,0,24,0,1.00,4,0.000,1350,3.78,111.66,145.52,1,0,0,0,1.00,1.00,1.00,6,6,8,17.1,108.000,24,0.965
100000,12.27,12,0,0,0,12,0,1.00,10,0.000,1330,2.06,61.93,103.17,1,0,0,0,1.00,1.00,1.00,5,4,8,19.9,74.480,12,1.022
100000,10.22,12,0,0,0,10,0,1.00,12,0.000,1304,2.26,46.03,73.28,1,0,0,0,1.00,1.00,1.00,3,4,8,14.4,63.840,10,1.022
100000,12.27,12,0,0,0,12,0,1.00,10,0.000,1300,1.45,116.96,77.60,1,0,0,0,1.00,1.00,1.00,4,4,8,5.1,72.800,12,1.022
100000,12.27,12,0,0,0,12,0,1.00,10,0.000,1272,1.63,126.06,90.14,1,0,0,0,1.00,1.00,1.00,5,4,8,5.2,71.232,12,1.022
100000,20.26,21,0,0,0,21,0,1.00,0,0.000,1226,1.76,48.05,113.61,1,0,0,0,1.00,1.00,1.00,8,8,8,16.2,90.724,21,0.965
100000,14.31,14,0,0,0,14,0,1.00,8,0.000,1210,2.55,66.35,90.24,1,0,0,0,1.00,1.00,1.00,4,4,8,13.2,72.600,14,1.022
100000,22.92,23,0,0,0,23,0,1.00,0,0.000,1186,2.43,74.43,178.09,1,0,0,0,1.00,1.00,1.00,8,8,8,11.4,92.508,23,0.997
100000,12.27,12,0,0,0,12,0,1.00,10,0.000,1138,2.87,81.17,81.36,1,0,0,0,1.00,1.00,1.00,5,4,8,4.1,63.728,12,1.022
100000,36.88,35,0,5,0,30,0,1.00,0,0.136,1075,4.31,152.97,218.99,1,0,0,0,1.00,1.00,1.00,9,8,8,14.4,109.650,35,1.054
