step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1204,28.76,0.54,4.12,0.39,12.87,0.01,1.22,0.011,0.245,504359.5,536033.1,3,172,3.23,1.23,1.22,23.0260,319.37,29296.4,0.0322,44.0847,5462,37.6806,1142,5.3959,29689.0,165.42,2.2103,0.0,0.0000,1.000,0.7635
10000,1,938,27.96,0.41,4.10,0.13,13.44,0.02,1.17,0.014,0.195,476915.6,505273.7,3,153,3.34,1.21,1.13,21.8417,210.48,33658.5,0.0331,41.3794,5461,37.6737,930,5.0615,27596.2,81.35,15.6512,0.0,0.0000,1.000,0.2025
10000,2,643,29.74,0.27,4.21,0.15,15.00,0.03,1.10,0.017,0.145,378370.3,362852.1,3,161,3.36,1.13,1.08,14.8741,124.87,38815.6,0.0289,32.3230,5461,37.6737,820,3.2078,17185.3,53.21,32.4548,0.0,0.0000,1.000,0.0207
20000,0,1249,24.85,0.20,5.02,0.03,8.65,0.01,1.08,0.006,0.199,269177.2,162273.8,4,183,2.51,1.07,1.08,4.2595,158.32,24064.2,0.0000,26.3439,5462,15.7727,1017,0.9005,5430.9,165.42,0.9479,0.0,0.0000,1.000,0.7635
20000,1,1007,22.35,0.21,4.40,0.03,8.74,0.01,1.09,0.004,0.154,139619.8,76959.9,4,221,2.55,1.08,1.08,1.8230,136.43,33830.8,0.0000,13.6437,5461,15.7698,745,0.3553,2043.1,81.35,4.3328,0.0,0.0000,1.000,0.2025
20000,2,626,22.36,0.28,4.51,0.00,8.75,0.01,1.11,0.005,0.097,92127.0,51373.6,4,177,2.65,1.12,1.09,1.1946,65.43,44127.7,0.0000,8.9902,5461,15.7698,528,0.1834,985.4,53.21,8.1453,0.0,0.0000,1.000,0.0207
30000,0,1114,27.67,0.28,3.04,0.05,11.43,0.04,1.11,0.019,0.190,512695.3,147527.5,11,238,3.06,1.12,1.06,9.9638,456.02,24777.1,0.6759,48.8840,5462,40.5609,423,1.8128,12368.6,165.42,2.2180,0.0,0.0000,1.000,0.7635
30000,1,834,27.33,0.19,3.17,0.04,11.27,0.01,1.07,0.007,0.139,480895.2,142224.8,10,214,3.03,1.08,1.03,8.9730,339.11,29228.4,0.7435,46.0692,5461,40.5535,372,1.6084,11087.3,81.35,16.1116,0.0,0.0000,1.000,0.2025
30000,2,726,27.69,0.22,3.50,0.08,10.98,0.03,1.08,0.017,0.123,358751.0,122604.8,11,305,3.00,1.09,1.05,6.5370,266.57,36667.1,0.0689,34.7257,5461,40.5535,195,0.9655,6477.8,53.21,32.3941,0.0,0.0000,1.000,0.0207
40000,0,896,27.78,0.28,5.72,0.09,9.07,0.04,1.11,0.032,0.156,257217.3,99054.9,2,159,3.15,1.12,1.08,2.7337,33.90,23687.9,0.0000,25.7199,5462,15.2484,723,0.0628,403.2,165.42,0.9005,0.0,0.0000,1.000,0.7635
40000,1,667,25.51,0.33,5.07,0.10,8.33,0.05,1.13,0.040,0.106,130421.0,50769.5,2,225,3.09,1.18,1.07,1.8200,120.09,33295.9,0.0000,13.0508,5461,15.2456,386,0.0142,90.7,81.35,4.0401,0.0,0.0000,1.000,0.2025
40000,2,539,24.91,0.14,5.27,0.03,8.24,0.03,1.06,0.026,0.084,85193.8,35046.7,2,277,2.99,1.07,1.03,1.3895,14.15,43335.3,0.0000,8.5418,5461,15.2456,144,0.0030,22.3,53.21,7.6835,0.0,0.0000,1.000,0.0207
50000,0,849,28.43,0.10,1.81,0.10,13.25,0.02,1.03,0.009,0.150,477970.4,120344.7,4,214,3.21,1.05,1.01,15.0839,697.05,22232.1,1.6010,46.2269,5462,34.6452,162,0.4589,3122.1,165.42,2.1124,0.0,0.0000,1.000,0.7635
50000,1,827,28.49,0.10,2.31,0.05,12.56,0.08,1.03,0.030,0.140,448005.6,123746.7,4,296,3.22,1.05,1.00,13.9278,636.65,27934.7,1.1596,43.4764,5461,34.6389,88,0.4117,2770.3,81.35,14.8387,0.0,0.0000,1.000,0.2025
50000,2,682,27.92,0.12,2.35,0.00,12.05,0.11,1.04,0.043,0.114,336548.8,102463.9,4,378,3.12,1.06,1.01,10.3311,678.11,34468.5,0.0944,33.0188,5461,34.6389,67,0.2363,1501.8,53.21,30.4285,0.0,0.0000,1.000,0.0207
60000,0,849,26.82,0.19,5.85,0.06,8.05,0.01,1.09,0.011,0.138,249509.4,112505.0,2,173,3.07,1.10,1.06,2.8145,45.75,26873.0,0.0000,24.8936,5462,15.1508,318,0.0123,92.1,165.42,0.8826,0.0,0.0000,1.000,0.7635
60000,1,771,25.04,0.10,5.34,0.03,8.13,0.01,1.04,0.008,0.120,127313.2,59485.0,2,279,2.93,1.05,1.01,2.1352,18.41,35342.2,0.0000,12.7306,5461,15.1480,177,0.0067,48.3,81.35,3.9425,0.0,0.0000,1.000,0.2025
60000,2,593,25.11,0.16,5.45,0.02,8.05,0.01,1.07,0.008,0.093,83495.8,39371.2,2,314,2.88,1.09,1.03,1.7076,46.64,44732.9,0.0000,8.3921,5461,15.1480,105,0.0025,19.4,53.21,7.5672,0.0,0.0000,1.000,0.0207
70000,0,825,30.86,0.41,2.39,0.03,13.11,0.17,1.13,0.055,0.150,478024.4,119911.7,8,207,3.23,1.19,1.05,14.1211,484.21,21429.7,2.1805,46.3791,5462,35.0626,233,0.4743,3182.4,165.42,2.1522,0.0,0.0000,1.000,0.7635
70000,1,787,29.81,0.32,2.74,0.05,12.09,0.14,1.09,0.046,0.138,453278.6,121086.2,8,288,3.17,1.14,1.01,13.9047,429.21,27979.6,1.3412,44.0521,5461,35.0561,164,0.4646,3143.3,81.35,15.1803,0.0,0.0000,1.000,0.2025
70000,2,713,29.72,0.22,2.15,0.03,12.86,0.06,1.07,0.020,0.124,339709.9,104782.4,8,369,3.15,1.10,1.03,10.6736,441.74,36232.6,0.1217,33.3412,5461,35.0561,46,0.2524,1636.0,53.21,30.7695,0.0,0.0000,1.000,0.0207
80000,0,931,27.19,0.14,6.08,0.07,8.16,0.02,1.06,0.015,0.155,252603.3,110985.6,5,236,3.08,1.07,1.03,3.0431,31.97,22815.9,0.0000,25.4351,5462,15.1858,914,0.1154,733.3,165.42,0.8938,0.0,0.0000,1.000,0.7635
80000,1,785,25.03,0.11,5.21,0.04,8.55,0.01,1.05,0.008,0.125,128539.4,57023.7,5,227,3.04,1.06,1.02,1.7627,46.52,32429.3,0.0000,12.9895,5461,15.1830,543,0.0246,153.9,81.35,4.0283,0.0,0.0000,1.000,0.2025
