step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,2117,0.5456,18618.3,224,785,710,622,72,52,49,32717,33146,36592,0,0,0,1.000,1.000,1.000,621,260,25,0.1961,0.2108,0.5087,0.0909
2000,2842,0.4514,19531.1,231,1101,1016,725,101,137,108,30445,30670,36901,0,0,0,1.000,1.000,1.000,870,367,30,0.2031,0.2212,0.5128,0.0894
3000,3042,0.4543,22130.3,261,1137,1066,839,124,105,124,30842,30562,37346,0,0,0,1.000,1.000,1.000,938,386,32,0.1520,0.2480,0.4979,0.1016
4000,3347,0.4550,23486.9,256,1197,1184,966,128,146,140,30721,29562,37254,0,0,0,1.000,1.000,1.000,964,422,37,0.1362,0.2621,0.4926,0.1090
5000,3540,0.4390,23110.5,258,1250,1259,1031,131,146,149,30084,28550,37087,0,0,0,1.000,1.000,1.000,994,475,38,0.1682,0.2512,0.5132,0.0918
6000,4083,0.3904,22472.7,219,1451,1485,1147,156,149,175,29310,28074,36832,0,0,0,1.000,1.000,1.000,1132,501,44,0.1749,0.2474,0.5106,0.0893
7000,3948,0.4121,22161.7,213,1461,1398,1089,155,176,140,30348,28965,36580,0,0,0,1.000,1.000,1.000,1185,490,45,0.1636,0.2378,0.5239,0.0916
8000,3500,0.4100,17578.5,201,1238,1313,949,130,144,156,31333,30620,37989,0,0,0,1.000,1.000,1.000,1000,495,34,0.1925,0.2164,0.5797,0.0839
9000,3187,0.3938,16054.9,210,1167,1118,902,135,149,172,32484,32929,40348,0,0,0,1.000,1.000,1.000,953,459,47,0.1287,0.2741,0.6017,0.1032
10000,2556,0.4491,15686.9,256,996,923,637,136,143,141,33563,35783,43487,0,0,0,1.000,1.000,1.000,801,345,23,0.0625,0.3741,0.6205,0.1648
11000,1857,0.4685,12142.2,303,797,599,461,108,129,137,33088,38220,45850,0,0,0,1.000,1.000,1.000,652,237,21,0.0765,0.3609,0.6925,0.1574
12000,1350,0.4956,9719.9,325,625,439,286,74,113,117,33193,41091,48253,0,0,0,1.000,1.000,1.000,522,170,5,0.0428,0.4221,0.7273,0.2107
13000,882,0.5533,7186.9,416,514,238,130,47,95,81,31957,43981,50876,0,0,0,1.000,1.000,1.000,418,96,6,0.0359,0.5150,0.7651,0.2517
14000,575,0.5304,4842.4,434,386,118,71,21,77,63,30337,46820,53618,0,0,0,1.000,1.000,1.000,320,48,2,0.0261,0.5366,0.7567,0.3316
15000,461,0.4707,3840.3,369,353,74,34,9,66,33,28520,48871,55877,0,0,0,1.000,1.000,1.000,307,28,0,0.0110,0.7469,0.4774,0.4819
16000,446,0.4552,4076.4,357,313,93,40,2,83,40,26254,49375,56905,0,0,0,1.000,1.000,1.000,261,35,3,0.0136,0.7914,0.8024,0.4079
17000,691,0.4414,6475.1,379,429,171,91,14,122,78,24293,48153,56625,0,0,0,1.000,1.000,1.000,363,58,8,0.0204,0.6897,0.8213,0.3414
18000,1169,0.3738,9206.8,296,637,314,218,49,139,134,23291,45826,55300,0,0,0,1.000,1.000,1.000,523,132,11,0.0278,0.5129,0.7767,0.2715
19000,1708,0.4022,9353.2,182,762,570,376,122,143,150,22432,42525,53196,0,0,0,1.000,1.000,1.000,634,242,22,0.1064,0.2712,0.7121,0.1338
20000,2222,0.3902,12104.4,189,902,756,564,106,157,183,23497,40426,51543,0,0,0,1.000,1.000,1.000,717,287,29,0.0782,0.3483,0.6647,0.1490
21000,2945,0.3952,14315.9,185,1060,1025,860,145,160,212,23284,37611,48763,0,0,0,1.000,1.000,1.000,883,355,39,0.1169,0.2571,0.6201,0.1133
22000,4035,0.3732,15364.7,142,1485,1475,1075,156,169,197,23166,34212,45795,0,0,0,1.000,1.000,1.000,1204,546,51,0.1807,0.2327,0.5906,0.0866
23000,4644,0.3717,17230.6,147,1708,1733,1203,197,223,231,24260,31925,43049,0,0,0,1.000,1.000,1.000,1346,640,32,0.1792,0.2335,0.5673,0.0840
24000,4790,0.4035,18284.8,148,1742,1736,1312,219,206,202,24997,30233,39976,0,0,0,1.000,1.000,1.000,1385,662,62,0.2333,0.2049,0.5680,0.0728
25000,5084,0.3749,19374.1,138,1823,1771,1490,183,198,244,23796,27496,37097,0,0,0,1.000,1.000,1.000,1456,665,84,0.3082,0.1431,0.5707,0.0609
26000,4826,0.3927,21075.4,175,1689,1789,1348,182,205,199,26093,28959,38330,0,0,0,1.000,1.000,1.000,1327,625,53,0.1999,0.2167,0.5324,0.0836
27000,4437,0.4341,20551.8,194,1650,1622,1165,187,196,169,27309,29754,37862,0,0,0,1.000,1.000,1.000,1289,577,48,0.2165,0.1921,0.5483,0.0780
28000,4005,0.4250,17886.0,200,1465,1462,1078,172,156,202,29733,31618,40185,0,0,0,1.000,1.000,1.000,1192,566,62,0.1707,0.2354,0.5773,0.0900
29000,3457,0.4524,17989.6,214,1320,1259,878,173,173,177,31174,33543,41946,0,0,0,1.000,1.000,1.000,1068,484,33,0.1000,0.3390,0.5657,0.1230
30000,2754,0.4459,15942.5,251,1024,1016,714,135,175,177,32497,36174,44159,0,0,0,1.000,1.000,1.000,842,406,34,0.0582,0.4024,0.6437,0.1652
31000,2220,0.4162,14786.1,303,953,760,507,124,164,164,32595,38352,45778,0,0,0,1.000,1.000,1.000,791,295,29,0.0338,0.5086,0.6873,0.2201
32000,1480,0.5169,14395.3,502,717,453,310,84,144,134,32659,41166,47769,0,0,0,1.000,1.000,1.000,589,184,20,0.0071,0.9639,0.7286,0.3484
33000,980,0.5551,13162.9,863,504,267,209,41,150,143,31588,43603,49789,0,0,0,1.000,1.000,1.000,407,88,4,0.0005,1.0000,0.7465,0.1977
34000,820,0.5037,6804.6,725,537,159,124,24,109,105,31230,46910,52889,0,0,0,1.000,1.000,1.000,442,62,4,0.0024,1.0000,0.7137,0.3201
35000,540,0.5130,6518.8,683,409,94,37,6,79,37,29145,48535,54616,0,0,0,1.000,1.000,1.000,338,34,0,0.0018,1.0000,0.4515,0.2935
36000,616,0.4464,8820.8,721,428,124,64,9,110,61,26527,48254,54913,0,0,0,1.000,1.000,1.000,359,47,1,0.0010,1.0000,0.7656,0.2568
37000,1090,0.4486,5960.0,324,621,294,175,63,110,120,25650,48004,55433,0,0,0,1.000,1.000,1.000,500,121,5,0.0300,0.6459,0.7843,0.3155
38000,1698,0.4441,9510.9,267,837,525,336,74,110,126,23731,45233,53958,0,0,0,1.000,1.000,1.000,707,214,25,0.0496,0.4417,0.6937,0.2185
39000,2172,0.4148,11408.2,242,970,690,512,82,113,151,22303,42343,52064,0,0,0,1.000,1.000,1.000,761,262,22,0.0916,0.3404,0.6887,0.1406
40000,2680,0.4235,14287.7,225,1082,968,630,108,154,166,21256,38474,49429,0,0,0,1.000,1.000,1.000,910,361,32,0.1517,0.2422,0.6566,0.1030
41000,3394,0.4148,18322.0,234,1281,1211,902,148,170,185,21974,35377,46749,0,0,0,1.000,1.000,1.000,1000,420,35,0.1319,0.2771,0.5814,0.1053
42000,3693,0.4257,21687.0,258,1327,1294,1072,146,183,230,21926,32908,45131,0,0,0,1.000,1.000,1.000,1063,494,56,0.1404,0.2482,0.5679,0.1039
43000,4210,0.4328,23058.2,252,1521,1498,1191,195,199,216,22595,30747,42980,0,0,0,1.000,1.000,1.000,1209,574,40,0.1545,0.2780,0.5420,0.0933
44000,4408,0.4415,24524.5,250,1490,1675,1243,208,208,212,23250,29301,40999,0,0,0,1.000,1.000,1.000,1198,549,42,0.1686,0.2717,0.5291,0.0905
45000,4263,0.4462,24593.6,278,1476,1547,1240,200,161,215,24475,28672,40667,0,0,0,1.000,1.000,1.000,1159,559,55,0.1775,0.2448,0.5366,0.0890
46000,4618,0.4331,26579.8,269,1629,1642,1347,199,214,256,25255,28301,39642,0,0,0,1.000,1.000,1.000,1332,589,53,0.1360,0.2643,0.5013,0.1010
47000,4159,0.4261,25218.1,284,1381,1538,1240,156,173,220,26917,28798,39244,0,0,0,1.000,1.000,1.000,1067,558,46,0.1436,0.2572,0.5270,0.1009
48000,3880,0.4418,23335.4,295,1418,1417,1045,160,181,194,28009,30337,40461,0,0,0,1.000,1.000,1.000,1084,515,46,0.1360,0.2927,0.5591,0.1073
49000,3330,0.4324,21894.2,320,1218,1194,918,169,172,183,28623,31926,42095,0,0,0,1.000,1.000,1.000,973,439,35,0.1083,0.2849,0.5849,0.1234
50000,2992,0.4455,17555.1,301,1186,1041,765,161,149,186,30042,34664,44625,0,0,0,1.000,1.000,1.000,958,386,36,0.0773,0.3762,0.6126,0.1462
51000,2281,0.4516,14101.9,318,949,781,551,122,168,143,30535,37471,46157,0,0,0,1.000,1.000,1.000,765,287,26,0.0841,0.3291,0.6627,0.1471
52000,1704,0.4654,10997.6,342,774,542,388,115,122,143,30810,41001,49057,0,0,0,1.000,1.000,1.000,640,219,20,0.0566,0.4013,0.7153,0.2071
53000,1177,0.4588,8008.1,383,685,316,176,72,117,96,30482,44245,51719,0,0,0,1.000,1.000,1.000,544,135,7,0.0212,0.5789,0.7577,0.2919
54000,839,0.4482,5404.2,370,575,167,97,37,99,83,29493,47173,54166,0,0,0,1.000,1.000,1.000,484,58,8,0.0122,0.7779,0.7410,0.4082
