step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn
100000,0.65,12,0,0,0,1,0,1.00,44,0.000,2730,0.00,137.92,3.04,801,2,2,0,1.00,1.00,1.00,1,1,1,46.9,2.477,1,0.650,0.380,12,1.000,0
100000,3.00,28,0,0,0,5,0,1.00,34,0.000,2677,1.52,155.68,3.07,801,1,0,0,1.00,1.00,1.00,1,3,2,36.8,15.004,5,0.600,0.347,11,1.000,0
100000,2.56,22,0,0,0,4,0,1.00,30,0.000,2646,0.45,112.75,4.85,801,0,1,0,1.00,1.00,1.00,2,1,5,24.7,9.959,4,0.641,0.340,10,1.000,0
100000,12.00,16,1,2,0,2,0,1.50,4,0.167,2558,0.00,63.96,114.69,1061,2,0,1,2.00,2.00,1.25,2,4,2,51.5,10.827,5,2.000,0.044,4,1.000,0
100000,24.00,16,2,0,0,8,0,1.79,2,0.000,2549,0.02,81.25,122.23,1061,2,2,0,1.50,2.00,1.83,2,3,4,49.3,20.891,10,2.000,0.078,4,1.000,0
100000,14.00,16,1,1,0,4,0,1.33,4,0.071,2293,1.34,85.06,80.54,1061,0,2,0,1.00,1.67,1.33,4,3,3,22.1,16.970,6,2.000,0.027,4,1.000,0
100000,16.00,16,2,2,0,2,1,2.17,4,0.125,2280,0.00,78.83,67.20,1061,2,0,1,2.33,1.00,2.67,2,3,3,42.6,4.516,6,2.000,0.632,4,1.000,0
100000,32.00,16,0,6,0,10,0,1.00,0,0.188,2261,1.21,94.97,74.11,1156,2,2,0,1.00,1.00,1.00,4,4,4,44.2,13.048,16,2.000,0.096,4,1.000,0
100000,0.63,24,0,0,0,1,0,1.00,44,0.000,2211,0.00,136.21,12.41,801,0,1,0,1.00,1.00,1.00,1,1,1,14.0,2.315,1,0.633,0.412,12,1.000,0
100000,0.65,33,0,0,0,1,0,1.00,40,0.000,2014,0.00,112.10,5.99,801,0,0,0,1.00,1.00,1.00,1,1,1,16.2,1.450,1,0.647,0.426,11,1.000,0
100000,3.88,33,0,0,0,6,0,1.00,32,0.000,1981,0.39,90.80,4.06,801,2,1,0,1.00,1.00,1.00,2,3,3,47.8,11.562,6,0.647,0.426,11,1.000,0
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1925,0.01,71.76,198.10,1061,2,0,0,1.00,1.00,1.00,2,4,4,55.8,50.853,16,2.000,0.187,4,1.000,0
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1895,0.00,63.67,165.00,1061,2,0,0,1.00,1.00,1.00,4,4,4,48.7,52.937,16,2.000,0.187,4,1.000,0
100000,32.00,16,0,6,0,10,0,1.00,0,0.188,1862,0.00,59.16,102.18,1156,1,1,0,1.00,1.00,1.00,4,4,4,32.6,54.480,16,2.000,0.096,4,1.000,0
100000,16.46,30,0,0,0,26,0,1.00,26,0.000,1848,0.12,140.37,2.83,801,2,0,0,1.00,1.00,1.00,6,4,7,43.2,81.357,26,0.633,0.412,12,1.000,0
100000,1.29,29,0,0,0,2,0,1.00,36,0.000,1845,0.00,94.15,7.66,801,2,2,0,1.00,1.00,1.00,1,3,2,49.8,3.138,2,0.645,0.459,11,1.000,0
100000,1.29,49,0,0,0,2,0,1.00,42,0.000,1833,0.02,140.10,8.17,801,2,2,0,1.00,1.00,1.00,2,1,2,53.2,4.461,2,0.643,0.440,12,1.000,0
100000,38.00,16,4,4,0,7,0,1.62,0,0.105,1831,0.00,42.46,71.38,1061,2,0,1,1.00,1.00,2.25,2,4,4,42.9,1.966,15,2.000,0.093,4,1.000,0
100000,32.00,16,0,6,0,10,0,1.00,0,0.188,1821,0.00,65.87,56.06,1156,0,0,0,1.00,1.00,1.00,4,4,4,15.6,36.768,16,2.000,0.105,4,1.000,0
100000,2.53,24,0,0,0,4,0,1.00,38,0.000,1811,0.15,94.15,9.13,801,0,0,0,1.00,1.00,1.00,1,3,2,12.2,5.547,4,0.633,0.412,12,1.000,0
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,1796,0.00,39.20,57.82,1168,2,0,0,1.00,1.00,1.00,1,1,2,44.3,3.160,2,2.000,0.283,4,1.000,0
100000,3.25,16,0,0,0,5,0,1.00,38,0.000,1748,1.00,96.13,3.17,801,2,2,0,1.00,1.00,1.00,2,3,2,52.4,16.240,5,0.650,0.380,12,1.000,0
100000,26.00,16,1,8,0,3,0,1.25,0,0.308,1733,1.83,25.56,147.24,1173,0,0,0,1.00,1.00,1.50,2,4,4,21.6,16.381,12,2.000,0.120,4,1.000,0
