step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,1670,0.5653,16049.7,248,587,607,476,58,70,86,33693,34963,37505,0,0,0,1.000,1.000,1.000,457,145,14,0.1874,0.2262,0.5416,0.0938
2000,2391,0.4509,18662.8,225,879,873,639,106,110,144,29974,31982,35259,0,0,0,1.000,1.000,1.000,671,213,24,0.2556,0.1813,0.5424,0.0747
3000,2651,0.4425,20346.8,233,933,1007,711,120,138,157,29769,31638,35553,0,0,0,1.000,1.000,1.000,727,246,20,0.2059,0.2100,0.5266,0.0842
4000,3111,0.3774,19327.4,187,1135,1110,866,180,157,208,28885,30243,34306,0,0,0,1.000,1.000,1.000,882,263,24,0.2348,0.1893,0.5346,0.0763
5000,3465,0.3550,18291.3,156,1263,1244,958,162,179,218,26188,27188,31037,0,0,0,1.000,1.000,1.000,983,300,23,0.3685,0.1417,0.5912,0.0595
6000,5455,0.2706,16819.3,97,1983,1911,1561,294,279,306,24328,24911,28898,0,0,0,1.000,1.000,1.000,1533,473,53,0.4287,0.1187,0.6192,0.0455
7000,4521,0.3479,18234.5,136,1631,1547,1343,232,185,268,23639,24857,29471,0,0,0,1.000,1.000,1.000,1226,338,41,0.4589,0.1114,0.6310,0.0451
8000,4222,0.4171,20833.7,178,1606,1574,1042,188,234,226,24072,26609,30583,0,0,0,1.000,1.000,1.000,1267,392,54,0.4143,0.1221,0.6031,0.0507
9000,3608,0.4543,19673.0,218,1347,1358,903,163,158,218,26568,29835,34586,0,0,0,1.000,1.000,1.000,1049,335,46,0.3228,0.1447,0.5908,0.0611
10000,2785,0.4894,16134.4,250,1204,938,643,172,153,161,29296,33658,38816,0,0,0,1.000,1.000,1.000,915,226,28,0.2487,0.1838,0.6099,0.0774
11000,2359,0.4794,15243.9,271,1043,796,520,168,167,170,31246,36020,41059,0,0,0,1.000,1.000,1.000,831,200,11,0.1476,0.2275,0.6210,0.1030
12000,1541,0.5075,9193.0,311,749,432,360,95,130,149,32328,39401,44529,0,0,0,1.000,1.000,1.000,613,122,16,0.1523,0.2017,0.7169,0.1049
13000,1138,0.4736,7679.7,363,638,320,180,80,116,85,32970,42040,47181,0,0,0,1.000,1.000,1.000,536,81,7,0.0756,0.3188,0.7277,0.1545
14000,848,0.5071,5807.7,408,542,206,100,41,117,64,33987,44586,49957,0,0,0,1.000,1.000,1.000,465,36,1,0.0251,0.5450,0.7244,0.2688
15000,685,0.4058,4628.0,345,518,133,34,16,110,28,34392,46215,51946,0,0,0,1.000,1.000,1.000,439,36,0,0.0062,0.9813,0.4581,0.4727
16000,717,0.4351,5354.5,401,502,142,73,10,128,72,33911,46042,52481,0,0,0,1.000,1.000,1.000,441,27,0,0.0009,1.0000,0.7620,0.2668
17000,1092,0.3681,6792.5,320,712,212,168,47,151,135,32137,44436,51730,0,0,0,1.000,1.000,1.000,599,52,4,0.0159,0.7756,0.8027,0.3445
18000,1550,0.4045,9971.3,329,833,425,292,114,182,184,29930,41876,50293,0,0,0,1.000,1.000,1.000,699,121,8,0.0422,0.4664,0.7830,0.2162
19000,2386,0.3915,15090.2,301,1163,715,508,174,188,220,27122,37769,47392,0,0,0,1.000,1.000,1.000,960,189,18,0.0917,0.2802,0.7051,0.1421
20000,2882,0.4247,20463.4,361,1249,1007,626,183,221,177,24064,33831,44128,0,0,0,1.000,1.000,1.000,965,241,22,0.1642,0.2007,0.6791,0.0991
21000,3529,0.4129,28755.1,407,1369,1258,902,231,200,216,20465,29064,40112,0,0,0,1.000,1.000,1.000,1065,366,26,0.2035,0.1754,0.6309,0.0839
22000,4024,0.4426,41625.6,501,1539,1431,1054,219,230,228,15773,22918,34732,0,0,0,1.000,1.000,1.000,1219,363,28,0.2459,0.1642,0.6011,0.0818
23000,4412,0.4560,55982.9,649,1607,1562,1243,254,239,253,11273,17532,30052,0,0,0,1.000,1.000,1.000,1252,389,19,0.2265,0.1769,0.5771,0.0845
24000,4424,0.4867,64585.5,777,1635,1583,1206,271,244,246,9326,14508,27111,0,0,0,1.000,1.000,1.000,1256,366,32,0.2027,0.1916,0.5565,0.0962
25000,4490,0.4782,72852.3,870,1612,1564,1314,267,256,301,7930,12519,23788,0,0,0,1.000,1.000,1.000,1234,344,41,0.1738,0.2001,0.5424,0.1191
26000,4264,0.4730,75658.2,944,1550,1476,1238,257,294,330,8296,12896,23075,0,0,0,1.000,1.000,1.000,1201,359,29,0.1111,0.2586,0.5407,0.1395
27000,4008,0.4955,70504.2,973,1425,1436,1147,263,292,314,11355,15811,24968,0,0,0,1.000,1.000,1.000,1109,320,25,0.0800,0.3301,0.5568,0.1677
28000,3639,0.4966,64499.3,997,1317,1286,1036,257,324,318,14798,18908,27815,0,0,0,1.000,1.000,1.000,1020,274,27,0.0472,0.4473,0.5729,0.1911
29000,3137,0.4782,52035.7,950,1174,1092,871,242,261,328,19740,24045,32349,0,0,0,1.000,1.000,1.000,895,264,28,0.0295,0.5530,0.6154,0.2208
30000,2674,0.4589,39707.9,863,1114,834,726,238,214,305,24777,29228,36667,0,0,0,1.000,1.000,1.000,858,217,24,0.0161,0.6790,0.6632,0.2730
31000,2039,0.4924,29903.6,892,885,668,486,200,199,260,28206,33967,40804,0,0,0,1.000,1.000,1.000,680,175,12,0.0087,0.8808,0.7272,0.2978
32000,1532,0.5131,21543.2,897,699,465,368,146,191,230,30744,37990,44342,0,0,0,1.000,1.000,1.000,564,121,12,0.0044,0.9590,0.7585,0.3401
33000,1048,0.5143,12118.4,831,501,313,234,69,171,178,33437,42430,48414,0,0,0,1.000,1.000,1.000,405,66,6,0.0024,0.9998,0.7816,0.3282
34000,750,0.4853,7031.8,649,420,182,148,24,149,135,34892,45308,51005,0,0,0,1.000,1.000,1.000,345,30,5,0.0000,1.0000,0.6982,0.2385
35000,588,0.4320,6110.4,541,405,124,59,13,117,59,34424,46143,52181,0,0,0,1.000,1.000,1.000,336,25,0,0.0001,1.0000,0.3982,0.1691
36000,610,0.3918,8003.4,640,399,136,75,10,127,75,32997,45327,52062,0,0,0,1.000,1.000,1.000,325,23,1,0.0000,1.0000,0.7505,0.1860
37000,984,0.3791,8466.3,506,531,252,201,31,194,180,32715,44549,51964,0,0,0,1.000,1.000,1.000,429,57,4,0.0000,1.0000,0.7751,0.1225
38000,1369,0.3791,10890.9,456,600,412,357,81,271,272,31708,42749,50992,0,0,0,1.000,1.000,1.000,474,97,9,0.0000,1.0000,0.7999,0.1464
39000,1704,0.4038,17032.7,521,729,525,450,126,245,298,29335,39536,48655,0,0,0,1.000,1.000,1.000,588,125,14,0.0048,0.9999,0.7691,0.2631
40000,2102,0.3925,29628.4,713,896,667,539,159,225,277,23688,33296,43335,0,0,0,1.000,1.000,1.000,725,169,20,0.0352,0.5685,0.7353,0.1863
41000,2517,0.4398,43440.5,866,1052,851,614,240,223,263,18829,26389,37173,0,0,0,1.000,1.000,1.000,808,216,19,0.0533,0.4577,0.6943,0.1520
42000,3199,0.4611,62786.6,921,1251,1168,780,261,225,246,12390,18428,29377,0,0,0,1.000,1.000,1.000,992,271,26,0.0738,0.3955,0.6412,0.1324
43000,3511,0.4600,78670.1,1054,1245,1302,964,255,241,262,7422,11148,21544,0,0,0,1.000,1.000,1.000,967,301,30,0.1017,0.2899,0.6116,0.1341
44000,3612,0.4593,88826.2,1159,1317,1278,1017,254,243,267,5237,9063,17393,0,0,0,1.000,1.000,1.000,1012,322,30,0.0745,0.3786,0.6129,0.1731
45000,3633,0.4432,92296.6,1164,1329,1242,1062,284,260,306,5392,8501,15883,0,0,0,1.000,1.000,1.000,1005,287,28,0.0472,0.4777,0.6038,0.1873
46000,3381,0.4472,90180.6,1290,1206,1156,1019,288,307,393,6577,9785,17465,0,0,0,1.000,1.000,1.000,909,285,26,0.0388,0.5175,0.6164,0.2259
47000,3259,0.4409,86267.0,1227,1217,1140,902,297,296,396,8285,12134,19976,0,0,0,1.000,1.000,1.000,915,269,26,0.0251,0.6330,0.6220,0.2729
48000,2953,0.4812,74445.0,1214,1052,1050,851,245,303,400,13515,17081,24439,0,0,0,1.000,1.000,1.000,796,255,16,0.0084,0.8393,0.6431,0.4106
49000,2590,0.4189,63840.3,1226,915,951,724,241,291,365,16998,21228,28281,0,0,0,1.000,1.000,1.000,735,259,26,0.0087,0.8412,0.6703,0.3822
50000,2358,0.4975,47760.9,1109,849,827,682,214,296,378,22232,27935,34468,0,0,0,1.000,1.000,1.000,666,184,17,0.0053,0.8972,0.6860,0.4429
51000,1992,0.4930,29169.2,954,738,701,553,166,269,344,29383,35168,40600,0,0,0,1.000,1.000,1.000,594,160,10,0.0036,0.9857,0.7184,0.3254
52000,1587,0.4783,15747.2,767,659,497,431,106,231,309,33762,40607,45777,0,0,0,1.000,1.000,1.000,514,123,11,0.0002,1.0000,0.7689,0.2895
53000,1118,0.4624,9733.5,664,532,333,253,60,209,209,35264,43698,48648,0,0,0,1.000,1.000,1.000,445,88,9,0.0002,1.0000,0.7762,0.2040
54000,758,0.4472,6627.3,584,468,156,134,21,127,127,35481,45616,50579,0,0,0,1.000,1.000,1.000,381,36,3,0.0000,1.0000,0.6898,0.2295
55000,535,0.3888,6717.9,586,372,108,55,7,91,52,34614,46102,51555,0,0,0,1.000,1.000,1.000,303,32,1,0.0000,1.0000,0.3842,0.2145
56000,671,0.4367,8350.2,660,424,166,81,10,148,81,33285,45350,51606,0,0,0,1.000,1.000,1.000,351,34,1,0.0000,0.0000,0.6891,0.1568
57000,967,0.3919,11040.4,642,529,254,184,23,221,175,32090,43763,50854,0,0,0,1.000,1.000,1.000,421,67,4,0.0010,1.0000,0.7676,0.2087
58000,1503,0.4032,11578.4,449,712,416,375,76,249,273,31812,42547,50366,0,0,0,1.000,1.000,1.000,565,92,13,0.0001,1.0000,0.7678,0.2158
59000,1907,0.3797,15444.2,438,788,612,507,155,278,312,30699,40296,48793,0,0,0,1.000,1.000,1.000,632,137,9,0.0005,1.0000,0.7539,0.1946
60000,2213,0.4153,26326.1,627,849,771,593,173,279,314,26873,35342,44733,0,0,0,1.000,1.000,1.000,663,154,20,0.0045,1.0000,0.7386,0.2465
61000,2672,0.4143,42662.8,816,1040,921,711,223,251,260,18668,26040,37029,0,0,0,1.000,1.000,1.000,827,253,31,0.0688,0.3934,0.6783,0.1284
62000,3087,0.4674,60041.2,970,1224,1044,819,246,229,280,12340,18965,29765,0,0,0,1.000,1.000,1.000,949,272,32,0.0809,0.3595,0.6407,0.1353
63000,3463,0.4788,77658.7,1057,1306,1293,864,234,263,240,7281,11482,22254,0,0,0,1.000,1.000,1.000,1012,330,36,0.1059,0.3079,0.6140,0.1084
64000,3582,0.4489,89149.4,1190,1254,1326,1002,237,246,258,3851,7743,16609,0,0,0,1.000,1.000,1.000,948,313,34,0.1016,0.2817,0.6012,0.1569
