step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn
100000,4.00,16,0,1,0,1,0,1.00,10,0.250,3616,0.00,121.30,148.55,922,0,0,0,1.00,1.00,1.00,2,2,1,17.4,1.017,2,2.000,0.557,4,1.000,14
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3592,0.00,117.55,54.12,1010,0,0,0,1.00,1.00,1.00,1,1,1,15.5,2.181,1,2.000,0.442,4,1.000,15
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3588,0.00,142.06,38.04,1010,0,0,0,1.00,1.00,1.00,1,1,1,17.8,3.317,1,2.000,0.444,4,1.000,15
100000,4.00,16,0,2,0,0,0,1.00,8,0.500,3587,0.00,121.84,79.09,1010,0,0,0,1.00,1.00,1.00,1,2,2,16.2,2.089,2,2.000,0.442,4,1.000,14
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3553,0.00,135.27,105.04,922,0,0,0,1.00,1.00,1.00,1,1,1,14.9,3.632,1,2.000,0.672,4,1.000,15
100000,6.00,16,0,0,0,3,0,1.00,8,0.000,3528,0.00,115.74,58.12,1010,1,0,0,1.00,1.00,1.00,2,4,2,36.2,19.623,3,2.000,0.442,4,1.000,13
100000,6.00,16,0,0,0,3,0,1.00,8,0.000,3527,0.00,134.15,93.08,1010,0,0,0,1.00,1.00,1.00,1,2,2,19.7,20.066,3,2.000,0.442,4,1.000,13
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3509,0.00,127.01,85.23,922,0,0,0,1.00,1.00,1.00,1,1,1,23.5,2.273,1,2.000,0.615,4,1.000,15
100000,6.00,16,0,1,0,2,0,1.00,8,0.167,3476,0.00,74.91,91.04,1206,0,0,0,1.00,1.00,1.00,2,3,4,7.7,4.303,3,2.000,0.071,4,1.000,13
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3462,0.00,127.66,67.48,922,1,0,0,1.00,1.00,1.00,1,1,1,27.1,5.850,1,2.000,0.629,4,1.000,15
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3419,0.00,121.01,82.98,922,0,0,0,1.00,1.00,1.00,1,1,1,22.6,1.689,1,2.000,0.593,4,1.000,15
100000,8.00,16,0,2,0,2,0,1.00,6,0.250,3418,0.00,105.11,97.65,922,1,0,0,1.00,1.00,1.00,3,3,3,37.3,6.454,4,2.000,0.612,4,1.000,12
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,3408,0.00,120.25,79.57,1010,2,0,0,1.00,1.00,1.00,2,2,1,61.3,13.067,2,2.000,0.442,4,1.000,14
100000,10.00,16,0,2,0,3,0,1.00,4,0.200,3401,0.13,143.89,88.64,1006,1,0,0,1.00,1.00,1.00,3,3,3,31.2,30.066,5,2.000,0.652,4,1.000,11
100000,6.00,16,0,2,0,1,0,1.00,6,0.333,3396,0.00,100.77,91.75,922,0,0,0,1.00,1.00,1.00,2,4,3,18.9,2.686,3,2.000,0.531,4,1.000,13
100000,10.00,16,0,2,0,3,0,1.00,4,0.200,3384,0.55,109.20,84.55,922,0,0,0,1.00,1.00,1.00,3,4,4,18.8,14.443,5,2.000,0.615,4,1.000,11
100000,8.00,16,0,2,0,2,0,1.00,4,0.250,3372,0.00,129.64,54.48,1006,1,0,0,1.00,1.00,1.00,3,4,3,27.6,18.083,4,2.000,0.651,4,1.000,12
100000,6.00,16,0,1,0,2,0,1.00,4,0.167,3363,0.00,113.95,160.70,922,1,0,0,1.00,1.00,1.00,1,4,4,35.4,17.904,3,2.000,0.593,4,1.000,13
100000,14.00,16,0,3,0,4,0,1.00,0,0.214,3339,0.00,94.46,100.70,705,2,0,0,1.00,1.00,1.00,2,4,4,66.5,13.412,7,2.000,0.184,4,1.000,9
100000,8.00,16,0,2,0,2,0,1.00,6,0.250,3334,0.00,107.85,84.01,1010,0,0,0,1.00,1.00,1.00,2,3,2,17.2,6.646,4,2.000,0.440,4,1.000,12
100000,6.00,16,0,0,0,3,0,1.00,6,0.000,3333,0.00,130.16,72.04,1010,1,0,0,1.00,1.00,1.00,3,4,4,26.0,17.428,3,2.000,0.440,4,1.000,13
100000,6.00,16,0,1,0,2,0,1.00,4,0.167,3331,0.00,129.33,32.10,1006,2,0,0,1.00,1.00,1.00,2,3,3,60.2,10.674,3,2.000,0.651,4,1.000,13
100000,8.00,16,0,2,0,2,0,1.00,8,0.250,3330,0.00,116.69,70.92,1010,0,0,0,1.00,1.00,1.00,2,3,2,21.4,15.875,4,2.000,0.440,4,1.000,12
100000,10.00,16,0,0,0,5,0,1.00,2,0.000,3325,0.09,123.74,74.06,1006,2,0,0,1.00,1.00,1.00,2,4,4,46.0,25.443,5,2.000,0.671,4,1.000,11
100000,4.00,16,0,0,0,2,0,1.00,8,0.000,3281,0.00,114.98,75.04,922,1,0,0,1.00,1.00,1.00,1,2,2,34.6,6.145,2,2.000,0.499,4,1.000,14
100000,12.00,16,0,3,0,3,0,1.00,2,0.250,3227,0.22,107.47,112.17,922,1,0,0,1.00,1.00,1.00,3,4,4,34.1,19.528,6,2.000,0.531,4,1.000,10
100000,10.00,16,0,1,0,4,0,1.00,2,0.100,3225,0.16,98.90,99.42,1212,0,0,0,1.00,1.00,1.00,3,4,4,24.3,10.067,5,2.000,0.537,4,1.000,11
100000,12.00,16,0,3,0,3,0,1.00,2,0.250,3222,0.00,118.33,82.37,1006,1,0,0,1.00,1.00,1.00,3,4,3,28.8,28.794,6,2.000,0.671,4,1.000,10
100000,14.00,16,0,3,0,4,0,1.00,2,0.214,3200,1.37,115.32,128.66,922,1,0,0,1.00,1.00,1.00,4,3,4,30.0,24.848,7,2.000,0.612,4,1.000,9
100000,14.00,16,0,2,0,5,0,1.00,2,0.143,3193,0.39,126.94,101.20,922,2,1,0,1.00,1.00,1.00,2,4,3,38.4,32.418,7,2.000,0.681,4,1.000,9
