year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,13,240441.4,97547.4,5646.1,562623.8,768127.4,947053.9,0.000,0.6236,0.3604,0.0160,4.760e-4,8.015e-6,4.244e-5,0.1199,38,5112,9.933,10.119,3.29,388.9,1.07e-14,4.09e-15
2,13,242864.4,61329.7,5649.9,619517.5,727947.1,964131.4,0.000,0.7320,0.2505,0.0175,4.395e-4,5.387e-6,4.119e-5,0.1102,44,4920,9.831,10.301,3.28,389.8,6.57e-15,7.06e-16
3,13,247648.7,42238.4,5508.5,661030.5,691184.0,973829.9,-0.000,0.8049,0.1763,0.0187,4.480e-4,4.399e-6,4.113e-5,0.1017,43,4842,9.775,10.403,3.28,389.1,9.59e-15,1.73e-15
4,13,254559.7,31221.5,5639.3,678595.9,669267.5,982155.9,-0.000,0.8506,0.1300,0.0194,4.556e-4,3.789e-6,4.123e-5,0.1038,39,2896,9.724,10.492,3.28,389.4,3.20e-15,2.13e-16
5,13,255271.8,24530.5,5607.6,695073.3,653352.7,987604.0,-0.000,0.8791,0.1010,0.0198,4.593e-4,3.329e-6,4.122e-5,0.0930,35,2646,9.692,10.550,3.28,390.1,2.88e-14,7.21e-16
6,13,256732.6,20229.4,5595.4,709462.6,639743.7,989676.4,0.000,0.8974,0.0825,0.0201,4.614e-4,2.984e-6,4.127e-5,0.0480,31,2577,9.680,10.572,3.29,389.3,1.42e-15,4.01e-16
7,13,259512.0,17353.9,5662.0,710312.5,635411.4,993188.1,-0.000,0.9099,0.0699,0.0203,4.657e-4,2.729e-6,4.133e-5,0.0644,39,4858,9.659,10.610,3.28,390.0,2.84e-14,6.93e-16
8,13,260244.2,15404.3,5534.8,711467.7,632323.1,996465.9,-0.000,0.9186,0.0611,0.0203,4.688e-4,2.546e-6,4.130e-5,0.0503,47,1633,9.640,10.643,3.28,390.0,3.53e-14,8.23e-16
9,13,264089.6,14084.8,5658.4,716714.9,622470.7,998421.5,-0.000,0.9247,0.0550,0.0203,4.729e-4,2.419e-6,4.139e-5,0.0390,41,1599,9.628,10.665,3.29,389.7,1.35e-14,9.82e-16
10,13,263000.4,13147.8,5678.0,721071.7,618505.1,1000037.1,-0.000,0.9288,0.0509,0.0203,4.728e-4,2.318e-6,4.137e-5,0.0285,39,1099,9.618,10.683,3.28,390.5,8.88e-16,3.80e-16
11,13,262748.3,12499.4,5538.5,721896.2,617022.7,1001734.9,-0.000,0.9317,0.0480,0.0203,4.749e-4,2.254e-6,4.135e-5,0.0366,35,1277,9.608,10.699,3.28,389.8,5.15e-15,9.86e-16
12,13,267398.7,12082.8,5668.7,714786.8,616938.9,1004564.0,-0.000,0.9338,0.0459,0.0203,4.785e-4,2.225e-6,4.144e-5,0.0347,37,1143,9.591,10.730,3.28,390.0,7.28e-15,5.81e-16
13,13,266089.0,11853.5,5632.9,719320.2,612359.3,1006185.1,-0.000,0.9352,0.0446,0.0202,4.783e-4,2.213e-6,4.141e-5,0.0296,42,2172,9.581,10.747,3.28,390.7,6.93e-15,3.64e-16
14,13,266832.9,11751.0,5619.2,717413.5,612262.3,1007561.1,-0.000,0.9358,0.0439,0.0202,4.795e-4,2.220e-6,4.143e-5,0.0258,30,1765,9.573,10.762,3.29,389.9,2.66e-14,4.47e-16
15,13,267847.7,11731.9,5681.3,716653.0,610521.9,1009004.1,-0.000,0.9361,0.0437,0.0202,4.808e-4,2.233e-6,4.146e-5,0.0179,35,1390,9.564,10.778,3.28,390.5,7.46e-15,9.56e-17
16,13,266685.9,11810.0,5552.1,718996.0,608011.4,1010384.6,-0.000,0.9362,0.0437,0.0202,4.813e-4,2.269e-6,4.142e-5,0.0270,32,1717,9.557,10.791,3.28,390.5,5.68e-15,2.41e-16
