year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,6744.3,71679.6,13123.8,155990.4,1220073.8,1153828.1,-0.000,0.1145,0.7860,0.0995,1.322e-5,2.365e-6,1.002e-4,0.0001,4,6,10.000,10.000,-4.21,128.0,1.67e-14,9.25e-17
2,9,6805.4,37499.5,13125.3,181222.5,1228872.7,1153914.5,-0.000,0.0894,0.7274,0.1832,1.230e-5,1.884e-6,1.007e-4,0.0016,2,226,9.999,10.001,-4.21,128.0,1.15e-14,4.47e-16
3,9,7027.4,21306.3,13124.8,188919.4,1237131.8,1153930.4,-0.000,0.1374,0.5886,0.2740,1.269e-5,1.564e-6,1.008e-4,0.0001,2,6,9.999,10.001,-4.21,128.0,2.66e-15,5.82e-17
4,9,7206.6,13441.4,13116.9,190008.1,1243724.3,1153942.8,-0.000,0.1846,0.4574,0.3579,1.305e-5,1.353e-6,1.008e-4,0.0000,1,1,9.999,10.001,-4.21,128.0,1.23e-14,1.45e-15
5,9,7337.0,9503.7,13111.1,188628.9,1248900.6,1153958.8,-0.000,0.2215,0.3578,0.4207,1.331e-5,1.209e-6,1.009e-4,0.0001,3,11,9.999,10.001,-4.21,127.9,8.70e-15,1.02e-15
6,9,7433.0,7449.7,13103.0,186496.0,1252988.3,1153970.0,-0.000,0.2465,0.2920,0.4615,1.350e-5,1.108e-6,1.009e-4,0.0000,1,2,9.999,10.001,-4.21,127.9,1.10e-14,9.43e-17
7,9,7503.7,6319.1,13102.5,184226.0,1256302.3,1153986.4,-0.000,0.2626,0.2512,0.4862,1.365e-5,1.035e-6,1.009e-4,0.0002,3,13,9.999,10.001,-4.21,127.9,9.06e-15,1.91e-16
8,9,7556.7,5655.7,13099.8,182107.4,1259024.4,1153996.0,-0.000,0.2728,0.2260,0.5013,1.375e-5,9.806e-7,1.010e-4,0.0000,2,3,9.999,10.001,-4.21,127.9,5.15e-15,4.69e-16
9,9,7597.1,5237.6,13098.8,180180.5,1261321.6,1154004.4,-0.000,0.2795,0.2098,0.5107,1.384e-5,9.385e-7,1.011e-4,0.0000,3,1,9.999,10.001,-4.21,128.0,1.19e-14,4.95e-16
10,9,7630.1,4955.1,13098.6,178282.2,1263423.4,1154050.6,-0.000,0.2842,0.1989,0.5168,1.390e-5,9.053e-7,1.011e-4,0.0009,2,126,9.999,10.001,-4.21,128.0,9.95e-15,1.12e-15
11,9,7656.5,4751.7,13099.5,176737.0,1265139.6,1154055.6,-0.000,0.2878,0.1911,0.5211,1.396e-5,8.785e-7,1.011e-4,0.0000,1,1,9.999,10.001,-4.21,128.0,1.01e-14,6.76e-16
12,9,7677.0,4596.7,13102.9,175328.9,1266674.1,1154060.3,-0.000,0.2903,0.1852,0.5244,1.400e-5,8.562e-7,1.011e-4,0.0000,2,3,9.999,10.001,-4.21,128.0,1.24e-15,4.91e-17
13,9,7694.3,4473.8,13106.4,174054.5,1268048.5,1154062.4,-0.000,0.2924,0.1806,0.5270,1.404e-5,8.376e-7,1.012e-4,0.0000,0,0,9.999,10.001,-4.21,128.1,1.60e-15,3.34e-16
