year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,12,59410.9,100881.9,14163.2,213098.0,732665.4,1501220.5,-0.000,0.3244,0.5926,0.0829,1.107e-4,1.699e-5,1.114e-4,0.0045,62,39,9.999,10.001,21.22,3700.8,3.91e-15,1.77e-16
2,12,57219.7,98579.8,14097.7,254993.4,694876.5,1501672.9,-0.000,0.3296,0.5853,0.0851,1.058e-4,1.848e-5,1.099e-4,0.0214,82,1313,9.996,10.003,21.22,3697.3,2.08e-14,1.28e-16
3,12,55516.5,99506.6,14059.2,257625.5,692119.1,1502613.0,-0.000,0.3225,0.5912,0.0864,1.022e-4,1.968e-5,1.098e-4,0.0531,89,2310,9.988,10.009,21.22,3693.4,6.39e-15,1.54e-16
4,12,54478.4,102570.1,14026.9,257755.8,689442.1,1503166.7,-0.000,0.3125,0.6017,0.0858,9.988e-5,2.051e-5,1.098e-4,0.0204,77,415,9.983,10.012,21.22,3688.6,9.41e-15,4.98e-17
5,12,53762.3,105583.8,14003.3,257421.3,686965.9,1503703.4,-0.000,0.3034,0.6119,0.0847,9.838e-5,2.106e-5,1.098e-4,0.0181,82,656,9.978,10.016,21.22,3683.9,5.33e-15,8.66e-17
6,12,53761.7,108523.6,13984.4,259313.0,681908.0,1503949.4,0.000,0.2964,0.6201,0.0835,9.757e-5,2.143e-5,1.099e-4,0.0099,97,233,9.976,10.017,21.22,3681.8,4.44e-15,1.14e-16
7,12,53129.1,109988.3,13973.4,255686.0,683953.2,1504710.0,-0.000,0.2906,0.6267,0.0827,9.671e-5,2.165e-5,1.099e-4,0.0252,97,593,9.970,10.022,21.22,3681.9,2.81e-14,1.08e-16
8,12,53224.3,111416.8,13969.1,256077.6,681551.8,1505200.4,0.000,0.2879,0.6300,0.0821,9.662e-5,2.173e-5,1.099e-4,0.0192,96,372,9.965,10.025,21.22,3683.2,1.12e-14,5.68e-17
9,12,53253.0,112781.7,13969.0,257606.6,678403.6,1505426.2,-0.000,0.2859,0.6326,0.0814,9.663e-5,2.184e-5,1.099e-4,0.0097,72,164,9.963,10.027,21.22,3685.1,3.45e-14,8.86e-17
10,12,52981.3,113548.6,13973.9,256657.7,678540.5,1505738.0,-0.000,0.2838,0.6352,0.0810,9.642e-5,2.192e-5,1.099e-4,0.0120,80,130,9.960,10.029,21.22,3686.0,1.42e-15,5.60e-17
11,12,53069.4,114075.1,13984.6,256783.1,677519.8,1506008.2,0.000,0.2823,0.6369,0.0808,9.626e-5,2.194e-5,1.099e-4,0.0107,74,101,9.958,10.031,21.22,3686.6,3.55e-15,1.52e-17
12,12,52816.1,114383.9,13999.1,255517.9,678345.4,1506377.6,-0.000,0.2817,0.6378,0.0805,9.627e-5,2.197e-5,1.099e-4,0.0141,87,220,9.954,10.033,21.22,3687.0,4.80e-15,1.29e-17
13,12,52243.8,114480.2,14016.9,250253.6,683344.3,1507101.2,-0.000,0.2804,0.6391,0.0806,9.590e-5,2.196e-5,1.099e-4,0.0290,74,1011,9.948,10.038,21.22,3687.4,1.03e-14,5.32e-17
14,12,52637.4,114534.2,14039.1,250288.4,682381.5,1507559.4,-0.000,0.2799,0.6395,0.0806,9.586e-5,2.193e-5,1.100e-4,0.0177,84,320,9.943,10.041,21.22,3687.9,2.20e-14,1.65e-17
15,12,52814.6,114555.4,14063.3,251427.9,680654.2,1507924.7,-0.000,0.2807,0.6388,0.0805,9.616e-5,2.191e-5,1.100e-4,0.0142,80,154,9.940,10.044,21.22,3688.1,5.51e-15,3.84e-17
16,12,52656.9,114515.3,14089.5,251156.6,680703.4,1508318.3,-0.000,0.2809,0.6387,0.0804,9.621e-5,2.190e-5,1.100e-4,0.0172,65,468,9.936,10.047,21.22,3688.2,1.67e-14,2.44e-17
17,12,52746.3,114482.0,14118.5,250882.0,680494.2,1508717.0,-0.000,0.2806,0.6389,0.0805,9.608e-5,2.188e-5,1.100e-4,0.0151,69,330,9.932,10.050,21.22,3688.4,1.78e-16,4.35e-17
