year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,7,28683.1,140605.7,69560.3,162431.5,1437758.5,782400.8,-0.000,0.1594,0.5393,0.3013,4.699e-5,4.462e-6,7.153e-4,0.0002,1,28,10.000,10.000,30.79,469.4,1.03e-14,1.32e-15
2,7,21184.3,112015.6,69795.0,242757.5,1393518.7,782168.8,-0.000,0.0936,0.5159,0.3905,3.820e-5,3.781e-6,7.256e-4,0.0001,1,16,10.000,10.000,30.80,468.4,1.21e-14,4.19e-16
3,7,19856.4,89460.8,69776.7,300479.4,1359677.2,782189.5,-0.000,0.0898,0.4670,0.4432,3.580e-5,3.193e-6,7.255e-4,0.0002,3,12,10.000,10.000,30.81,467.6,4.44e-15,1.28e-17
4,7,19778.7,71618.1,69420.3,346249.6,1331824.3,782549.1,-0.000,0.0965,0.4131,0.4904,3.565e-5,2.691e-6,7.252e-4,0.0003,1,47,10.000,10.000,30.81,466.8,1.26e-14,6.84e-17
5,7,20017.5,57454.8,68649.7,383552.8,1308429.9,783335.4,-0.000,0.1058,0.3604,0.5338,3.613e-5,2.265e-6,7.250e-4,0.0004,1,65,10.000,10.000,30.81,466.0,1.31e-14,2.69e-16
6,7,20434.7,46218.2,67497.9,414816.6,1287984.3,784488.3,-0.000,0.1153,0.3111,0.5737,3.674e-5,1.903e-6,7.247e-4,0.0001,1,16,10.000,10.000,30.80,465.3,1.39e-14,2.19e-16
7,7,20846.3,37266.7,66370.0,441163.5,1270177.3,785616.2,-0.000,0.1246,0.2661,0.6093,3.739e-5,1.600e-6,7.248e-4,0.0000,1,1,10.000,10.000,30.79,464.6,1.69e-14,2.86e-16
8,7,21204.8,30110.8,65835.7,463338.2,1254793.7,786156.7,-0.000,0.1332,0.2259,0.6410,3.794e-5,1.345e-6,7.252e-4,0.0002,2,31,10.000,10.000,30.78,463.9,1.40e-14,2.96e-16
9,7,21475.4,24363.5,66164.8,481658.3,1241917.2,785860.7,-0.000,0.1408,0.1906,0.6686,3.842e-5,1.131e-6,7.258e-4,0.0007,3,74,10.000,10.001,30.77,463.2,1.53e-14,7.61e-17
10,7,21750.7,19770.9,67142.7,497738.0,1230148.7,784889.0,-0.000,0.1475,0.1599,0.6926,3.881e-5,9.500e-7,7.262e-4,0.0005,2,82,10.000,10.001,30.77,462.6,1.88e-14,1.45e-16
11,7,21930.1,15851.3,68319.2,506123.2,1225238.3,783977.9,-0.000,0.1536,0.1325,0.7139,3.917e-5,7.982e-7,7.263e-4,0.0223,3,3764,9.998,10.004,30.78,462.0,0.00e0,2.10e-16
12,7,22016.0,12930.4,69186.7,517980.6,1216214.6,783111.7,-0.000,0.1583,0.1102,0.7315,3.932e-5,6.698e-7,7.261e-4,0.0001,2,8,9.998,10.004,30.79,461.5,2.66e-15,1.73e-16
13,7,21979.8,10565.3,69649.0,527752.3,1208839.1,782654.5,-0.000,0.1617,0.0918,0.7465,3.927e-5,5.613e-7,7.258e-4,0.0001,3,11,9.998,10.004,30.80,460.9,4.80e-15,7.19e-17
14,7,21810.0,8644.6,69813.5,535584.4,1203096.6,782491.0,0.000,0.1636,0.0764,0.7600,3.893e-5,4.675e-7,7.256e-4,0.0000,2,4,9.998,10.004,30.80,460.3,7.64e-15,1.75e-16
15,7,21707.6,7081.1,69725.6,541445.4,1198884.8,782595.6,-0.000,0.1651,0.0635,0.7715,3.874e-5,3.915e-7,7.254e-4,0.0005,0,0,9.998,10.004,30.81,459.7,2.82e-14,2.56e-16
16,7,21649.3,5808.6,69265.0,546008.7,1195631.0,783077.4,-0.000,0.1666,0.0527,0.7807,3.868e-5,3.289e-7,7.252e-4,0.0005,2,46,9.998,10.004,30.81,459.2,2.24e-14,1.10e-16
17,7,21668.1,4773.5,68393.6,549510.8,1193117.8,783976.1,-0.000,0.1680,0.0437,0.7883,3.868e-5,2.766e-7,7.249e-4,0.0008,4,85,9.998,10.005,30.81,458.6,5.86e-15,1.08e-16
18,7,21677.4,3932.3,67186.2,552840.8,1190619.7,785183.6,-0.000,0.1692,0.0362,0.7946,3.863e-5,2.326e-7,7.247e-4,0.0000,0,0,9.998,10.005,30.80,458.2,5.68e-15,2.37e-16
19,7,21718.4,3244.8,66164.8,555501.7,1188603.9,786206.4,-0.000,0.1702,0.0300,0.7998,3.863e-5,1.962e-7,7.248e-4,0.0001,1,22,9.998,10.005,30.79,457.7,1.94e-14,2.37e-17
20,7,21742.6,2679.7,65836.9,557144.4,1187476.7,786559.6,-0.000,0.1711,0.0249,0.8040,3.863e-5,1.656e-7,7.253e-4,0.0005,3,56,9.998,10.005,30.78,457.3,8.70e-15,1.54e-16
21,7,21762.1,2218.2,66365.2,558649.2,1186400.8,786044.6,-0.000,0.1718,0.0207,0.8075,3.861e-5,1.398e-7,7.259e-4,0.0005,1,80,9.997,10.005,30.77,457.0,1.72e-14,1.23e-16
22,7,21719.2,1836.8,67436.9,558820.8,1186578.9,785047.3,-0.000,0.1726,0.0172,0.8103,3.865e-5,1.186e-7,7.263e-4,0.0014,2,243,9.997,10.006,30.77,456.7,1.42e-14,7.29e-17
23,7,21699.7,1526.0,68580.9,559974.0,1185755.9,783903.5,-0.000,0.1726,0.0143,0.8131,3.848e-5,9.989e-8,7.263e-4,0.0000,1,3,9.997,10.006,30.78,456.4,3.73e-15,5.01e-17
24,7,21694.5,1268.5,69333.4,560064.9,1185884.4,783194.3,-0.000,0.1731,0.0119,0.8149,3.856e-5,8.489e-8,7.260e-4,0.0008,1,140,9.997,10.007,30.79,456.0,3.55e-16,1.49e-16
25,7,21674.0,1055.4,69714.9,559962.2,1186179.2,782854.3,-0.000,0.1733,0.0099,0.8167,3.851e-5,7.183e-8,7.258e-4,0.0006,1,101,9.997,10.007,30.80,455.6,2.29e-14,1.65e-18
26,7,21652.3,880.9,69817.9,560595.7,1185741.8,782751.4,-0.000,0.1735,0.0083,0.8182,3.845e-5,6.073e-8,7.256e-4,0.0000,1,2,9.997,10.007,30.80,455.1,1.10e-14,7.30e-17
27,7,21625.3,736.3,69650.3,561095.2,1185413.9,782919.0,-0.000,0.1738,0.0069,0.8192,3.846e-5,5.157e-8,7.254e-4,0.0000,0,0,9.997,10.007,30.81,454.7,1.08e-14,3.98e-17
28,7,21580.4,616.3,69084.5,561432.1,1185241.9,783484.8,-0.000,0.1740,0.0058,0.8202,3.844e-5,4.383e-8,7.251e-4,0.0000,0,0,9.997,10.007,30.81,454.3,1.07e-14,8.41e-17
