year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,12,114756.5,88947.5,29896.4,346497.8,555853.1,1485488.7,0.000,0.4364,0.4340,0.1296,2.082e-4,1.192e-5,2.294e-4,0.0000,0,0,10.000,10.000,21.22,3700.8,0.00e0,1.84e-16
2,12,115649.4,76289.2,29812.5,448354.0,465757.1,1485577.7,0.000,0.4967,0.3677,0.1356,2.114e-4,1.157e-5,2.305e-4,0.0000,0,0,10.000,10.000,21.22,3697.3,0.00e0,1.16e-16
3,12,116084.5,68848.8,29742.1,482954.0,438154.0,1485656.5,-0.000,0.5201,0.3382,0.1417,2.117e-4,1.137e-5,2.305e-4,0.0000,1,5,10.000,10.000,21.22,3693.4,1.15e-14,1.36e-16
4,12,116345.6,64466.0,29681.4,498288.3,426938.4,1485720.4,-0.000,0.5349,0.3196,0.1455,2.119e-4,1.125e-5,2.305e-4,0.0000,0,0,10.000,10.000,21.22,3688.6,1.15e-14,5.38e-17
5,12,116529.9,61824.5,29638.8,506379.4,421298.2,1485769.3,-0.000,0.5441,0.3080,0.1479,2.121e-4,1.116e-5,2.306e-4,0.0000,0,0,10.000,10.000,21.22,3683.9,1.17e-14,8.90e-17
6,12,116686.3,60158.8,29608.6,511059.7,418120.7,1485805.9,-0.000,0.5500,0.3007,0.1494,2.123e-4,1.107e-5,2.306e-4,0.0003,1,36,10.000,10.000,21.22,3681.8,9.59e-15,1.15e-16
7,12,116857.5,59035.5,29595.9,513914.8,416208.2,1485828.1,-0.000,0.5540,0.2957,0.1503,2.126e-4,1.098e-5,2.306e-4,0.0001,1,9,10.000,10.000,21.22,3681.9,2.26e-14,1.08e-16
8,12,117053.6,58211.7,29598.8,515782.4,414963.2,1485830.4,-0.000,0.5570,0.2921,0.1509,2.129e-4,1.090e-5,2.307e-4,0.0000,0,0,10.000,10.000,21.22,3683.2,2.27e-14,8.93e-17
9,12,117222.7,57552.7,29611.7,517025.8,414205.0,1485822.2,-0.000,0.5595,0.2892,0.1513,2.133e-4,1.081e-5,2.307e-4,0.0001,2,9,10.000,10.000,21.22,3685.1,4.32e-14,1.18e-16
10,12,117341.1,56993.0,29635.9,517944.8,413726.8,1485798.4,-0.000,0.5616,0.2868,0.1516,2.137e-4,1.073e-5,2.307e-4,0.0000,0,0,10.000,10.000,21.22,3686.0,4.35e-14,1.07e-16
11,12,117444.0,56487.9,29671.3,518413.8,413641.9,1485781.1,-0.000,0.5634,0.2847,0.1519,2.140e-4,1.065e-5,2.307e-4,0.0002,2,21,10.000,10.000,21.22,3686.6,2.31e-15,3.21e-17
12,12,117549.5,56029.2,29713.8,518825.2,413571.7,1485750.5,-0.000,0.5651,0.2828,0.1521,2.143e-4,1.058e-5,2.307e-4,0.0001,2,11,10.000,10.000,21.22,3687.0,1.60e-15,5.63e-17
13,12,117639.9,55602.7,29761.3,519106.0,413621.6,1485708.5,-0.000,0.5667,0.2810,0.1523,2.147e-4,1.050e-5,2.308e-4,0.0001,1,9,10.000,10.000,21.22,3687.4,1.53e-14,1.31e-17
14,12,117719.5,55208.0,29815.2,519330.7,413710.5,1485656.1,-0.000,0.5682,0.2793,0.1525,2.150e-4,1.044e-5,2.308e-4,0.0000,0,0,10.000,10.000,21.22,3687.9,1.51e-14,1.93e-17
15,12,117797.3,54837.1,29871.2,519445.7,413888.0,1485600.6,-0.000,0.5696,0.2777,0.1527,2.152e-4,1.037e-5,2.308e-4,0.0000,1,1,10.000,10.000,21.22,3688.1,2.43e-14,3.98e-18
16,12,117875.4,54497.1,29928.7,519357.0,414227.0,1485554.9,-0.000,0.5709,0.2762,0.1529,2.155e-4,1.032e-5,2.308e-4,0.0003,2,29,9.999,10.000,21.22,3688.2,1.30e-14,7.70e-18
17,12,117974.8,54183.7,29988.8,519397.3,414399.6,1485495.8,-0.000,0.5721,0.2749,0.1530,2.158e-4,1.027e-5,2.308e-4,0.0000,2,2,9.999,10.000,21.22,3688.4,1.42e-14,1.26e-17
