year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,13,50041.0,125959.8,53677.8,195252.0,1306533.3,889976.1,0.000,0.2147,0.5818,0.2035,9.110e-5,1.556e-5,3.942e-4,0.0030,9,212,9.999,10.001,3.29,388.9,5.68e-15,4.09e-15
2,13,47209.7,105459.2,54065.1,211108.0,1312783.1,890815.0,-0.000,0.2168,0.5372,0.2461,8.694e-5,1.638e-5,3.979e-4,0.0309,9,2063,9.991,10.015,3.28,389.8,1.62e-14,7.71e-16
3,13,46811.7,98334.1,53342.7,215920.7,1315346.5,891684.3,-0.000,0.2259,0.5103,0.2638,8.512e-5,1.721e-5,3.978e-4,0.0032,6,366,9.991,10.017,3.28,389.1,1.17e-14,1.68e-15
4,13,46553.3,96729.5,53791.1,216075.2,1316898.1,891392.7,-0.000,0.2275,0.5022,0.2702,8.376e-5,1.804e-5,3.984e-4,0.0002,2,37,9.991,10.017,3.28,389.4,0.00e0,2.31e-16
5,13,45628.0,97267.2,53856.7,214497.7,1318932.2,891258.2,-0.000,0.2249,0.5033,0.2718,8.216e-5,1.860e-5,3.986e-4,0.0000,2,4,9.991,10.017,3.28,390.1,6.57e-15,7.36e-16
6,13,45273.4,98715.1,53732.7,211324.1,1320786.4,891608.2,-0.000,0.2211,0.5078,0.2711,8.121e-5,1.910e-5,3.988e-4,0.0028,4,348,9.990,10.018,3.29,389.3,7.28e-15,3.65e-16
7,13,44882.7,100269.9,54087.8,209083.7,1321815.1,891300.9,-0.000,0.2173,0.5129,0.2698,8.025e-5,1.943e-5,3.991e-4,0.0025,2,353,9.989,10.019,3.28,390.0,3.06e-14,6.83e-16
8,13,44099.8,101606.4,53485.6,205877.7,1324177.2,892193.4,-0.000,0.2141,0.5177,0.2682,7.950e-5,1.967e-5,3.991e-4,0.0075,3,1198,9.988,10.022,3.28,390.0,1.56e-14,8.60e-16
9,13,44848.5,102989.1,53916.3,204747.9,1322967.2,891971.0,-0.000,0.2117,0.5215,0.2668,7.945e-5,1.992e-5,3.995e-4,0.0000,0,0,9.988,10.022,3.29,389.7,1.56e-14,1.01e-15
10,13,44239.2,103832.8,54285.6,202875.1,1324494.9,891712.4,-0.000,0.2097,0.5247,0.2656,7.873e-5,1.999e-5,3.995e-4,0.0069,12,839,9.986,10.025,3.28,390.5,1.95e-15,3.58e-16
11,13,44071.9,104334.8,53555.1,201647.2,1325179.6,892651.4,-0.000,0.2086,0.5266,0.2648,7.872e-5,2.007e-5,3.994e-4,0.0029,3,471,9.985,10.027,3.28,389.8,8.17e-15,9.39e-16
12,13,44583.7,105032.0,53989.2,200847.8,1324592.1,892395.1,-0.000,0.2081,0.5279,0.2640,7.892e-5,2.019e-5,3.999e-4,0.0017,4,269,9.985,10.027,3.28,390.0,4.44e-15,5.69e-16
13,13,44198.3,105374.7,54027.4,200245.5,1325340.2,892253.8,-0.000,0.2075,0.5291,0.2634,7.862e-5,2.018e-5,3.998e-4,0.0000,1,4,9.985,10.027,3.28,390.7,1.49e-14,3.76e-16
14,13,44363.0,105692.5,53900.2,199011.7,1325956.4,892516.2,-0.000,0.2069,0.5300,0.2631,7.870e-5,2.024e-5,3.999e-4,0.0008,4,79,9.985,10.027,3.29,389.9,1.60e-14,4.30e-16
15,13,44229.4,105877.2,54222.1,198523.8,1326474.1,892113.3,-0.000,0.2065,0.5307,0.2628,7.855e-5,2.025e-5,4.002e-4,0.0000,1,6,9.985,10.027,3.28,390.5,1.24e-14,1.01e-16
16,13,43795.1,105790.0,53608.4,196047.9,1329216.0,892982.6,-0.000,0.2061,0.5312,0.2627,7.848e-5,2.025e-5,4.000e-4,0.0063,3,1059,9.983,10.031,3.28,390.5,4.97e-15,2.36e-16
