year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,7,8942.3,137176.0,100202.3,126989.7,1496370.9,751758.8,-0.000,0.1056,0.4969,0.3975,7.406e-6,1.703e-6,1.016e-3,0.0002,2,28,10.000,10.000,30.79,469.4,4.09e-15,1.32e-15
2,7,1484.2,106438.8,100539.9,161321.5,1500234.3,751421.2,-0.000,0.0152,0.4659,0.5190,2.277e-6,1.393e-6,1.029e-3,0.0000,0,0,10.000,10.000,30.80,468.4,3.91e-15,4.19e-16
3,7,405.9,82642.6,100502.4,178472.4,1507956.4,751460.2,-0.000,0.0035,0.4092,0.5873,7.555e-7,1.131e-6,1.029e-3,0.0002,2,23,10.000,10.000,30.81,467.6,1.07e-15,1.28e-17
4,7,165.5,64215.9,99971.5,188005.3,1517090.7,751991.1,-0.000,0.0013,0.3507,0.6480,3.320e-7,9.125e-7,1.029e-3,0.0000,0,0,10.000,10.000,30.81,466.8,1.42e-15,6.84e-17
5,7,85.9,49905.2,98848.2,192498.3,1526981.6,753120.9,-0.000,0.0006,0.2959,0.7035,1.769e-7,7.331e-7,1.028e-3,0.0006,4,57,10.000,10.000,30.81,466.0,1.63e-14,2.69e-16
6,7,51.1,38802.2,97191.8,193510.8,1537099.3,754784.7,-0.000,0.0004,0.2463,0.7534,1.062e-7,5.867e-7,1.028e-3,0.0007,3,90,10.000,10.000,30.80,465.3,1.76e-14,2.19e-16
7,7,33.2,30194.7,95581.0,192185.1,1547048.9,756397.1,-0.000,0.0003,0.2026,0.7971,6.908e-8,4.678e-7,1.028e-3,0.0002,2,29,10.000,10.000,30.79,464.6,6.22e-15,2.86e-16
8,7,22.8,23501.9,94822.5,189070.2,1556862.2,757160.3,-0.000,0.0002,0.1651,0.8347,4.753e-8,3.722e-7,1.029e-3,0.0005,2,79,10.000,10.000,30.78,463.9,6.39e-15,2.96e-16
9,7,16.4,18304.1,95298.9,184842.5,1566293.0,756685.2,-0.000,0.0001,0.1335,0.8664,3.398e-8,2.956e-7,1.030e-3,0.0002,1,29,10.000,10.000,30.77,463.2,2.49e-15,7.61e-17
10,7,12.0,14255.5,96703.8,179734.4,1575448.4,755285.8,-0.000,0.0001,0.1071,0.8928,2.496e-8,2.344e-7,1.030e-3,0.0006,4,71,10.000,10.000,30.77,462.6,2.11e-14,1.45e-16
11,7,9.1,11111.4,98397.5,174234.5,1584094.7,753592.8,-0.000,0.0001,0.0855,0.9144,1.877e-8,1.857e-7,1.030e-3,0.0001,2,14,10.000,10.000,30.78,462.0,5.51e-15,2.10e-16
12,7,7.0,8660.9,99656.4,168364.0,1592413.0,752338.7,-0.000,0.0001,0.0679,0.9320,1.446e-8,1.472e-7,1.030e-3,0.0005,4,48,10.000,10.000,30.79,461.5,2.66e-15,1.73e-16
