year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,12,12502.8,265849.6,132697.4,132210.5,694848.6,1383331.0,-0.000,0.0717,0.5422,0.3862,3.172e-5,8.434e-5,1.014e-3,0.0080,123,46,9.999,10.001,21.22,3700.8,7.11e-15,1.77e-16
2,12,4543.2,381605.7,132353.6,162268.6,556455.5,1384213.4,0.000,0.0154,0.6992,0.2854,1.125e-5,1.005e-4,1.021e-3,0.0369,160,922,9.994,10.004,21.22,3697.3,2.31e-14,1.28e-16
3,12,1754.4,447245.6,132056.6,184285.8,471118.5,1384979.2,-0.000,0.0048,0.7529,0.2423,4.227e-6,1.011e-4,1.021e-3,0.0242,174,365,9.990,10.007,21.22,3693.4,1.42e-14,1.54e-16
4,12,607.1,479013.5,131807.7,196576.0,427562.2,1385873.5,-0.000,0.0016,0.7742,0.2242,1.475e-6,9.918e-5,1.021e-3,0.0366,173,1051,9.985,10.011,21.22,3688.6,2.31e-15,4.98e-17
5,12,188.6,495420.6,131636.2,204602.5,402759.9,1386832.2,0.000,0.0005,0.7834,0.2161,4.731e-7,9.912e-5,1.021e-3,0.0278,174,244,9.978,10.016,21.22,3683.9,1.46e-14,8.66e-17
6,12,53.6,505156.0,131535.2,209470.1,387463.3,1387761.8,-0.000,0.0001,0.7880,0.2118,1.380e-7,9.937e-5,1.022e-3,0.0315,171,275,9.970,10.022,21.22,3681.8,3.55e-16,1.14e-16
7,12,14.0,511670.4,131512.9,213158.6,376620.3,1388463.8,-0.000,0.0000,0.7907,0.2093,3.684e-8,9.959e-5,1.022e-3,0.0242,182,290,9.964,10.026,21.22,3681.9,3.29e-14,1.08e-16
8,12,3.4,516198.4,131567.5,215007.8,369525.7,1389137.2,-0.000,0.0000,0.7925,0.2075,9.220e-9,1.001e-4,1.022e-3,0.0229,156,337,9.958,10.031,21.22,3683.2,3.02e-15,5.68e-17
9,12,0.8,519260.6,131681.1,215051.3,365509.8,1389936.4,-0.000,0.0000,0.7936,0.2064,2.167e-9,1.007e-4,1.022e-3,0.0279,156,222,9.950,10.037,21.22,3685.1,8.35e-15,8.86e-17
10,12,0.2,521700.1,131834.0,215802.4,361547.6,1390555.7,0.000,0.0000,0.7945,0.2055,4.821e-10,1.009e-4,1.022e-3,0.0256,145,378,9.943,10.042,21.22,3686.0,2.68e-14,5.60e-17
11,12,0.0,523660.9,132032.3,216594.3,358163.5,1390989.0,-0.000,0.0000,0.7952,0.2048,1.058e-10,1.009e-4,1.022e-3,0.0203,167,169,9.937,10.046,21.22,3686.6,9.41e-15,1.52e-17
12,12,0.0,525221.1,132257.0,216812.1,355754.1,1391395.6,-0.000,0.0000,0.7957,0.2043,2.287e-11,1.010e-4,1.022e-3,0.0199,145,224,9.932,10.050,21.22,3687.0,1.21e-14,1.29e-17
13,12,0.0,526563.1,132500.9,216516.7,354055.9,1391803.4,-0.000,0.0000,0.7962,0.2038,4.882e-12,1.014e-4,1.022e-3,0.0200,145,387,9.926,10.054,21.22,3687.4,5.51e-15,5.32e-17
14,12,0.0,527499.2,132761.2,214660.3,354052.2,1392467.1,-0.000,0.0000,0.7965,0.2035,1.025e-12,1.019e-4,1.022e-3,0.0291,172,322,9.917,10.060,21.22,3687.9,4.80e-15,1.65e-17
15,12,0.0,528181.9,133032.3,214254.3,353111.4,1392860.1,-0.000,0.0000,0.7968,0.2032,2.130e-13,1.015e-4,1.022e-3,0.0218,168,385,9.911,10.065,21.22,3688.1,3.73e-15,3.84e-17
16,12,0.0,529077.1,133293.2,214989.9,350965.1,1393114.7,-0.000,0.0000,0.7970,0.2030,4.395e-14,1.015e-4,1.022e-3,0.0164,152,138,9.907,10.068,21.22,3688.2,1.55e-14,2.44e-17
17,12,0.0,529680.4,133548.9,212792.8,351685.4,1393732.5,-0.000,0.0000,0.7972,0.2028,9.141e-15,1.021e-4,1.022e-3,0.0259,160,389,9.899,10.074,21.22,3688.4,1.65e-14,4.35e-17
