year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,43498.9,97297.2,2328.1,340477.6,973414.3,1164423.9,-0.000,0.3216,0.6632,0.0151,1.031e-4,1.142e-5,1.849e-5,0.0023,24,187,9.999,10.001,-4.21,128.0,1.78e-16,2.02e-16
2,9,36784.4,73092.8,2325.1,405594.3,938743.3,1164900.1,-0.000,0.3086,0.6724,0.0190,7.121e-5,1.017e-5,1.790e-5,0.0033,15,184,9.996,10.005,-4.21,128.0,1.42e-15,7.01e-16
3,9,34673.3,62360.8,2325.6,433848.3,923282.1,1164949.8,-0.000,0.3344,0.6430,0.0226,6.573e-5,1.019e-5,1.791e-5,0.0008,20,27,9.996,10.005,-4.21,128.0,1.14e-14,1.45e-16
4,9,33746.0,57273.0,2323.9,448085.6,914878.7,1165132.9,-0.000,0.3512,0.6241,0.0247,6.340e-5,1.010e-5,1.793e-5,0.0027,20,257,9.994,10.007,-4.21,128.0,2.10e-14,1.29e-15
5,9,33294.7,54691.3,2322.9,456251.0,909581.9,1165298.1,-0.000,0.3606,0.6135,0.0259,6.227e-5,1.000e-5,1.794e-5,0.0009,19,32,9.993,10.008,-4.21,127.9,3.02e-15,8.72e-16
6,9,33063.7,53280.7,2321.2,461466.3,905890.7,1165417.3,-0.000,0.3661,0.6073,0.0266,6.171e-5,9.913e-6,1.794e-5,0.0009,17,39,9.993,10.009,-4.21,127.9,7.64e-15,3.14e-17
7,9,33158.9,51957.9,2321.2,461673.0,905879.0,1166450.1,-0.000,0.3698,0.6032,0.0270,6.161e-5,9.874e-6,1.795e-5,0.0061,13,416,9.985,10.018,-4.21,127.9,1.39e-14,1.50e-16
8,9,32911.4,51520.8,2320.7,465609.8,902520.9,1166556.4,-0.000,0.3740,0.5986,0.0274,6.135e-5,9.727e-6,1.796e-5,0.0008,18,17,9.985,10.019,-4.21,127.9,6.39e-15,5.17e-16
9,9,32879.5,51150.3,2320.4,465866.0,901938.9,1167284.8,-0.000,0.3754,0.5970,0.0275,6.128e-5,9.693e-6,1.797e-5,0.0048,22,269,9.980,10.025,-4.21,128.0,1.47e-14,5.38e-16
10,9,32846.3,50931.4,2320.2,466730.4,901078.2,1167533.5,-0.000,0.3756,0.5967,0.0277,6.103e-5,9.654e-6,1.798e-5,0.0017,25,119,9.978,10.027,-4.21,128.0,1.42e-14,1.13e-15
11,9,32828.3,50773.2,2320.1,467104.9,900699.6,1167714.0,-0.000,0.3761,0.5961,0.0277,6.095e-5,9.623e-6,1.798e-5,0.0015,21,34,9.977,10.029,-4.21,128.0,1.19e-14,6.41e-16
12,9,32983.2,50657.9,2320.5,466450.9,900959.2,1168068.2,-0.000,0.3768,0.5954,0.0278,6.101e-5,9.609e-6,1.800e-5,0.0023,22,207,9.974,10.032,-4.21,128.0,4.44e-15,1.64e-17
13,9,32842.7,50576.7,2320.9,467407.0,900047.7,1168245.1,-0.000,0.3776,0.5946,0.0278,6.105e-5,9.600e-6,1.801e-5,0.0012,19,30,9.973,10.033,-4.21,128.1,1.90e-14,3.41e-16
