year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,35360.6,89140.8,219633.9,127824.0,1052205.0,1097275.7,-0.000,0.1239,0.3136,0.5625,7.514e-5,1.278e-5,1.512e-3,0.0531,3,3909,9.987,10.013,28.85,1920.1,8.35e-15,2.54e-15
2,9,34287.3,77395.9,217033.9,122371.1,1069862.6,1100489.3,-0.000,0.1174,0.2590,0.6236,7.132e-5,1.346e-5,1.520e-3,0.0076,4,689,9.986,10.014,28.85,1919.5,2.97e-14,9.12e-16
3,9,33087.2,75006.7,219946.0,114594.6,1081219.7,1097585.8,-0.000,0.1169,0.2443,0.6387,6.942e-5,1.407e-5,1.522e-3,0.0003,2,43,9.986,10.014,28.85,1922.3,1.71e-14,8.19e-16
4,9,32397.9,75153.4,217520.4,88994.6,1103033.9,1104339.8,-0.000,0.1150,0.2430,0.6420,6.811e-5,1.460e-5,1.523e-3,0.1293,2,16348,9.956,10.044,28.85,1920.8,2.42e-14,8.46e-16
5,9,31924.4,76908.9,220133.6,85030.3,1105758.3,1101684.5,-0.000,0.1132,0.2452,0.6415,6.717e-5,1.492e-5,1.525e-3,0.0000,1,3,9.956,10.044,28.85,1924.2,2.13e-15,1.02e-16
6,9,31699.3,78520.4,218179.5,81532.2,1107494.2,1104014.5,-0.000,0.1117,0.2494,0.6389,6.661e-5,1.521e-5,1.525e-3,0.0000,0,0,9.956,10.044,28.86,1921.9,1.60e-15,4.57e-16
7,9,31347.3,79700.5,220201.3,78872.3,1109415.1,1101903.5,-0.000,0.1104,0.2528,0.6368,6.608e-5,1.538e-5,1.527e-3,0.0000,0,0,9.956,10.044,28.85,1925.7,1.60e-15,7.45e-17
8,9,31247.3,80568.8,218912.7,76812.6,1110383.2,1103515.4,-0.000,0.1095,0.2552,0.6354,6.578e-5,1.551e-5,1.527e-3,0.0000,0,0,9.956,10.044,28.86,1923.2,1.42e-15,6.88e-17
9,9,31092.4,81116.8,220258.9,75182.4,1111600.5,1102189.1,-0.000,0.1088,0.2567,0.6344,6.554e-5,1.558e-5,1.529e-3,0.0000,0,0,9.956,10.044,28.85,1927.6,1.78e-15,1.01e-16
10,9,31016.5,81486.4,219756.1,73889.3,1112359.0,1102932.6,-0.000,0.1084,0.2577,0.6339,6.540e-5,1.562e-5,1.530e-3,0.0000,0,0,9.956,10.044,28.86,1925.2,1.42e-15,1.84e-16
11,9,30977.7,81705.2,220204.2,72815.0,1113183.4,1102554.5,-0.000,0.1081,0.2583,0.6336,6.529e-5,1.565e-5,1.531e-3,0.0000,0,0,9.956,10.044,28.85,1928.8,1.60e-15,1.76e-16
