year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,12,30415.3,124823.4,53147.9,148628.1,802058.7,1462366.6,-0.000,0.1759,0.5706,0.2535,6.037e-5,2.678e-5,4.058e-4,0.0004,6,15,10.000,10.000,21.22,3700.8,8.88e-16,1.77e-16
2,12,26093.2,148526.9,53009.5,168839.5,762446.1,1462524.7,-0.000,0.1236,0.6286,0.2478,4.965e-5,3.357e-5,4.091e-4,0.0008,11,62,10.000,10.000,21.22,3697.3,7.82e-15,1.28e-16
3,12,23513.1,172519.4,52887.4,172700.1,737157.4,1462662.7,-0.000,0.0988,0.6754,0.2259,4.390e-5,3.830e-5,4.091e-4,0.0005,9,14,10.000,10.000,21.22,3693.4,3.00e-14,1.54e-16
4,12,21733.5,191882.3,52783.6,173186.9,719066.8,1462786.9,-0.000,0.0829,0.7085,0.2085,4.013e-5,4.099e-5,4.092e-4,0.0009,14,27,10.000,10.000,21.22,3688.6,1.65e-14,4.98e-17
5,12,20372.2,203902.1,52712.6,172161.6,709414.4,1462877.1,-0.000,0.0729,0.7294,0.1977,3.731e-5,4.162e-5,4.092e-4,0.0006,5,39,10.000,10.000,21.22,3683.9,9.06e-15,8.66e-17
6,12,19606.8,211380.2,52665.5,170553.6,704276.4,1462957.4,-0.000,0.0671,0.7412,0.1917,3.558e-5,4.198e-5,4.093e-4,0.0014,6,110,9.999,10.000,21.22,3681.8,2.79e-14,1.14e-16
7,12,19172.5,216574.6,52651.2,169188.6,700863.2,1462989.9,-0.000,0.0638,0.7482,0.1880,3.459e-5,4.240e-5,4.093e-4,0.0010,6,79,9.999,10.001,21.22,3681.9,1.30e-14,1.08e-16
8,12,18882.8,220317.0,52664.7,167937.3,698643.0,1462995.2,-0.000,0.0618,0.7529,0.1854,3.401e-5,4.278e-5,4.094e-4,0.0007,5,57,9.999,10.001,21.22,3683.2,2.34e-14,5.68e-17
9,12,18683.4,223085.3,52699.6,166794.3,697204.6,1462972.8,-0.000,0.0604,0.7562,0.1835,3.361e-5,4.308e-5,4.094e-4,0.0007,6,27,9.999,10.001,21.22,3685.1,4.26e-15,8.86e-17
10,12,18535.8,225102.3,52753.0,165738.4,696377.1,1462933.3,-0.000,0.0594,0.7585,0.1821,3.334e-5,4.331e-5,4.095e-4,0.0008,6,31,9.999,10.001,21.22,3686.0,3.91e-15,5.60e-17
11,12,18422.4,226613.5,52825.6,164803.3,695894.9,1462880.3,-0.000,0.0587,0.7602,0.1811,3.314e-5,4.347e-5,4.095e-4,0.0010,9,61,9.999,10.001,21.22,3686.6,7.64e-15,1.52e-17
12,12,18337.2,227712.6,52909.5,163896.9,695765.6,1462818.2,-0.000,0.0582,0.7615,0.1804,3.300e-5,4.359e-5,4.095e-4,0.0012,7,87,9.999,10.001,21.22,3687.0,3.91e-15,1.29e-17
13,12,18284.4,228567.6,53000.6,162672.9,696140.7,1462773.8,-0.000,0.0578,0.7624,0.1798,3.291e-5,4.369e-5,4.095e-4,0.0047,5,480,9.998,10.001,21.22,3687.4,9.59e-15,5.32e-17
14,12,18248.8,229503.3,53101.6,157645.1,699931.2,1463009.9,-0.000,0.0576,0.7632,0.1792,3.291e-5,4.390e-5,4.096e-4,0.0325,7,3392,9.995,10.004,21.22,3687.9,6.39e-15,1.65e-17
15,12,18194.2,229842.4,53205.7,156885.7,700374.3,1462937.6,0.000,0.0573,0.7638,0.1789,3.280e-5,4.386e-5,4.096e-4,0.0012,9,46,9.995,10.004,21.22,3688.1,1.47e-14,3.84e-17
16,12,18186.2,230136.1,53309.5,156502.7,700464.2,1462841.3,-0.000,0.0572,0.7640,0.1787,3.277e-5,4.387e-5,4.096e-4,0.0005,8,18,9.995,10.004,21.22,3688.2,6.22e-15,2.44e-17
17,12,18171.8,230323.7,53414.7,156112.7,700671.5,1462745.6,-0.000,0.0572,0.7642,0.1786,3.277e-5,4.389e-5,4.096e-4,0.0005,7,33,9.995,10.004,21.22,3688.4,2.04e-14,4.35e-17
