year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,7,41499.6,136672.6,10046.5,181781.5,1409445.2,841994.7,-0.000,0.2408,0.6872,0.0719,7.150e-5,1.673e-6,1.256e-4,0.0063,68,90,10.000,10.001,30.79,469.4,4.09e-15,1.32e-15
2,7,36100.5,105210.3,10084.6,289805.9,1338094.7,842144.0,-0.000,0.2085,0.6980,0.0934,6.502e-5,1.357e-6,1.228e-4,0.0111,83,143,9.998,10.003,30.80,468.4,4.26e-15,4.19e-16
3,7,35546.1,80223.2,10094.2,369552.6,1283431.8,842592.1,-0.000,0.2364,0.6501,0.1135,6.400e-5,1.087e-6,1.226e-4,0.0230,75,1005,9.996,10.009,30.81,467.6,8.53e-15,1.28e-17
4,7,35756.6,61281.5,10052.5,433135.3,1238000.6,843213.6,0.000,0.2782,0.5875,0.1343,6.437e-5,8.556e-7,1.225e-4,0.0179,78,194,9.993,10.015,30.81,466.8,2.47e-14,6.84e-17
5,7,36176.5,45287.1,9944.6,472857.3,1212553.4,844621.1,0.000,0.3286,0.5143,0.1571,6.552e-5,6.629e-7,1.225e-4,0.0560,110,2338,9.985,10.031,30.81,466.0,3.30e-14,2.69e-16
6,7,36899.1,34352.1,9770.2,515502.0,1179337.5,845579.1,0.000,0.3802,0.4406,0.1792,6.628e-5,5.059e-7,1.224e-4,0.0240,89,229,9.981,10.040,30.80,465.3,6.57e-15,2.19e-16
7,7,35776.8,26170.1,9592.5,551170.5,1152244.4,846485.7,0.000,0.4219,0.3768,0.2013,6.417e-5,3.769e-7,1.224e-4,0.0183,82,195,9.977,10.048,30.79,464.6,1.12e-14,2.86e-16
8,7,35465.3,19528.6,9503.9,571260.3,1138013.2,847668.8,-0.000,0.4584,0.3167,0.2250,6.307e-5,2.857e-7,1.225e-4,0.0399,89,2455,9.971,10.061,30.78,463.9,6.39e-15,2.96e-16
9,7,34823.5,14749.4,9545.8,587083.1,1126576.1,848662.1,0.000,0.4926,0.2609,0.2465,6.170e-5,2.145e-7,1.226e-4,0.0258,92,206,9.965,10.073,30.77,463.2,2.15e-14,7.61e-17
10,7,34601.4,11174.2,9684.0,600428.5,1116029.7,849522.2,-0.000,0.5230,0.2123,0.2647,6.127e-5,1.626e-7,1.226e-4,0.0237,79,213,9.959,10.085,30.77,462.6,9.41e-15,1.45e-16
11,7,34227.0,8454.0,9853.7,608561.8,1109842.7,850500.9,-0.000,0.5504,0.1697,0.2800,6.094e-5,1.237e-7,1.227e-4,0.0240,78,241,9.953,10.099,30.78,462.0,1.62e-14,2.10e-16
12,7,34230.7,6343.2,9980.4,612091.0,1107110.3,851684.4,-0.000,0.5740,0.1335,0.2925,6.115e-5,9.399e-8,1.226e-4,0.0298,90,217,9.945,10.114,30.79,461.5,2.26e-14,1.73e-16
13,7,34152.5,4798.4,10054.0,619205.6,1100543.8,852685.8,0.000,0.5921,0.1045,0.3034,6.065e-5,7.065e-8,1.226e-4,0.0240,99,186,9.939,10.127,30.80,460.9,1.81e-14,7.19e-17
14,7,34028.9,3652.4,10089.5,629521.0,1090642.1,853506.1,0.000,0.6071,0.0813,0.3116,6.028e-5,5.351e-8,1.226e-4,0.0189,82,163,9.934,10.137,30.80,460.3,7.64e-15,1.75e-16
15,7,34543.6,2753.3,10089.4,629103.5,1090099.8,854850.3,0.000,0.6205,0.0628,0.3168,6.139e-5,4.141e-8,1.225e-4,0.0234,80,195,9.927,10.152,30.81,459.7,4.26e-15,2.56e-16
16,7,33972.1,2083.6,10031.5,633454.2,1085857.9,856040.8,-0.000,0.6297,0.0482,0.3222,6.041e-5,3.107e-8,1.225e-4,0.0229,84,287,9.920,10.166,30.81,459.2,6.93e-15,1.10e-16
17,7,33742.2,1576.2,9906.8,638446.3,1080566.8,857201.7,-0.000,0.6356,0.0369,0.3274,6.012e-5,2.348e-8,1.225e-4,0.0210,86,236,9.914,10.178,30.81,458.6,3.91e-15,1.08e-16
18,7,34347.6,1182.7,9721.6,634290.4,1083066.5,858831.3,-0.000,0.6413,0.0282,0.3306,6.090e-5,1.795e-8,1.224e-4,0.0271,101,228,9.906,10.195,30.80,458.2,1.10e-14,2.37e-16
19,7,33978.4,885.5,9559.5,632708.2,1083941.7,860366.8,-0.000,0.6472,0.0211,0.3317,6.063e-5,1.351e-8,1.224e-4,0.0292,88,238,9.898,10.211,30.79,457.7,8.53e-15,2.37e-17
20,7,34181.1,662.8,9502.2,624711.6,1090270.6,862111.7,0.000,0.6509,0.0159,0.3332,6.130e-5,1.026e-8,1.225e-4,0.0304,83,254,9.889,10.231,30.78,457.3,5.33e-16,1.54e-16
21,7,33866.1,501.3,9573.8,629037.4,1085384.5,863076.9,-0.000,0.6499,0.0122,0.3379,5.940e-5,7.551e-9,1.226e-4,0.0195,73,229,9.883,10.243,30.77,457.0,1.78e-15,1.23e-16
22,7,33513.7,377.3,9726.1,629794.8,1083882.5,864145.6,-0.000,0.6523,0.0092,0.3385,5.970e-5,5.742e-9,1.227e-4,0.0249,95,209,9.876,10.257,30.77,456.7,2.52e-14,7.29e-17
23,7,33229.7,286.8,9891.7,632660.1,1080361.4,865010.3,-0.000,0.6506,0.0070,0.3424,5.877e-5,4.346e-9,1.227e-4,0.0214,89,195,9.870,10.269,30.78,456.4,4.09e-15,5.01e-17
24,7,33193.4,217.4,10002.5,631216.5,1080664.6,866145.5,-0.000,0.6519,0.0053,0.3428,5.921e-5,3.361e-9,1.226e-4,0.0206,76,248,9.863,10.284,30.79,456.0,3.77e-14,1.49e-16
25,7,32967.1,163.2,10066.2,627978.1,1082829.8,867435.6,0.000,0.6519,0.0040,0.3441,5.894e-5,2.532e-9,1.226e-4,0.0251,98,239,9.856,10.300,30.80,455.6,1.78e-15,1.65e-18
26,7,33192.2,124.1,10093.4,626579.6,1082773.0,868677.7,-0.000,0.6522,0.0031,0.3448,5.908e-5,1.907e-9,1.226e-4,0.0217,67,195,9.848,10.315,30.80,455.1,3.20e-15,7.30e-17
27,7,33457.5,93.1,10081.2,620600.0,1087017.7,870190.5,-0.000,0.6533,0.0023,0.3444,5.939e-5,1.456e-9,1.225e-4,0.0255,88,202,9.840,10.332,30.81,454.7,1.37e-14,3.98e-17
28,7,32793.6,70.2,10006.6,615993.2,1090847.8,871728.6,-0.000,0.6543,0.0017,0.3440,5.893e-5,1.095e-9,1.225e-4,0.0316,83,238,9.832,10.349,30.81,454.3,1.51e-14,8.41e-17
