year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,21137.7,402504.0,100668.4,179078.8,705763.6,1212287.4,-0.000,0.1191,0.6660,0.2149,8.396e-5,1.067e-4,6.861e-4,0.0034,2,449,9.999,10.001,28.85,1920.1,2.13e-15,2.54e-15
2,9,9228.3,456653.6,99484.1,96418.3,723070.8,1236584.9,-0.000,0.0288,0.8089,0.1624,2.861e-5,1.031e-4,6.912e-4,0.4753,1,62359,9.824,10.176,28.85,1919.5,1.19e-14,9.12e-16
3,9,7821.5,473868.0,100807.3,113108.7,690571.8,1235262.8,-0.000,0.0161,0.8264,0.1574,1.745e-5,9.430e-5,6.924e-4,0.0000,0,0,9.824,10.176,28.85,1922.3,1.19e-14,8.19e-16
4,9,7698.9,478914.0,99718.8,118568.0,680007.3,1236533.0,-0.000,0.0168,0.8284,0.1548,1.879e-5,9.369e-5,6.925e-4,0.0000,0,0,9.824,10.176,28.85,1920.8,1.17e-14,8.46e-16
5,9,7477.0,478983.0,100890.2,108586.4,686606.8,1238896.7,-0.000,0.0165,0.8295,0.1541,1.856e-5,9.452e-5,6.936e-4,0.0519,2,6820,9.797,10.203,28.85,1924.2,6.57e-15,1.02e-16
6,9,7659.7,480773.1,100029.2,108486.3,683060.8,1241430.8,-0.000,0.0155,0.8303,0.1542,1.753e-5,9.431e-5,6.938e-4,0.0197,1,2419,9.786,10.214,28.86,1921.9,5.15e-15,4.57e-16
7,9,7512.0,482113.0,100918.1,112118.5,677109.9,1241668.5,-0.000,0.0159,0.8300,0.1541,1.788e-5,9.424e-5,6.946e-4,0.0149,1,20,9.777,10.223,28.85,1925.7,9.59e-15,7.45e-17
8,9,7512.8,483012.4,100373.1,113587.9,674587.4,1242366.3,-0.000,0.0162,0.8301,0.1537,1.833e-5,9.401e-5,6.948e-4,0.0000,0,0,9.777,10.223,28.86,1923.2,9.77e-15,6.88e-17
9,9,7474.5,483580.3,100945.6,113182.8,674454.6,1241802.2,-0.000,0.0161,0.8303,0.1536,1.822e-5,9.409e-5,6.956e-4,0.0000,0,0,9.777,10.223,28.85,1927.6,9.41e-15,1.01e-16
10,9,7422.6,483043.7,100764.9,107712.8,678828.7,1243667.3,0.000,0.0160,0.8304,0.1536,1.813e-5,9.445e-5,6.959e-4,0.0256,1,3361,9.765,10.235,28.86,1925.2,9.77e-15,1.84e-16
11,9,7419.7,483975.1,100922.7,108272.3,676494.1,1244356.2,-0.000,0.0153,0.8308,0.1539,1.738e-5,9.440e-5,6.964e-4,0.0165,0,0,9.759,10.241,28.85,1928.8,9.06e-15,1.76e-16
