year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,2673.6,148397.4,16569.2,163570.8,1139385.6,1150843.4,-0.000,0.0766,0.8269,0.0965,8.389e-6,2.784e-5,1.264e-4,0.0070,105,279,9.997,10.003,-4.21,128.0,4.26e-15,9.25e-17
2,9,655.6,149561.9,16569.1,199490.5,1103719.3,1151443.6,-0.000,0.0070,0.8929,0.1001,1.759e-6,2.876e-5,1.271e-4,0.0119,156,230,9.993,10.008,-4.21,128.0,1.35e-14,4.47e-16
3,9,167.0,147363.3,16565.0,215495.2,1090018.1,1151831.5,-0.000,0.0016,0.8965,0.1019,3.932e-7,2.753e-5,1.272e-4,0.0064,125,137,9.991,10.011,-4.21,128.0,1.63e-14,5.82e-17
4,9,37.5,146517.0,16559.7,222257.1,1083978.5,1152090.2,-0.000,0.0004,0.8965,0.1031,8.686e-8,2.749e-5,1.273e-4,0.0051,134,44,9.989,10.013,-4.21,128.0,6.04e-15,1.45e-15
5,9,6.6,146229.3,16551.6,223622.8,1082421.5,1152608.2,0.000,0.0001,0.8964,0.1035,1.674e-8,2.762e-5,1.273e-4,0.0078,144,118,9.986,10.018,-4.21,127.9,7.46e-15,1.02e-15
6,9,1.0,146210.7,16543.6,222811.3,1082593.1,1153280.3,0.000,0.0000,0.8962,0.1038,2.620e-9,2.767e-5,1.274e-4,0.0094,126,160,9.981,10.023,-4.21,127.9,2.54e-14,9.43e-17
7,9,0.1,146294.5,16540.9,221282.5,1083626.2,1153695.8,-0.000,0.0000,0.8963,0.1037,3.752e-10,2.766e-5,1.274e-4,0.0059,136,159,9.978,10.027,-4.21,127.9,2.04e-14,1.91e-16
8,9,0.0,146455.4,16538.0,218885.3,1085393.6,1154167.6,-0.000,0.0000,0.8963,0.1037,4.777e-11,2.768e-5,1.275e-4,0.0073,120,206,9.975,10.031,-4.21,127.9,1.74e-14,4.69e-16
9,9,0.0,146579.5,16538.2,216692.8,1087172.2,1154457.3,0.000,0.0000,0.8964,0.1036,5.845e-12,2.768e-5,1.275e-4,0.0047,122,73,9.973,10.033,-4.21,128.0,2.84e-15,4.95e-16
10,9,0.0,146678.5,16535.9,214641.7,1088873.9,1154709.9,0.000,0.0000,0.8964,0.1036,6.980e-13,2.770e-5,1.276e-4,0.0037,102,114,9.972,10.035,-4.21,128.0,3.06e-14,1.12e-15
11,9,0.0,146733.5,16534.6,212419.6,1090709.2,1155043.1,-0.000,0.0000,0.8965,0.1035,8.229e-14,2.772e-5,1.276e-4,0.0051,110,143,9.969,10.038,-4.21,128.0,4.97e-15,6.76e-16
12,9,0.0,146837.9,16540.8,210582.0,1092251.5,1155227.9,-0.000,0.0000,0.8965,0.1035,9.692e-15,2.768e-5,1.276e-4,0.0037,120,55,9.968,10.040,-4.21,128.0,4.62e-15,4.91e-17
13,9,0.0,146842.3,16545.9,208675.8,1093927.9,1155448.1,-0.000,0.0000,0.8964,0.1036,1.124e-15,2.767e-5,1.277e-4,0.0034,89,69,9.967,10.042,-4.21,128.1,1.76e-14,3.34e-16
