year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,115496.0,66248.9,51536.2,217612.3,891289.6,1279257.0,-0.000,0.4595,0.3744,0.1661,2.464e-4,9.270e-6,3.474e-4,0.2754,2,19269,9.856,10.144,28.85,1920.1,2.84e-15,2.54e-15
2,9,123676.9,50864.6,50932.4,265760.1,849243.2,1280962.8,-0.000,0.5585,0.2453,0.1962,2.512e-4,8.024e-6,3.506e-4,0.0177,1,1,9.848,10.152,28.85,1919.5,1.60e-14,9.12e-16
3,9,122610.4,42523.8,51602.0,242790.2,873632.8,1288280.8,-0.000,0.5915,0.2065,0.2020,2.570e-4,7.680e-6,3.512e-4,0.1833,1,24025,9.787,10.213,28.85,1922.3,5.15e-15,8.19e-16
4,9,124662.7,40193.1,51064.1,250169.9,864134.4,1291215.9,-0.000,0.6057,0.1865,0.2078,2.567e-4,7.437e-6,3.513e-4,0.0339,1,4452,9.770,10.230,28.85,1920.8,1.92e-14,8.46e-16
5,9,124412.9,38871.4,51640.6,258767.3,857119.5,1290628.3,-0.000,0.6138,0.1784,0.2078,2.597e-4,7.283e-6,3.519e-4,0.0000,0,0,9.770,10.230,28.85,1924.2,1.90e-14,1.02e-16
6,9,125194.6,38048.7,51234.1,260941.0,854891.2,1291130.4,-0.000,0.6174,0.1741,0.2086,2.607e-4,7.179e-6,3.520e-4,0.0000,0,0,9.770,10.230,28.86,1921.9,1.90e-14,4.57e-16
7,9,124919.0,37440.9,51653.1,261151.5,855587.1,1290688.4,-0.000,0.6197,0.1711,0.2091,2.609e-4,7.084e-6,3.524e-4,0.0000,0,0,9.770,10.230,28.85,1925.7,1.95e-14,7.45e-17
8,9,125314.9,36991.3,51417.8,253668.3,860629.1,1293418.5,-0.000,0.6203,0.1694,0.2103,2.603e-4,7.014e-6,3.526e-4,0.0375,2,4911,9.751,10.249,28.86,1923.2,2.68e-14,6.88e-17
9,9,125276.2,36609.7,51668.6,257604.6,857108.0,1293172.9,-0.000,0.6227,0.1672,0.2101,2.615e-4,6.945e-6,3.529e-4,0.0000,0,0,9.751,10.249,28.85,1927.6,2.74e-14,1.01e-16
10,9,125419.6,36302.4,51625.8,258546.9,856268.2,1293277.1,-0.000,0.6239,0.1657,0.2104,2.619e-4,6.893e-6,3.531e-4,0.0000,0,0,9.751,10.249,28.86,1925.2,2.68e-14,1.84e-16
11,9,125108.1,36035.6,51661.1,253787.6,860622.9,1294224.7,-0.000,0.6248,0.1645,0.2107,2.620e-4,6.845e-6,3.534e-4,0.0133,1,1743,9.744,10.256,28.85,1928.8,1.37e-14,1.76e-16
