year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,13,44414.5,306890.7,27358.2,221656.7,1105969.3,915150.6,-0.000,0.1819,0.7341,0.0841,9.437e-5,8.347e-5,2.002e-4,0.0015,1,253,10.000,10.001,3.29,388.9,1.67e-14,4.09e-15
2,13,24847.1,433693.6,27537.7,247498.1,972966.3,914897.3,-0.000,0.0705,0.8685,0.0610,5.272e-5,1.088e-4,2.022e-4,0.0000,0,0,10.000,10.001,3.28,389.8,1.65e-14,7.06e-16
3,13,17780.5,475137.3,27098.4,251852.5,934213.2,915358.1,-0.000,0.0364,0.9104,0.0532,3.249e-5,9.851e-5,2.021e-4,0.0000,1,2,10.000,10.001,3.28,389.1,2.04e-14,1.73e-15
4,13,15410.1,492123.3,27425.5,253020.9,918350.5,915109.7,-0.000,0.0271,0.9220,0.0510,2.618e-5,9.643e-5,2.024e-4,0.0000,0,0,10.000,10.001,3.28,389.4,2.01e-14,2.13e-16
5,13,14252.2,500866.6,27404.6,248949.0,914186.3,915781.2,-0.000,0.0239,0.9261,0.0500,2.387e-5,9.651e-5,2.025e-4,0.0208,1,3493,9.995,10.008,3.28,390.1,6.39e-15,7.21e-16
6,13,13767.9,506265.4,27337.9,247482.4,910674.5,915911.9,-0.000,0.0224,0.9282,0.0494,2.280e-5,9.671e-5,2.026e-4,0.0000,0,0,9.995,10.008,3.29,389.3,7.11e-15,4.01e-16
7,13,13438.2,509575.2,27568.4,246228.1,908974.9,915655.1,-0.000,0.0216,0.9293,0.0491,2.220e-5,9.690e-5,2.028e-4,0.0000,0,0,9.995,10.008,3.28,390.0,6.75e-15,6.93e-16
8,13,13209.6,511528.9,27184.6,244501.8,908984.2,916030.9,-0.000,0.0211,0.9300,0.0489,2.187e-5,9.702e-5,2.028e-4,0.0000,0,0,9.995,10.008,3.28,390.0,6.57e-15,8.23e-16
9,13,13240.4,513599.7,27481.7,242501.3,908770.8,915846.1,-0.000,0.0209,0.9304,0.0488,2.173e-5,9.740e-5,2.030e-4,0.0000,2,3,9.995,10.008,3.29,389.7,4.62e-15,9.82e-16
10,13,13041.2,514092.9,27653.7,241364.4,909699.6,915588.2,-0.000,0.0207,0.9306,0.0487,2.153e-5,9.718e-5,2.030e-4,0.0000,0,0,9.995,10.008,3.28,390.5,4.80e-15,3.80e-16
11,13,12794.7,514096.7,27211.1,236577.2,913728.3,917032.1,-0.000,0.0205,0.9308,0.0487,2.140e-5,9.780e-5,2.029e-4,0.0127,1,2144,9.990,10.019,3.28,389.8,2.13e-14,9.86e-16
12,13,13088.5,515698.3,27532.7,236391.2,911945.8,916783.5,-0.000,0.0203,0.9310,0.0486,2.131e-5,9.770e-5,2.032e-4,0.0000,0,0,9.990,10.019,3.28,390.0,2.20e-14,5.81e-16
13,13,12709.4,515257.1,27498.8,233962.1,914043.0,917969.6,-0.000,0.0205,0.9309,0.0486,2.141e-5,9.800e-5,2.032e-4,0.0147,1,2481,9.982,10.031,3.28,390.7,5.33e-16,3.64e-16
14,13,12771.7,514949.9,27427.5,228304.5,918605.2,919381.1,-0.000,0.0202,0.9312,0.0486,2.128e-5,9.825e-5,2.032e-4,0.0194,1,3273,9.975,10.045,3.29,389.9,1.19e-14,4.47e-16
15,13,12973.5,515986.3,27641.1,230717.9,914996.5,919124.6,-0.000,0.0200,0.9314,0.0486,2.098e-5,9.764e-5,2.034e-4,0.0000,0,0,9.975,10.045,3.28,390.5,1.19e-14,9.56e-17
16,13,13070.8,516230.8,27250.1,230852.2,914195.8,919840.2,-0.000,0.0205,0.9309,0.0485,2.158e-5,9.780e-5,2.032e-4,0.0058,3,825,9.973,10.049,3.28,390.5,2.47e-14,2.41e-16
