year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,7,11280.8,144477.1,43893.1,132762.0,1480960.0,808067.0,-0.000,0.1388,0.6336,0.2276,1.257e-5,7.566e-6,4.627e-4,0.0000,1,1,10.000,10.000,30.79,469.4,1.42e-15,1.32e-15
2,7,3029.8,118562.6,44043.4,173846.6,1474040.9,807916.7,-0.000,0.0293,0.6601,0.3105,5.283e-6,6.659e-6,4.697e-4,0.0000,1,1,10.000,10.000,30.80,468.4,1.65e-14,4.19e-16
3,7,1515.0,97778.0,44039.8,196536.5,1473647.7,807923.0,-0.000,0.0121,0.6285,0.3594,2.891e-6,5.865e-6,4.696e-4,0.0003,2,34,10.000,10.000,30.81,467.6,1.15e-14,1.28e-17
4,7,1084.7,81049.2,43825.2,210880.6,1476458.6,808141.8,-0.000,0.0084,0.5861,0.4055,2.119e-6,5.172e-6,4.695e-4,0.0004,1,67,10.000,10.000,30.81,466.8,2.26e-14,6.84e-17
5,7,920.3,67551.2,43345.7,219886.0,1481115.5,808621.3,-0.000,0.0074,0.5417,0.4509,1.811e-6,4.572e-6,4.693e-4,0.0000,0,0,10.000,10.000,30.81,466.0,2.24e-14,2.69e-16
6,7,849.2,56601.6,42614.9,224956.4,1487065.4,809352.5,-0.000,0.0073,0.4973,0.4955,1.673e-6,4.053e-6,4.691e-4,0.0000,1,7,10.000,10.000,30.80,465.3,1.60e-14,2.19e-16
7,7,818.4,47679.7,41892.8,227085.0,1493888.3,810075.8,-0.000,0.0075,0.4540,0.5385,1.611e-6,3.601e-6,4.691e-4,0.0001,1,19,10.000,10.000,30.79,464.6,6.93e-15,2.86e-16
8,7,807.8,40371.7,41548.5,226935.9,1501350.8,810425.3,-0.000,0.0079,0.4126,0.5795,1.588e-6,3.209e-6,4.694e-4,0.0004,2,70,10.000,10.000,30.78,463.9,1.26e-14,2.96e-16
9,7,808.3,34383.6,41755.4,225228.6,1509045.5,810218.6,-0.000,0.0083,0.3736,0.6181,1.586e-6,2.869e-6,4.698e-4,0.0000,1,2,10.000,10.000,30.77,463.2,2.84e-15,7.61e-17
10,7,814.4,29437.4,42375.1,222250.9,1516961.2,809601.1,-0.000,0.0089,0.3374,0.6537,1.596e-6,2.573e-6,4.701e-4,0.0002,2,28,10.000,10.000,30.77,462.6,1.79e-14,1.45e-16
