year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,13,129934.7,106604.3,12628.4,336689.8,1105574.9,930008.0,-0.000,0.4358,0.5175,0.0468,2.279e-4,8.391e-6,9.276e-5,0.0135,1,2280,9.995,10.009,3.29,388.9,8.70e-15,4.09e-15
2,13,133378.2,73377.5,12682.7,399846.1,1072176.4,929979.2,-0.000,0.5538,0.3922,0.0540,2.385e-4,7.174e-6,9.273e-5,0.0006,1,106,9.995,10.010,3.28,389.8,1.12e-14,7.06e-16
3,13,136242.9,53965.0,12417.3,421552.9,1067006.5,930255.5,-0.000,0.6310,0.3090,0.0599,2.449e-4,6.310e-6,9.266e-5,0.0000,0,0,9.995,10.010,3.28,389.1,1.14e-14,1.73e-15
4,13,140057.1,42259.2,12655.3,431721.0,1064686.7,930060.6,-0.000,0.6862,0.2499,0.0639,2.500e-4,5.664e-6,9.286e-5,0.0000,1,3,9.995,10.010,3.28,389.4,3.38e-15,2.13e-16
5,13,140920.1,34865.7,12600.7,437328.3,1065628.0,930097.3,-0.000,0.7245,0.2090,0.0666,2.530e-4,5.142e-6,9.285e-5,0.0000,1,4,9.995,10.010,3.28,390.1,1.07e-15,7.21e-16
6,13,142096.8,30009.5,12568.9,433602.8,1072097.9,931064.0,0.000,0.7510,0.1808,0.0683,2.562e-4,4.753e-6,9.293e-5,0.0092,2,1538,9.989,10.019,3.29,389.3,1.01e-14,4.01e-16
7,13,143595.0,26598.7,12711.4,433148.8,1073035.7,932350.4,-0.000,0.7689,0.1612,0.0699,2.567e-4,4.419e-6,9.305e-5,0.0139,0,0,9.981,10.035,3.28,390.0,1.56e-14,6.93e-16
8,13,143985.1,24267.2,12467.3,438528.2,1069602.1,932590.1,-0.000,0.7838,0.1461,0.0702,2.599e-4,4.164e-6,9.299e-5,0.0000,0,0,9.981,10.035,3.28,390.0,1.55e-14,8.23e-16
9,13,144896.9,22347.5,12678.5,427442.3,1078719.2,935355.5,-0.000,0.7934,0.1356,0.0710,2.607e-4,3.955e-6,9.315e-5,0.0314,1,5280,9.963,10.066,3.29,389.7,1.19e-14,9.82e-16
10,13,145826.0,21045.9,12740.8,434993.0,1071551.4,935282.9,-0.000,0.8021,0.1266,0.0713,2.622e-4,3.758e-6,9.313e-5,0.0003,2,54,9.963,10.066,3.28,390.5,3.55e-15,3.80e-16
11,13,146109.0,20007.8,12475.4,437146.9,1070142.8,935558.1,-0.000,0.8085,0.1201,0.0714,2.638e-4,3.616e-6,9.309e-5,0.0000,0,0,9.963,10.066,3.28,389.8,3.73e-15,9.86e-16
12,13,148064.6,19193.6,12710.9,438128.4,1067982.0,935360.5,-0.000,0.8134,0.1150,0.0716,2.653e-4,3.505e-6,9.326e-5,0.0000,0,0,9.963,10.066,3.28,390.0,3.91e-15,5.81e-16
13,13,147354.9,18484.8,12648.5,439120.4,1068437.8,935393.6,-0.000,0.8175,0.1107,0.0717,2.653e-4,3.390e-6,9.320e-5,0.0000,1,1,9.963,10.066,3.28,390.7,7.11e-16,3.64e-16
14,13,148248.3,17900.4,12614.7,438403.5,1068812.5,935460.6,-0.000,0.8210,0.1071,0.0719,2.665e-4,3.304e-6,9.325e-5,0.0000,0,0,9.963,10.066,3.29,389.9,1.78e-16,4.47e-16
15,13,148189.0,17390.5,12748.4,439040.9,1068767.6,935303.5,-0.000,0.8239,0.1041,0.0720,2.668e-4,3.222e-6,9.332e-5,0.0000,0,0,9.963,10.066,3.28,390.5,0.00e0,9.56e-17
16,13,147743.0,16938.5,12500.8,438866.2,1069849.8,935541.8,-0.000,0.8265,0.1014,0.0721,2.672e-4,3.149e-6,9.323e-5,0.0000,0,0,9.963,10.066,3.28,390.5,0.00e0,2.41e-16
