year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,32397.9,446963.0,36288.9,148695.0,648632.6,1308462.7,-0.000,0.1932,0.7389,0.0679,1.664e-4,1.381e-4,2.428e-4,0.4898,13,37466,9.747,10.253,28.85,1920.1,1.42e-15,2.47e-15
2,9,19592.7,490523.8,35864.6,123079.4,622017.3,1330362.2,-0.000,0.0555,0.8861,0.0584,5.783e-5,1.081e-4,2.450e-4,0.2062,12,21961,9.584,10.416,28.85,1919.5,2.11e-14,9.14e-16
3,9,18719.8,499872.1,36330.1,122470.2,595529.1,1348518.7,-0.000,0.0461,0.8967,0.0572,5.086e-5,1.021e-4,2.454e-4,0.2385,11,17324,9.441,10.559,28.85,1922.3,4.26e-15,8.71e-16
4,9,19096.0,505719.5,35963.6,125454.1,573305.9,1361900.9,-0.000,0.0427,0.9004,0.0569,4.750e-5,1.009e-4,2.455e-4,0.1992,11,13665,9.343,10.657,28.85,1920.8,6.04e-15,8.46e-16
5,9,18824.9,511962.7,36355.6,120989.3,559587.0,1373720.5,-0.000,0.0416,0.9018,0.0566,4.683e-5,1.009e-4,2.459e-4,0.2348,17,24009,9.249,10.751,28.85,1924.2,1.47e-14,1.61e-16
6,9,18922.6,513831.2,36089.0,122838.8,547893.9,1381864.5,-0.000,0.0395,0.9042,0.0563,4.365e-5,1.004e-4,2.460e-4,0.1600,12,13437,9.190,10.810,28.86,1921.9,0.00e0,3.63e-16
7,9,18302.9,517527.4,36363.3,131108.5,532798.1,1385339.7,-0.000,0.0385,0.9055,0.0561,4.285e-5,1.002e-4,2.463e-4,0.1015,13,5689,9.161,10.839,28.85,1925.7,1.85e-14,7.98e-18
8,9,19234.6,517187.8,36222.6,128654.1,529451.0,1390689.9,-0.000,0.0381,0.9060,0.0559,4.238e-5,1.009e-4,2.464e-4,0.0855,14,2620,9.122,10.878,28.86,1923.2,1.51e-14,2.33e-18
9,9,19135.5,521553.2,36375.1,125753.6,523208.4,1395414.2,-0.000,0.0381,0.9060,0.0559,4.220e-5,1.011e-4,2.467e-4,0.1015,11,11319,9.085,10.915,28.85,1927.6,5.68e-15,1.66e-16
10,9,18575.8,522278.4,36372.6,131805.3,515946.6,1396461.2,-0.000,0.0363,0.9080,0.0557,4.024e-5,1.008e-4,2.468e-4,0.0256,13,2464,9.077,10.923,28.86,1925.2,1.17e-14,1.29e-16
11,9,18710.5,524776.8,36372.0,125001.9,515581.1,1400997.6,-0.000,0.0371,0.9073,0.0556,4.155e-5,1.018e-4,2.470e-4,0.0960,13,6928,9.043,10.957,28.85,1928.8,6.93e-15,1.26e-16
