year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,13,36579.9,114678.4,63523.2,168314.2,1357840.4,880503.9,-0.000,0.1765,0.5755,0.2480,6.687e-5,1.117e-5,4.670e-4,0.0010,2,158,10.000,10.000,3.29,388.9,1.56e-14,4.09e-15
2,13,36042.3,86167.3,63987.8,184623.1,1370738.4,879881.1,-0.000,0.1768,0.5063,0.3170,6.552e-5,1.052e-5,4.712e-4,0.0000,0,0,10.000,10.000,3.28,389.8,1.49e-14,7.06e-16
3,13,36225.4,70291.8,63161.9,187281.3,1383726.2,880753.5,-0.000,0.1991,0.4450,0.3559,6.598e-5,1.012e-5,4.711e-4,0.0000,1,2,10.000,10.000,3.28,389.1,2.03e-14,1.73e-15
4,13,36875.5,61378.6,63651.4,186164.7,1392926.9,880442.9,-0.000,0.2149,0.4032,0.3819,6.654e-5,9.860e-6,4.717e-4,0.0002,1,32,10.000,10.000,3.28,389.4,1.40e-14,2.13e-16
5,13,36353.5,55696.9,63751.0,182508.9,1402363.4,880766.2,-0.000,0.2245,0.3757,0.3997,6.629e-5,9.598e-6,4.719e-4,0.0111,3,1854,9.997,10.006,3.28,390.1,1.78e-16,7.21e-16
6,13,37183.6,52731.0,63606.8,180646.3,1406226.8,881045.5,-0.000,0.2320,0.3580,0.4100,6.703e-5,9.448e-6,4.722e-4,0.0000,2,4,9.997,10.006,3.29,389.3,1.78e-16,4.01e-16
7,13,37232.0,50908.7,64006.0,178740.3,1409964.6,880588.4,-0.000,0.2368,0.3474,0.4158,6.728e-5,9.339e-6,4.726e-4,0.0000,1,5,9.997,10.006,3.28,390.0,1.12e-14,6.93e-16
8,13,37147.0,49721.3,63325.4,176604.4,1413392.0,881249.9,-0.000,0.2395,0.3408,0.4197,6.741e-5,9.251e-6,4.725e-4,0.0000,0,0,9.997,10.006,3.28,390.0,1.12e-14,8.23e-16
9,13,37720.7,49021.3,63803.8,174524.0,1415354.7,881015.6,-0.000,0.2414,0.3364,0.4222,6.775e-5,9.216e-6,4.730e-4,0.0000,0,0,9.997,10.006,3.29,389.7,1.08e-14,9.82e-16
10,13,37434.7,48435.0,64246.4,173164.4,1417768.4,880391.1,-0.000,0.2427,0.3334,0.4239,6.761e-5,9.127e-6,4.731e-4,0.0000,0,0,9.997,10.006,3.28,390.5,1.10e-14,3.80e-16
11,13,37402.0,47984.2,63410.8,171541.9,1419828.3,881272.7,-0.000,0.2437,0.3310,0.4252,6.779e-5,9.077e-6,4.729e-4,0.0004,1,62,9.997,10.006,3.28,389.8,1.21e-14,9.86e-16
12,13,37853.7,47707.2,63883.4,170298.6,1420739.2,880957.8,-0.000,0.2446,0.3292,0.4262,6.804e-5,9.058e-6,4.734e-4,0.0000,0,0,9.997,10.006,3.28,390.0,1.21e-14,5.81e-16
13,13,37615.5,47394.4,63951.0,169405.8,1422304.4,880768.9,-0.000,0.2454,0.3276,0.4270,6.794e-5,8.990e-6,4.734e-4,0.0000,0,0,9.997,10.006,3.28,390.7,1.24e-14,3.64e-16
14,13,37216.8,47039.5,63803.3,166733.2,1425173.7,881473.5,-0.000,0.2451,0.3264,0.4284,6.772e-5,8.953e-6,4.735e-4,0.0107,1,1794,9.994,10.010,3.29,389.9,3.48e-14,4.47e-16
15,13,37746.5,46818.9,64163.6,167092.0,1424600.9,881018.1,-0.000,0.2459,0.3249,0.4292,6.800e-5,8.902e-6,4.738e-4,0.0000,0,0,9.994,10.010,3.28,390.5,3.50e-14,9.56e-17
16,13,37634.5,46591.1,63469.5,166736.4,1425331.2,881677.3,-0.000,0.2473,0.3235,0.4292,6.822e-5,8.862e-6,4.736e-4,0.0001,1,24,9.994,10.010,3.28,390.5,2.17e-14,2.41e-16
