year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,13,191897.7,128596.0,21853.8,441004.6,909807.4,928280.6,-0.000,0.4999,0.4380,0.0621,3.493e-4,1.967e-5,1.599e-4,0.1089,30,7600,9.953,10.084,3.29,388.9,1.39e-14,4.09e-15
2,13,182003.3,120799.0,21990.1,500852.6,860910.0,934884.9,-0.000,0.5491,0.3846,0.0663,3.340e-4,2.215e-5,1.613e-4,0.0706,19,4099,9.912,10.157,3.28,389.8,1.44e-14,7.71e-16
3,13,172561.7,124718.7,21613.8,505056.6,854552.1,942937.2,0.000,0.5382,0.3936,0.0682,3.183e-4,2.482e-5,1.612e-4,0.0769,26,4679,9.867,10.238,3.28,389.1,8.88e-16,1.68e-15
4,13,166411.3,132493.0,21912.5,502067.8,849382.1,949173.3,-0.000,0.5137,0.4174,0.0689,3.023e-4,2.688e-5,1.615e-4,0.0743,33,3624,9.828,10.307,3.28,389.4,7.82e-15,2.31e-16
5,13,160217.6,140088.3,21877.9,506309.0,839613.7,953333.6,-0.000,0.4909,0.4405,0.0685,2.889e-4,2.825e-5,1.615e-4,0.0593,21,3034,9.803,10.351,3.28,390.1,1.28e-14,7.36e-16
6,13,156320.4,146623.8,21822.2,496075.1,842896.6,957701.8,-0.000,0.4716,0.4603,0.0681,2.803e-4,2.932e-5,1.616e-4,0.0570,25,5570,9.778,10.396,3.29,389.3,9.59e-15,3.65e-16
7,13,153352.4,151919.9,22022.6,492649.7,840954.9,960540.5,-0.000,0.4565,0.4759,0.0676,2.728e-4,3.003e-5,1.618e-4,0.0461,29,3016,9.760,10.429,3.28,390.0,1.72e-14,6.83e-16
8,13,150926.7,155771.7,21687.0,488958.7,840197.1,963899.0,-0.000,0.4451,0.4877,0.0672,2.682e-4,3.051e-5,1.617e-4,0.0437,25,2897,9.742,10.461,3.28,390.0,1.42e-14,8.60e-16
9,13,151105.8,159034.2,21954.4,489101.9,834390.8,965852.9,-0.000,0.4376,0.4956,0.0668,2.655e-4,3.098e-5,1.620e-4,0.0329,33,1865,9.729,10.484,3.29,389.7,3.29e-14,1.01e-15
10,13,148344.6,160461.3,22086.7,485530.4,836974.7,968042.3,-0.000,0.4313,0.5021,0.0666,2.619e-4,3.113e-5,1.620e-4,0.0347,25,1731,9.715,10.509,3.28,390.5,1.08e-14,3.58e-16
11,13,147598.6,161966.3,21707.4,486027.9,834262.9,969876.8,-0.000,0.4276,0.5058,0.0666,2.602e-4,3.120e-5,1.619e-4,0.0270,29,1504,9.706,10.524,3.28,389.8,1.97e-14,9.39e-16
12,13,148208.2,163260.7,22000.6,478774.9,837410.3,971785.4,-0.000,0.4244,0.5091,0.0665,2.593e-4,3.141e-5,1.621e-4,0.0348,17,2725,9.694,10.547,3.28,390.0,1.67e-14,5.69e-16
13,13,146958.2,163951.1,21953.7,483231.5,832768.1,972577.4,-0.000,0.4220,0.5115,0.0664,2.572e-4,3.140e-5,1.621e-4,0.0173,31,682,9.689,10.555,3.28,390.7,1.21e-14,3.76e-16
14,13,146976.5,164514.4,21895.7,477336.7,835988.6,974728.3,-0.000,0.4201,0.5135,0.0665,2.567e-4,3.150e-5,1.621e-4,0.0280,18,2022,9.677,10.577,3.29,389.9,6.04e-15,4.30e-16
15,13,146265.4,164905.6,22081.7,475388.8,836968.3,975830.3,-0.000,0.4189,0.5147,0.0664,2.557e-4,3.153e-5,1.622e-4,0.0312,21,2219,9.669,10.591,3.28,390.5,1.78e-16,1.01e-16
16,13,145630.2,165073.5,21741.2,478227.2,834210.3,976557.6,-0.000,0.4179,0.5157,0.0664,2.550e-4,3.153e-5,1.621e-4,0.0073,25,410,9.667,10.595,3.28,390.5,1.30e-14,2.36e-16
