year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,13,216520.6,135278.1,34897.8,507894.5,806628.3,920220.7,-0.000,0.5246,0.3902,0.0852,4.265e-4,2.343e-5,2.557e-4,0.1276,78,3533,9.926,10.131,3.29,388.9,1.99e-14,4.09e-15
2,13,207204.1,131483.9,35137.1,561304.6,752932.3,933378.0,-0.000,0.5448,0.3617,0.0935,3.796e-4,2.521e-5,2.582e-4,0.1138,99,3006,9.846,10.275,3.28,389.8,1.19e-14,7.06e-16
3,13,198446.9,144746.9,34615.2,569880.7,727562.8,946187.5,0.000,0.5273,0.3787,0.0939,3.666e-4,3.050e-5,2.582e-4,0.1236,78,2899,9.773,10.405,3.28,389.1,6.57e-15,1.73e-15
4,13,192392.9,163982.8,34980.7,572645.1,703320.8,954117.6,0.000,0.4914,0.4168,0.0919,3.474e-4,3.524e-5,2.586e-4,0.1052,74,3849,9.724,10.492,3.28,389.4,3.55e-15,2.13e-16
5,13,182617.0,182680.5,34983.9,571136.0,689549.8,960472.7,-0.000,0.4548,0.4558,0.0895,3.284e-4,3.853e-5,2.586e-4,0.1015,85,2912,9.686,10.560,3.28,390.1,1.83e-14,7.21e-16
6,13,177120.9,198769.7,34898.6,565927.2,679469.1,965254.6,0.000,0.4235,0.4893,0.0872,3.142e-4,4.101e-5,2.588e-4,0.0791,81,2462,9.659,10.609,3.29,389.3,2.43e-14,4.01e-16
7,13,172375.4,211025.4,35166.8,564912.4,670277.2,967682.8,-0.000,0.4004,0.5142,0.0854,3.034e-4,4.258e-5,2.591e-4,0.0589,75,1935,9.643,10.638,3.28,390.0,1.72e-14,6.93e-16
8,13,168515.2,220319.9,34717.0,561873.3,665022.6,970992.1,-0.000,0.3841,0.5320,0.0839,2.963e-4,4.379e-5,2.590e-4,0.0555,83,2187,9.625,10.669,3.28,390.0,9.06e-15,8.23e-16
9,13,168111.6,227637.2,35054.8,559667.3,658150.7,972818.4,-0.000,0.3724,0.5448,0.0828,2.918e-4,4.479e-5,2.593e-4,0.0374,67,1637,9.613,10.690,3.29,389.7,2.66e-15,9.82e-16
10,13,164965.5,233061.0,35284.0,555461.1,657657.9,975010.6,-0.000,0.3638,0.5543,0.0820,2.874e-4,4.542e-5,2.593e-4,0.0492,95,807,9.598,10.717,3.28,390.5,8.70e-15,3.80e-16
11,13,163281.4,237480.6,34757.1,552034.8,656371.9,977514.2,-0.000,0.3572,0.5615,0.0813,2.851e-4,4.609e-5,2.592e-4,0.0440,78,1253,9.587,10.738,3.28,389.8,2.22e-14,9.86e-16
12,13,164312.4,241396.3,35113.7,550493.5,651355.4,978768.8,-0.000,0.3521,0.5672,0.0807,2.836e-4,4.672e-5,2.595e-4,0.0333,70,1606,9.578,10.754,3.28,390.0,2.61e-14,5.81e-16
13,13,162161.4,244267.3,35098.4,549821.3,649865.0,980226.7,-0.000,0.3479,0.5718,0.0803,2.810e-4,4.706e-5,2.595e-4,0.0300,83,1048,9.569,10.770,3.28,390.7,1.92e-14,3.64e-16
14,13,162147.0,246669.3,35011.1,548661.6,647533.9,981417.1,0.000,0.3447,0.5754,0.0799,2.802e-4,4.742e-5,2.596e-4,0.0232,89,670,9.563,10.781,3.29,389.9,8.70e-15,4.47e-16
15,13,161432.7,248694.2,35256.9,550273.6,643656.3,982126.3,0.000,0.3421,0.5783,0.0796,2.791e-4,4.775e-5,2.597e-4,0.0241,71,797,9.557,10.792,3.28,390.5,1.01e-14,9.56e-17
16,13,159868.0,250280.0,34799.9,546576.2,645810.4,984105.5,-0.000,0.3398,0.5808,0.0794,2.779e-4,4.798e-5,2.596e-4,0.0333,67,1703,9.547,10.808,3.28,390.5,1.33e-14,2.41e-16
