year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,189290.0,118226.8,125591.3,277249.7,665780.6,1245301.7,-0.000,0.4727,0.2793,0.2481,4.367e-4,3.031e-5,8.585e-4,0.5402,184,21477,9.561,10.439,28.85,1920.1,1.17e-14,2.54e-15
2,9,158843.4,187082.0,124113.8,251130.9,616047.7,1284222.1,0.000,0.4156,0.3367,0.2477,3.684e-4,4.440e-5,8.644e-4,0.3191,158,4999,9.277,10.723,28.85,1919.5,4.80e-15,9.12e-16
3,9,129345.9,247695.0,125768.3,225140.5,585899.2,1307591.0,0.000,0.3130,0.4539,0.2331,2.922e-4,5.462e-5,8.659e-4,0.3184,177,4464,9.086,10.914,28.85,1922.3,3.91e-15,8.19e-16
4,9,114489.9,285169.4,124401.1,212387.5,559922.8,1325069.3,-0.000,0.2498,0.5278,0.2224,2.452e-4,5.903e-5,8.661e-4,0.2730,160,4048,8.965,11.035,28.85,1920.8,1.39e-14,8.46e-16
5,9,106968.9,305114.4,125873.4,208937.5,541663.4,1332882.4,-0.000,0.2186,0.5654,0.2159,2.204e-4,6.085e-5,8.674e-4,0.1978,183,4377,8.894,11.106,28.85,1924.2,7.11e-16,1.02e-16
6,9,102908.2,316440.5,124785.2,203591.5,532690.2,1341024.4,-0.000,0.2036,0.5840,0.2124,2.090e-4,6.197e-5,8.676e-4,0.1533,139,4384,8.842,11.158,28.86,1921.9,7.64e-15,4.57e-16
7,9,101281.0,322410.8,125911.7,205491.5,521949.5,1344395.5,0.000,0.1965,0.5933,0.2103,2.038e-4,6.250e-5,8.686e-4,0.1247,171,2645,8.807,11.193,28.85,1925.7,2.13e-15,7.45e-17
8,9,100000.7,326195.4,125210.2,199713.8,520215.1,1350104.8,-0.000,0.1920,0.5987,0.2093,2.000e-4,6.291e-5,8.689e-4,0.1242,163,4384,8.770,11.230,28.86,1923.2,1.53e-14,6.88e-17
9,9,99509.0,328444.4,125946.6,200198.6,515083.0,1352258.4,-0.000,0.1891,0.6021,0.2088,1.976e-4,6.315e-5,8.699e-4,0.0886,160,3422,8.748,11.252,28.85,1927.6,9.41e-15,1.01e-16
10,9,98687.9,329939.3,125696.7,197290.9,513979.6,1355845.6,-0.000,0.1875,0.6040,0.2085,1.961e-4,6.334e-5,8.702e-4,0.0887,144,2623,8.724,11.276,28.86,1925.2,4.97e-15,1.84e-16
11,9,98806.7,330901.9,125918.6,198810.9,509551.9,1357450.0,-0.000,0.1863,0.6054,0.2083,1.950e-4,6.346e-5,8.709e-4,0.0588,160,1911,8.710,11.290,28.85,1928.8,3.91e-15,1.76e-16
