year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,7,13532.5,138930.1,13700.8,135817.6,1481161.4,838297.6,0.000,0.1708,0.7319,0.0973,1.735e-5,3.329e-6,1.628e-4,0.0046,77,131,10.000,10.000,30.79,469.4,1.42e-14,1.32e-15
2,7,5025.1,108895.2,13753.4,178342.9,1477077.2,838346.3,-0.000,0.0516,0.8090,0.1394,9.053e-6,2.768e-6,1.619e-4,0.0098,85,209,9.999,10.002,30.80,468.4,1.88e-14,4.19e-16
3,7,3403.4,85421.7,13762.6,200672.2,1479729.9,838450.2,0.000,0.0325,0.7934,0.1741,6.445e-6,2.288e-6,1.618e-4,0.0094,83,131,9.999,10.003,30.81,467.6,2.49e-14,1.28e-17
4,7,2998.5,66731.0,13703.6,212288.1,1487012.4,838706.5,0.000,0.0315,0.7562,0.2122,5.762e-6,1.879e-6,1.617e-4,0.0169,81,1199,9.997,10.005,30.81,466.8,5.51e-15,6.84e-17
5,7,2887.9,52180.1,13556.5,218247.3,1495522.2,839046.0,-0.000,0.0354,0.7098,0.2548,5.584e-6,1.530e-6,1.616e-4,0.0152,91,137,9.996,10.008,30.81,466.0,2.31e-14,2.69e-16
6,7,2878.2,40482.1,13321.1,217946.9,1507214.2,839597.6,-0.000,0.0416,0.6558,0.3027,5.605e-6,1.240e-6,1.616e-4,0.0261,93,1563,9.995,10.011,30.80,465.3,7.28e-15,2.19e-16
7,7,2939.7,31852.0,13082.8,218482.6,1515118.4,839964.5,-0.000,0.0490,0.5983,0.3527,5.705e-6,1.004e-6,1.616e-4,0.0095,70,123,9.994,10.013,30.79,464.6,1.42e-15,2.86e-16
8,7,2990.2,24941.1,12965.7,215667.1,1524596.2,840279.6,-0.000,0.0571,0.5383,0.4045,5.807e-6,8.113e-7,1.617e-4,0.0150,103,121,9.993,10.015,30.78,463.9,4.62e-15,2.96e-16
9,7,3042.6,19432.7,13026.2,209893.5,1535553.0,840491.9,-0.000,0.0655,0.4757,0.4587,5.876e-6,6.519e-7,1.618e-4,0.0224,90,1601,9.991,10.018,30.77,463.2,1.69e-14,7.61e-17
10,7,3110.1,15277.2,13217.7,205636.8,1543744.5,840453.6,-0.000,0.0743,0.4155,0.5102,5.986e-6,5.255e-7,1.619e-4,0.0124,93,117,9.990,10.020,30.77,462.6,2.58e-14,1.45e-16
11,7,3146.7,12010.5,13449.9,200439.3,1552002.3,840391.3,-0.000,0.0830,0.3579,0.5591,6.104e-6,4.245e-7,1.619e-4,0.0122,74,347,9.989,10.022,30.78,462.0,2.03e-14,2.10e-16
12,7,3204.6,9452.8,13620.3,195203.6,1559586.0,840372.7,-0.000,0.0908,0.3046,0.6046,6.160e-6,3.416e-7,1.618e-4,0.0126,88,99,9.989,10.024,30.79,461.5,5.33e-15,1.73e-16
13,7,3235.5,7459.6,13716.0,190115.1,1566504.3,840409.5,0.000,0.0980,0.2560,0.6460,6.207e-6,2.746e-7,1.618e-4,0.0111,89,125,9.988,10.025,30.80,460.9,3.00e-14,7.19e-17
14,7,3274.7,5888.8,13759.5,184816.6,1573200.9,840499.5,-0.000,0.1049,0.2133,0.6817,6.299e-6,2.224e-7,1.617e-4,0.0111,68,186,9.987,10.027,30.80,460.3,5.86e-15,1.75e-16
15,7,3301.7,4647.4,13755.6,179210.4,1579874.2,840650.8,-0.000,0.1110,0.1760,0.7129,6.357e-6,1.796e-7,1.617e-4,0.0136,76,916,9.986,10.029,30.81,459.7,1.63e-14,2.56e-16
16,7,3264.3,3674.8,13674.9,174025.8,1585937.4,840862.8,-0.000,0.1154,0.1445,0.7400,6.356e-6,1.447e-7,1.617e-4,0.0087,66,107,9.985,10.030,30.81,459.2,8.17e-15,1.10e-16
17,7,3258.7,2913.0,13505.3,169213.3,1591404.0,841145.6,-0.000,0.1186,0.1181,0.7633,6.342e-6,1.167e-7,1.616e-4,0.0084,69,131,9.985,10.032,30.81,458.6,1.19e-14,1.08e-16
18,7,3251.6,2310.1,13255.7,164550.9,1596566.1,841505.6,-0.000,0.1209,0.0960,0.7831,6.311e-6,9.402e-8,1.616e-4,0.0069,56,159,9.984,10.033,30.80,458.2,3.73e-15,2.37e-16
19,7,3271.8,1832.3,13038.8,159978.9,1601487.4,841830.8,-0.000,0.1228,0.0776,0.7996,6.279e-6,7.531e-8,1.616e-4,0.0090,84,92,9.984,10.034,30.79,457.7,6.75e-15,2.37e-17
20,7,3303.4,1457.7,12964.3,156001.3,1605720.7,841992.6,0.000,0.1255,0.0626,0.8120,6.314e-6,6.080e-8,1.617e-4,0.0074,66,135,9.983,10.035,30.78,457.3,3.36e-14,1.54e-16
21,7,3314.3,1157.6,13065.2,151781.1,1610124.6,841997.3,-0.000,0.1281,0.0504,0.8215,6.372e-6,4.933e-8,1.618e-4,0.0077,72,97,9.982,10.036,30.77,457.0,1.65e-14,1.23e-16
22,7,3368.0,927.4,13275.7,148639.2,1613383.1,841846.7,-0.000,0.1301,0.0405,0.8294,6.399e-6,3.995e-8,1.619e-4,0.0059,67,105,9.982,10.037,30.77,456.7,1.40e-14,7.29e-17
23,7,3396.3,743.2,13501.5,145644.3,1616474.6,841680.1,-0.000,0.1327,0.0328,0.8345,6.478e-6,3.278e-8,1.619e-4,0.0050,59,150,9.982,10.038,30.78,456.4,1.99e-14,5.01e-17
