year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,29609.7,225578.5,112515.2,115063.6,924369.4,1214303.6,-0.000,0.1471,0.5513,0.3016,8.476e-5,5.732e-5,7.680e-4,0.2870,13,22698,9.895,10.105,28.85,1920.1,1.95e-14,2.54e-15
2,9,19104.1,350466.2,111189.8,114133.5,805177.4,1221369.1,-0.000,0.0637,0.6987,0.2376,4.989e-5,8.311e-5,7.735e-4,0.1395,9,5862,9.853,10.147,28.85,1919.5,7.99e-15,9.12e-16
3,9,13759.5,392160.5,112670.9,111859.3,768747.8,1222242.0,-0.000,0.0387,0.7594,0.2019,3.622e-5,8.180e-5,7.748e-4,0.0440,6,5554,9.835,10.165,28.85,1922.3,7.28e-15,8.19e-16
4,9,12733.0,405551.3,111451.0,103658.8,759702.8,1228343.0,-0.000,0.0315,0.7750,0.1935,3.161e-5,8.172e-5,7.750e-4,0.0699,8,5816,9.799,10.201,28.85,1920.8,4.97e-15,8.46e-16
5,9,12980.1,414766.3,112765.1,111237.0,742486.6,1227204.9,-0.000,0.0292,0.7803,0.1905,2.977e-5,8.130e-5,7.762e-4,0.0074,14,577,9.798,10.202,28.85,1924.2,2.13e-14,1.02e-16
6,9,12804.7,419428.9,111795.2,111342.0,737472.8,1228596.5,-0.000,0.0292,0.7826,0.1882,3.015e-5,8.169e-5,7.763e-4,0.0068,1,1,9.796,10.204,28.86,1921.9,1.42e-15,4.57e-16
7,9,12463.8,421015.2,112799.2,105048.7,740506.0,1229607.0,-0.000,0.0285,0.7843,0.1873,2.967e-5,8.232e-5,7.772e-4,0.0350,12,3350,9.781,10.219,28.85,1925.7,1.37e-14,7.45e-17
8,9,12542.9,423178.9,112180.3,107247.2,735880.4,1230410.4,-0.000,0.0278,0.7853,0.1869,2.896e-5,8.212e-5,7.775e-4,0.0007,10,32,9.780,10.220,28.86,1923.2,1.21e-14,6.88e-17
9,9,11625.2,422615.3,112830.9,94631.5,745763.6,1233973.5,-0.000,0.0275,0.7857,0.1868,2.898e-5,8.291e-5,7.784e-4,0.0830,9,4953,9.748,10.252,28.85,1927.6,2.01e-14,1.01e-16
10,9,12510.7,424730.5,112615.9,102321.5,734943.9,1234317.6,-0.000,0.0268,0.7864,0.1868,2.807e-5,8.239e-5,7.787e-4,0.0003,4,21,9.748,10.252,28.86,1925.2,2.77e-14,1.84e-16
11,9,12244.3,424598.5,112804.0,99064.1,736845.2,1235883.9,-0.000,0.0279,0.7858,0.1863,2.923e-5,8.260e-5,7.793e-4,0.0292,3,2567,9.735,10.265,28.85,1928.8,3.18e-14,1.76e-16
