year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,13,187298.4,177504.5,43871.0,495892.0,817459.3,899414.7,-0.000,0.4548,0.4388,0.1064,3.638e-4,3.546e-5,3.218e-4,0.0021,3,302,9.999,10.002,3.29,388.9,9.41e-15,4.09e-15
2,13,163371.5,202927.3,44181.4,554839.5,757107.8,899012.5,-0.000,0.4113,0.4799,0.1088,3.002e-4,4.323e-5,3.250e-4,0.0001,2,12,9.999,10.002,3.28,389.8,1.07e-15,7.06e-16
3,13,148455.7,228354.8,43562.7,565313.0,736084.6,899669.1,-0.000,0.3573,0.5363,0.1064,2.685e-4,4.833e-5,3.249e-4,0.0000,1,4,9.999,10.002,3.28,389.1,1.31e-14,1.73e-15
4,13,140867.5,247847.9,43967.9,553698.2,732168.8,902889.9,-0.000,0.3201,0.5762,0.1037,2.497e-4,5.138e-5,3.254e-4,0.0267,2,4488,9.978,10.039,3.28,389.4,1.53e-14,2.13e-16
5,13,134168.7,260412.7,43999.9,558227.8,721831.7,902799.2,-0.000,0.2960,0.6024,0.1016,2.352e-4,5.191e-5,3.255e-4,0.0000,0,0,9.978,10.039,3.28,390.1,1.44e-14,7.21e-16
6,13,131269.7,267950.5,43897.1,559069.5,716228.2,903025.0,-0.000,0.2818,0.6179,0.1003,2.279e-4,5.235e-5,3.257e-4,0.0001,1,15,9.978,10.039,3.29,389.3,7.11e-16,4.01e-16
7,13,129058.4,272892.2,44207.9,535744.2,732332.9,907204.4,-0.000,0.2736,0.6268,0.0996,2.246e-4,5.329e-5,3.260e-4,0.0264,2,4448,9.951,10.087,3.28,390.0,2.49e-14,6.93e-16
8,13,128552.8,277817.4,43685.2,550843.0,712787.9,907753.7,-0.000,0.2694,0.6321,0.0986,2.226e-4,5.371e-5,3.259e-4,0.0003,1,58,9.951,10.088,3.28,390.0,1.40e-14,8.23e-16
9,13,128538.1,285070.7,44067.3,528083.5,721384.3,914296.2,-0.000,0.2644,0.6382,0.0974,2.228e-4,5.600e-5,3.262e-4,0.0568,1,9562,9.911,10.160,3.29,389.7,2.84e-15,9.82e-16
10,13,125476.0,288541.8,44362.1,536749.9,712439.4,913870.8,-0.000,0.2584,0.6450,0.0966,2.172e-4,5.545e-5,3.263e-4,0.0000,0,0,9.911,10.160,3.28,390.5,3.02e-15,3.80e-16
11,13,126173.7,293956.8,43737.8,491749.1,741234.7,924588.0,-0.000,0.2552,0.6489,0.0959,2.196e-4,5.777e-5,3.262e-4,0.0841,3,10465,9.851,10.267,3.28,389.8,3.91e-15,9.86e-16
12,13,125388.1,300027.5,44132.4,508460.3,718941.6,924490.1,-0.000,0.2500,0.6552,0.0948,2.150e-4,5.817e-5,3.266e-4,0.0009,2,104,9.850,10.269,3.28,390.0,8.88e-16,5.81e-16
13,13,123778.6,302721.5,44142.4,510849.4,713859.0,926089.0,-0.000,0.2460,0.6598,0.0942,2.128e-4,5.822e-5,3.265e-4,0.0260,1,4369,9.840,10.287,3.28,390.7,1.08e-14,3.64e-16
14,13,122553.1,304790.7,44035.2,516309.4,707458.5,926293.1,-0.000,0.2429,0.6632,0.0939,2.108e-4,5.825e-5,3.266e-4,0.0000,0,0,9.840,10.287,3.29,389.9,1.12e-14,4.47e-16
15,13,122107.3,305736.2,44319.4,520696.2,702638.1,925942.8,-0.000,0.2410,0.6652,0.0938,2.098e-4,5.820e-5,3.268e-4,0.0000,1,1,9.840,10.287,3.28,390.5,7.46e-15,9.56e-17
16,13,121409.9,306052.7,43786.3,523375.8,700367.2,926448.1,-0.000,0.2403,0.6660,0.0937,2.092e-4,5.815e-5,3.266e-4,0.0000,0,0,9.840,10.287,3.28,390.5,7.64e-15,2.41e-16
