year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,132987.7,103934.7,66631.7,252036.3,795844.6,1270005.0,-0.000,0.4577,0.3675,0.1748,3.039e-4,2.162e-5,4.513e-4,0.3016,1,39560,9.813,10.187,28.85,1920.1,6.04e-15,2.47e-15
2,9,118220.3,122335.2,65850.1,229020.5,794803.9,1291210.1,-0.000,0.4493,0.3607,0.1900,2.689e-4,2.650e-5,4.552e-4,0.1958,1,19262,9.659,10.341,28.85,1919.5,1.51e-14,9.14e-16
3,9,113857.0,145140.7,66721.0,283439.1,721942.3,1290339.9,-0.000,0.3986,0.4168,0.1846,2.452e-4,3.032e-5,4.560e-4,0.0000,0,0,9.659,10.341,28.85,1922.3,1.49e-14,8.71e-16
4,9,108449.3,162136.7,66013.6,291625.9,702043.6,1291170.9,-0.000,0.3637,0.4591,0.1772,2.330e-4,3.297e-5,4.561e-4,0.0000,0,0,9.659,10.341,28.85,1920.8,1.42e-14,8.46e-16
5,9,104048.1,173118.0,66773.2,275548.8,708401.5,1293550.4,-0.000,0.3403,0.4871,0.1726,2.242e-4,3.446e-5,4.568e-4,0.0768,1,10072,9.634,10.366,28.85,1924.2,1.10e-14,1.61e-16
6,9,97756.3,180176.9,66227.5,221249.0,749309.0,1306721.2,-0.000,0.3248,0.5050,0.1701,2.180e-4,3.539e-5,4.570e-4,0.1420,1,15115,9.539,10.461,28.86,1921.9,1.35e-14,3.63e-16
7,9,99505.9,184668.0,66790.8,239424.9,720807.4,1310243.0,-0.000,0.3095,0.5204,0.1701,2.088e-4,3.589e-5,4.575e-4,0.0466,0,0,9.508,10.492,28.85,1925.7,1.30e-14,7.98e-18
8,9,98935.1,187500.9,66460.4,253699.0,704167.3,1310677.3,-0.000,0.3076,0.5243,0.1682,2.092e-4,3.624e-5,4.577e-4,0.0000,0,0,9.508,10.492,28.86,1923.2,1.28e-14,2.33e-18
9,9,92229.4,188361.8,66810.1,187440.6,758913.6,1327684.4,-0.000,0.3024,0.5295,0.1681,2.064e-4,3.641e-5,4.582e-4,0.1951,2,25597,9.375,10.625,28.85,1927.6,1.26e-14,1.66e-16
10,9,94515.5,189389.4,66725.3,219125.8,723837.3,1327846.8,-0.000,0.2906,0.5388,0.1706,1.956e-4,3.639e-5,4.584e-4,0.0000,0,0,9.375,10.625,28.86,1925.2,1.28e-14,1.29e-16
11,9,94440.5,190006.6,66798.4,230480.3,711918.4,1327795.9,-0.000,0.2911,0.5389,0.1701,1.963e-4,3.646e-5,4.587e-4,0.0000,0,0,9.375,10.625,28.85,1928.8,1.28e-14,1.26e-16
