year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,12,153267.1,150268.4,26035.2,573877.9,228036.6,1489954.9,-0.000,0.5133,0.4089,0.0778,3.566e-4,3.900e-5,2.003e-4,0.0094,25,638,9.994,10.004,21.22,3700.8,1.07e-14,1.84e-16
2,12,128633.7,166259.8,25958.4,642357.8,167471.2,1490759.1,-0.000,0.4181,0.4988,0.0831,2.451e-4,3.566e-5,2.009e-4,0.0188,33,965,9.988,10.009,21.22,3697.3,2.22e-14,1.16e-16
3,12,120931.4,180609.5,25896.5,655211.7,147232.5,1491558.5,0.000,0.3755,0.5420,0.0825,2.264e-4,3.796e-5,2.009e-4,0.0199,31,1405,9.981,10.014,21.22,3693.4,7.28e-15,1.36e-16
4,12,115226.2,192132.3,25842.8,657045.5,139123.0,1492070.1,0.000,0.3474,0.5717,0.0809,2.140e-4,3.933e-5,2.009e-4,0.0070,30,152,9.977,10.017,21.22,3688.6,1.07e-15,5.38e-17
5,12,111881.8,201042.6,25805.0,649130.1,140380.5,1493200.0,-0.000,0.3291,0.5914,0.0794,2.074e-4,4.060e-5,2.009e-4,0.0370,35,2946,9.967,10.024,21.22,3683.9,3.00e-14,8.90e-17
6,12,109205.6,207596.7,25777.5,646705.4,138632.6,1493522.3,0.000,0.3154,0.6062,0.0784,2.014e-4,4.103e-5,2.009e-4,0.0049,29,125,9.965,10.026,21.22,3681.8,6.04e-15,1.15e-16
7,12,107874.4,211990.7,25765.1,644560.0,137385.5,1493864.3,-0.000,0.3067,0.6157,0.0776,1.984e-4,4.144e-5,2.010e-4,0.0042,25,107,9.962,10.028,21.22,3681.9,1.44e-14,1.08e-16
8,12,106974.2,215165.3,25766.1,642289.1,136964.0,1494281.2,-0.000,0.3012,0.6219,0.0770,1.965e-4,4.178e-5,2.010e-4,0.0056,30,107,9.958,10.031,21.22,3683.2,2.18e-14,8.93e-17
9,12,106068.2,217711.2,25775.8,640792.7,136456.3,1494635.9,-0.000,0.2972,0.6262,0.0765,1.951e-4,4.208e-5,2.010e-4,0.0055,33,141,9.955,10.033,21.22,3685.1,1.01e-14,1.18e-16
10,12,105844.6,219484.1,25795.2,638453.3,136778.5,1495084.4,0.000,0.2941,0.6297,0.0762,1.941e-4,4.231e-5,2.011e-4,0.0064,20,207,9.950,10.036,21.22,3686.0,1.19e-14,1.07e-16
11,12,106011.4,221909.2,25824.4,630297.6,141154.7,1496242.7,-0.000,0.2925,0.6318,0.0758,1.947e-4,4.296e-5,2.011e-4,0.0185,33,825,9.940,10.044,21.22,3686.6,2.91e-14,3.21e-17
12,12,106690.4,223815.9,25860.0,624466.2,142781.6,1497825.9,-0.000,0.2912,0.6336,0.0752,1.957e-4,4.366e-5,2.011e-4,0.0210,32,1578,9.925,10.055,21.22,3687.0,4.97e-15,5.63e-17
13,12,104051.6,226339.5,25900.1,630278.4,136860.3,1498010.2,-0.000,0.2880,0.6371,0.0749,1.926e-4,4.365e-5,2.011e-4,0.0031,32,57,9.923,10.056,21.22,3687.4,4.44e-15,1.31e-17
14,12,103517.4,228331.7,25946.2,627216.5,138074.7,1498353.5,-0.000,0.2833,0.6420,0.0747,1.906e-4,4.390e-5,2.011e-4,0.0059,17,297,9.920,10.059,21.22,3687.9,2.98e-14,1.93e-17
15,12,103393.4,229786.0,25994.3,624326.3,139216.3,1498723.6,-0.000,0.2814,0.6442,0.0744,1.901e-4,4.410e-5,2.011e-4,0.0063,31,229,9.916,10.061,21.22,3688.1,8.35e-15,3.98e-18
16,12,104078.6,231589.1,26044.1,616826.8,143197.7,1499703.7,-0.000,0.2805,0.6454,0.0741,1.911e-4,4.467e-5,2.011e-4,0.0203,28,1376,9.906,10.068,21.22,3688.2,1.21e-14,7.70e-18
17,12,102665.3,233205.2,26096.7,620599.4,139112.7,1499760.7,-0.000,0.2787,0.6475,0.0737,1.897e-4,4.471e-5,2.011e-4,0.0022,23,54,9.905,10.069,21.22,3688.4,9.06e-15,1.26e-17
