year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,12,22815.0,78891.6,107900.9,118082.6,885847.7,1407902.2,0.000,0.1265,0.4128,0.4606,4.423e-5,7.687e-6,8.239e-4,0.0000,0,0,10.000,10.000,21.22,3700.8,0.00e0,1.77e-16
2,12,22787.4,58823.0,107625.0,125709.6,898300.8,1408194.1,0.000,0.1094,0.3426,0.5480,4.143e-5,6.539e-6,8.302e-4,0.0000,0,0,10.000,10.000,21.22,3697.3,0.00e0,1.28e-16
3,12,23497.9,45739.9,107379.8,123874.7,912486.8,1408460.9,-0.000,0.1213,0.2832,0.5955,4.252e-5,5.677e-6,8.303e-4,0.0003,2,29,10.000,10.000,21.22,3693.4,1.95e-15,1.54e-16
4,12,24129.5,37016.2,107174.8,120998.1,923440.9,1408680.5,-0.000,0.1320,0.2377,0.6303,4.368e-5,5.031e-6,8.304e-4,0.0004,3,29,10.000,10.000,21.22,3688.6,2.81e-14,4.98e-17
5,12,24632.1,31079.3,107038.7,118446.7,931406.7,1408836.5,-0.000,0.1405,0.2038,0.6558,4.463e-5,4.546e-6,8.304e-4,0.0001,1,7,10.000,10.000,21.22,3683.9,1.39e-14,8.66e-17
6,12,25017.8,26945.9,106954.6,116285.8,937305.4,1408930.5,-0.000,0.1470,0.1787,0.6743,4.537e-5,4.177e-6,8.305e-4,0.0000,0,0,10.000,10.000,21.22,3681.8,1.37e-14,1.14e-16
7,12,25314.4,24006.0,106937.1,114465.0,941753.8,1408963.7,-0.000,0.1519,0.1602,0.6878,4.596e-5,3.895e-6,8.306e-4,0.0001,3,4,10.000,10.000,21.22,3681.9,1.21e-14,1.08e-16
8,12,25551.3,21872.7,106979.0,112941.6,945157.4,1408938.0,-0.000,0.1557,0.1465,0.6978,4.642e-5,3.675e-6,8.308e-4,0.0000,0,0,10.000,10.000,21.22,3683.2,1.17e-14,5.68e-17
9,12,25731.7,20293.1,107060.9,111690.7,947803.8,1408859.8,-0.000,0.1587,0.1361,0.7052,4.680e-5,3.503e-6,8.309e-4,0.0000,0,0,10.000,10.000,21.22,3685.1,1.19e-14,8.86e-17
10,12,25860.7,19103.3,107184.2,110640.1,949913.7,1408738.0,-0.000,0.1610,0.1283,0.7107,4.710e-5,3.367e-6,8.309e-4,0.0000,0,0,10.000,10.000,21.22,3686.0,1.19e-14,5.60e-17
11,12,25958.2,18190.2,107345.1,109731.4,951629.3,1408585.8,-0.000,0.1628,0.1222,0.7150,4.733e-5,3.257e-6,8.310e-4,0.0000,1,1,10.000,10.000,21.22,3686.6,2.49e-15,1.52e-17
12,12,26033.2,17475.7,107529.1,105392.8,956328.7,1408680.5,-0.000,0.1642,0.1174,0.7183,4.752e-5,3.168e-6,8.310e-4,0.0248,3,2735,9.997,10.002,21.22,3687.0,9.41e-15,1.29e-17
13,12,26091.8,16912.5,107725.1,104751.5,957473.4,1408485.8,-0.000,0.1654,0.1137,0.7210,4.767e-5,3.095e-6,8.311e-4,0.0001,3,4,9.997,10.002,21.22,3687.4,3.55e-16,5.32e-17
14,12,26133.3,16461.0,107938.1,104183.0,958446.1,1408278.6,-0.000,0.1663,0.1107,0.7230,4.780e-5,3.035e-6,8.311e-4,0.0001,1,9,9.997,10.002,21.22,3687.9,2.50e-14,1.65e-17
15,12,26164.5,16092.9,108151.8,103655.4,959307.4,1408068.0,-0.000,0.1670,0.1082,0.7247,4.790e-5,2.985e-6,8.312e-4,0.0002,3,21,9.997,10.002,21.22,3688.1,1.55e-14,3.84e-17
16,12,26196.3,15791.5,108363.3,103204.0,960030.1,1407854.8,-0.000,0.1677,0.1062,0.7261,4.799e-5,2.943e-6,8.312e-4,0.0001,1,7,9.997,10.002,21.22,3688.2,6.39e-15,2.44e-17
17,12,26221.4,15541.7,108575.3,102737.8,960715.9,1407647.9,-0.000,0.1682,0.1046,0.7272,4.807e-5,2.907e-6,8.313e-4,0.0006,3,49,9.997,10.002,21.22,3688.4,1.78e-15,4.35e-17
