year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,11,101536.0,90323.7,67405.8,260480.7,618768.8,1482925.0,0.000,0.3599,0.3984,0.2417,2.015e-4,1.022e-5,4.879e-4,0.0351,91,271,9.991,10.006,13.40,771.0,1.07e-15,5.18e-16
2,11,92293.6,72894.1,66352.8,431042.1,471963.5,1486893.9,-0.000,0.3992,0.3338,0.2670,1.845e-4,8.070e-6,4.954e-4,0.0734,108,433,9.964,10.025,13.39,770.2,3.73e-15,6.85e-16
3,11,89820.9,57939.1,64678.7,513399.7,402537.6,1493064.1,-0.000,0.4083,0.2955,0.2962,1.753e-4,6.515e-6,4.951e-4,0.0927,124,469,9.923,10.054,13.35,770.2,8.53e-15,1.65e-16
4,11,90035.3,46555.8,64165.6,563612.1,358743.3,1498328.0,0.000,0.4348,0.2504,0.3148,1.765e-4,5.612e-6,4.959e-4,0.0898,113,394,9.878,10.084,13.31,770.5,1.83e-14,1.38e-16
5,11,91504.2,38231.8,64903.6,600542.4,323889.3,1502368.7,-0.000,0.4584,0.2128,0.3288,1.788e-4,4.947e-6,4.966e-4,0.0785,98,375,9.834,10.115,13.31,771.5,1.21e-14,6.82e-17
6,11,92148.9,31881.1,66162.5,617336.8,307321.0,1506589.6,-0.000,0.4786,0.1821,0.3394,1.804e-4,4.595e-6,4.969e-4,0.0987,135,446,9.783,10.150,13.34,773.2,4.60e-14,3.96e-17
7,11,93583.8,27182.9,67225.3,615411.5,305755.8,1512280.7,-0.000,0.4947,0.1578,0.3475,1.842e-4,4.408e-6,4.967e-4,0.1141,121,499,9.719,10.194,13.38,772.0,7.64e-15,4.98e-17
8,11,93605.9,24017.2,67171.6,622153.5,295884.5,1518607.3,0.000,0.5097,0.1382,0.3521,1.858e-4,4.277e-6,4.960e-4,0.1010,110,493,9.661,10.235,13.40,770.7,1.07e-14,6.93e-17
9,11,94841.2,22192.8,65705.7,626849.1,285785.7,1526065.5,0.000,0.5162,0.1265,0.3573,1.856e-4,4.143e-6,4.952e-4,0.1026,112,383,9.605,10.273,13.38,770.2,1.35e-14,1.43e-16
10,11,92772.4,20622.6,64278.4,625829.9,284293.6,1533643.2,-0.000,0.5181,0.1186,0.3634,1.813e-4,4.019e-6,4.953e-4,0.0997,121,451,9.548,10.313,13.33,770.2,4.62e-15,4.09e-17
11,11,91531.5,19579.1,64343.3,617393.0,288762.5,1539830.6,-0.000,0.5203,0.1132,0.3665,1.811e-4,3.965e-6,4.962e-4,0.1108,131,463,9.490,10.353,13.30,770.7,2.03e-14,1.66e-17
12,11,90795.7,19340.2,65372.7,625742.2,276828.8,1543360.4,-0.000,0.5204,0.1099,0.3697,1.780e-4,3.899e-6,4.968e-4,0.0834,115,408,9.447,10.383,13.32,772.4,1.78e-15,9.55e-17
13,11,89263.4,19107.1,66602.3,614596.4,284204.9,1547665.9,0.000,0.5170,0.1102,0.3729,1.763e-4,3.937e-6,4.968e-4,0.1032,127,474,9.395,10.419,13.36,773.0,8.88e-16,1.30e-17
