year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,11,31682.9,90774.2,18323.1,128926.0,820569.6,1531164.2,-0.000,0.2508,0.6383,0.1108,6.121e-5,9.425e-6,1.325e-4,0.0126,39,210,9.998,10.001,13.40,771.0,1.07e-15,5.18e-16
2,11,29407.0,77495.5,18024.4,189569.0,775046.4,1531897.7,-0.000,0.2297,0.6366,0.1337,5.686e-5,8.824e-6,1.343e-4,0.0217,45,204,9.994,10.004,13.39,770.2,1.24e-15,6.85e-16
3,11,29437.1,66820.9,17547.4,222300.5,752326.7,1533007.4,-0.000,0.2450,0.6064,0.1487,5.587e-5,8.238e-6,1.341e-4,0.0289,52,271,9.988,10.008,13.35,770.2,3.41e-14,1.65e-16
4,11,29352.5,58439.0,17372.9,240867.3,741518.0,1533890.3,-0.000,0.2667,0.5719,0.1614,5.605e-5,7.756e-6,1.343e-4,0.0282,49,309,9.982,10.013,13.31,770.5,1.03e-14,1.38e-16
5,11,29359.8,51589.4,17572.5,249758.5,738609.5,1534550.3,0.000,0.2870,0.5395,0.1735,5.623e-5,7.325e-6,1.345e-4,0.0374,50,346,9.974,10.018,13.31,771.5,1.14e-14,6.82e-17
6,11,29509.5,46359.8,17936.6,256416.8,736285.1,1534932.2,-0.000,0.3066,0.5099,0.1835,5.686e-5,6.967e-6,1.346e-4,0.0242,51,435,9.967,10.023,13.34,773.2,3.73e-15,3.96e-17
7,11,29989.1,42405.9,18239.3,261028.0,734493.1,1535284.5,-0.000,0.3250,0.4831,0.1919,5.770e-5,6.646e-6,1.345e-4,0.0292,52,298,9.961,10.027,13.38,772.0,4.97e-15,4.98e-17
8,11,29677.6,38584.0,18239.2,257407.4,740964.8,1536566.9,-0.000,0.3395,0.4601,0.2004,5.772e-5,6.388e-6,1.343e-4,0.0444,62,364,9.949,10.035,13.40,770.7,1.83e-14,6.93e-17
9,11,30827.1,36321.0,17842.0,259778.5,738917.1,1537754.3,-0.000,0.3542,0.4387,0.2071,5.864e-5,6.161e-6,1.341e-4,0.0251,36,301,9.941,10.041,13.38,770.2,8.53e-15,1.43e-16
10,11,30957.0,34653.3,17422.1,261758.1,737829.7,1538819.8,-0.000,0.3660,0.4234,0.2107,5.897e-5,6.035e-6,1.341e-4,0.0241,39,460,9.935,10.045,13.33,770.2,2.11e-14,4.09e-17
11,11,30777.9,33004.1,17415.9,261168.7,739457.1,1539616.4,-0.000,0.3738,0.4114,0.2148,5.896e-5,5.894e-6,1.344e-4,0.0315,58,354,9.928,10.050,13.30,770.7,1.21e-14,1.66e-17
12,11,30610.0,31416.1,17708.1,257188.5,744125.5,1540391.9,-0.000,0.3808,0.3999,0.2193,5.909e-5,5.732e-6,1.346e-4,0.0356,57,402,9.918,10.057,13.32,772.4,5.86e-15,9.55e-17
13,11,30684.5,30227.5,18061.3,256153.4,745419.9,1540893.4,0.000,0.3876,0.3892,0.2231,5.916e-5,5.574e-6,1.346e-4,0.0298,44,266,9.910,10.062,13.36,773.0,1.05e-14,1.30e-17
