year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,11,83649.6,96356.4,83557.5,229724.5,662230.5,1465921.4,-0.000,0.3006,0.4043,0.2951,1.622e-4,1.296e-5,6.057e-4,0.0018,3,132,10.000,10.000,13.40,771.0,1.08e-14,5.18e-16
2,11,78734.6,87159.4,82249.3,397495.9,508552.7,1467248.1,-0.000,0.3230,0.3605,0.3165,1.540e-4,1.197e-5,6.142e-4,0.0000,1,5,10.000,10.000,13.39,770.2,9.24e-15,6.85e-16
3,11,73920.1,78280.3,80179.2,496938.8,422785.3,1469336.5,-0.000,0.3159,0.3462,0.3379,1.408e-4,1.040e-5,6.138e-4,0.0000,0,0,10.000,10.000,13.35,770.2,9.59e-15,1.65e-16
4,11,72411.7,70593.0,79557.1,562931.8,365966.6,1469979.9,-0.000,0.3188,0.3267,0.3546,1.373e-4,9.533e-6,6.147e-4,0.0002,1,24,10.000,10.000,13.31,770.5,1.07e-15,1.38e-16
5,11,71377.2,63995.4,80475.7,609241.2,327198.0,1469152.5,-0.000,0.3263,0.3061,0.3676,1.359e-4,8.871e-6,6.156e-4,0.0013,3,76,9.999,10.001,13.31,771.5,2.86e-14,6.82e-17
6,11,70713.6,58416.7,82030.2,643130.3,299578.7,1467570.5,-0.000,0.3335,0.2873,0.3791,1.349e-4,8.287e-6,6.160e-4,0.0000,0,0,9.999,10.001,13.34,773.2,2.90e-14,3.96e-17
7,11,70471.3,53588.0,83341.2,665415.4,282056.3,1466567.9,-0.000,0.3412,0.2697,0.3891,1.348e-4,7.839e-6,6.157e-4,0.0034,1,362,9.996,10.003,13.38,772.0,2.82e-14,4.98e-17
8,11,70641.1,49615.2,83266.5,684289.2,266982.0,1466646.1,-0.000,0.3479,0.2543,0.3978,1.345e-4,7.430e-6,6.149e-4,0.0000,0,0,9.996,10.003,13.40,770.7,2.82e-14,6.93e-17
9,11,71112.4,46263.8,81446.6,698325.8,255808.4,1468482.9,-0.000,0.3542,0.2405,0.4053,1.346e-4,7.102e-6,6.139e-4,0.0000,0,0,9.996,10.003,13.38,770.2,2.84e-14,1.43e-16
10,11,71292.9,43389.6,79688.0,709378.7,247430.1,1470260.8,-0.000,0.3598,0.2284,0.4118,1.345e-4,6.792e-6,6.140e-4,0.0000,0,0,9.996,10.003,13.33,770.2,2.81e-14,4.09e-17
11,11,71159.7,40909.1,79779.8,718702.7,240701.6,1470187.1,-0.000,0.3655,0.2174,0.4171,1.347e-4,6.520e-6,6.152e-4,0.0000,1,1,9.996,10.003,13.30,770.7,1.07e-15,1.66e-17
12,11,71150.5,38769.6,81054.8,726242.3,235314.7,1468908.1,-0.000,0.3707,0.2078,0.4216,1.352e-4,6.289e-6,6.158e-4,0.0000,0,0,9.996,10.003,13.32,772.4,1.07e-15,9.55e-17
13,11,71284.2,36899.1,82573.2,732222.4,231096.8,1467364.3,-0.000,0.3753,0.1993,0.4254,1.357e-4,6.083e-6,6.159e-4,0.0002,1,21,9.996,10.003,13.36,773.0,5.15e-15,1.30e-17
14,11,71446.3,35293.9,83569.8,737445.2,227336.2,1466348.6,-0.000,0.3795,0.1917,0.4287,1.362e-4,5.906e-6,6.155e-4,0.0000,0,0,9.996,10.003,13.39,771.3,5.15e-15,2.07e-18
15,11,72019.7,33930.9,82694.3,741616.6,223941.6,1467237.0,-0.000,0.3831,0.1851,0.4318,1.368e-4,5.769e-6,6.144e-4,0.0000,0,0,9.996,10.003,13.40,770.4,5.51e-15,7.06e-17
16,11,72637.9,32742.8,80622.3,745148.7,220961.6,1469326.7,-0.000,0.3864,0.1792,0.4344,1.371e-4,5.626e-6,6.138e-4,0.0000,0,0,9.996,10.003,13.36,770.2,4.97e-15,3.02e-19
17,11,72606.7,31675.1,79524.1,748789.4,218400.0,1470444.7,-0.000,0.3893,0.1739,0.4368,1.370e-4,5.480e-6,6.145e-4,0.0000,0,0,9.996,10.003,13.31,770.4,5.15e-15,1.65e-17
18,11,72343.8,30709.4,80172.2,752124.9,216280.8,1469808.9,-0.000,0.3920,0.1692,0.4388,1.372e-4,5.348e-6,6.155e-4,0.0000,0,0,9.996,10.003,13.31,771.1,5.15e-15,7.32e-17
19,11,72331.7,29837.8,81674.7,754707.0,214600.8,1468288.0,-0.000,0.3944,0.1650,0.4406,1.376e-4,5.233e-6,6.160e-4,0.0000,0,0,9.996,10.003,13.33,773.0,5.33e-15,5.21e-17
20,11,72571.4,29040.9,83081.3,755834.8,213955.0,1466956.6,-0.000,0.3967,0.1612,0.4421,1.382e-4,5.142e-6,6.158e-4,0.0012,3,69,9.995,10.004,13.37,772.5,2.68e-14,5.48e-17
