year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,11,18403.1,97794.9,60272.1,105668.8,850171.0,1489130.0,-0.000,0.1586,0.5518,0.2896,3.497e-5,1.392e-5,4.359e-4,0.0007,4,73,10.000,10.000,13.40,771.0,2.70e-14,5.18e-16
2,11,14305.8,91473.0,59330.8,143225.3,823001.2,1490104.0,-0.000,0.0941,0.5607,0.3452,2.778e-5,1.426e-5,4.430e-4,0.0019,5,119,10.000,10.000,13.39,770.2,1.62e-14,6.85e-16
3,11,13158.8,87386.8,57831.0,161593.1,809840.8,1491629.4,-0.000,0.0840,0.5547,0.3613,2.509e-5,1.459e-5,4.427e-4,0.0009,3,46,10.000,10.000,13.35,770.2,2.17e-14,1.65e-16
4,11,12412.3,84459.4,57366.8,170222.4,804749.5,1492229.7,-0.000,0.0807,0.5480,0.3713,2.371e-5,1.484e-5,4.433e-4,0.0052,4,231,9.998,10.001,13.31,770.5,1.67e-14,1.38e-16
5,11,12003.2,82841.1,58025.1,174642.8,802309.6,1491618.2,-0.000,0.0787,0.5431,0.3781,2.286e-5,1.504e-5,4.440e-4,0.0023,5,134,9.998,10.001,13.31,771.5,6.22e-15,6.82e-17
6,11,11763.8,82048.0,59153.1,176550.6,801442.0,1490482.6,-0.000,0.0778,0.5407,0.3816,2.246e-5,1.525e-5,4.442e-4,0.0012,3,107,9.998,10.001,13.34,773.2,1.24e-14,3.96e-17
7,11,11552.1,81701.3,60106.2,176599.5,801947.3,1489533.6,-0.000,0.0769,0.5399,0.3833,2.212e-5,1.545e-5,4.441e-4,0.0018,5,79,9.998,10.002,13.38,772.0,5.51e-15,4.98e-17
8,11,11398.9,81546.0,60061.5,174952.9,803811.1,1489669.6,-0.000,0.0759,0.5399,0.3842,2.184e-5,1.565e-5,4.435e-4,0.0038,5,178,9.997,10.002,13.40,770.7,2.45e-14,6.93e-17
9,11,11405.9,81808.0,58751.6,173139.9,805312.6,1491022.0,-0.000,0.0750,0.5403,0.3848,2.161e-5,1.578e-5,4.427e-4,0.0028,7,110,9.997,10.002,13.38,770.2,1.42e-14,1.43e-16
10,11,11286.8,81889.3,57470.7,170754.0,807648.6,1492390.7,-0.000,0.0742,0.5407,0.3851,2.134e-5,1.579e-5,4.428e-4,0.0036,6,173,9.996,10.003,13.33,770.2,3.73e-15,4.09e-17
11,11,11175.7,82045.6,57524.2,168798.7,809500.6,1492395.2,-0.000,0.0738,0.5415,0.3847,2.124e-5,1.579e-5,4.437e-4,0.0017,2,98,9.996,10.003,13.30,770.7,2.43e-14,1.66e-17
12,11,11131.6,82249.7,58445.1,167023.4,811102.2,1491488.0,-0.000,0.0734,0.5423,0.3843,2.116e-5,1.579e-5,4.441e-4,0.0014,5,72,9.995,10.003,13.32,772.4,1.60e-15,9.55e-17
13,11,11062.8,82140.7,59547.1,164575.5,813644.4,1490469.5,-0.000,0.0731,0.5426,0.3844,2.106e-5,1.578e-5,4.442e-4,0.0038,6,193,9.994,10.004,13.36,773.0,1.46e-14,1.30e-17
14,11,11028.9,82269.4,60275.2,162452.4,815616.4,1489797.9,-0.000,0.0729,0.5431,0.3840,2.105e-5,1.582e-5,4.439e-4,0.0032,6,238,9.994,10.004,13.39,771.3,1.01e-14,2.07e-18
15,11,11052.9,82492.7,59650.8,159971.1,817746.8,1490525.7,-0.000,0.0726,0.5436,0.3837,2.103e-5,1.591e-5,4.431e-4,0.0050,6,221,9.993,10.005,13.40,770.4,1.55e-14,7.06e-17
16,11,11113.0,82666.4,58154.2,158227.6,819220.7,1492058.0,-0.000,0.0725,0.5440,0.3835,2.101e-5,1.591e-5,4.427e-4,0.0012,4,83,9.993,10.005,13.36,770.2,2.03e-14,3.02e-19
17,11,11059.6,82669.8,57346.3,156546.4,820889.1,1492928.7,-0.000,0.0725,0.5441,0.3834,2.095e-5,1.584e-5,4.431e-4,0.0020,5,78,9.992,10.005,13.31,770.4,1.71e-14,1.65e-17
18,11,11032.6,82669.7,57806.1,155220.3,822207.3,1492504.0,-0.000,0.0725,0.5441,0.3834,2.097e-5,1.578e-5,4.439e-4,0.0016,4,122,9.992,10.006,13.31,771.1,1.76e-14,7.32e-17
19,11,11032.1,82607.8,58895.2,153973.5,823498.0,1491433.4,-0.000,0.0726,0.5442,0.3833,2.101e-5,1.575e-5,4.442e-4,0.0012,4,55,9.992,10.006,13.33,773.0,1.69e-14,5.21e-17
20,11,11040.4,82579.9,59916.4,153011.5,824496.5,1490395.3,-0.000,0.0726,0.5442,0.3831,2.103e-5,1.574e-5,4.441e-4,0.0005,5,43,9.991,10.006,13.37,772.5,4.09e-15,5.48e-17
21,11,11037.6,82567.8,60213.1,151843.4,825653.2,1490124.9,-0.000,0.0727,0.5442,0.3831,2.106e-5,1.580e-5,4.437e-4,0.0015,4,120,9.991,10.006,13.40,770.9,2.01e-14,6.90e-19
22,11,11076.8,82521.9,59112.2,149945.2,827446.4,1491337.4,-0.000,0.0726,0.5441,0.3833,2.108e-5,1.584e-5,4.429e-4,0.0047,7,231,9.990,10.007,13.39,770.2,5.68e-15,1.01e-17
23,11,11111.9,82542.8,57664.0,148991.7,828301.3,1492828.4,-0.000,0.0726,0.5436,0.3838,2.101e-5,1.578e-5,4.427e-4,0.0014,4,95,9.990,10.007,13.34,770.2,1.03e-14,5.17e-17
24,11,11093.3,82479.0,57411.4,148420.1,828928.5,1493107.7,-0.000,0.0728,0.5435,0.3837,2.104e-5,1.570e-5,4.435e-4,0.0005,2,33,9.990,10.007,13.30,770.6,1.76e-14,2.70e-17
25,11,11093.6,82401.9,58180.2,147920.7,829488.3,1492355.3,-0.000,0.0730,0.5432,0.3838,2.111e-5,1.566e-5,4.441e-4,0.0006,2,38,9.990,10.007,13.31,771.8,1.83e-14,6.32e-17
