year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,64588.3,137803.7,35091.2,135061.0,949499.7,1299396.2,-0.000,0.3326,0.5451,0.1222,1.592e-4,3.311e-5,2.346e-4,0.4318,112,6028,9.825,10.175,28.85,1920.1,1.42e-15,2.54e-15
2,9,51058.8,192403.7,34680.8,117686.1,911237.9,1314372.7,0.000,0.2473,0.6359,0.1168,1.254e-4,4.527e-5,2.367e-4,0.2352,94,8475,9.714,10.286,28.85,1919.5,1.28e-14,9.12e-16
3,9,45300.2,238113.3,35130.2,120494.3,857773.5,1324628.4,-0.000,0.1863,0.7124,0.1012,1.105e-4,5.149e-5,2.371e-4,0.1606,64,8452,9.633,10.367,28.85,1922.3,2.31e-15,8.19e-16
4,9,40639.0,265780.9,34777.2,108463.8,833782.1,1337997.0,-0.000,0.1523,0.7556,0.0921,1.003e-4,5.488e-5,2.372e-4,0.1790,63,4071,9.534,10.466,28.85,1920.8,9.77e-15,8.46e-16
5,9,40535.5,282430.7,35154.7,116978.6,801585.0,1344755.4,-0.000,0.1350,0.7774,0.0876,9.334e-5,5.626e-5,2.376e-4,0.1422,63,6032,9.479,10.521,28.85,1924.2,1.74e-14,1.02e-16
6,9,37967.4,291568.6,34899.0,105918.2,797555.5,1353531.3,-0.000,0.1241,0.7906,0.0853,8.806e-5,5.716e-5,2.377e-4,0.1571,56,8292,9.415,10.585,28.86,1921.9,3.02e-15,4.57e-16
7,9,37323.3,296390.2,35162.0,108682.5,785147.4,1358734.5,0.000,0.1155,0.8001,0.0845,8.261e-5,5.749e-5,2.379e-4,0.1265,51,5076,9.373,10.627,28.85,1925.7,4.44e-15,7.45e-17
8,9,36772.3,298959.7,35028.7,106142.6,780834.6,1363702.1,-0.000,0.1113,0.8047,0.0840,7.976e-5,5.767e-5,2.381e-4,0.1139,65,7323,9.337,10.663,28.86,1923.2,3.20e-15,6.88e-17
9,9,35892.0,300034.3,35173.5,103929.7,778704.0,1367706.5,-0.000,0.1081,0.8080,0.0839,7.739e-5,5.771e-5,2.383e-4,0.1004,52,3320,9.305,10.695,28.85,1927.6,4.26e-15,1.01e-16
10,9,35772.2,300750.8,35174.2,103094.6,775483.7,1371164.5,-0.000,0.1058,0.8102,0.0840,7.579e-5,5.769e-5,2.385e-4,0.0940,53,3336,9.279,10.721,28.86,1925.2,3.69e-14,1.84e-16
11,9,35731.9,301252.3,35170.8,104094.7,771750.0,1373440.3,-0.000,0.1046,0.8114,0.0841,7.459e-5,5.770e-5,2.387e-4,0.0678,46,1948,9.262,10.738,28.85,1928.8,5.33e-16,1.76e-16
