year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,36706.3,346866.9,19190.9,162030.8,754035.0,1302610.0,-0.000,0.2017,0.7470,0.0513,1.173e-4,9.181e-5,1.259e-4,0.2340,9,30444,9.919,10.081,28.85,1920.1,3.55e-15,2.54e-15
2,9,17163.1,428020.1,18967.8,117337.5,722016.0,1317935.4,-0.000,0.0610,0.9023,0.0367,4.983e-5,9.856e-5,1.265e-4,0.2569,8,11993,9.804,10.196,28.85,1919.5,7.46e-15,9.12e-16
3,9,14285.2,443984.4,19201.8,110401.7,705283.7,1328283.2,-0.000,0.0410,0.9246,0.0344,3.822e-5,9.162e-5,1.268e-4,0.1447,6,16105,9.724,10.276,28.85,1922.3,3.69e-14,8.19e-16
4,9,15163.6,451188.6,19028.4,118190.0,684100.6,1333768.8,-0.000,0.0377,0.9285,0.0338,3.584e-5,9.003e-5,1.268e-4,0.0759,7,9884,9.683,10.317,28.85,1920.8,5.68e-15,8.46e-16
5,9,13936.6,455530.3,19213.3,111801.4,679300.4,1341657.9,-0.000,0.0369,0.9295,0.0336,3.550e-5,9.078e-5,1.270e-4,0.1318,3,16817,9.622,10.378,28.85,1924.2,1.63e-14,1.02e-16
6,9,15374.7,458982.0,19102.8,127684.8,657979.3,1342316.4,-0.000,0.0363,0.9303,0.0334,3.503e-5,8.935e-5,1.271e-4,0.0119,1,1560,9.618,10.382,28.86,1921.9,1.65e-14,4.57e-16
7,9,14046.7,460323.9,19216.8,105805.0,671447.5,1350600.1,-0.000,0.0380,0.9288,0.0333,3.656e-5,9.068e-5,1.273e-4,0.1448,3,17052,9.554,10.446,28.85,1925.7,2.70e-14,7.45e-17
8,9,14143.2,463246.4,19179.3,109189.1,660888.7,1354793.2,-0.000,0.0346,0.9322,0.0332,3.365e-5,9.085e-5,1.273e-4,0.0776,4,10155,9.522,10.478,28.86,1923.2,2.31e-14,6.88e-17
9,9,13965.5,464959.1,19225.0,103458.2,659483.6,1360348.6,-0.000,0.0354,0.9315,0.0331,3.450e-5,9.087e-5,1.275e-4,0.1184,8,14070,9.480,10.520,28.85,1927.6,1.74e-14,1.01e-16
10,9,14302.7,465909.5,19263.2,108784.5,650510.3,1362669.8,-0.000,0.0339,0.9330,0.0331,3.297e-5,9.056e-5,1.276e-4,0.0505,1,6633,9.462,10.538,28.86,1925.2,1.40e-14,1.84e-16
11,9,14887.4,466417.0,19227.0,115610.6,641809.2,1363488.8,-0.000,0.0346,0.9323,0.0331,3.363e-5,9.018e-5,1.277e-4,0.0182,8,1523,9.456,10.544,28.85,1928.8,1.62e-14,1.76e-16
