year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,9143.0,115893.4,4889.4,178553.5,1151125.3,1161835.4,-0.000,0.1245,0.8406,0.0350,2.020e-5,1.689e-5,3.791e-5,0.0000,1,1,10.000,10.000,-4.21,128.0,8.88e-16,9.25e-17
2,9,6001.9,114292.7,4886.3,213028.4,1121318.4,1161912.3,-0.000,0.0532,0.9078,0.0390,1.205e-5,2.148e-5,3.756e-5,0.0015,1,213,10.000,10.001,-4.21,128.0,1.62e-14,4.47e-16
3,9,4812.6,111996.0,4886.1,225236.4,1112590.8,1161918.0,-0.000,0.0384,0.9212,0.0404,8.650e-6,2.087e-5,3.759e-5,0.0000,0,0,10.000,10.001,-4.21,128.0,1.60e-14,5.82e-17
4,9,4373.4,110999.6,4883.2,228961.6,1110293.3,1161928.9,-0.000,0.0333,0.9254,0.0413,7.471e-6,2.084e-5,3.762e-5,0.0001,1,19,9.999,10.001,-4.21,128.0,1.56e-14,1.45e-15
5,9,4158.3,110893.9,4880.9,229098.3,1110474.3,1161934.2,-0.000,0.0311,0.9273,0.0416,6.988e-6,2.095e-5,3.763e-5,0.0000,1,2,9.999,10.001,-4.21,127.9,3.23e-14,1.02e-15
6,9,4047.0,111106.8,4877.6,227681.6,1111788.4,1161938.7,-0.000,0.0300,0.9284,0.0416,6.751e-6,2.104e-5,3.765e-5,0.0000,0,0,9.999,10.001,-4.21,127.9,3.25e-14,9.43e-17
7,9,3986.3,111381.7,4877.3,225684.0,1113567.9,1161942.9,-0.000,0.0293,0.9291,0.0416,6.629e-6,2.110e-5,3.766e-5,0.0000,0,0,9.999,10.001,-4.21,127.9,3.25e-14,1.91e-16
8,9,3953.4,111606.2,4876.0,223528.2,1115526.0,1161950.1,-0.000,0.0290,0.9295,0.0415,6.562e-6,2.113e-5,3.768e-5,0.0001,3,6,9.999,10.001,-4.21,127.9,3.38e-15,4.69e-16
9,9,3935.4,111759.4,4875.5,221432.4,1117483.0,1161954.4,-0.000,0.0288,0.9297,0.0415,6.525e-6,2.115e-5,3.770e-5,0.0000,1,3,9.999,10.001,-4.21,128.0,7.28e-15,4.95e-16
10,9,3925.9,111861.4,4874.6,219473.7,1119347.0,1161957.4,-0.000,0.0286,0.9299,0.0415,6.507e-6,2.116e-5,3.771e-5,0.0000,0,0,9.999,10.001,-4.21,128.0,7.46e-15,1.12e-15
11,9,3920.6,111921.8,4874.4,217674.4,1121088.5,1161960.3,-0.000,0.0286,0.9300,0.0415,6.498e-6,2.116e-5,3.772e-5,0.0000,1,1,9.999,10.001,-4.21,128.0,7.82e-15,6.76e-16
12,9,3918.0,111936.8,4875.8,216028.2,1122718.6,1161962.6,-0.000,0.0285,0.9300,0.0415,6.494e-6,2.116e-5,3.774e-5,0.0000,1,1,9.999,10.001,-4.21,128.0,9.59e-15,4.91e-17
13,9,3918.0,111928.5,4876.7,214528.3,1124224.3,1161964.3,-0.000,0.0285,0.9300,0.0415,6.493e-6,2.116e-5,3.776e-5,0.0000,0,0,9.999,10.001,-4.21,128.1,9.41e-15,3.34e-16
