year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,11,44716.1,83208.4,27176.6,152570.3,791620.6,1522148.1,0.000,0.2848,0.5667,0.1485,8.538e-5,3.638e-6,1.960e-4,0.0000,0,0,10.000,10.000,13.40,771.0,0.00e0,5.18e-16
2,11,45351.7,64929.0,26746.5,243688.8,718109.8,1522614.2,-0.000,0.3105,0.5086,0.1808,8.619e-5,3.061e-6,1.995e-4,0.0011,1,118,10.000,10.000,13.39,770.2,3.55e-15,6.85e-16
3,11,46915.5,50957.9,26054.5,303351.9,670847.4,1523312.8,-0.000,0.3534,0.4446,0.2020,8.829e-5,2.563e-6,1.993e-4,0.0000,1,4,10.000,10.000,13.35,770.2,2.49e-14,1.65e-16
4,11,48058.5,40181.2,25816.9,344748.1,639078.5,1523556.8,-0.000,0.3971,0.3822,0.2207,9.051e-5,2.143e-6,1.996e-4,0.0000,0,0,10.000,10.000,13.31,770.5,2.45e-14,1.38e-16
5,11,48982.7,31837.0,26110.7,374411.6,616832.5,1523265.5,-0.000,0.4380,0.3247,0.2373,9.272e-5,1.799e-6,1.999e-4,0.0000,0,0,10.000,10.000,13.31,771.5,2.43e-14,6.82e-17
6,11,49775.1,25349.6,26635.3,396071.6,600876.2,1522732.1,-0.000,0.4748,0.2736,0.2516,9.468e-5,1.514e-6,2.000e-4,0.0000,0,0,10.000,10.000,13.34,773.2,2.42e-14,3.96e-17
7,11,50439.9,20285.8,27076.8,412215.7,589141.4,1522280.4,-0.000,0.5071,0.2290,0.2639,9.634e-5,1.278e-6,2.000e-4,0.0000,0,0,10.000,10.000,13.38,772.0,2.42e-14,4.98e-17
8,11,51286.9,16315.7,27069.7,424086.3,580367.1,1522314.3,-0.000,0.5349,0.1909,0.2742,9.788e-5,1.085e-6,1.997e-4,0.0005,1,50,9.999,10.000,13.40,770.7,7.11e-16,6.93e-17
9,11,52373.6,13200.7,26481.4,433253.1,573223.1,1522908.2,-0.000,0.5585,0.1588,0.2828,9.924e-5,9.234e-7,1.993e-4,0.0000,0,0,9.999,10.000,13.38,770.2,7.11e-16,1.43e-16
10,11,52941.6,10735.6,25879.3,440624.6,567741.4,1523517.6,-0.000,0.5782,0.1319,0.2899,9.994e-5,7.856e-7,1.994e-4,0.0001,1,12,9.999,10.000,13.33,770.2,1.95e-15,4.09e-17
11,11,53088.0,8777.4,25883.0,446677.4,563494.5,1523519.8,-0.000,0.5947,0.1097,0.2956,1.005e-4,6.713e-7,1.997e-4,0.0000,0,0,9.999,10.000,13.30,770.7,1.60e-15,1.66e-17
12,11,53215.8,7216.0,26305.7,451305.5,560301.3,1523095.7,-0.000,0.6083,0.0914,0.3003,1.012e-4,5.769e-7,2.000e-4,0.0000,0,0,9.999,10.000,13.32,772.4,1.78e-15,9.55e-17
13,11,53287.2,5965.0,26817.2,454836.7,557961.8,1522572.2,-0.000,0.6196,0.0763,0.3041,1.018e-4,4.977e-7,2.000e-4,0.0000,0,0,9.999,10.000,13.36,773.0,1.42e-15,1.30e-17
14,11,53425.0,4960.9,27159.1,457527.8,556143.3,1522223.9,-0.000,0.6290,0.0639,0.3071,1.023e-4,4.329e-7,1.999e-4,0.0000,0,0,9.999,10.000,13.39,771.3,1.60e-15,2.07e-18
15,11,53999.0,4153.4,26887.3,459401.0,554499.3,1522500.1,-0.000,0.6367,0.0537,0.3096,1.030e-4,3.794e-7,1.995e-4,0.0000,0,0,9.999,10.000,13.40,770.4,1.78e-15,7.06e-17
16,11,54610.6,3498.6,26205.9,460785.8,553151.9,1523187.3,-0.000,0.6430,0.0454,0.3116,1.034e-4,3.322e-7,1.993e-4,0.0000,0,0,9.999,10.000,13.36,770.2,1.95e-15,3.02e-19
17,11,54653.6,2963.7,25812.5,462243.6,552179.6,1523587.0,-0.000,0.6482,0.0385,0.3133,1.033e-4,2.913e-7,1.995e-4,0.0000,0,0,9.999,10.000,13.31,770.4,1.95e-15,1.65e-17
18,11,54496.0,2524.7,26010.2,463510.5,551505.2,1523393.5,-0.000,0.6525,0.0329,0.3146,1.035e-4,2.566e-7,1.999e-4,0.0000,0,0,9.999,10.000,13.31,771.1,1.78e-15,7.32e-17
19,11,54395.4,2162.1,26515.9,464305.1,551179.7,1522881.9,-0.000,0.6561,0.0282,0.3157,1.037e-4,2.267e-7,2.000e-4,0.0000,0,0,9.999,10.000,13.33,773.0,1.78e-15,5.21e-17
20,11,54287.0,1861.5,26988.2,464816.6,551089.3,1522397.5,-0.000,0.6592,0.0243,0.3165,1.039e-4,2.014e-7,2.000e-4,0.0000,0,0,9.999,10.000,13.37,772.5,1.60e-15,5.48e-17
21,11,54415.5,1613.3,27136.1,465090.0,550937.3,1522247.8,-0.000,0.6617,0.0210,0.3172,1.042e-4,1.811e-7,1.998e-4,0.0000,0,0,9.999,10.000,13.40,770.9,1.95e-15,6.90e-19
22,11,54997.4,1407.1,26645.4,465001.4,550644.0,1522744.7,-0.000,0.6638,0.0183,0.3179,1.046e-4,1.631e-7,1.994e-4,0.0002,1,19,9.999,10.000,13.39,770.2,6.22e-15,1.01e-17
23,11,55294.6,1233.7,25974.2,465056.3,550459.3,1523421.9,-0.000,0.6656,0.0160,0.3184,1.046e-4,1.466e-7,1.993e-4,0.0000,0,0,9.999,10.000,13.34,770.2,6.57e-15,5.17e-17
24,11,55122.0,1086.8,25834.8,465422.1,550406.7,1523567.6,-0.000,0.6671,0.0141,0.3188,1.044e-4,1.320e-7,1.997e-4,0.0000,0,0,9.999,10.000,13.30,770.6,6.39e-15,2.70e-17
25,11,54920.8,961.6,26182.8,465650.1,550504.0,1523220.7,-0.000,0.6684,0.0124,0.3192,1.044e-4,1.191e-7,1.999e-4,0.0000,0,0,9.999,10.000,13.31,771.8,6.22e-15,6.32e-17
26,11,54737.8,853.6,26707.4,465669.2,550786.3,1522685.8,-0.000,0.6695,0.0110,0.3194,1.045e-4,1.075e-7,2.000e-4,0.0000,0,0,9.999,10.000,13.35,773.2,6.22e-15,1.71e-17
27,11,54614.9,761.2,27119.9,465573.5,551106.3,1522264.2,-0.000,0.6705,0.0098,0.3196,1.047e-4,9.807e-8,1.999e-4,0.0000,0,0,9.999,10.000,13.39,771.7,6.22e-15,6.55e-17
28,11,54910.7,682.9,27008.6,465282.2,551177.6,1522377.9,-0.000,0.6714,0.0088,0.3198,1.050e-4,9.039e-8,1.996e-4,0.0000,0,0,9.999,10.000,13.40,770.6,5.86e-15,3.61e-17
29,11,55442.4,615.4,26374.2,464606.2,551368.4,1523033.3,-0.000,0.6720,0.0079,0.3200,1.052e-4,8.293e-8,1.993e-4,0.0003,1,37,9.999,10.000,13.37,770.2,1.92e-14,2.33e-18
30,11,55486.2,556.6,25841.3,464602.4,551381.0,1523572.5,-0.000,0.6726,0.0072,0.3203,1.049e-4,7.603e-8,1.994e-4,0.0000,0,0,9.999,10.000,13.32,770.3,1.92e-14,8.06e-17
31,11,55115.5,504.2,25926.2,463984.2,552362.3,1523547.7,-0.000,0.6731,0.0065,0.3204,1.048e-4,6.979e-8,1.998e-4,0.0010,1,107,9.999,10.001,13.30,770.9,2.38e-14,7.96e-18
32,11,55001.5,458.5,26387.6,463758.2,552723.5,1523110.6,-0.000,0.6733,0.0059,0.3208,1.047e-4,6.399e-8,2.000e-4,0.0007,1,79,9.999,10.001,13.33,772.7,1.07e-15,1.33e-17
