year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,9,52236.9,296709.4,224700.2,146576.8,786041.2,1115175.5,-0.000,0.1698,0.4339,0.3963,1.600e-4,8.085e-5,1.547e-3,0.4122,6,28648,9.813,10.187,28.85,1920.1,1.12e-14,2.54e-15
2,9,30617.5,404075.7,222019.9,155380.2,687415.0,1121931.6,-0.000,0.0723,0.5988,0.3289,8.124e-5,9.302e-5,1.555e-3,0.0883,6,7983,9.785,10.215,28.85,1919.5,1.10e-14,9.12e-16
3,9,24849.2,426782.1,225011.4,133743.2,682880.5,1128173.8,-0.000,0.0505,0.6414,0.3081,6.443e-5,8.778e-5,1.557e-3,0.1227,5,16108,9.714,10.286,28.85,1922.3,6.75e-15,8.19e-16
4,9,26015.9,436635.6,222512.5,159024.9,646152.4,1131098.6,-0.000,0.0466,0.6510,0.3023,6.031e-5,8.586e-5,1.558e-3,0.0012,5,86,9.714,10.286,28.85,1920.8,6.57e-15,8.46e-16
5,9,23716.1,440307.1,225202.5,117223.8,672779.1,1142211.4,0.000,0.0461,0.6539,0.3000,6.061e-5,8.824e-5,1.560e-3,0.1796,4,19709,9.609,10.391,28.85,1924.2,4.44e-15,1.02e-16
6,9,24015.3,446464.3,223194.3,124024.9,652526.6,1151214.5,-0.000,0.0424,0.6591,0.2985,5.596e-5,8.859e-5,1.560e-3,0.0969,1,12173,9.558,10.442,28.86,1921.9,1.60e-15,4.57e-16
7,9,25500.9,450889.3,225265.7,145086.9,624094.0,1150603.2,-0.000,0.0436,0.6598,0.2966,5.776e-5,8.781e-5,1.562e-3,0.0278,7,3204,9.546,10.454,28.85,1925.7,2.10e-14,7.45e-17
8,9,23721.8,455310.8,223950.2,126033.4,631204.5,1161219.2,-0.000,0.0428,0.6617,0.2955,5.762e-5,8.966e-5,1.563e-3,0.1334,3,15868,9.478,10.522,28.86,1923.2,5.51e-15,6.88e-17
9,9,22945.6,457893.9,225327.9,120418.0,627312.7,1167542.0,-0.000,0.0412,0.6645,0.2942,5.550e-5,9.029e-5,1.564e-3,0.1276,2,16764,9.419,10.581,28.85,1927.6,1.95e-15,1.01e-16
10,9,23590.2,461494.3,224811.9,128682.3,612050.1,1170811.2,-0.000,0.0398,0.6667,0.2935,5.369e-5,8.979e-5,1.565e-3,0.0662,4,8656,9.400,10.600,28.86,1925.2,5.33e-16,1.84e-16
11,9,23908.6,461602.5,225264.2,137851.9,602390.3,1170422.5,-0.000,0.0397,0.6674,0.2930,5.307e-5,8.920e-5,1.566e-3,0.0000,0,0,9.400,10.600,28.85,1928.8,5.33e-16,1.76e-16
