year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,7,16734.7,136732.9,21123.6,141679.1,1474333.3,830836.4,0.000,0.1730,0.6937,0.1333,2.372e-5,1.340e-6,2.373e-4,0.0000,0,0,10.000,10.000,30.79,469.4,0.00e0,1.32e-15
2,7,8242.5,105725.4,21201.0,192363.9,1463148.2,830759.0,0.000,0.0672,0.7402,0.1926,1.490e-5,1.090e-6,2.392e-4,0.0000,0,0,10.000,10.000,30.80,468.4,0.00e0,4.19e-16
3,7,6654.5,81796.0,21208.2,222126.5,1458903.0,830751.8,0.000,0.0536,0.7083,0.2382,1.233e-5,8.806e-7,2.391e-4,0.0000,0,0,10.000,10.000,30.81,467.6,0.00e0,1.28e-17
4,7,6358.0,63314.0,21112.7,242228.6,1457579.5,830847.3,0.000,0.0577,0.6569,0.2855,1.187e-5,7.066e-7,2.391e-4,0.0000,0,0,10.000,10.000,30.81,466.8,0.00e0,6.84e-17
5,7,6391.7,49029.4,20885.4,256264.7,1457794.3,831074.6,0.000,0.0671,0.5975,0.3354,1.198e-5,5.642e-7,2.390e-4,0.0000,0,0,10.000,10.000,30.81,466.0,0.00e0,2.69e-16
6,7,6521.4,37918.5,20527.6,265564.7,1459452.6,831455.1,-0.000,0.0787,0.5339,0.3874,1.223e-5,4.485e-7,2.389e-4,0.0021,2,373,10.000,10.000,30.80,465.3,4.62e-15,2.19e-16
7,7,6661.9,29385.0,20168.8,272155.4,1461254.9,831814.0,-0.000,0.0910,0.4692,0.4397,1.248e-5,3.550e-7,2.389e-4,0.0000,0,0,10.000,10.000,30.79,464.6,4.62e-15,2.86e-16
8,7,6789.1,22778.6,19995.3,276368.2,1463521.3,831987.5,-0.000,0.1034,0.4059,0.4907,1.269e-5,2.805e-7,2.390e-4,0.0000,0,0,10.000,10.000,30.78,463.9,4.62e-15,2.96e-16
9,7,6894.7,17662.1,20092.7,278770.4,1466130.0,831890.1,-0.000,0.1153,0.3456,0.5390,1.287e-5,2.212e-7,2.392e-4,0.0000,0,0,10.000,10.000,30.77,463.2,4.62e-15,7.61e-17
10,7,6981.6,13696.9,20391.2,279764.2,1469013.5,831592.7,-0.000,0.1263,0.2902,0.5835,1.300e-5,1.741e-7,2.394e-4,0.0001,1,18,10.000,10.000,30.77,462.6,2.15e-14,1.45e-16
11,7,7048.8,10623.8,20749.5,279687.0,1472094.8,831236.1,-0.000,0.1362,0.2404,0.6234,1.311e-5,1.370e-7,2.394e-4,0.0001,2,25,10.000,10.000,30.78,462.0,9.95e-15,2.10e-16
12,7,7098.5,8243.1,21009.5,278832.5,1475280.3,830976.1,-0.000,0.1448,0.1969,0.6582,1.319e-5,1.077e-7,2.393e-4,0.0000,0,0,10.000,10.000,30.79,461.5,1.03e-14,1.73e-16
13,7,7126.4,6397.2,21150.5,277367.0,1478563.8,830835.1,-0.000,0.1522,0.1597,0.6880,1.325e-5,8.468e-8,2.392e-4,0.0000,0,0,10.000,10.000,30.80,460.9,1.03e-14,7.19e-17
14,7,7135.3,4965.6,21209.4,275438.7,1481914.6,830776.5,-0.000,0.1584,0.1285,0.7131,1.329e-5,6.652e-8,2.392e-4,0.0000,1,4,10.000,10.000,30.80,460.3,3.55e-15,1.75e-16
15,7,7130.7,3855.2,21196.1,273173.4,1485295.0,830789.8,-0.000,0.1635,0.1027,0.7339,1.331e-5,5.223e-8,2.391e-4,0.0000,0,0,10.000,10.000,30.81,459.7,3.73e-15,2.56e-16
16,7,7118.1,2993.6,21068.1,270657.9,1488684.6,830917.7,-0.000,0.1675,0.0816,0.7510,1.332e-5,4.097e-8,2.390e-4,0.0000,0,0,10.000,10.000,30.81,459.2,3.73e-15,1.10e-16
17,7,7119.8,2324.6,20807.2,267914.1,1492094.2,831180.0,-0.000,0.1706,0.0645,0.7649,1.334e-5,3.216e-8,2.390e-4,0.0002,1,30,10.000,10.000,30.81,458.6,8.53e-15,1.08e-16
18,7,7120.4,1804.3,20429.0,264782.6,1495731.4,831572.3,-0.000,0.1730,0.0508,0.7762,1.333e-5,2.522e-8,2.389e-4,0.0008,2,84,10.000,10.000,30.80,458.2,1.87e-14,2.37e-16
19,7,7129.3,1401.8,20103.0,261856.7,1499051.0,831898.3,-0.000,0.1747,0.0399,0.7854,1.330e-5,1.976e-8,2.389e-4,0.0000,0,0,10.000,10.000,30.79,457.7,1.85e-14,2.37e-17
20,7,7136.9,1089.3,19994.3,258891.9,1502320.6,832006.9,-0.000,0.1760,0.0313,0.7926,1.328e-5,1.550e-8,2.391e-4,0.0000,0,0,10.000,10.000,30.78,457.3,1.88e-14,1.54e-16
21,7,7144.6,846.6,20153.8,255911.4,1505536.2,831847.5,-0.000,0.1771,0.0245,0.7984,1.327e-5,1.216e-8,2.393e-4,0.0000,1,3,10.000,10.000,30.77,457.0,3.55e-15,1.23e-16
22,7,7149.3,658.0,20481.0,252945.4,1508686.0,831520.2,-0.000,0.1779,0.0192,0.8029,1.325e-5,9.535e-9,2.394e-4,0.0000,0,0,10.000,10.000,30.77,456.7,3.38e-15,7.29e-17
23,7,7146.7,511.6,20828.5,250003.6,1511776.8,831172.7,-0.000,0.1785,0.0150,0.8065,1.323e-5,7.482e-9,2.394e-4,0.0000,0,0,10.000,10.000,30.78,456.4,3.55e-15,5.01e-17
24,7,7133.3,397.8,21053.3,247095.8,1514811.9,830948.0,-0.000,0.1789,0.0117,0.8094,1.320e-5,5.874e-9,2.393e-4,0.0000,0,0,10.000,10.000,30.79,456.0,3.55e-15,1.49e-16
25,7,7107.8,309.4,21172.2,244231.6,1517790.0,830829.1,-0.000,0.1791,0.0091,0.8118,1.317e-5,4.611e-9,2.392e-4,0.0000,0,0,10.000,10.000,30.80,455.6,3.38e-15,1.65e-18
26,7,7075.1,240.6,21213.8,241413.6,1520709.3,830787.6,-0.000,0.1792,0.0071,0.8137,1.314e-5,3.620e-9,2.392e-4,0.0000,1,3,10.000,10.000,30.80,455.1,5.86e-15,7.30e-17
27,7,7039.3,187.2,21176.5,238653.4,1523558.7,830824.9,-0.000,0.1791,0.0055,0.8154,1.311e-5,2.842e-9,2.391e-4,0.0000,0,0,10.000,10.000,30.81,454.7,6.04e-15,3.98e-17
28,7,7003.9,145.6,21015.3,235890.9,1526395.5,830988.7,-0.000,0.1790,0.0043,0.8167,1.308e-5,2.230e-9,2.390e-4,0.0002,1,39,10.000,10.001,30.81,454.3,5.15e-15,8.41e-17
29,7,6996.5,113.3,20720.2,233235.7,1529090.4,831283.9,-0.000,0.1788,0.0034,0.8179,1.306e-5,1.752e-9,2.389e-4,0.0000,0,0,10.000,10.001,30.81,454.0,5.33e-15,9.84e-17
30,7,6999.9,88.2,20334.1,230636.8,1531710.9,831670.1,-0.000,0.1786,0.0026,0.8188,1.305e-5,1.376e-9,2.389e-4,0.0000,1,2,10.000,10.001,30.80,453.8,3.09e-14,4.00e-17
31,7,7004.3,68.7,20050.8,228110.8,1534252.1,831953.3,-0.000,0.1785,0.0020,0.8195,1.302e-5,1.080e-9,2.390e-4,0.0000,0,0,10.000,10.001,30.78,453.6,3.09e-14,1.72e-16
32,7,7009.3,53.5,20011.1,225656.6,1536716.5,831993.0,-0.000,0.1783,0.0016,0.8201,1.301e-5,8.487e-10,2.391e-4,0.0000,0,0,10.000,10.001,30.77,453.4,3.11e-14,1.02e-16
33,7,7011.7,41.6,20225.4,223275.7,1539106.8,831778.8,-0.000,0.1782,0.0012,0.8206,1.298e-5,6.667e-10,2.393e-4,0.0000,0,0,10.000,10.001,30.77,453.2,3.07e-14,1.63e-17
34,7,7011.2,32.4,20572.6,220965.6,1541426.6,831431.5,-0.000,0.1780,0.0010,0.8210,1.296e-5,5.236e-10,2.394e-4,0.0000,0,0,10.000,10.001,30.77,453.0,3.06e-14,8.54e-17
