year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,11,119139.9,82665.6,13876.3,297934.7,571669.9,1536153.5,-0.000,0.4889,0.4480,0.0631,2.385e-4,4.459e-6,1.008e-4,0.0269,34,347,9.993,10.005,13.40,771.0,2.01e-14,5.18e-16
2,11,103771.8,61942.8,13640.6,497288.0,406448.3,1538348.5,-0.000,0.5644,0.3677,0.0679,2.045e-4,2.961e-6,1.014e-4,0.0469,53,365,9.975,10.017,13.39,770.2,2.20e-14,6.85e-16
3,11,97931.2,46416.9,13271.4,607661.4,315240.3,1540918.8,-0.000,0.5991,0.3214,0.0795,1.901e-4,2.113e-6,1.013e-4,0.0400,55,435,9.954,10.032,13.35,770.2,3.73e-15,1.65e-16
4,11,93920.4,34405.9,13129.8,665757.0,270055.8,1544171.1,-0.000,0.6410,0.2695,0.0895,1.819e-4,1.572e-6,1.014e-4,0.0538,51,387,9.925,10.052,13.31,770.5,1.39e-14,1.38e-16
5,11,94298.0,25433.1,13283.3,697558.1,243855.8,1547011.7,-0.000,0.6834,0.2190,0.0976,1.806e-4,1.211e-6,1.016e-4,0.0548,66,442,9.898,10.071,13.31,771.5,3.20e-15,6.82e-17
6,11,92315.9,19230.8,13566.8,727288.4,219567.9,1549470.2,-0.000,0.7254,0.1715,0.1031,1.794e-4,9.318e-7,1.016e-4,0.0387,47,364,9.872,10.089,13.34,773.2,1.37e-14,3.96e-17
7,11,92661.0,14501.2,13799.0,747639.7,201084.5,1551754.7,-0.000,0.7577,0.1349,0.1074,1.816e-4,7.454e-7,1.016e-4,0.0420,50,310,9.848,10.105,13.38,772.0,1.67e-14,4.98e-17
8,11,93694.4,10974.1,13801.2,763101.4,185608.3,1554260.7,-0.000,0.7824,0.1062,0.1114,1.812e-4,5.923e-7,1.015e-4,0.0376,37,465,9.825,10.121,13.40,770.7,6.75e-15,6.93e-17
9,11,94841.4,8180.8,13499.2,758012.8,188238.7,1558667.0,0.000,0.8060,0.0808,0.1132,1.850e-4,4.835e-7,1.013e-4,0.0657,61,533,9.787,10.148,13.38,770.2,4.09e-15,1.43e-16
10,11,96851.4,6238.1,13171.5,765044.6,178186.7,1561947.6,-0.000,0.8226,0.0621,0.1153,1.847e-4,3.822e-7,1.013e-4,0.0479,54,392,9.759,10.167,13.33,770.2,3.45e-14,4.09e-17
11,11,94815.2,4853.4,13161.7,782148.5,162641.7,1563819.6,0.000,0.8348,0.0484,0.1167,1.821e-4,3.079e-7,1.015e-4,0.0271,50,285,9.742,10.179,13.30,770.7,1.42e-14,1.66e-17
12,11,95625.1,3763.2,13389.1,779608.5,162186.2,1566868.0,-0.000,0.8441,0.0379,0.1179,1.846e-4,2.599e-7,1.016e-4,0.0494,50,422,9.711,10.200,13.32,772.4,1.07e-14,9.55e-17
13,11,93554.1,2978.2,13662.5,792311.9,150507.9,1568425.5,-0.000,0.8515,0.0299,0.1186,1.822e-4,2.137e-7,1.016e-4,0.0284,36,322,9.694,10.212,13.36,773.0,9.06e-15,1.30e-17
14,11,97664.2,2301.9,13844.0,772753.3,161936.9,1572939.8,-0.000,0.8595,0.0231,0.1174,1.919e-4,1.896e-7,1.016e-4,0.0748,61,473,9.650,10.242,13.39,771.3,2.08e-14,2.07e-18
15,11,99576.2,1836.1,13708.6,771906.6,157505.2,1576907.3,-0.000,0.8666,0.0179,0.1155,1.944e-4,1.654e-7,1.014e-4,0.0558,53,427,9.615,10.267,13.40,770.4,6.93e-15,7.06e-17
16,11,100150.3,1475.3,13352.6,775852.3,149760.4,1580849.0,0.000,0.8706,0.0141,0.1153,1.951e-4,1.426e-7,1.013e-4,0.0545,46,486,9.581,10.290,13.36,770.2,1.44e-14,3.02e-19
17,11,99701.7,1225.8,13129.9,777424.1,146329.0,1583629.5,0.000,0.8705,0.0119,0.1176,1.896e-4,1.280e-7,1.014e-4,0.0443,42,425,9.557,10.306,13.31,770.4,7.28e-15,1.65e-17
18,11,99874.8,1036.6,13228.9,776202.4,144573.6,1586523.7,-0.000,0.8730,0.0099,0.1171,1.915e-4,1.176e-7,1.016e-4,0.0487,52,454,9.530,10.326,13.31,771.1,6.93e-15,7.32e-17
19,11,101549.0,876.0,13502.9,765408.6,149589.0,1590514.6,0.000,0.8758,0.0083,0.1159,1.963e-4,1.099e-7,1.016e-4,0.0663,58,531,9.490,10.353,13.33,773.0,2.66e-15,5.21e-17
20,11,98886.4,753.6,13752.0,780319.1,135128.6,1592600.3,-0.000,0.8775,0.0071,0.1154,1.930e-4,9.911e-8,1.016e-4,0.0338,45,397,9.468,10.368,13.37,772.5,1.62e-14,5.48e-17
21,11,98347.9,673.3,13834.3,777755.9,135430.7,1595397.9,-0.000,0.8766,0.0063,0.1171,1.915e-4,9.314e-8,1.015e-4,0.0513,56,328,9.441,10.387,13.40,770.9,9.06e-15,6.90e-19
22,11,102613.8,604.8,13584.6,758118.5,146026.6,1600491.6,-0.000,0.8792,0.0055,0.1153,1.995e-4,9.030e-8,1.013e-4,0.0711,53,440,9.396,10.418,13.39,770.2,9.41e-15,1.01e-17
23,11,104617.2,552.7,13225.6,749450.8,148564.7,1605029.0,-0.000,0.8812,0.0050,0.1138,2.009e-4,8.688e-8,1.013e-4,0.0694,63,476,9.357,10.445,13.34,770.2,7.82e-15,5.17e-17
24,11,103109.9,506.6,13137.5,756071.6,140387.5,1608226.9,-0.000,0.8813,0.0046,0.1141,1.978e-4,8.328e-8,1.014e-4,0.0492,53,443,9.328,10.465,13.30,770.6,6.57e-15,2.70e-17
25,11,101379.1,478.1,13322.3,761377.1,134324.4,1610559.0,-0.000,0.8810,0.0042,0.1148,1.960e-4,7.922e-8,1.016e-4,0.0450,60,304,9.304,10.481,13.31,771.8,2.52e-14,6.32e-17
26,11,99474.8,440.5,13604.9,767574.7,127794.8,1612550.4,-0.000,0.8799,0.0040,0.1161,1.930e-4,7.512e-8,1.016e-4,0.0346,47,488,9.283,10.496,13.35,773.2,1.60e-15,1.71e-17
27,11,98995.5,420.7,13822.2,765015.2,128180.1,1615006.2,-0.000,0.8796,0.0038,0.1166,1.933e-4,7.251e-8,1.016e-4,0.0431,51,327,9.258,10.513,13.39,771.7,1.28e-14,6.55e-17
28,11,101201.7,404.1,13770.4,758548.0,129647.3,1617868.6,-0.000,0.8803,0.0036,0.1161,1.957e-4,7.216e-8,1.014e-4,0.0546,54,327,9.232,10.531,13.40,770.6,2.04e-14,3.61e-17
29,11,101539.9,387.1,13442.7,754744.7,130264.8,1621060.7,-0.000,0.8811,0.0035,0.1155,1.964e-4,7.099e-8,1.013e-4,0.0525,50,459,9.205,10.550,13.37,770.2,7.46e-15,2.33e-18
30,11,102347.6,372.7,13148.8,749606.5,131257.1,1624707.3,-0.000,0.8810,0.0033,0.1157,1.968e-4,6.844e-8,1.013e-4,0.0544,54,419,9.174,10.572,13.32,770.3,2.52e-14,8.06e-17
